year,étions_VERB au_ADP,étions_VERB tôt_ADV,etions_VERB au_ADP
1800,4.08741385626854e-07,0.0,6.288328968651058e-09
1801,3.9765748738318507e-07,0.0,0.0
1802,3.3567602031325805e-07,0.0,0.0
1803,2.749978307292622e-07,0.0,1.950339223455444e-09
1804,4.0291169511874614e-07,0.0,2.4718509461507665e-09
1805,2.444874951379461e-07,0.0,0.0
1806,4.120786911698815e-07,0.0,2.881669125542885e-09
1807,4.0996152961270127e-07,0.0,0.0
1808,2.334056148356467e-07,0.0,0.0
1809,2.7560173521123943e-07,0.0,0.0
1810,2.8081521463718673e-07,0.0,0.0
1811,3.2591998433417757e-07,0.0,0.0
1812,2.533847691665869e-07,0.0,0.0
1813,3.594677195906115e-07,0.0,0.0
1814,4.122147174712154e-07,0.0,0.0
1815,4.045835453325708e-07,0.0,0.0
1816,4.2875672079389915e-07,0.0,0.0
1817,2.506566261217813e-07,0.0,0.0
1818,3.171033142734814e-07,0.0,1.1921177378582115e-09
1819,2.3393373282942775e-07,0.0,2.070210003424222e-09
1820,4.082069438027247e-07,0.0,4.746592452420373e-09
1821,3.4515210245444905e-07,0.0,0.0
1822,4.3912197611462034e-07,0.0,0.0
1823,4.170493923538743e-07,0.0,2.9648061783404955e-09
1824,4.7158232518995646e-07,0.0,0.0
1825,5.397736799750419e-07,0.0,8.805443041381977e-10
1826,3.9371690263578785e-07,0.0,8.807984341885344e-10
1827,3.4011736715910956e-07,0.0,1.8434546111834038e-09
1828,4.861319666815689e-07,0.0,0.0
1829,6.181259664117533e-07,0.0,3.429270423183084e-09
1830,4.936623554385733e-07,0.0,0.0
1831,7.249910822793026e-07,0.0,1.5591206103948707e-09
1832,5.371397833187075e-07,0.0,1.3529969367098715e-09
1833,1.3819268360748538e-06,0.0,1.1583628500844156e-09
1834,4.5459165676220437e-07,0.0,0.0
1835,5.717694193663192e-07,0.0,7.563087933704082e-10
1836,4.1198197209268983e-07,0.0,0.0
1837,3.9590398159816687e-07,0.0,6.957890930081589e-10
1838,4.273333615856245e-07,0.0,0.0
1839,3.425822967528802e-07,0.0,6.9914751765765e-10
1840,3.840922317976947e-07,0.0,0.0
1841,5.052971800978412e-07,0.0,6.420548537278137e-10
1842,3.8438358274106577e-07,0.0,0.0
1843,3.7095401239639614e-07,0.0,5.906911071384968e-10
1844,3.512679143113928e-07,0.0,0.0
1845,3.443000764491444e-07,0.0,5.580227946389016e-10
1846,3.893243274433189e-07,0.0,1.1709002656346001e-09
1847,3.376158019818831e-07,0.0,0.0
1848,2.6871040859077766e-07,0.0,0.0
1849,4.1310516962766997e-07,0.0,0.0
1850,4.2499115693317435e-07,0.0,0.0
1851,3.889011566116096e-07,0.0,0.0
1852,3.333399263283354e-07,0.0,6.510545436100301e-10
1853,3.8578679095735424e-07,0.0,0.0
1854,3.1070072736838483e-07,0.0,0.0
1855,3.70424203310904e-07,0.0,1.0613874223963649e-09
1856,3.2823379569890676e-07,0.0,0.0
1857,4.7155378979368834e-07,0.0,4.881508974818871e-09
1858,3.846429308396182e-07,0.0,0.0
1859,4.526942234406306e-07,0.0,5.092173349652285e-10
1860,4.5726068265139475e-07,0.0,4.577183909670879e-10
1861,4.475449486562866e-07,0.0,0.0
1862,4.1881733636728313e-07,0.0,0.0
1863,4.265406232661917e-07,0.0,2.4973103585068657e-09
1864,3.6679668369288265e-07,0.0,1.9178911792039344e-09
1865,5.116339707456063e-07,0.0,4.706844358715045e-10
1866,4.6855851110194635e-07,0.0,0.0
1867,3.5668165310198674e-07,0.0,4.85281148598915e-10
1868,5.068310997558001e-07,0.0,9.87974813071446e-10
1869,4.737013625799591e-07,0.0,0.0
1870,4.386547232115845e-07,0.0,5.734048791339319e-10
1871,5.777920364380407e-07,0.0,0.0
1872,6.918156145729881e-07,0.0,0.0
1873,4.6990135160740465e-07,0.0,5.986004469882289e-10
1874,5.962659770375467e-07,0.0,0.0
1875,4.6287155441859795e-07,0.0,0.0
1876,3.7182991263762233e-07,0.0,0.0
1877,4.7251992896235606e-07,0.0,0.0
1878,2.8262934392842e-07,0.0,0.0
1879,3.7266883623487956e-07,0.0,6.10932526790009e-10
1880,4.004735956186778e-07,0.0,0.0
1881,4.1346970647282433e-07,0.0,1.3945015142624584e-09
1882,4.1662710259515734e-07,0.0,1.9966155395678697e-09
1883,4.5120080471861e-07,0.0,0.0
1884,4.5089589661984064e-07,0.0,0.0
1885,4.176771994934825e-07,0.0,6.445635691854079e-10
1886,4.020508015400992e-07,0.0,6.453463874400711e-10
1887,3.636611154433922e-07,0.0,0.0
1888,3.80436887326141e-07,0.0,4.4384300679212174e-09
1889,3.6964306104891875e-07,0.0,6.265136742733546e-10
1890,3.749109112050064e-07,0.0,1.3108772956016423e-09
1891,4.0093843267641205e-07,0.0,0.0
1892,3.830060961718118e-07,0.0,6.268512375839919e-10
1893,3.824376619832037e-07,1.2316833108982905e-09,6.158416554491453e-10
1894,3.9006528140816954e-07,0.0,1.8904617871129403e-09
1895,4.46581196911211e-07,0.0,0.0
1896,3.8625540810244274e-07,0.0,5.89702897624278e-10
1897,3.356186937253369e-07,0.0,0.0
1898,3.185653838500002e-07,0.0,0.0
1899,3.3276020872108347e-07,0.0,0.0
1900,3.182115619893011e-07,0.0,5.191053142894475e-10
1901,2.9843866400369734e-07,0.0,5.588738916095792e-10
1902,2.4649625629535876e-07,0.0,4.910283846193408e-10
1903,2.694710019568447e-07,0.0,1.0800440541913758e-09
1904,2.4615783900117094e-07,0.0,5.374625189347171e-10
1905,3.1480630013902555e-07,0.0,0.0
1906,2.5360830591125705e-07,0.0,2.0576738091193647e-09
1907,2.771992626549036e-07,0.0,5.142843373384665e-10
1908,2.951744875190343e-07,0.0,0.0
1909,2.915521406521293e-07,0.0,0.0
1910,3.051509906981664e-07,0.0,5.344150677544235e-10
1911,2.99005023407517e-07,0.0,0.0
1912,2.677642498838395e-07,0.0,1.0418842455450772e-09
1913,2.640888965288468e-07,0.0,0.0
1914,2.6050332735394477e-07,0.0,0.0
1915,3.722720691712311e-07,0.0,0.0
1916,3.8016619896552584e-07,0.0,0.0
1917,4.540099780570017e-07,0.0,0.0
1918,3.5722629831980157e-07,0.0,1.1486376294556067e-09
1919,4.1527397343088523e-07,0.0,0.0
1920,3.2181984011003806e-07,0.0,0.0
1921,3.0972537956586166e-07,0.0,0.0
1922,2.5896554234350333e-07,0.0,0.0
1923,2.5902912170749914e-07,0.0,1.0615948120573648e-09
1924,2.9135071599739604e-07,0.0,0.0
1925,3.486422315290838e-07,0.0,0.0
1926,2.953726720988925e-07,0.0,0.0
1927,2.809604779940855e-07,0.0,0.0
1928,3.6449071671995625e-07,0.0,0.0
1929,3.3755432582438516e-07,0.0,3.342121912552898e-09
1930,3.550217968495417e-07,0.0,2.100720708497761e-09
1931,2.760096435849846e-07,0.0,1.1405356659111021e-09
1932,3.0357915647982736e-07,0.0,0.0
1933,3.3150215017485607e-07,0.0,0.0
1934,2.8036896537741995e-07,0.0,0.0
