year,divers_DET issus_ADJ,divers_DET tissus_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,4.0480102825313224e-08
1802,0.0,2.0140561218795483e-08
1803,0.0,4.290746247193056e-08
1804,0.0,3.9549615138412264e-08
1805,0.0,3.695740957709859e-08
1806,0.0,1.4408345627714425e-08
1807,0.0,1.9928686256776018e-08
1808,0.0,9.064295980465431e-09
1809,0.0,9.036122072814123e-09
1810,0.0,0.0
1811,0.0,1.2535384286138651e-08
1812,0.0,7.20146218213813e-08
1813,0.0,5.463909147351842e-08
1814,0.0,1.2586708564299443e-08
1815,0.0,1.3486118000116676e-08
1816,0.0,9.733936678912869e-08
1817,0.0,1.71256075987003e-08
1818,0.0,6.199012148044858e-08
1819,0.0,2.3807414706311647e-08
1820,0.0,2.4919611263385377e-08
1821,0.0,6.114122852451942e-08
1822,0.0,3.107940926838637e-08
1823,0.0,5.534304681198421e-08
1824,0.0,3.03160057057994e-08
1825,0.0,2.8177417732422327e-08
1826,0.0,7.046387195952519e-08
1827,0.0,4.055600300034712e-08
1828,0.0,4.677873732816806e-08
1829,0.0,1.2688300898844318e-07
1830,0.0,7.514521782603367e-08
1831,0.0,4.2096257146795324e-08
1832,0.0,5.1413883928042026e-08
1833,0.0,1.01935931695607e-07
1834,0.0,9.987947890977011e-08
1835,0.0,5.067268915581735e-08
1836,0.0,4.166864897570122e-08
1837,0.0,3.6181031504156635e-08
1838,0.0,7.069621688060579e-08
1839,0.0,4.1249702320556025e-08
1840,0.0,1.9746034141121527e-08
1841,0.0,6.227932347613319e-08
1842,0.0,4.8299508392801727e-08
1843,0.0,2.4218335781256428e-08
1844,0.0,4.226192018563779e-08
1845,0.0,5.357019006169139e-08
1846,0.0,7.318126904465316e-08
1847,0.0,4.0988499705463255e-08
1848,0.0,6.43617736884039e-08
1849,0.0,2.3462361387061037e-08
1850,2.0366988096043315e-09,3.530277759011824e-08
1851,0.0,6.836405219701192e-08
1852,0.0,3.1250618093281446e-08
1853,0.0,8.898178549543445e-08
1854,0.0,6.078927539121537e-08
1855,0.0,6.527533003009012e-08
1856,0.0,4.918329721270709e-08
1857,0.0,4.1980978249256395e-08
1858,0.0,4.0128144251916353e-08
1859,0.0,8.503929516123776e-08
1860,0.0,3.524431524404292e-08
1861,0.0,3.395494019287071e-08
1862,0.0,5.4215835432191994e-08
1863,0.0,3.9457503930862003e-08
1864,0.0,3.883729737808039e-08
1865,0.0,3.247722762944605e-08
1866,0.0,3.3572729041253524e-08
1867,4.85281148598915e-10,7.133632884404051e-08
1868,0.0,6.174842526185387e-08
1869,0.0,6.788091866383184e-08
1870,0.0,3.956493799250893e-08
1871,0.0,7.541035529357032e-08
1872,0.0,2.237515595027162e-08
1873,0.0,7.422645675880801e-08
1874,0.0,6.751308490038355e-08
1875,0.0,4.577221568435874e-08
1876,0.0,5.1995726835230016e-08
1877,0.0,4.329371094957679e-08
1878,0.0,6.461825030612545e-08
1879,0.0,2.3215436684154156e-08
1880,0.0,2.631317030932223e-08
1881,0.0,3.6257038260600893e-08
1882,0.0,3.5939080156310865e-08
1883,0.0,5.8769852095963415e-08
1884,0.0,5.0172898724554216e-08
1885,0.0,5.994441210077639e-08
1886,0.0,6.711602140718753e-08
1887,0.0,4.113222473733913e-08
1888,0.0,4.882273385575786e-08
1889,0.0,7.51816386923565e-08
1890,0.0,3.211649257650606e-08
1891,6.374220040683554e-10,4.270727416155751e-08
1892,0.0,3.447681962143179e-08
1893,0.0,4.3724757148311255e-08
1894,0.0,5.4823392048319874e-08
1895,0.0,3.069493281770974e-08
1896,0.0,4.8355638604391515e-08
1897,0.0,4.8361722848611066e-08
1898,0.0,4.0174319315688933e-08
1899,0.0,5.969784666604028e-08
1900,0.0,5.60633724999704e-08
1901,0.0,5.309301975842118e-08
1902,0.0,4.468358272280426e-08
1903,0.0,6.264255647536743e-08
1904,0.0,8.438161813728584e-08
1905,5.160759042333041e-10,4.799505859409692e-08
1906,0.0,3.4980454977073805e-08
1907,0.0,4.988558011120858e-08
1908,0.0,2.7503778810000767e-08
1909,0.0,4.290767208203761e-08
