year,ayez_VERB en_PRON,ayez_VERB tant_ADV
1800,1.2576658381391326e-08,1.5720821977538435e-08
1801,1.1905912700171939e-08,9.524730337773235e-09
1802,0.0,6.713520406265161e-09
1803,7.801356893821776e-09,2.145373123596528e-08
1804,2.4718509461507665e-09,3.460591457837836e-08
1805,0.0,8.528632911009026e-09
1806,0.0,2.5935023018064385e-08
1807,8.540865792383556e-09,1.9928686700865228e-08
1808,2.2660739951163578e-09,1.3596443526608937e-08
1809,2.259030518203531e-09,9.036122072814123e-09
1810,0.0,2.574139479349924e-08
1811,0.0,2.0056614147279106e-08
1812,0.0,1.8670457180292033e-08
1813,2.8757416448144113e-09,2.300593315851529e-08
1814,0.0,3.1466771410748606e-09
1815,2.697223555614414e-09,8.091670444798638e-09
1816,2.3176038865813098e-09,4.6352077731626196e-09
1817,7.784366928831332e-09,4.981994905506326e-08
1818,0.0,5.960588467246453e-09
1819,0.0,2.5877625930981196e-08
1820,0.0,5.814575843032799e-08
1821,1.676453020849067e-08,2.9584464655840748e-08
1822,0.0,1.5038423839541792e-08
1823,1.2847492847356534e-08,1.9765373338032077e-08
1824,2.6947560627377243e-08,4.0421340941065864e-08
1825,7.044354433105582e-09,2.8177417732422327e-08
1826,0.0,4.139752618481651e-08
1827,9.217273055917019e-10,2.1199728195142598e-08
1828,9.172301251858528e-10,3.118582486694166e-08
1829,8.57317605795771e-10,1.5431716349212365e-08
1830,0.0,2.7135772739939057e-08
1831,7.795602829929749e-09,3.4300654760954785e-08
1832,4.058990921151917e-09,2.3000948701223933e-08
1833,2.3167257001688313e-09,2.89590715851773e-08
1834,1.8669061851994684e-09,1.4935249037506537e-08
1835,6.806779140333674e-09,4.4622218808854086e-08
1836,6.72075017860152e-09,4.166864897570122e-08
1837,0.0,2.1569462660409044e-08
1838,1.8936485712828244e-09,3.092959488526503e-08
1839,4.894032734625853e-09,3.915226187700682e-08
1840,1.9109065441114126e-09,1.7835128207632778e-08
1841,6.420548537278137e-10,2.632424855875115e-08
1842,1.341653010911159e-09,2.1466448174578545e-08
1843,1.1813822142769936e-09,4.0757687003178944e-08
1844,7.1351298203126134e-09,1.866110821424627e-08
1845,2.790114028705659e-09,2.9575207394216818e-08
1846,1.1709002656346001e-09,1.6978054517835517e-08
1847,1.6179670936367074e-09,7.011190739092399e-09
1848,1.6090443422100975e-09,2.0917577225887385e-08
1849,0.0,1.5920887941334172e-08
1850,6.788996032014438e-10,3.190828223864628e-08
1851,3.2247193804124663e-09,2.0638204478728994e-08
1852,3.2552727180501506e-09,1.9531636752390114e-08
1853,3.5831591027601917e-09,3.0456851707327814e-08
1854,1.558699391779328e-09,2.0782657372819813e-08
1855,2.1227748447927297e-09,1.4859423913549108e-08
1856,5.177189232874468e-10,1.604928606679934e-08
1857,9.763018171682347e-10,1.3180074809326925e-08
1858,4.893676130990343e-09,2.8872689128434104e-08
1859,1.018434669930457e-09,1.1202780925145817e-08
1860,9.154367819341758e-10,3.61597543019343e-08
1861,1.4147891747029462e-09,2.782418562219391e-08
1862,9.035972525772706e-10,1.2650362091193301e-08
1863,4.994620828036034e-10,1.2986014596982898e-08
1864,3.356309563606885e-09,2.8768367243969806e-08
1865,3.2947909955893806e-09,3.247722762944605e-08
1866,8.271541951376804e-09,1.8489329178805747e-08
1867,2.91168689159349e-09,1.358787216076962e-08
1868,8.397785689062687e-09,1.6301584082611953e-08
1869,9.767038289254515e-10,1.3673853493934018e-08
1870,5.734048791339319e-10,2.2936195165357276e-08
1871,1.0621177271019633e-09,1.4869648623516696e-08
1872,2.4189357183956872e-09,1.0885210954825197e-08
1873,2.9930021794299932e-09,1.0774807712721213e-08
1874,5.974609140757536e-10,2.2106053876314036e-08
1875,2.2886108563824337e-09,5.0921592276154115e-08
1876,1.209202959984168e-09,1.269663130187837e-08
1877,1.2369631985365004e-09,2.8450154232473324e-08
1878,1.2078177347163432e-09,1.2078177569208037e-08
1879,1.221865053580018e-09,1.5273313280772527e-08
1880,2.5671385017744797e-09,1.7328185109022343e-08
1881,6.972507571312292e-10,1.045876096839038e-08
1882,1.3310770263785798e-09,1.1314154724217929e-08
1883,7.583206784733676e-09,1.0110942305630033e-08
1884,0.0,1.3203393933736152e-08
1885,2.578254332252783e-09,3.86738152613475e-09
1886,1.2906927748801422e-09,1.4197620856748472e-08
1887,4.57024718070187e-09,9.140494694470647e-09
1888,2.53624587998047e-09,2.4094335415725254e-08
1889,2.506054641582267e-09,1.0650732740202784e-08
1890,0.0,1.5730527991308918e-08
1891,6.374220040683554e-10,7.0116419337296065e-09
1892,0.0,1.8805536683430546e-08
1893,7.390100087434348e-09,1.847525021858587e-09
1894,1.2603078580752936e-09,1.1342770278588432e-08
1895,6.018614495673091e-10,2.347259631108045e-08
1896,5.89702897624278e-10,1.3563166589847242e-08
1897,2.330685422435863e-09,5.826713334045053e-09
1898,2.26334195829736e-09,7.921697076085366e-09
1899,5.527578395003729e-10,8.844125432005967e-09
1900,5.191053142894475e-10,4.671947717582725e-09
1901,1.6766216748287377e-09,6.147612641171918e-09
1902,4.910283846193408e-10,1.0311596021495006e-08
1903,1.6200660812870638e-09,8.640352433531007e-09
1904,5.374625189347171e-10,3.7622376325430196e-09
1905,2.0643036169332163e-09,1.8062657147766004e-08
1906,2.0576737536082135e-09,6.173021205313489e-09
1907,5.142843373384665e-10,4.6285588695127444e-09
1908,4.911389073214423e-10,8.349361202419914e-09
1909,2.750491723269022e-09,1.265226234892225e-08
1910,2.67207544979442e-09,4.809735720812114e-09
1911,1.0640748282497725e-09,3.1922244847493175e-09
1912,3.125652792146383e-09,1.7712032729377825e-08
1913,1.060597942803554e-09,3.71209285532359e-09
1914,6.696743715117748e-10,2.0090231700464756e-09
1915,0.0,1.6493066468115103e-08
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,1.0966424435210342e-09,1.2063066989753679e-08
1918,0.0,2.2972752589112133e-09
1919,3.6831393490643904e-09,1.1049418269237776e-08
1920,1.514446346106979e-09,3.786115865267448e-09
1921,0.0,7.572747762196741e-09
1922,0.0,8.853522359686394e-09
1923,4.246379248229459e-09,9.554353752605493e-09
1924,2.578324886925998e-09,7.734974660777993e-09
1925,0.0,7.698724324711748e-09
1926,2.229227691330493e-09,1.1146138456652466e-09
1927,1.1149224876660924e-09,1.1149224654616319e-08
1928,1.1426041224282812e-09,6.8556247345696875e-09
1929,5.570202965543558e-09,1.0026365515614089e-08
1930,1.0503603542488804e-09,1.1553964007759987e-08
1931,0.0,1.1405356659111021e-08
1932,0.0,1.8631212128639163e-08
1933,0.0,1.261772819560747e-08
1934,5.990790086229936e-09,4.7926320689839486e-09
1935,1.196828414151696e-09,1.3165112555668657e-08
1936,0.0,6.0623572828433225e-09
1937,2.5182236296217297e-09,6.295559185076627e-09
1938,1.2965214457594243e-09,3.8895642262559704e-09
1939,6.117620188206274e-09,9.176430282309411e-09
1940,0.0,1.2678914806940611e-08
1941,0.0,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,0.0
1944,0.0,2.5705489292704442e-08
1945,0.0,2.178504043826024e-09
1946,2.7842208538686464e-09,6.960552134671616e-09
1947,2.3841741914054637e-09,1.3112957830685446e-08
1948,3.2615663503321457e-09,1.4133454406817236e-08
1949,0.0,6.8719057111366055e-09
1950,1.0635361480382244e-09,5.317680518146517e-09
1951,2.1322803522849654e-09,7.462981344019681e-09
1952,0.0,1.0544803918932644e-09
1953,0.0,1.0773827385790469e-09
1954,0.0,6.840775057526116e-09
1955,9.385607846468247e-10,7.508486277174597e-09
1956,2.616342476002842e-09,3.488456634670456e-09
1957,8.835037701437898e-10,3.534015080575159e-09
1958,0.0,6.617794756635931e-09
1959,3.100299128533379e-09,3.100299128533379e-09
1960,1.3841666701708277e-09,1.2457499920515147e-08
1961,2.779263708063695e-09,8.33779090214648e-09
1962,1.2683912808952869e-09,1.3952304034337004e-08
1963,2.5864211883330768e-09,4.526237162849611e-09
1964,1.2167936658258327e-09,1.0951143103454797e-08
1965,1.6416130121932326e-09,5.472043540510896e-09
1966,5.539074754423723e-10,1.0524242255449678e-08
1967,9.860671168482327e-10,9.367637554547059e-09
1968,3.1439910119779313e-09,6.737123720013116e-09
1969,1.3625273131978588e-09,4.995933444718048e-09
1970,1.839490032518043e-09,8.277704743875347e-09
1971,1.0276794970565106e-09,1.1818314327172175e-08
1972,5.130146862875051e-10,7.69522046084603e-09
1973,1.6539611902288698e-09,5.513203671370093e-09
1974,2.2502286700643026e-09,1.6876715580593782e-09
1975,1.7134440533084216e-09,3.998036124386317e-09
1976,2.285410749536254e-09,1.142705374768127e-09
1977,5.876781838942691e-10,4.7014254711541525e-09
1978,5.940591352171509e-10,2.3762365408686037e-09
1979,5.851973350345929e-10,7.607565244427406e-09
1980,5.685150683554241e-10,5.6851505725319385e-09
1981,0.0,5.69299452024552e-09
1982,1.2415004579935385e-09,5.586751949948621e-09
1983,0.0,5.68378455412244e-09
1984,5.799008495621649e-10,2.8995041922996734e-09
1985,6.015558051686298e-10,1.8046674155058895e-09
1986,2.9972427872948515e-09,1.0190625343575732e-08
1987,1.8332451112712533e-09,2.4443267410134695e-09
1988,5.996553809062277e-10,4.197587610832443e-09
1989,1.0976244357863152e-09,4.390497743145261e-09
1990,0.0,3.2691906959314565e-09
1991,1.7584396161396398e-09,2.344586080837985e-09
1992,5.509944167592096e-10,2.7549720282848966e-09
1993,0.0,3.877445031719162e-09
1994,4.219941174277153e-09,4.747434001473039e-09
1995,5.422450821690461e-10,5.964695848348356e-09
1996,0.0,5.871901187504136e-09
1997,9.58978896292706e-10,9.58978896292706e-10
1998,4.768129224785866e-10,2.3840645013706308e-09
1999,9.140402323914998e-10,3.656160929565999e-09
2000,0.0,5.3016377954406835e-09
2001,2.1906058633724967e-09,9.638665865452367e-09
2002,8.76244299341522e-10,3.504977197366088e-09
2003,1.6667692226413067e-09,4.166922806803086e-09
2004,4.404791253964646e-10,3.0833537945085254e-09
2005,4.5037495954858286e-10,5.404499514582994e-09
2006,0.0,4.941467901531382e-09
2007,3.994479469415779e-10,4.793375307787784e-09
2008,0.0,5.5346713878634546e-09
2009,0.0,3.814554005998616e-09
2010,1.417137907022692e-09,3.7790344187271785e-09
2011,7.64794394481072e-10,8.795135286732148e-09
2012,2.382976926895708e-09,8.170206733382201e-09
2013,8.367375126105969e-10,9.204113027294625e-09
2014,8.661780737106994e-10,9.744502982300673e-09
2015,2.2165753954528356e-10,1.329945220618356e-08
2016,6.21402013178951e-10,1.8020658743012063e-08
2017,1.257805665177969e-09,9.056201122348284e-09
2018,5.162933414126769e-10,1.2132893190131e-08
2019,5.1019755087367e-10,9.693753355577428e-09
