year,trois_DET tissus_NOUN
1908,6.3848060172233545e-09
1909,6.051082024338683e-09
1910,3.740905363258662e-09
1911,1.064074850454233e-08
1912,5.730363294986773e-09
1913,4.772690687104841e-09
1914,6.027069510139427e-09
1915,2.3561523843085297e-09
1916,6.592477230782379e-09
1917,0.0
1918,1.1486376294556067e-09
1919,7.366278698128781e-09
1920,1.8930579326337238e-08
1921,8.330022005509363e-09
1922,2.2133805899215986e-09
1923,4.246379248229459e-09
1924,6.445812106292692e-09
1925,4.399271169575059e-09
1926,2.229227691330493e-09
1927,5.574612327308159e-09
1928,4.570416489713125e-09
1929,1.0026365959703298e-08
1930,1.8906487042613662e-08
1931,3.4216069977333063e-09
1932,3.2878609834696704e-09
1933,4.588264879146209e-09
1934,9.585264137967897e-09
1935,2.393656828303392e-09
1936,3.6374143697059935e-09
1937,6.295559074054324e-09
1938,1.9447821131279852e-08
1939,9.176430282309411e-09
1940,5.0715658339584024e-09
1941,2.066051862925633e-08
1942,9.102635090130207e-09
1943,1.1612940831184915e-08
1944,6.4263723231761105e-09
1945,2.178504043826024e-09
1946,8.352662561605939e-09
1947,1.311295849681926e-08
1948,5.435944139264848e-09
1949,8.835307596655184e-09
1950,1.2762433998503298e-08
1951,2.1322803522849654e-09
1952,9.490323193972472e-09
1953,5.386913581872932e-09
1954,6.840775279570721e-09
1955,4.6928039232341234e-09
1956,7.849027205963921e-09
1957,1.7670075402875796e-09
1958,4.9633461784992505e-09
1959,7.750747710311146e-09
1960,6.2287499602575735e-09
1961,6.25334317660986e-09
1962,6.341956404476434e-10
1963,7.759263453976928e-09
1964,5.475571551727398e-09
1965,8.755269398363907e-09
1966,9.970334780007306e-09
1967,3.944268467392931e-09
1968,8.084548530629121e-09
1969,6.358460813427058e-09
1970,5.518470125309705e-09
1971,4.624557625731995e-09
1972,7.182205497002769e-09
1973,6.615844427848572e-09
1974,6.188128787165681e-09
1975,1.0851811893530794e-08
1976,5.142174186456572e-09
1977,6.464460078348111e-09
1978,5.346532105932056e-09
1979,1.053355236368958e-08
1980,2.2740602734216964e-09
1981,6.325549417596221e-09
1982,1.1794254461960918e-08
1983,5.052252838311233e-09
1984,7.538711099819295e-09
1985,3.007779025843149e-09
1986,7.792831269171074e-09
1987,6.110816741511371e-09
1988,4.797243047249822e-09
1989,3.841685636274406e-09
1990,1.6345953479657283e-09
1991,4.68917216167597e-09
1992,7.713922056673539e-09
1993,6.093128335216136e-09
1994,3.692448513614721e-09
1995,3.795715741716776e-09
1996,2.6690460952494277e-09
1997,3.835915585170824e-09
1998,4.291316191284977e-09
1999,3.1991407301035224e-09
2000,9.71966962470816e-09
2001,1.8839209831034154e-08
2002,6.133709984368352e-09
2003,4.166923084358842e-09
2004,5.726228741176342e-09
2005,3.1526248278623825e-09
2006,3.294311934354255e-09
2007,5.192823504529542e-09
2008,4.6831836186811415e-09
2009,2.384096253749135e-09
2010,8.97520635589899e-09
2011,3.0591775501687124e-09
2012,6.468080293586809e-09
2013,4.183687618564136e-09
2014,3.8978013316981475e-09
2015,2.438232948875907e-09
2016,4.764082156549776e-09
2017,4.779661694209736e-09
2018,4.130346842323718e-09
2019,3.826481798085979e-09
