year,avais_VERB eu_VERB,avais_VERB tu_VERB
1888,2.2001933075443958e-07,1.268122939990235e-09
1889,2.518584949484648e-07,0.0
1890,2.457894936469529e-07,1.3108772956016423e-09
1891,2.1672347827461635e-07,2.5496880162734215e-09
1892,2.60143252717171e-07,6.268512375839919e-10
1893,2.2355051498834655e-07,1.2316833108982905e-09
1894,2.476504903370369e-07,0.0
1895,2.6301344746570976e-07,6.018614495673091e-10
1896,2.5652076374171884e-07,0.0
1897,2.0043894721766264e-07,0.0
1898,2.540601258260722e-07,3.960848538042683e-09
1899,1.9788730298841983e-07,5.527578395003729e-10
1900,2.211388618889032e-07,4.671947717582725e-09
1901,2.0566558589507622e-07,5.588738916095792e-10
1902,2.170345396734774e-07,1.9641135384773634e-09
1903,1.7172700950141007e-07,5.400220270956879e-10
1904,2.079979992686276e-07,2.6873125946735854e-09
1905,2.0333391148597002e-07,0.0
1906,1.7798878104713367e-07,1.0288369045596824e-09
1907,1.9439947607224894e-07,5.142843373384665e-10
1908,1.7582772215973819e-07,9.822778146428846e-10
1909,1.6447940254238347e-07,0.0
1910,2.062842128225384e-07,1.6032452032632705e-09
1911,2.11218846857264e-07,5.320374141248863e-10
1912,2.0212554829868168e-07,5.209421227725386e-10
1913,1.8984702876423398e-07,0.0
1914,1.553644608520699e-07,2.678697486047099e-09
1915,1.5668413766434242e-07,5.890381071793627e-09
1916,1.648119365427192e-07,0.0
1917,1.7436614996313438e-07,0.0
1918,1.7689019671252026e-07,1.1486376294556067e-09
1919,1.6113735057388112e-07,0.0
1920,1.915774561211947e-07,0.0
1921,1.885614153707138e-07,0.0
1922,2.257648219483599e-07,7.377935484775833e-10
1923,2.717682718866854e-07,0.0
1924,2.552541502609529e-07,0.0
1925,2.188637466815635e-07,0.0
1926,2.831119161328388e-07,4.458455382660986e-09
1927,2.5197249442499015e-07,2.2298449753321847e-09
1928,2.570859294337424e-07,1.1426041224282812e-09
1929,2.707118653688667e-07,0.0
1930,2.4578432089583657e-07,0.0
1931,1.9503160331169056e-07,1.1405356659111021e-09
1932,2.564531484949839e-07,1.0959536611565568e-09
1933,2.213837859699197e-07,2.2941324395731044e-09
1934,1.941016023465636e-07,0.0
1935,2.1901959712522512e-07,1.196828414151696e-09
1936,1.7217094239185826e-07,1.2124714565686645e-09
1937,1.9768054926316836e-07,0.0
1938,1.892921375201695e-07,1.2965214457594243e-09
1939,1.4682288451695058e-07,0.0
1940,1.0396709626547818e-07,0.0
1941,1.9479917057196872e-07,0.0
1942,2.0632640485018783e-07,0.0
1943,1.9741999324196513e-07,0.0
1944,2.249230277584502e-07,1.2852744646352221e-08
1945,1.808158316407571e-07,0.0
1946,2.0464023009481025e-07,4.1763312808029696e-09
1947,3.1709515724287485e-07,0.0
1948,1.8482209895864798e-07,0.0
1949,2.1204738231972442e-07,0.0
1950,1.9356357938704605e-07,4.2541445921528975e-09
1951,2.9851923954993254e-07,1.0661401761424827e-09
1952,2.3409464233736799e-07,0.0
1953,2.0578009696237132e-07,0.0
1954,3.303117068753636e-07,9.772536113672459e-10
1955,1.8771216048207862e-07,9.385607846468247e-10
1956,2.1977277242513082e-07,8.72114158667614e-10
1957,1.546131613849866e-07,0.0
1958,2.547851067902229e-07,8.272243445794913e-10
1959,2.3329751286382816e-07,0.0
1960,2.387687629834545e-07,2.076250060767393e-09
1961,2.244255483674351e-07,6.948159270159238e-10
1962,1.9977161969109147e-07,0.0
1963,2.0497388675266848e-07,0.0
1964,2.2389004072920216e-07,1.8251904432275978e-09
1965,2.0082399032617104e-07,0.0
1966,2.0605358486136538e-07,0.0
1967,2.03129829401405e-07,4.930335584241163e-10
1968,2.0570684000631445e-07,8.982831700699023e-10
1969,1.6849921280481794e-07,4.5417578031781147e-10
1970,1.7107257122006558e-07,9.197450023812337e-10
1971,1.5466576996914227e-07,0.0
1972,1.559564708486505e-07,5.130146862875051e-10
1973,1.6043422590428236e-07,5.513203782392395e-10
1974,1.3838906909313664e-07,1.1251143350321513e-09
1975,1.2165452289991663e-07,0.0
1976,1.4112411861333385e-07,5.713526873840635e-10
1977,1.3927973441241193e-07,0.0
1978,1.5267319497525023e-07,1.1881182704343018e-09
1979,1.5156611254951713e-07,5.851973350345929e-10
1980,1.6998600926854124e-07,0.0
1981,1.4865041464418027e-07,6.325549528618524e-10
1982,1.7877606239835586e-07,0.0
1983,1.572513639302997e-07,1.89459470334441e-09
1984,1.5599333380578173e-07,1.739702604197646e-09
1985,1.1910805142179015e-07,0.0
1986,1.6484834475249954e-07,0.0
1987,1.6254773527180078e-07,1.2221633705067347e-09
1988,2.560528571393661e-07,0.0
1989,2.0690220026153838e-07,5.488122178931576e-10
1990,1.5910060824353423e-07,2.724325431913144e-09
1991,1.600180041805288e-07,0.0
1992,1.7356323667172546e-07,1.1019888335184191e-09
1993,1.8500952592148678e-07,5.539207426075166e-10
1994,1.593027860735674e-07,3.164955852952289e-09
1995,1.8382108635250916e-07,0.0
1996,1.7615704450690828e-07,5.338092190498855e-10
1997,1.3425704992187093e-07,4.79489448146353e-10
1998,1.9597011657879193e-07,1.43043876743576e-09
1999,1.6498425736699573e-07,4.570201161957499e-10
2000,1.8732453099801205e-07,1.3254094488601709e-09
2001,1.901445898511156e-07,0.0
2002,2.1292736107625387e-07,0.0
2003,2.0084569030132116e-07,4.1669229178253886e-10
2004,2.356563300054404e-07,4.404791253964646e-10
2005,2.211341012525736e-07,4.5037495954858286e-10
2006,2.3060184162204678e-07,1.2353669198716943e-09
2007,3.1516444209955807e-07,7.988958938831558e-10
2008,3.235654162381252e-07,8.514879357157668e-10
2009,3.285284719822812e-07,3.337734755248789e-09
2010,4.076633501881588e-07,4.723792912386671e-09
2011,4.458751448055409e-07,1.529588788962144e-09
2012,5.225527957009035e-07,1.3617010852229328e-09
2013,6.501450684481824e-07,4.183687618564136e-09
2014,6.732369115525216e-07,3.681256854903836e-09
2015,6.6652421537583e-07,1.7732603163622684e-09
2016,6.381798698384955e-07,3.5212781579474495e-09
2017,6.648760972893797e-07,3.2702947017071438e-09
2018,7.749563337711152e-07,1.5488800242380307e-09
2019,6.96164534019772e-07,1.53059265262101e-09
