year,sois_VERB en_ADP,sois_VERB tant_ADV
1847,1.2620142797459266e-07,1.6179670936367074e-08
1848,1.4803208614466712e-07,4.02261068899179e-09
1849,1.349085749779988e-07,4.1897072478036534e-09
1850,1.5207351111712342e-07,1.3577992064028876e-08
1851,1.5994608304481517e-07,3.2247193804124663e-09
1852,1.6927418755585677e-07,0.0
1853,1.6124215562740574e-07,5.971931837933653e-10
1854,1.8860261263853317e-07,7.27393034694046e-09
1855,2.3775078261678573e-07,8.491099379170919e-09
1856,2.0242809739556833e-07,6.212626857404757e-09
1857,1.493741734748255e-07,1.9526036343364694e-09
1858,2.0308755210862728e-07,2.4468380654951716e-09
1859,1.8077214747336257e-07,1.5276520048956854e-09
1860,1.4967390882247855e-07,1.1900677776566226e-08
1861,2.1268996874823642e-07,2.8295783494058924e-09
1862,2.36742479842178e-07,2.2589932147099034e-09
1863,1.6981711326025106e-07,9.989241656072068e-10
1864,1.6829494597914163e-07,0.0
1865,2.1133730854216992e-07,4.706844358715045e-10
1866,1.7175614175357623e-07,1.6056523222118813e-08
1867,1.3345231764105847e-07,1.94112459439566e-09
1868,1.5313609935674322e-07,0.0
1869,1.8508536925310182e-07,4.395167341186834e-09
1870,1.6972784067093016e-07,1.1468097582678638e-09
1871,2.0711296144781954e-07,4.248470908407853e-09
1872,2.08028467341137e-07,1.8142017887967654e-09
1873,1.676081211599012e-07,1.7958012854535355e-09
1874,1.654966723663165e-07,0.0
1875,1.882382463236354e-07,5.149374260327022e-09
1876,1.6566080773827707e-07,2.418405919968336e-09
1877,2.0162499936304812e-07,0.0
1878,1.5460067004369193e-07,1.2078177347163432e-09
1879,1.6983923956104263e-07,3.0546627449723474e-09
1880,2.002367978093389e-07,8.343199908722454e-09
1881,1.4363365608005552e-07,1.3945015142624584e-09
1882,2.049858665031934e-07,6.655385131892899e-10
1883,1.7630955539971183e-07,0.0
1884,1.386356416333001e-07,6.601696966868076e-10
1885,1.1731057014685575e-07,1.933690763067375e-09
1886,1.2261581616712647e-07,0.0
1887,1.416776598262004e-07,4.570247291724172e-09
1888,1.204716824076968e-07,5.07249175996094e-09
1889,1.4723070762556745e-07,0.0
1890,1.415747448163529e-07,6.554386478008212e-10
1891,1.1728565141311265e-07,6.374220040683554e-10
1892,1.5608596015681542e-07,0.0
1893,9.91505046954444e-08,0.0
1894,1.2792125403393584e-07,6.9316934414587195e-09
1895,1.1194622828725187e-07,3.611168697403855e-09
1896,1.0260830407560206e-07,2.358811590497112e-09
1897,1.1070756045228336e-07,2.330685422435863e-09
1898,1.2391797099553514e-07,5.6583546736987955e-09
1899,1.1939569333208055e-07,0.0
1900,1.256234867241801e-07,1.5573159428683425e-09
1901,1.4363058653543703e-07,5.588738916095792e-10
1902,1.0949933226811481e-07,1.9641135384773634e-09
1903,1.4418587568343355e-07,2.7001101354784396e-09
1904,1.343656350627498e-07,3.7622376325430196e-09
1905,1.0682771289793891e-07,0.0
1906,8.539346652014501e-08,4.629765903985117e-09
1907,1.2497109480591462e-07,4.6285588695127444e-09
1908,1.2867839416230709e-07,1.4734167219643268e-09
1909,1.2322203701842227e-07,0.0
1910,9.779795817621562e-08,6.412980813053082e-09
1911,9.523469657324313e-08,0.0
1912,1.1408632616394243e-07,0.0
1913,1.2090816881027422e-07,5.30298971401777e-10
1914,1.3125617215337115e-07,2.0090231700464756e-09
1915,8.010918151057922e-08,1.1780761921542648e-09
1916,9.668966782783173e-08,0.0
1917,1.1295416868506436e-07,0.0
1918,8.959373332118048e-08,0.0
1919,9.484083562938395e-08,0.0
1920,1.0525402416305951e-07,7.572231730534895e-09
1921,8.330022183145047e-08,1.5145494858259667e-09
1922,1.0476668421688373e-07,9.591316185719734e-09
1923,1.5180805235104344e-07,3.1847844361720945e-09
1924,1.9208520996016887e-07,2.578324886925998e-09
1925,1.4957521443648147e-07,4.399271169575059e-09
1926,1.4601441478134802e-07,0.0
1927,1.705831351728193e-07,3.3447675740205796e-09
1928,1.3368467932650674e-07,0.0
1929,1.5262357067058474e-07,4.4561625500705304e-09
1930,1.344461253438567e-07,2.100720708497761e-09
1931,1.1519410492155657e-07,2.2810713318222042e-09
1932,1.249387224788734e-07,1.0959536611565568e-09
1933,1.422362174707814e-07,1.1470662197865522e-09
1934,1.4737344145032694e-07,2.3963160344919743e-09
1935,1.2686381012372294e-07,0.0
1936,1.0306007425242569e-07,1.2124714565686645e-09
1937,1.44797851930889e-07,1.2591118148108649e-09
1938,1.0890779833516717e-07,0.0
1939,1.0858775567612611e-07,0.0
1940,1.141102288215734e-07,0.0
1941,1.3576911328527785e-07,2.9515025978810172e-09
1942,1.061974117533282e-07,0.0
1943,1.335488235554294e-07,0.0
1944,1.0603514510876266e-07,6.4263723231761105e-09
1945,1.524952892850706e-07,2.178504043826024e-09
1946,1.7122958695381385e-07,5.568441707737293e-09
1947,2.0146272561305523e-07,1.1920870957027319e-09
1948,1.2720109054953355e-07,1.0871887834440486e-09
1949,1.3056620673523867e-07,9.817008317369869e-10
1950,1.4889505450810248e-07,8.508289184305795e-09
1951,1.5885488835465367e-07,0.0
1952,1.1177492353908747e-07,2.1089607837865287e-09
1953,1.6053002127591753e-07,1.0773827385790469e-09
1954,1.417017756466521e-07,2.9317608341017376e-09
1955,1.389069979040869e-07,9.385607846468247e-10
1956,1.5785266782586405e-07,8.72114158667614e-10
1957,1.510791491909913e-07,0.0
1958,1.5138205355924583e-07,1.6544486891589827e-09
1959,1.3408794075076003e-07,3.100299128533379e-09
1960,1.4256916358590388e-07,0.0
1961,1.6606099961791188e-07,6.948159270159238e-10
1962,1.1415521328217437e-07,6.341956404476434e-10
1963,1.868689452066974e-07,6.466053248388448e-10
1964,1.8069385987473652e-07,4.258777774879263e-09
1965,1.2749860900385102e-07,3.830430195250756e-09
1966,1.3459951730965258e-07,3.8773522170743036e-09
1967,1.4988219732003927e-07,4.930335695263466e-09
1968,1.4372530188211385e-07,4.4914158503495116e-10
1969,1.3670691600964346e-07,3.1792304344691047e-09
1970,1.200267263357091e-07,9.197450023812337e-10
1971,1.397644098233286e-07,2.0553589941130213e-09
1972,1.4107904178217723e-07,5.130146862875051e-10
1973,1.2404709082147747e-07,5.513203782392395e-10
1974,1.2038722729812434e-07,5.625571675160757e-10
1975,1.0794697402616293e-07,3.998036124386317e-09
1976,1.4626628797032026e-07,5.142174241967723e-09
1977,8.521333683120247e-08,2.938390863960194e-09
1978,1.4019795457898e-07,2.3762365408686037e-09
1979,1.0592071930659586e-07,2.925986564150662e-09
1980,1.3416955368938943e-07,2.8425752862659692e-09
1981,1.201854473720232e-07,3.795329828193417e-09
1982,1.5394606123209087e-07,3.7245013739806154e-09
1983,1.3072704518890532e-07,6.315316047889041e-10
1984,1.0844146203226046e-07,1.739702604197646e-09
1985,1.2813138994260953e-07,4.210890747202711e-09
1986,1.2348640154868917e-07,1.1988970927134801e-09
1987,1.4971500661431492e-07,1.2221633705067347e-09
1988,1.3792073616514244e-07,2.398621523624911e-09
1989,1.317149269652873e-07,0.0
1990,1.0842815356681967e-07,5.44865097484859e-10
1991,1.2895223733266903e-07,0.0
1992,1.239737486002923e-07,1.65298330578878e-09
1993,1.3072529725377535e-07,4.4313659408601325e-09
1994,1.2396077408993733e-07,5.274926606624319e-10
1995,1.312233166572696e-07,1.0844901643380922e-09
1996,1.483989677808495e-07,1.067618438099771e-09
1997,1.5391611896120594e-07,1.438468344439059e-09
1998,1.4638156642376998e-07,9.536258449571733e-10
1999,1.2750861344557052e-07,3.656160929565999e-09
2000,1.6346716336101963e-07,8.836062992401139e-10
2001,1.353794374381323e-07,8.762423564512289e-10
2002,1.71743877785957e-07,4.38122149670761e-10
2003,1.854280640145589e-07,4.1669229178253886e-10
2004,1.4888193788920034e-07,2.642874807889939e-09
2005,1.7249361405902164e-07,9.007499190971657e-10
2006,1.680099046552641e-07,1.2353669198716943e-09
2007,2.404676706646569e-07,7.988958938831558e-10
2008,2.3799087500719907e-07,1.2772318758180745e-09
2009,2.369791616274597e-07,9.53638501499654e-10
2010,3.7365202842920553e-07,1.4171379625338432e-09
2011,3.747492485217663e-07,1.1471915639660324e-09
2012,4.87488989620033e-07,1.3617010852229328e-09
2013,5.567093808167556e-07,1.9523875849358774e-09
2014,6.035095907463983e-07,2.815078836704288e-09
2015,6.414769018192601e-07,2.881548111233201e-09
2016,6.798138088015548e-07,1.4499380585064614e-09
2017,7.873863410168269e-07,1.509366853724714e-09
2018,8.061920766522235e-07,2.0651733656507076e-09
2019,8.237139468292298e-07,1.7856913725466939e-09
