year,deux_DET erreurs_NOUN,deux_DET terreurs_NOUN
1913,2.0787719456905052e-07,2.121195941118259e-09
1914,1.955449144830368e-07,6.696743715117748e-10
1915,2.096975606491469e-07,0.0
1916,2.3183544328730932e-07,0.0
1917,2.2919827102896306e-07,0.0
1918,1.5047152235325711e-07,0.0
1919,1.7310755406896305e-07,3.6831393490643904e-09
1920,2.021785832084788e-07,4.543339038320937e-09
1921,1.681149921495262e-07,0.0
1922,2.1543571726567734e-07,0.0
1923,1.995798211140709e-07,0.0
1924,2.836157442231979e-07,3.867487330388997e-09
1925,2.3316137820472704e-07,6.598906754362588e-09
1926,2.017451006253168e-07,0.0
1927,1.85077126957367e-07,4.459690061686672e-09
1928,2.2280779887751123e-07,0.0
1929,2.283783224754643e-07,0.0
1930,2.3317999442440396e-07,1.4705044848462023e-08
1931,2.0643695819444474e-07,5.7026783295555106e-09
1932,2.3234217749745767e-07,1.0959536611565568e-09
1933,2.5120749924667507e-07,3.4411986593596566e-09
1934,1.893089685012228e-07,3.5944740517379614e-09
1935,2.6210542358739986e-07,0.0
1936,3.0675528961410237e-07,1.2124714565686645e-09
1937,2.3545391059087706e-07,1.2591118148108649e-09
1938,2.502286431393941e-07,1.2965214457594243e-09
1939,2.278813511225053e-07,0.0
1940,2.25684674504123e-07,0.0
1941,2.597322268371727e-07,2.9515025978810172e-09
1942,3.003869792905789e-07,0.0
1943,2.8451706057808224e-07,2.9032352077962287e-09
1944,2.2813622280182244e-07,0.0
1945,2.962765393021982e-07,4.357008087652048e-09
1946,2.5336410303111734e-07,2.7842208538686464e-09
1947,2.8252464545630573e-07,2.3841741914054637e-09
1948,2.435302928205374e-07,3.2615663503321457e-09
1949,2.7585793205275877e-07,2.945102384188658e-09
1950,2.2759673612426923e-07,0.0
1951,2.729318957506166e-07,1.0661401761424827e-09
1952,2.815462565308735e-07,4.217921456550755e-09
1953,2.6288138954555507e-07,0.0
1954,2.2672283872537946e-07,0.0
1955,2.562270928763155e-07,1.8771215692936494e-09
1956,2.755880856852855e-07,8.72114158667614e-10
1957,2.1822542883853657e-07,8.835037701437898e-10
1958,2.6057567481529986e-07,2.4816730892496253e-09
1959,2.55774679658316e-07,3.1002992395556817e-09
1960,2.332320878650762e-07,2.7683333403416555e-09
1961,2.4804928600019593e-07,1.3896318540318475e-09
1962,2.428969345658061e-07,1.2683912808952869e-09
1963,2.9808505530581897e-07,2.5864212993553792e-09
1964,2.8107933758292347e-07,2.4335873316516654e-09
1965,2.528084017683341e-07,1.0944086747954884e-09
1966,2.6698339894437595e-07,2.7695373772118614e-09
1967,2.8448037525663494e-07,2.9582014060558492e-09
1968,2.4837529188914687e-07,4.940557296606585e-09
1969,2.443465731971628e-07,9.083515606356229e-10
1970,2.6764579530436095e-07,1.3796175035718505e-09
1971,2.425323657462286e-07,3.5968783507200897e-09
1972,2.703587274055508e-07,4.10411743478889e-09
1973,2.3541380400615708e-07,4.410563081425067e-09
1974,2.537132886004656e-07,3.3753431161187564e-09
1975,2.3759757894481481e-07,5.711480177694739e-09
1976,2.793914717358348e-07,3.4281160132820787e-09
1977,2.509385872428993e-07,5.876781838942691e-10
1978,2.512870089788066e-07,4.752473081737207e-09
1979,2.7679833536353726e-07,5.851973128301324e-09
1980,2.55263262971539e-07,7.390696055153967e-09
1981,2.3657555203726588e-07,3.162774819820413e-09
1982,2.998223642691755e-07,4.345251713999687e-09
1983,2.3429823059473165e-07,1.2630632095778083e-09
1984,2.470377644669952e-07,1.7397025486864948e-09
1985,2.2618497830251272e-07,4.812446441349039e-09
1986,2.1520203041802688e-07,1.1988970927134801e-09
1987,2.2182265269066193e-07,3.055408426266837e-09
1988,2.146766302502101e-07,4.797242936227519e-09
1989,2.0854863969077542e-07,5.4881220679092735e-09
1990,2.3211252830890317e-07,5.448650919337439e-09
1991,2.2742485228377518e-07,5.2753188484189195e-09
1992,2.2866267812560181e-07,4.958949806344037e-09
1993,2.2544574562743946e-07,9.416652901883538e-09
1994,1.9833724351769888e-07,4.2199412852994556e-09
1995,2.42925793259019e-07,1.0844901865425527e-08
1996,1.841641754651846e-07,3.736664311304594e-09
1997,2.3447034180890114e-07,3.3564262480467733e-09
1998,2.2791657272591692e-07,2.86087753487152e-09
1999,2.138854124922318e-07,4.570201161957499e-10
2000,2.094146882569703e-07,2.6508187866980393e-09
2001,1.7787719386319623e-07,2.190605918883648e-09
2002,1.9102125392578273e-07,6.571832134039113e-09
2003,1.7876099533964407e-07,2.083461403401543e-09
2004,2.04382306634443e-07,6.166707589017051e-09
2005,1.9546272866932668e-07,4.053374524914943e-09
2006,1.762456829368375e-07,6.176834932425379e-09
2007,1.7615654179792273e-07,3.1955835755326234e-09
2008,1.6007973258069796e-07,8.514879357157668e-10
2009,1.6259536295137877e-07,3.337734755248789e-09
2010,1.761974779412867e-07,4.2514138876015295e-09
2011,1.7322593315327595e-07,3.4415747474092484e-09
2012,1.354892553706577e-07,3.744677901096338e-09
2013,1.4726580488400032e-07,3.068037435216553e-09
2014,1.6695583049397555e-07,6.9294243676409906e-09
2015,2.797318234826207e-07,6.206411135023515e-09
2016,1.6052885420947405e-07,5.592618035343833e-09
2017,1.6301161132048492e-07,5.534344982294215e-09
2018,1.3733402681737061e-07,6.195519930418669e-09
2019,1.4948787985247236e-07,4.846876844322168e-09
