year,grandes_ADJ huiles_NOUN,grandes_ADJ tuiles_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,1.4287095950749062e-08
1802,0.0,0.0
1803,0.0,1.5602713787643552e-08
1804,0.0,4.943701892301533e-09
1805,0.0,4.8328921309348516e-08
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,2.039466551195801e-08
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,4.800974906515876e-08
1813,0.0,8.627225156487839e-09
1814,0.0,7.237357557698942e-08
1815,0.0,0.0
1816,0.0,9.270415546325239e-09
1817,0.0,0.0
1818,0.0,4.768470951432846e-09
1819,0.0,7.24573512300708e-09
1820,0.0,0.0
1821,0.0,1.676452932031225e-08
1822,0.0,1.0025615893027862e-09
1823,0.0,1.4824030003524058e-08
1824,0.0,3.115811608722652e-08
1825,0.0,8.805443041381977e-10
1826,0.0,2.4662355713189754e-08
1827,0.0,8.295545583791863e-09
1828,0.0,1.0089530988466322e-08
1829,0.0,9.430493719264632e-09
1830,0.0,1.1480519646056564e-08
1831,0.0,3.1182413096075834e-08
1832,0.0,1.6235963684607668e-08
1833,0.0,6.950177322551099e-09
1834,0.0,4.667265685043276e-09
1835,0.0,1.285724948729694e-08
1836,0.0,1.8146025126952736e-08
1837,0.0,1.948209416013924e-08
1838,0.0,1.3886756633496589e-08
1839,0.0,6.9914749545318955e-09
1840,0.0,1.6561189752906103e-08
1841,0.0,1.6051371787284552e-08
1842,0.0,2.2808102073668124e-08
1843,0.0,3.071593823733565e-08
1844,0.0,2.9089375408464235e-08
1845,0.0,1.2834524554250493e-08
1846,5.854501328173001e-10,1.5807152919933287e-08
1847,0.0,1.0786447290911383e-08
1848,0.0,1.367687652020777e-08
1849,0.0,4.776266493422554e-08
1850,0.0,1.765138968323754e-08
1851,0.0,1.5478653025979838e-08
1852,0.0,2.669323606596663e-08
1853,0.0,1.3138249599364826e-08
1854,0.0,1.7665258811305762e-08
1855,5.306937111981824e-10,7.429711956774554e-09
1856,0.0,5.539592606851329e-08
1857,0.0,1.8061584228235006e-08
1858,0.0,3.3766365703513657e-08
1859,0.0,1.782260738991681e-08
1860,0.0,2.8378540406492903e-08
1861,0.0,1.9807048445841247e-08
1862,0.0,4.924605084832834e-08
1863,0.0,7.991393324857654e-09
1864,0.0,3.260414938033307e-08
1865,4.706844358715045e-10,1.694463946932956e-08
1866,0.0,8.271541673821048e-09
1867,0.0,3.2513836956127307e-08
1868,0.0,3.457912001181285e-08
1869,0.0,2.4417595057002472e-08
1870,0.0,1.6055336615750093e-08
1871,0.0,1.805600113868877e-08
1872,0.0,8.4662747923403e-09
1873,0.0,2.993002112816612e-08
1874,0.0,1.3741600746186577e-08
1875,0.0,2.345826111138649e-08
1876,0.0,1.5719638923883394e-08
1877,0.0,5.813727099734933e-08
1878,0.0,3.5026715750063886e-08
1879,0.0,3.176849006081284e-08
1880,6.417846254436199e-10,6.417846520889725e-08
1881,0.0,6.833057564215039e-08
1882,0.0,2.994923331556265e-08
1883,0.0,4.423537092179686e-08
1884,0.0,1.386356363042296e-08
1885,0.0,2.5137978920675152e-08
1886,0.0,2.5168509054651622e-08
1887,6.528924623161458e-10,4.439668899181015e-08
1888,3.1703073499755874e-09,3.297119732792453e-08
1889,0.0,1.9421923624918236e-08
1890,0.0,2.94947390955258e-08
1891,0.0,1.8485238229004608e-08
1892,0.0,3.698422168518789e-08
1893,0.0,2.7097032173628577e-08
1894,0.0,2.5836310868498913e-08
1895,1.2037228991346183e-09,7.824199066419624e-09
1896,0.0,1.533227589334274e-08
1897,5.826713556089658e-10,1.1070755867592652e-08
1898,5.6583548957434e-10,1.1316709347397591e-08
1899,0.0,1.1055156790007459e-08
1900,0.0,1.0901211933145305e-08
1901,0.0,3.073806459363837e-08
1902,0.0,1.3257766440233354e-08
1903,0.0,4.6441892775916926e-08
1904,0.0,2.579820090886642e-08
1905,0.0,5.5736197879241445e-08
1906,0.0,1.800464666246171e-08
1907,0.0,2.6228502036929058e-08
1908,0.0,3.5361999550787004e-08
1909,0.0,2.9155213354670195e-08
1910,0.0,1.870452770447173e-08
1911,0.0,1.9685383989553884e-08
1912,0.0,3.125652625612929e-08
1913,0.0,2.1742256994805587e-08
1914,0.0,1.4732836284281348e-08
1915,0.0,1.2958838224719216e-08
1916,1.0987462051303964e-09,8.789969641043172e-09
1917,0.0,5.483212106582869e-09
1918,0.0,3.44591288836682e-09
1919,9.207848372660976e-10,1.4732557396257562e-08
1920,0.0,1.1358347151713133e-08
1921,0.0,1.9689142760626055e-08
1922,0.0,7.009038982541682e-08
1923,0.0,2.5478275489376756e-08
1924,1.289162443462999e-09,1.0313299547703991e-08
1925,0.0,2.639562701745035e-08
1926,0.0,1.0031524944054127e-08
1927,0.0,3.0102906833917586e-08
1928,0.0,2.0566874425753667e-08
1929,0.0,2.33948540540041e-08
1930,0.0,1.6805765667982087e-08
1931,0.0,7.983749661377715e-09
1932,0.0,9.863582950409011e-09
1933,1.1470662197865522e-09,2.523545727939336e-08
1934,0.0,1.677421224144382e-08
1935,0.0,1.555876849579363e-08
1936,0.0,1.33371855781661e-08
1937,0.0,3.021868266728234e-08
1938,0.0,6.482607339819424e-09
1939,0.0,2.5999884911698246e-08
1940,0.0,5.0715658339584024e-09
1941,0.0,3.246652724442356e-08
1942,0.0,3.944475324146879e-08
1943,0.0,2.322588166236983e-08
1944,0.0,1.927911696952833e-08
1945,0.0,1.5249527862692958e-08
1946,0.0,2.0881657292193267e-08
1947,0.0,1.4305045148432782e-08
1948,0.0,6.523132700664291e-09
1949,0.0,1.1780409536754632e-08
1950,0.0,7.444753258312176e-09
1951,0.0,3.091806477506509e-08
1952,0.0,2.003512733494972e-08
1953,3.232148326759443e-09,2.693456835345387e-08
1954,0.0,2.443134050622575e-08
1955,9.385607846468247e-10,8.447047505910632e-09
1956,0.0,1.1337483840634377e-08
1957,8.835037701437898e-10,2.47381048978923e-08
1958,0.0,1.4062814024384807e-08
1959,7.750747821333448e-10,1.6276571201956358e-08
1960,1.3841666701708277e-09,3.2527915083679915e-08
1961,4.16889545107324e-09,1.320150300188061e-08
1962,6.341956404476434e-10,1.9025868880362395e-08
1963,2.5864212993553792e-09,2.5217607557692645e-08
1964,6.083968329129164e-10,1.4601523545820783e-08
1965,0.0,2.0246559984116175e-08
1966,5.539074754423723e-10,7.200797291773142e-09
1967,4.930335584241163e-10,1.3311906243984595e-08
1968,0.0,1.8863946849023705e-08
1969,0.0,1.1354394757745467e-08
1970,1.3796175313274261e-09,9.197449912790034e-09
1971,0.0,2.209510974182649e-08
1972,1.5390440033513642e-09,4.104117490300041e-09
1973,0.0,9.923766697284009e-09
1974,1.6876715580593782e-09,1.4626486688484874e-08
1975,2.2845920710778955e-09,7.4249242310031605e-09
1976,1.142705374768127e-09,1.085570122683066e-08
1977,0.0,1.7630346071939584e-09
1978,1.7821774056514528e-09,1.1881182704343018e-08
1979,5.851973350345929e-10,6.437170796402825e-09
1980,5.685150683554241e-10,8.527726080842513e-09
1981,5.060439622894819e-09,1.0753434587229549e-08
1982,0.0,9.932003663948308e-09
1983,5.68378455412244e-09,6.946847541655643e-09
1984,1.1598016991243298e-09,1.2177918229383522e-08
1985,4.812446441349039e-09,1.3234227935754461e-08
1986,1.1988970927134801e-09,5.994485352545098e-09
1987,2.4443267410134695e-09,7.944062296871834e-09
1988,4.197587610832443e-09,9.594486094499644e-09
1989,2.7440609784434855e-09,9.878619700032232e-09
1990,2.724325431913144e-09,8.717841559757744e-09
1991,7.6199047072123e-09,5.2753188484189195e-09
1992,4.4079553340736766e-09,5.509944056569793e-09
1993,2.7696036575264316e-09,9.970573700002205e-09
1994,2.1099706426497278e-09,5.274926717646622e-09
1995,4.880205572987961e-09,2.7112254108452305e-09
1996,6.4057106285986265e-09,1.5480466686312866e-08
1997,2.3974471297094624e-09,2.3974471297094624e-09
1998,2.3840645013706308e-09,8.582632382569955e-09
1999,5.484241505371301e-09,6.855301937225278e-09
2000,3.092622158362701e-09,1.2812291672048559e-08
2001,2.190605918883648e-09,6.133696661692056e-09
2002,4.81934359086722e-09,4.81934359086722e-09
2003,7.083769126836614e-09,7.91715315529018e-09
2004,5.285749615779878e-09,4.404791198453495e-09
2005,3.1526248278623825e-09,3.602999676388663e-09
2006,4.941467679486777e-09,4.117890028965121e-09
2007,1.1983438685803094e-09,6.7906151812735516e-09
2008,5.108927503272298e-09,3.405951742863067e-09
2009,5.721831008997924e-09,2.384096253749135e-09
2010,6.140930874920514e-09,1.8895172093635892e-09
2011,3.823971805871906e-09,1.911985902935953e-09
2012,3.744677901096338e-09,3.063827413996023e-09
2013,5.29933741333366e-09,8.367375126105969e-10
2014,3.897801192920269e-09,1.7323561474213989e-09
2015,3.32486305154589e-09,3.546520632724537e-09
2016,1.86420612280358e-09,3.5212781579474495e-09
2017,3.773417134311785e-09,1.2578056374223934e-09
2018,1.290733298020541e-09,3.0977600484760615e-09
2019,4.591778068885333e-09,4.08158040698936e-09
