year,leurs_DET humeurs_NOUN,leurs_DET tumeurs_NOUN
1800,2.924072877164008e-07,0.0
1801,3.7146449116676195e-07,4.7623651688866175e-09
1802,3.6924362234458386e-07,1.3427040812530322e-08
1803,4.134719233661599e-07,0.0
1804,1.6808586167371686e-07,7.4155526164076946e-09
1805,4.321174023047547e-07,5.401467717547348e-08
1806,3.6597199137844427e-07,1.152667650217154e-08
1807,2.733077053562738e-07,0.0
1808,1.6768947830314573e-07,1.1330369531492579e-08
1809,2.417162525691907e-07,4.518061036407062e-09
1810,2.10611408757444e-07,0.0
1811,2.0056614502550474e-07,0.0
1812,1.3602762427566972e-07,2.6672082320544632e-09
1813,1.7542024011163448e-07,0.0
1814,2.0453401106124147e-07,3.1466771410748606e-09
1815,1.8610842822397444e-07,1.8880564667256294e-08
1816,4.125334953641868e-07,0.0
1817,2.4909974172260263e-07,0.0
1818,2.3842355045822217e-07,9.536941902865692e-09
1819,2.008103774375769e-07,2.070209959015301e-08
1820,5.06698753177659e-07,0.0
1821,2.1498044588952325e-07,3.155676253641104e-08
1822,3.047787373589017e-07,6.015369535816717e-09
1823,1.9963027853009407e-07,6.917880934764753e-09
1824,1.9200136591734918e-07,3.3684450784221553e-09
1825,1.3560382683408534e-07,3.522177216552791e-09
1826,1.470933317371248e-07,6.1655889282974385e-09
1827,1.4102427314810484e-07,1.8434546111834038e-09
1828,1.0639869663098267e-07,5.503380862137419e-09
1829,1.3374155116707698e-07,4.286587973467704e-09
1830,1.0749940893006737e-07,8.349468672008697e-09
1831,6.236482574806246e-08,1.5591206103948707e-09
1832,9.470978667991403e-08,1.3529969367098715e-09
1833,1.714377013684043e-07,2.3167257001688313e-09
1834,1.12947822428211e-07,4.667265685043276e-09
1835,1.1495893659230205e-07,3.781543966852041e-09
1836,1.989341957830959e-07,5.376600054063374e-09
1837,1.982998867333663e-07,4.87052354003481e-09
1838,1.1929985932468412e-07,8.837027110075724e-09
1839,1.0976615971713954e-07,8.38977065598101e-09
1840,9.427139247009109e-08,1.4013314952876499e-08
1841,1.072231610166341e-07,6.420548537278137e-09
1842,1.086738947719823e-07,1.341653010911159e-09
1843,9.332919420623753e-08,5.906911071384968e-10
1844,1.2568805041190956e-07,8.781698035420504e-09
1845,1.171847898717715e-07,3.9061593959388574e-09
1846,1.1065007599064813e-07,4.0981511517657054e-09
1847,6.579733202727311e-08,2.6966118227278457e-09
1848,6.194820656446609e-08,2.413566457803995e-09
1849,6.284561027136704e-08,0.0
1850,8.554135177973876e-08,4.073397619208663e-09
1851,8.384270699934859e-08,7.739326512989919e-09
1852,8.268392392984936e-08,1.0416872697760482e-08
1853,1.0630038693726362e-07,5.971931837933653e-10
1854,1.0027632413311949e-07,1.3508727469968562e-08
1855,1.003011078637428e-07,6.8990182455763716e-09
1856,1.718826894148151e-07,1.0354378465748937e-09
1857,7.56633937726292e-08,9.763018171682347e-10
1858,1.0423529772651818e-07,8.31924928945682e-09
1859,9.87881618730313e-08,1.1202780925145817e-08
1860,7.598125603691663e-08,3.204028820036342e-09
1861,7.639861365760225e-08,1.8863854922557266e-09
1862,7.635397028527002e-08,2.7559716508918086e-08
1863,1.198709043137569e-07,5.9935452156878455e-09
1864,7.575670224468922e-08,4.794727948009836e-10
1865,6.542514008334166e-08,2.3534221238463715e-09
1866,6.568577592958036e-08,1.8002767276925624e-08
1867,5.629261323747414e-08,4.367530337390235e-09
1868,4.98927267278404e-08,6.421836395986702e-09
1869,6.934596985530561e-08,1.4162205630441349e-08
1870,9.002456380358126e-08,8.027668307875047e-09
1871,6.054071377548098e-08,6.37270636261178e-09
1872,7.680121238973214e-08,6.047339295989218e-10
1873,5.327543933786316e-08,1.2570609442263958e-08
1874,6.81105458144593e-08,7.169530746864439e-09
1875,6.865832347102696e-08,5.721527140956084e-10
1876,6.348315784165948e-08,4.836811839936672e-09
1877,8.658742345346582e-08,1.7317484335421796e-08
1878,4.1065804035067544e-08,1.2078177347163432e-09
1879,6.72025785020125e-08,7.331190210457805e-09
1880,6.482024383913654e-08,8.984985200299889e-09
1881,6.414706860136121e-08,8.367009307619355e-09
1882,5.523969659471106e-08,1.1979693681496428e-08
1883,6.38253219165108e-08,3.159669414998234e-09
1884,4.291103206099933e-08,6.601696966868076e-09
1885,5.2209648382373075e-08,3.93183761104865e-08
1886,5.808117364836107e-08,1.2906927304712212e-08
1887,5.41900742612178e-08,3.264462256069578e-09
1888,6.150396214543719e-08,1.0779045211961602e-08
1889,5.450668894013688e-08,4.38559560889118e-09
1890,4.391439034634459e-08,7.209825181320184e-09
1891,5.9280245379156327e-08,4.461953806433883e-09
1892,6.268512375839919e-08,1.5044429702015805e-08
1893,4.310891554837326e-08,6.15841644346915e-09
1894,6.364554394622246e-08,7.561847148451761e-09
1895,4.1528441130367355e-08,1.0833506536300774e-08
1896,4.0689499769541726e-08,4.1279202278587945e-09
1897,3.26295968022805e-08,9.905413378419325e-09
1898,3.904265000187479e-08,6.7900258748920805e-09
1899,5.140647907353468e-08,4.4220627160029835e-09
1900,3.633737277741744e-08,1.349673794948103e-08
1901,3.968004591570207e-08,1.1736351446245408e-08
1902,2.897067474805226e-08,4.419255628107521e-09
1903,3.2401319849384436e-08,7.020286574288548e-09
1904,4.1384613069794796e-08,9.13686282189019e-09
1905,5.005936376534237e-08,4.128607344888735e-09
1906,6.996091062028142e-08,5.144184633820714e-09
1907,4.319988455847579e-08,1.4399961556499363e-08
1908,5.0096170101099347e-08,9.331639461152008e-09
1909,3.4106097501762633e-08,1.4852655716435237e-08
1910,4.275320675262151e-08,2.351426231506082e-08
1911,4.149891918991955e-08,1.0640748726586935e-08
1912,5.15732713202155e-08,1.5628263128064646e-08
1913,4.6666310593579396e-08,1.3787773589513108e-08
1914,6.027069182623634e-08,9.37544086809794e-09
1915,3.652036184575991e-08,1.0602685840410686e-08
1916,2.0876177231343718e-08,6.592477230782379e-09
1917,3.618920008108262e-08,5.483212106582869e-09
1918,2.412139110674616e-08,1.1486376294556067e-09
1919,2.7623545728605592e-08,9.207848705727883e-09
1920,4.467616721015588e-08,4.543339038320937e-09
1921,5.073740894090406e-08,1.2873671018098776e-08
1922,8.337067364250217e-08,1.1804696775641332e-08
1923,4.989495749896378e-08,1.8047112249064412e-08
1924,5.801231139912488e-08,1.8048273875415077e-08
1925,5.27912540349007e-08,1.2097995494286806e-08
1926,4.7928395474627905e-08,6.687683296036084e-09
1927,4.7941667635775786e-08,1.2264147031260109e-08
1928,4.34189573184085e-08,1.82816659588525e-08
1929,3.8991420758804907e-08,1.1140405931087116e-08
1930,5.041729578270093e-08,3.046045193855207e-08
1931,6.044839029328841e-08,1.710803587684495e-08
1932,5.479768483418468e-08,1.53433514782364e-08
1933,2.982372038218273e-08,1.0323596200123575e-08
1934,2.995395220750652e-08,2.3963160344919743e-08
1935,1.0053358767692089e-07,1.555876849579363e-08
1936,6.426098764222843e-08,3.758661426545018e-08
1937,5.414180748175568e-08,1.7627565185307503e-08
1938,6.093650739558143e-08,2.5930429359277696e-08
1939,5.964679417047591e-08,2.4470480752825097e-08
1940,2.5357829613881222e-08,7.607348528892999e-09
1941,5.60785480274717e-08,1.7709016475464523e-08
1942,8.799214157306778e-08,1.517105907566929e-08
1943,9.290352664947932e-08,8.709705845433291e-09
1944,5.462416652335378e-08,0.0
1945,5.8819608739213436e-08,8.714016175304096e-09
1946,6.40370814153357e-08,1.3921104269343232e-08
1947,7.27173155024019e-08,1.1920871179071924e-08
1948,6.088257165082211e-08,6.523132700664291e-09
1949,3.435953033203987e-08,2.1597418964347526e-08
1950,6.38121662177582e-08,5.317680518146517e-09
1951,3.411648485940333e-08,2.1322803522849654e-09
1952,4.1124735061792705e-08,1.1599284199803606e-08
1953,5.171437322815109e-08,3.232148326759443e-09
1954,5.668070812703263e-08,4.886268278880834e-09
1955,4.035811329572425e-08,5.631364707880948e-09
1956,5.930376278939775e-08,6.976913269340912e-09
1957,4.6825701538466546e-08,9.718541360559385e-09
1958,4.963345984210221e-08,8.272243334772611e-09
1959,4.805463515999975e-08,1.3951345856355601e-08
1960,5.605875030845198e-08,7.612916630428401e-09
1961,6.670232932659559e-08,6.25334317660986e-09
1962,8.751900115733235e-08,8.878739188311613e-09
1963,5.237503031274571e-08,4.526237051827309e-09
1964,5.901449101619605e-08,4.258777719368112e-09
1965,7.113656386170675e-08,2.73602163147757e-09
1966,4.37586901158582e-08,2.769537488234164e-09
1967,5.916402873173965e-08,8.381570104631919e-09
1968,7.186265260639146e-08,8.982831700699023e-09
1969,6.085955248091857e-08,4.087581828571274e-09
1970,5.978342587642516e-08,3.2191074805787423e-09
1971,4.881477622120656e-08,5.138397263237948e-09
1972,4.4632277207412585e-08,2.565073486948677e-09
1973,4.6310912438229934e-08,3.859242703185828e-09
1974,5.6255715863429145e-08,5.06301445213353e-09
1975,4.283610266497817e-08,6.8537762132336866e-09
1976,5.827797266988455e-08,2.285410749536254e-09
1977,5.112800033346687e-08,6.464460078348111e-09
1978,5.999997143568692e-08,2.970295565063452e-09
1979,5.091216692676426e-08,2.3407893401383717e-09
1980,7.33384459827846e-08,5.685150683554241e-10
1981,7.400893192732738e-08,3.1627747087981106e-09
1982,4.034876488479e-08,4.345251713999687e-09
1983,4.925946495148992e-08,1.2630632095778083e-09
1984,5.97297861171242e-08,1.739702604197646e-09
1985,7.098358811852279e-08,2.4062232206745193e-09
1986,7.193382822734407e-08,5.994485463567401e-10
1987,5.4997350007468526e-08,1.2221633705067347e-09
1988,7.315795602647057e-08,1.798966087207532e-09
1989,6.14669662946099e-08,4.939309850016116e-09
1990,5.830056437616804e-08,2.179460389939436e-09
1991,6.623455828247415e-08,0.0
1992,5.620142928819405e-08,1.65298330578878e-09
1993,7.145577873846065e-08,1.661762283333701e-09
1994,6.066165519902356e-08,4.2199412852994556e-09
1995,6.723839207634086e-08,2.7112254108452305e-09
1996,6.192186652320686e-08,3.736664311304594e-09
1997,8.007473928373088e-08,2.876936688878118e-09
1998,6.532336915832104e-08,1.43043876743576e-09
1999,7.403725599264277e-08,4.113181045761749e-09
2000,6.273604968853874e-08,2.6508188977203417e-09
2001,6.703253985218538e-08,4.3812117822561447e-10
2002,8.455757161129895e-08,1.752488598683044e-09
2003,7.000430546355574e-08,5.833692307000149e-09
2004,8.016720390302545e-08,1.3214374039449694e-09
2005,8.872386958458378e-08,4.503749373441224e-09
2006,7.82399061094452e-08,1.2353669198716943e-09
2007,9.027523761862e-08,3.595031605740928e-09
2008,8.429730868897423e-08,3.8316958494988285e-09
2009,9.393339017726987e-08,2.860915504498962e-09
2010,9.54206162973037e-08,5.668551517068465e-09
2011,1.0248245074784279e-07,5.353560705856353e-09
2012,1.0927651006298333e-07,5.1063788752969685e-09
2013,1.1379629993868434e-07,4.183687674075287e-09
2014,1.0502409231172294e-07,3.681256854903836e-09
2015,8.046168797903874e-08,3.546520632724537e-09
2016,9.196749495288259e-08,3.1070101214059065e-09
2017,9.785728316558107e-08,2.616235761365715e-08
2018,1.0016090645770248e-07,3.872200005083926e-09
2019,9.515184418162903e-08,5.101975730781305e-09
