year,avions_VERB en_PRON,avions_VERB tant_ADV
1870,1.3188312664169644e-08,6.364793847524197e-08
1871,2.3366590440332402e-08,1.5613130699421163e-07
1872,3.205089882385437e-08,9.010535251263718e-08
1873,1.0774807712721213e-08,8.919146665675726e-08
1874,1.9716210886144836e-08,7.647499700169647e-08
1875,1.2015206607429718e-08,9.726596061909731e-08
1876,9.069021977836655e-09,9.310862481015647e-08
1877,3.0924081073635534e-09,4.4530676035492434e-08
1878,1.509772218355465e-08,6.824170384334138e-08
1879,1.3440515367335593e-08,7.331190232662266e-08
1880,1.8611753915820373e-08,6.032775701214632e-08
1881,1.1156012114099667e-08,5.787181223126936e-08
1882,5.989846840748214e-09,6.189507928411331e-08
1883,9.479008689083912e-09,4.613117354779206e-08
1884,6.601696966868076e-09,5.809493330843907e-08
1885,1.2891271161663553e-08,8.314869859304963e-08
1886,1.355227396970804e-08,4.065682190912412e-08
1887,8.48760173255414e-09,7.834709236931303e-08
1888,8.876860135842435e-09,9.447516191585237e-08
1889,9.397704836544563e-09,6.265136676120164e-08
1890,8.520702365899524e-09,6.685473863399238e-08
1891,4.461953917456185e-09,5.099376210182527e-08
1892,1.002961980134387e-08,8.838602383320904e-08
1893,8.621783287310336e-09,6.466337509891673e-08
1894,6.301539290376468e-09,6.175508815431385e-08
1895,1.1435367319734269e-08,4.995450098022047e-08
1896,1.1794058174530164e-08,5.307326134129653e-08
1897,1.0488084178916779e-08,6.875522018390257e-08
1898,1.640922953072277e-08,6.790025963709923e-08
1899,1.0502398950507086e-08,5.03009616181771e-08
1900,1.5054054003371675e-08,3.9971109089265155e-08
1901,1.3412973842719111e-08,6.203499935963919e-08
1902,9.329538919189417e-09,5.106695155632224e-08
1903,5.940242076007962e-09,3.0781254878320397e-08
1904,4.837162670412454e-09,4.622177840474251e-08
1905,1.1353670004154992e-08,3.8705692873008957e-08
1906,4.629765903985117e-09,4.1153477070565714e-08
1907,9.257117739025489e-09,4.2685599055403145e-08
1908,8.840499887696751e-09,3.732655784460803e-08
1909,1.1001967337165297e-08,5.4459736276157855e-08
1910,1.2291546447329438e-08,3.740905540894346e-08
1911,9.044636151145369e-09,5.2671705219609066e-08
1912,7.293189607793238e-09,5.83455168623459e-08
1913,4.772690687104841e-09,4.8787505591008085e-08
1914,6.696743604095445e-09,4.2859159776753586e-08
1915,1.1780762143587253e-08,7.068457108516668e-08
1916,1.4283700444650549e-08,6.262853702310167e-08
1917,1.2063066989753679e-08,8.77313937053259e-08
1918,1.4932290071101306e-08,1.0222874635701373e-07
1919,1.1049418269237776e-08,5.1563951330990676e-08
1920,7.572231730534895e-09,5.6034515694136644e-08
1921,9.087297137000405e-09,4.1650110915725236e-08
1922,1.0329110011753073e-08,5.6810101511928224e-08
1923,2.1231896241147297e-09,3.3971033985835675e-08
1924,1.289162443462999e-09,4.898817351772777e-08
1925,5.499089184013428e-09,5.27912540349007e-08
1926,8.916910765321973e-09,3.78968714187522e-08
1927,3.3447675740205796e-09,6.801027296887696e-08
1928,2.2852082448565625e-09,3.999114284169991e-08
1929,1.1140406375176326e-09,5.570203143179242e-08
1930,3.1510811737689437e-09,2.520864939015155e-08
1931,9.124285327288817e-09,6.044839295782367e-08
1932,3.287861094491973e-09,3.507051715700982e-08
1933,3.4411986593596566e-09,4.817677989876756e-08
1934,0.0,3.9539216345474415e-08
1935,4.787313656606784e-09,3.590485420090772e-08
1936,1.2124714565686645e-09,3.6374142808881516e-08
1937,2.5182236296217297e-09,3.5255130370615007e-08
1938,3.8895642262559704e-09,2.9819993585533666e-08
1939,3.058810094103137e-09,3.5176316970364496e-08
1940,2.5357829169792012e-09,5.325144059042941e-08
1941,1.1806010391524069e-08,5.60785480274717e-08
1942,1.2136847082899749e-08,9.102635090130207e-08
1943,1.1612940831184915e-08,4.935499831049128e-08
1944,3.2131861615880553e-09,8.996921252446555e-08
1945,4.357008087652048e-09,1.0892519952676594e-07
1946,2.5057987684817817e-08,6.12528623378239e-08
1947,8.344609447874518e-09,6.794896734163558e-08
1948,4.348755133776194e-09,4.566192757238241e-08
1949,3.9268033269479474e-09,7.264586088240321e-08
1950,5.317680518146517e-09,4.5732054587688253e-08
1951,3.1984206394497505e-09,8.422507136174318e-08
1952,2.1089607837865287e-09,5.694194271654851e-08
1953,1.0773827385790469e-09,9.588706717522655e-08
1954,2.9317608341017376e-09,6.743049851820615e-08
1955,1.5016972554349195e-08,5.7252208307545516e-08
1956,8.72114114258693e-09,5.755953580433015e-08
1957,8.835037701437898e-10,3.534015036166238e-08
1958,4.1361216673863055e-09,4.1361218450219894e-08
1959,6.200598257066758e-09,4.417926291466756e-08
1960,7.612916519406099e-09,4.498541628095154e-08
1961,6.948159270159238e-10,4.58578526263409e-08
1962,6.976152100435229e-09,5.5175021884679154e-08
1963,1.939815863494232e-09,6.72469511187046e-08
1964,7.300761772910391e-09,5.901449284806404e-08
1965,9.849678406226303e-09,5.2531618166540284e-08
1966,1.6617224263271169e-09,4.265087483190655e-08
1967,4.437302081328198e-09,5.078245735035125e-08
1968,5.3896989093971115e-09,6.871866276014771e-08
1969,4.995933444718048e-09,4.67801051229344e-08
1970,6.898087434592526e-09,4.184839852428013e-08
1971,2.0553589941130213e-09,4.72732573086887e-08
1972,8.721249500354133e-09,5.591860130493842e-08
1973,2.7566018356850464e-09,3.473318344049403e-08
1974,2.2502286700643026e-09,3.431598827319249e-08
1975,2.2845920710778955e-09,3.255543745694922e-08
1976,2.285410749536254e-09,4.399415587386102e-08
1977,5.289103821581875e-09,4.407586473575975e-08
1978,5.940591130126904e-09,4.574255285660911e-08
1979,4.096381456264453e-09,4.388979846225993e-08
1980,5.116635559687666e-09,2.9562784220615868e-08
1981,6.325549417596221e-09,5.123695245856652e-08
1982,5.586751949948621e-09,3.786576385778062e-08
1983,5.68378455412244e-09,4.483874249672226e-08
1984,8.69851302098823e-09,4.813177056917084e-08
1985,1.8046674155058895e-09,4.4515129360434e-08
1986,4.196139880008332e-09,4.016305155118971e-08
1987,6.110816741511371e-09,4.827545296848257e-08
1988,1.199310784016916e-08,4.3175187869337606e-08
1989,2.7440609784434855e-09,5.927171997655023e-08
1990,4.358920779878872e-09,5.612110598463005e-08
1991,3.5168792322792797e-09,5.6270067716468475e-08
1992,3.856960972825618e-09,6.005839026101967e-08
1993,3.323524566667402e-09,4.3205819366676224e-08
1994,7.384897138251745e-09,5.6969206241319625e-08
1995,5.4224509327127635e-09,4.175286960617086e-08
1996,4.270473752399084e-09,6.51247233918184e-08
1997,4.315404922294874e-09,5.4182308417694e-08
1998,3.814503379828693e-09,5.197260932732206e-08
1999,6.398281460207045e-09,4.387393204297041e-08
2000,5.743440834038438e-09,4.4180314517916486e-08
2001,5.257454027685071e-09,5.52032695111393e-08
2002,8.762443215459825e-09,5.126029023472256e-08
2003,5.416999737661854e-09,4.125253738607171e-08
2004,8.369103632333008e-09,6.386947148939726e-08
2005,8.557123898356167e-09,5.4945743954704085e-08
2006,5.7650457740976435e-09,5.929761570655501e-08
2007,4.393927444112933e-09,6.071608993352129e-08
2008,2.1287198670449925e-09,6.386159867588503e-08
2009,3.337734755248789e-09,7.962881198864125e-08
2010,1.8895172093635892e-09,9.116920551832663e-08
2011,6.118355155848576e-09,8.795135642003515e-08
2012,5.446804340891731e-09,8.98722731790258e-08
2013,6.136075203500013e-09,1.068234922740885e-07
2014,6.063246349441442e-09,1.0935497840591779e-07
2015,5.984753581600444e-09,1.0573064912478003e-07
2016,4.971216327476213e-09,1.1123096044229897e-07
2017,6.5405894034142875e-09,8.880108026687594e-08
2018,6.195520096952123e-09,1.148752701851663e-07
2019,8.673358031785483e-09,9.438655013127573e-08
