year,mes_DET airs_NOUN,mes_DET terres_NOUN
1929,2.4508894691521732e-08,1.6042185091436068e-07
1930,2.6259009189288918e-08,1.5545332898714292e-07
1931,1.8248570654577634e-08,1.2089678680382576e-07
1932,2.082311922890767e-08,1.424739726196833e-07
1933,1.261772819560747e-08,1.273243501742627e-07
1934,1.1981580172459871e-09,1.270047480517178e-07
1935,1.196828414151696e-08,1.3404477616774102e-07
1936,1.8187071404440758e-08,1.1033490210365926e-07
1937,1.510934133364117e-08,8.561960163078197e-08
1938,1.5558256905023882e-08,9.464606787190633e-08
1939,6.117620188206274e-09,1.2541120941733652e-07
1940,2.028626333583361e-08,8.875240098404902e-08
1941,5.9030051957620344e-09,1.121570960549434e-07
1942,6.37184480734021e-08,1.0012898599143227e-07
1943,1.1612940831184915e-08,7.548411695701418e-08
1944,1.927911696952833e-08,1.96004348751444e-07
1945,1.3071024262956144e-08,1.3071023907684776e-07
1946,9.744772988540262e-09,1.1832938362488221e-07
1947,2.3841741692010032e-08,1.3947418686655055e-07
1948,2.2830963786191205e-08,1.152420088246231e-07
1949,1.2762110479513922e-08,1.521636301404783e-07
1950,2.3397795700930146e-08,1.7973761456957504e-07
1951,1.2793681780642885e-08,1.5565646394044563e-07
1952,1.7926166329118587e-08,1.3602796400391526e-07
1953,2.693456835345387e-08,1.2389901771214795e-07
1954,2.14995790059902e-08,1.2606572230566826e-07
1955,1.595553333899602e-08,1.4547692295252546e-07
1956,2.0058624983221307e-08,1.1860752824333076e-07
1957,1.9437083054185678e-08,9.983592352824644e-08
1958,2.7298403371123214e-08,2.250050237240231e-07
1959,2.1702094343822864e-08,1.7981735300764967e-07
1960,3.114374991231017e-08,1.3703250445473714e-07
1961,1.9454845512356655e-08,1.507750553297882e-07
1962,3.044139235131027e-08,1.6742764419319656e-07
1963,2.0044765847160306e-08,1.2932106585594738e-07
1964,2.068549243006146e-08,2.3544957006293998e-07
1965,2.2435377389218303e-08,1.6197248342564308e-07
1966,1.2185964348709888e-08,1.5066284042575262e-07
1967,1.5284040699725665e-08,1.7798511131594807e-07
1968,2.290622133638287e-08,1.3564075573846424e-07
1969,1.7712854627482955e-08,1.2035658403242167e-07
1970,2.299362514279757e-08,1.2048659814301033e-07
1971,2.9288864888954436e-08,1.5723496549213678e-07
1972,2.3598675014113724e-08,1.2774065111242905e-07
1973,1.5436970424165253e-08,1.1577727732081655e-07
1974,1.1813700295792984e-08,1.0351051860091331e-07
1975,1.4278700888326057e-08,1.1251615994467556e-07
1976,1.8854638628162945e-08,1.2226947188054282e-07
1977,1.410427652448476e-08,1.0695743246635914e-07
1978,2.1386128423728223e-08,1.19405884957402e-07
1979,2.6919078188747392e-08,1.457141394212158e-07
1980,1.762396628635088e-08,1.4838243278525454e-07
1981,1.771153890217647e-08,1.2271565430488351e-07
1982,1.7381006189864934e-08,1.0676903716699826e-07
1983,1.3893695083311286e-08,1.3451622926652362e-07
1984,9.278413259927731e-09,1.646918441622347e-07
1985,2.045289804186723e-08,1.4076406074092773e-07
1986,1.8582905048081244e-08,1.390720678617896e-07
1987,1.8332450224534114e-08,9.71619897871534e-08
1988,1.2592763276586538e-08,1.0973693753690839e-07
1989,1.481792966107065e-08,1.3720306135667215e-07
1990,1.7435683119515488e-08,1.0515896575746808e-07
1991,1.4653663449326615e-08,1.3715828650617823e-07
1992,2.4794748032519465e-08,1.206677799903133e-07
1993,1.2186256725943423e-08,9.970573211504075e-08
1994,1.4242301560329906e-08,1.4822543858983295e-07
1995,1.3013881861034804e-08,1.2905433166565672e-07
1996,1.4946657245218375e-08,1.2384373881957345e-07
1997,1.2466725429760572e-08,1.1315951242707456e-07
1998,1.5734826774860267e-08,1.4971925565987476e-07
1999,1.919484465817689e-08,1.4167623296756915e-07
2000,2.2973763780242962e-08,1.232630792991074e-07
2001,1.3581756164171566e-08,1.2574077201676914e-07
2002,1.6648641576466616e-08,1.4545655435682647e-07
2003,2.333476845084448e-08,1.741773809627034e-07
2004,1.805964444656638e-08,1.330246972575111e-07
2005,1.7114248795913056e-08,1.2790648840077523e-07
2006,1.4824404093172205e-08,1.4536151748956172e-07
2007,2.5964116190380082e-08,1.965283966676168e-07
2008,2.256442965808958e-08,1.7029758270226125e-07
2009,2.8132335794239793e-08,2.0121771804326727e-07
2010,3.5900827866086615e-08,2.6500478034208186e-07
2011,3.862211614413802e-08,2.669132452837175e-07
2012,3.7106354211502435e-08,3.1216996454475066e-07
2013,3.988448804559397e-08,4.1195377775693487e-07
2014,5.954974247046607e-08,3.915124917597268e-07
2015,4.832134492538387e-08,3.879007026696968e-07
2016,5.054069562859809e-08,3.8920479994430934e-07
2017,4.578412787781261e-08,3.7809637909447247e-07
2018,4.904786887749424e-08,3.80766332241933e-07
2019,4.336679171323965e-08,4.0713765336874985e-07
