year,autres_ADJ erreurs_NOUN,autres_ADJ terreurs_NOUN
1800,4.999221645540786e-07,6.288328968651058e-09
1801,2.4288062627775275e-07,0.0
1802,2.2602185367759375e-07,0.0
1803,2.7694815685208596e-07,3.315576790896557e-08
1804,3.0403765549635864e-07,2.9662210465630778e-08
1805,1.2792949632967066e-07,0.0
1806,2.996935926091737e-07,0.0
1807,2.2775641150829529e-07,0.0
1808,3.4217717370665923e-07,4.5321479902327155e-09
1809,2.3493917922223773e-07,0.0
1810,2.8549547126388575e-07,9.360507036149102e-09
1811,3.735544282790215e-07,3.760615285841595e-08
1812,2.8539128038573836e-07,0.0
1813,2.70319702622146e-07,8.627225156487839e-09
1814,2.3285410577500443e-07,0.0
1815,4.4773909735340567e-07,8.091670444798638e-09
1816,4.959672423865413e-07,9.270415546325239e-09
1817,4.577207861622412e-07,0.0
1818,3.993594361872965e-07,2.384235475716423e-09
1819,3.208825489764422e-07,2.898294049202832e-08
1820,4.1770014558295543e-07,0.0
1821,3.5304128687130287e-07,0.0
1822,2.606660132187244e-07,0.0
1823,3.547884537269397e-07,9.882686891060644e-10
1824,2.947389532437228e-07,1.0947446504872005e-08
1825,3.046683332286193e-07,6.163809906922779e-09
1826,2.7216671583119023e-07,5.284790383086602e-09
1827,3.972644661009994e-07,9.217273055917019e-10
1828,3.0727208866210276e-07,9.172301140836225e-09
1829,3.017757883583272e-07,2.2290258527846163e-08
1830,4.2477921780026406e-07,5.218417697960831e-09
1831,3.695115822210937e-07,1.2472964883158966e-08
1832,3.7883914238978633e-07,2.705993873419743e-09
1833,2.976992519165833e-07,0.0
1834,2.128273002277581e-07,1.0267983796552471e-08
1835,2.6092653371279084e-07,1.1344631900556124e-08
1836,4.7246873879913664e-07,1.008112526790228e-08
1837,2.6648723405742203e-07,0.0
1838,3.1560808944064433e-07,1.1361890983607736e-08
1839,2.880487670609e-07,8.38977065598101e-09
1840,3.2867592913987664e-07,7.0066574764382494e-09
1841,3.691815293471734e-07,1.6051371787284552e-08
1842,2.3747257982265069e-07,5.366612043644636e-09
1843,4.0285132607564833e-07,4.134837805480629e-09
1844,3.457793740779813e-07,2.195424508855126e-09
1845,3.5657657027066136e-07,1.1160455670733427e-08
1846,3.7234628535998127e-07,5.269050973311096e-09
1847,4.2983992543099703e-07,1.941560512364049e-08
1848,3.676666437968379e-07,9.65426583121598e-09
1849,3.9131868834196837e-07,3.3517659758786067e-09
1850,3.0007363172046553e-07,6.788996032014438e-10
1851,3.418202445537588e-07,7.094382858952031e-09
1852,3.4766312895229134e-07,0.0
1853,3.194983511090044e-07,2.9859659189668264e-09
1854,3.2472902411484483e-07,1.3508727469968562e-08
1855,2.292596867903285e-07,5.837630823180007e-09
1856,3.0493645269968894e-07,2.3815070804289462e-08
1857,2.894734820735323e-07,8.298565390418844e-09
1858,2.867694232633333e-07,1.2234189661342043e-08
1859,2.2863858273325377e-07,6.110608019582742e-09
1860,2.654766736998049e-07,1.0985241161165504e-08
1861,2.3815616145839158e-07,9.431927239234028e-09
1862,2.3177268820839814e-07,7.228778020618165e-09
1863,3.895804230324984e-07,3.995696662428827e-09
1864,3.260414898065278e-07,3.835782358407869e-09
1865,3.172413209906466e-07,1.4120533631256649e-09
1866,3.186976353930504e-07,2.432806400776144e-09
1867,2.605959839030447e-07,3.88224918879132e-09
1868,2.4699370859693204e-07,9.87974813071446e-10
1869,2.646867445221801e-07,1.953407657850903e-09
1870,3.537908117579036e-07,4.587239033071455e-09
1871,1.8693272352265922e-07,1.0621177271019633e-09
1872,2.2979889235941187e-07,1.8142017887967654e-09
1873,2.50214978514407e-07,2.3944017879529156e-09
1874,1.9835702252946064e-07,1.1949218281515073e-09
1875,2.2027879253982974e-07,1.716458086775674e-09
1876,2.0012308654671074e-07,9.673623679873344e-09
1877,3.0305598519575483e-07,3.0924081073635534e-09
1878,2.6994726676221603e-07,0.0
1879,2.5903539813132426e-07,1.221865053580018e-09
1880,2.310424618290341e-07,3.8507077526617195e-09
1881,1.924412058595948e-07,1.3945015142624584e-09
1882,2.282797169073092e-07,6.655385131892899e-10
1883,2.4708616530588756e-07,0.0
1884,2.112543011634216e-07,1.9805090900604227e-09
1885,1.9917014015824464e-07,6.445635691854079e-10
1886,2.0134807421356982e-07,0.0
1887,2.526693789750567e-07,6.528924623161458e-10
1888,1.7817127839769853e-07,2.53624587998047e-09
1889,2.3118354874895886e-07,0.0
1890,1.8680000835047395e-07,6.554386478008212e-10
1891,1.7019167275478253e-07,1.2748440081367107e-09
1892,1.7551834718965154e-07,1.8805537127519756e-09
1893,1.8167328663665216e-07,0.0
1894,2.1614280232284955e-07,6.301539290376468e-10
1895,2.2569804158933948e-07,2.4074457982692365e-09
1896,2.0403720935036063e-07,0.0
1897,1.7888011005773308e-07,1.1653427112179315e-09
1898,1.9351573143921996e-07,0.0
1899,1.7467148083483153e-07,5.527578395003729e-10
1900,2.029701748895718e-07,0.0
1901,1.833106324511391e-07,3.353243460679778e-09
1902,1.463264596157643e-07,2.9461704187383475e-09
1903,1.6362668042724238e-07,1.6200660812870638e-09
1904,2.1874724520642985e-07,8.599400302955473e-09
1905,1.7856226330881242e-07,5.160759042333041e-10
1906,1.9907993475953845e-07,3.600929110447737e-09
1907,2.3091366241345668e-07,5.142843373384665e-10
1908,1.9792898342529952e-07,0.0
1909,1.716306872179274e-07,5.5009836685826485e-09
1910,2.1109394943152893e-07,5.34415089958884e-09
1911,1.9312957988404378e-07,1.5961122423746588e-09
1912,1.7868314250435446e-07,0.0
1913,1.6863507529274457e-07,2.121195885607108e-09
1914,1.8616947683458562e-07,0.0
1915,2.0145103318824908e-07,1.1780762143587253e-08
1916,2.0986053073102084e-07,2.197492410260793e-09
1917,1.2611387578687072e-07,0.0
1918,1.7459292056543063e-07,0.0
1919,1.8968166970445566e-07,3.6831393490643904e-09
1920,1.7870467328151562e-07,6.815008557481406e-09
1921,1.7341591945774226e-07,7.572747429129834e-10
1922,1.5493664307086874e-07,1.4755870969551665e-09
1923,1.762247450187715e-07,0.0
1924,1.8435022353102681e-07,2.578324886925998e-09
1925,1.8806884138911073e-07,3.299453377181294e-09
1926,1.7610898250808305e-07,0.0
1927,2.0068604122958078e-07,0.0
1928,1.7938884999679772e-07,0.0
1929,1.5262357067058474e-07,2.2280812750352652e-09
1930,2.0482026430457267e-07,2.100720708497761e-09
1931,1.8134517176804366e-07,1.1405356659111021e-09
1932,2.3343813371212718e-07,1.0959536611565568e-09
1933,1.720599358545627e-07,1.1470662197865522e-09
1934,1.629494885690974e-07,1.1981580172459871e-09
1935,1.4960354910442675e-07,7.180970484910176e-09
1936,1.964203732995884e-07,4.849885826274658e-09
1937,1.7753476511117583e-07,2.5182236296217297e-09
1938,2.2689124778985104e-07,1.2965214457594243e-09
1939,2.0799907929358596e-07,0.0
1940,1.6989745943440937e-07,5.0715658339584024e-09
1941,2.1545969275393873e-07,0.0
1942,1.9418955332639598e-07,0.0
1943,1.6548440862074187e-07,0.0
1944,1.413801946625881e-07,0.0
1945,1.7863732715284186e-07,0.0
1946,1.8932701717488953e-07,2.7842208538686464e-09
1947,1.931181072833965e-07,1.1920870957027319e-09
1948,1.6633988764169771e-07,4.348755133776194e-09
1949,1.8848655414238635e-07,9.817008317369869e-10
1950,1.6910224776012228e-07,6.381216888229346e-09
1951,1.6845015471389502e-07,5.330700769690111e-09
1952,1.7293478027369247e-07,3.1634410646574906e-09
1953,1.777681453152269e-07,1.0773827385790469e-09
1954,2.208593217201127e-07,0.0
1955,1.8489646969044315e-07,0.0
1956,1.4302671491606134e-07,5.232684952005684e-09
1957,1.6168118799342324e-07,2.6505113659425206e-09
1958,1.480731577352401e-07,0.0
1959,1.464891306035554e-07,2.325224457422337e-09
1960,1.8617041264157308e-07,5.536666680683311e-09
1961,1.945484613408155e-07,0.0
1962,1.6362247667878194e-07,4.43936931660005e-09
1963,1.5906490791195438e-07,3.879631726988464e-09
1964,1.898198069838486e-07,2.4335873316516654e-09
1965,2.0301280745371741e-07,3.2832261354087677e-09
1966,1.8445118721288623e-07,5.539074754423723e-10
1967,2.041158952970079e-07,1.9721342336964653e-09
1968,1.6348753661965532e-07,2.245707841908029e-09
1969,2.0528745092729395e-07,4.995933444718048e-09
1970,1.8624836145564316e-07,9.197450023812337e-10
1971,1.6853944106998142e-07,5.138397263237948e-09
1972,2.0469286132751563e-07,5.130146862875051e-10
1973,1.8634628906610828e-07,1.102640756478479e-09
1974,2.1827218654735248e-07,7.313243344242437e-09
1975,2.158939453877906e-07,2.8557400888473694e-09
1976,1.8568962167897496e-07,1.7140580066410394e-09
1977,1.8335558893411985e-07,1.1753563677885381e-09
1978,2.1980188424919334e-07,4.752473081737207e-09
1979,1.8843354332442885e-07,3.5111840102075575e-09
1980,1.8874700913329434e-07,6.253665585376211e-09
1981,1.682596205698772e-07,3.795329828193417e-09
1982,2.1353808410395914e-07,3.7245013739806154e-09
1983,1.8819641312006752e-07,2.5261264191556165e-09
1984,2.4645786211863197e-07,2.8995041922996734e-09
1985,2.2919275766142277e-07,3.609334831011779e-09
1986,2.1999761490310021e-07,6.593933843390687e-09
1987,3.874257871183673e-07,6.721898593298192e-09
1988,3.4180355590329725e-07,8.395175221664886e-09
1989,2.118415193264056e-07,7.134558721588746e-09
1990,1.5092762994939335e-07,7.628111475810329e-09
1991,1.7584395006764453e-07,3.5168792322792797e-09
1992,4.09388839273106e-07,8.815910668147353e-09
1993,2.2489182427420928e-07,1.661762283333701e-09
1994,2.2312938874335941e-07,7.384897138251745e-09
1995,1.9683495811051444e-07,5.422450821690461e-10
1996,1.8149514069421002e-07,1.6014276571496566e-09
1997,1.2658521608699402e-07,2.876936688878118e-09
1998,1.6783814515974882e-07,6.675381136744818e-09
1999,1.8052294947779046e-07,1.3710603763428253e-09
2000,1.1354341289404601e-07,3.97622823555821e-09
2001,1.1172089808830776e-07,2.6287270138425356e-09
2002,1.1654048992504329e-07,5.257465574004527e-09
2003,1.1667383947866483e-07,5.416999737661854e-09
2004,1.1848888395449286e-07,2.2023955992267474e-09
2005,1.0808999151290521e-07,4.503749373441224e-09
2006,1.0130009453490629e-07,3.294311934354255e-09
2007,1.03057572475862e-07,3.1955835755326234e-09
2008,9.962408897834507e-08,6.811903485726134e-09
2009,1.029929612705871e-07,7.629108011997232e-09
2010,8.502827464340612e-08,5.196172381261022e-09
2011,8.94809407681052e-08,7.265546830836911e-09
2012,1.0144673434631102e-07,4.765953853791416e-09
2013,1.0040850173531624e-07,5.29933741333366e-09
2014,1.1325278503893088e-07,7.57905826986871e-09
2015,9.575606041423157e-08,5.319781060109108e-09
2016,9.92171900193739e-08,5.178350193091319e-09
2017,8.85495179403506e-08,6.037467414898856e-09
2018,9.706314796353865e-08,5.162933192082164e-09
2019,1.0561089025529213e-07,4.591778068885333e-09
