year,trois_DET oies_NOUN,trois_DET toits_NOUN
1959,2.325224457422337e-09,3.8753737996444215e-09
1960,6.920833239831836e-09,1.3841666701708277e-09
1961,9.727422756178328e-09,2.08444772553662e-09
1962,5.7077609305622445e-09,3.170978146727066e-09
1963,8.405868889838075e-09,1.2932106496776896e-09
1964,6.692365273064382e-09,4.258777774879263e-09
1965,6.5664522708175355e-09,6.5664522708175355e-09
1966,1.1078149397825143e-08,1.1078149508847446e-09
1967,7.395503320850594e-09,4.437302081328198e-09
1968,7.635406862327443e-09,4.042274071025531e-09
1969,7.266812374062681e-09,6.358460868938209e-09
1970,3.219107425067591e-09,1.3796175313274261e-09
1971,6.679916619845017e-09,4.1107179882260425e-09
1972,7.695220349823728e-09,4.617132176587546e-09
1973,1.0475087075523248e-08,3.307922269435437e-09
1974,7.875800456247362e-09,1.6876715580593782e-09
1975,9.138368284311582e-09,6.8537762132336866e-09
1976,6.856232359631065e-09,2.285410749536254e-09
1977,8.227494963097826e-09,5.876781838942691e-10
1978,1.3069300752732715e-08,4.75247319275951e-09
1979,7.0223681314374176e-09,2.925986564150662e-09
1980,8.527726136353664e-09,3.4110903546213933e-09
1981,8.85576917353248e-09,4.427884725544118e-09
1982,3.724501262958313e-09,8.069752865935698e-09
1983,4.420721011477724e-09,5.68378455412244e-09
1984,5.799008384599347e-09,3.479405208395292e-09
1985,7.218669662023558e-09,3.609334831011779e-09
1986,1.3187867742292525e-08,4.196139880008332e-09
1987,6.110816741511371e-09,6.721898593298192e-09
1988,1.1393452181707175e-08,1.1993107618124554e-09
1989,7.134558721588746e-09,4.939309961038418e-09
1990,9.262706657242603e-09,2.1794604454505873e-09
1991,1.055063725274863e-08,5.861465202094962e-09
1992,1.1019888168650738e-08,5.509944167592096e-10
1993,5.539207592608619e-09,4.4313659408601325e-09
1994,6.85740436656701e-09,1.5824779264761446e-09
1995,8.675921314704738e-09,1.626735190995987e-09
1996,4.270473752399084e-09,3.736664311304594e-09
1997,6.7128524960935465e-09,3.3564262480467733e-09
1998,4.768129113763564e-09,2.86087753487152e-09
1999,3.656160929565999e-09,3.1991407301035224e-09
2000,3.092622158362701e-09,6.627047355323157e-09
2001,3.5049694258049158e-09,1.7524847129024579e-09
2002,7.4480765999140885e-09,2.6287327870022636e-09
2003,3.333538334260311e-09,5.000307723435071e-09
2004,4.404791115186768e-09,3.52383291990499e-09
2005,8.106749049829887e-09,5.854874363109275e-09
2006,9.47114670024618e-09,3.2943118788431036e-09
2007,5.592271090648637e-09,1.997239706952314e-09
2008,3.405951742863067e-09,4.683183701947868e-09
2009,2.860915504498962e-09,3.814554005998616e-09
2010,5.196172492283324e-09,3.7790344187271785e-09
2011,7.64794394481072e-09,4.971163480860241e-09
2012,6.127654716969744e-09,4.765953853791416e-09
2013,5.857162532763027e-09,4.462600122767668e-09
2014,8.012147278968484e-09,3.8978013316981475e-09
2015,6.206411301556969e-09,3.768178213903184e-09
2016,7.871092000399926e-09,3.728412079073706e-09
2017,5.534344982294215e-09,3.773417134311785e-09
2018,1.2132893356664454e-08,4.130346731301415e-09
2019,5.101975730781305e-09,3.3162841361900064e-09
