year,trois_DET oies_NOUN,trois_DET toits_NOUN
1800,1.2576657937302116e-08,0.0
1801,3.333655484993869e-08,9.524730337773235e-09
1802,3.5805442166747525e-08,2.2378401354217203e-09
1803,5.655983681407406e-08,1.1702034896643454e-08
1804,3.213406074564773e-08,0.0
1805,3.127165526528586e-08,0.0
1806,8.645007376628655e-09,0.0
1807,0.0,8.540865792383556e-09
1808,4.5321479902327155e-09,1.8128591960930862e-08
1809,1.129515236897305e-08,0.0
1810,3.042164919975221e-08,9.360507036149102e-09
1811,0.0,1.7549536934780008e-08
1812,3.467370746079723e-08,0.0
1813,3.163315653864629e-08,5.751483289628823e-09
1814,3.1466771410748606e-09,6.293354282149721e-09
1815,0.0,2.6972236000233352e-08
1816,6.952811659743929e-09,1.3905623319487859e-08
1817,2.490997452753163e-08,4.670620334934483e-09
1818,5.960588467246453e-09,3.5763532135746345e-09
1819,4.140420006848444e-09,3.105315005136333e-09
1820,8.306536791735653e-09,1.5426425470366212e-08
1821,8.875339574387908e-09,4.930744257336528e-09
1822,1.804610860745015e-08,1.0025615893027862e-09
1823,1.9765373782121287e-09,0.0
1824,3.3684450784221553e-09,9.263223965660927e-09
1825,1.7610886082763955e-09,8.805443485471187e-09
1826,0.0,0.0
1827,0.0,1.474763688946723e-08
1828,9.172301140836225e-09,6.420610709767516e-09
1829,1.2002446148073886e-08,1.0287811491593857e-08
1830,0.0,5.218417697960831e-09
1831,7.795603274018958e-09,1.5591206103948707e-09
1832,0.0,0.0
1833,6.950177322551099e-09,1.6217079790159517e-08
1834,6.534171426153534e-09,7.467624740797874e-09
1835,7.563087933704082e-09,1.2100940693926532e-08
1836,0.0,4.032449929525228e-09
1837,4.174734336004349e-09,4.87052354003481e-09
1838,2.5248647617104325e-09,0.0
1839,0.0,0.0
1840,5.7327197988676915e-09,1.9109065441114126e-09
1841,6.420548537278137e-10,0.0
1842,0.0,0.0
1843,1.7720733769266417e-09,1.7720733769266417e-09
1844,1.811225169845443e-08,2.744280691580059e-09
1845,6.138250796539069e-09,7.254296274794569e-09
1846,5.854501328173001e-10,4.0981509297211005e-09
1847,8.089835468183537e-09,5.9325460100012606e-09
1848,0.0,4.82713291560799e-09
1849,8.379414495607307e-09,1.6758829879393033e-09
1850,1.0183494048021657e-08,1.3577992064028876e-09
1851,8.384270167027807e-09,9.674158363282004e-09
1852,3.2552727180501506e-09,1.3021090872200602e-09
1853,1.7915795513800958e-09,6.569124799682413e-09
1854,3.1173986725363534e-09,0.0
1855,1.5920811335945473e-08,2.1227748447927297e-09
1856,3.624032518523279e-09,0.0
1857,3.905207268672939e-09,2.9289055625270066e-09
1858,9.787352039936081e-10,8.31924928945682e-09
1859,3.055304009791371e-09,4.582956236731661e-09
1860,1.1900677859832953e-08,4.57718396518203e-09
1861,5.187560159214399e-09,9.431927461278633e-10
1862,1.1294966073549517e-08,1.355395878865906e-09
1863,1.1987089820753027e-08,3.496234635136375e-09
1864,2.3973640850272204e-09,0.0
1865,7.060266649094871e-09,4.706844358715045e-10
1866,1.2650593461671633e-08,6.811858188626729e-09
1867,7.76449837758264e-09,9.7056229719783e-10
1868,8.397785578040384e-09,6.421836395986702e-09
1869,7.325278716940886e-09,4.883519144627257e-10
1870,1.0894693147633916e-08,1.1468097582678638e-09
1871,1.6993883855676017e-08,1.0621177271019633e-09
1872,1.511834801792844e-08,6.047339295989218e-10
1873,1.5563611011071288e-08,1.2570608998174748e-08
1874,1.553398404352535e-08,7.169530968909044e-09
1875,5.721527140956084e-10,1.3159512313176691e-08
1876,4.836811839936672e-09,2.418405919968336e-09
1877,4.329371194877751e-09,4.329371305900054e-09
1878,4.831270938865373e-09,1.8117265465633636e-09
1879,6.109325489944695e-09,6.720257683667796e-09
1880,8.343199908722454e-09,6.417846254436199e-10
1881,1.2550513517339823e-08,1.3945015142624584e-09
1882,6.655385131892899e-09,8.652000893505374e-09
1883,3.159669414998234e-09,3.159669414998234e-09
1884,5.281357573494461e-09,2.6406787867472303e-09
1885,3.2228177904158883e-09,6.445635691854079e-10
1886,2.5813855497602844e-09,4.5174246565693466e-09
1887,3.9173548849191775e-09,0.0
1888,7.60873763994141e-09,6.340614699951175e-09
1889,1.8795409673089125e-09,0.0
1890,6.5543866445416654e-09,3.2771931834929546e-09
1891,1.211101841036566e-08,3.1871101313640793e-09
1892,3.761107425503951e-09,1.2537024751679837e-09
1893,8.005941687372342e-09,3.695050043717174e-09
1894,8.822155450616265e-09,1.2603078580752936e-09
1895,1.8055843487019274e-09,1.8055843487019274e-09
1896,9.435246750566506e-09,5.89702897624278e-10
1897,1.1070755534525745e-08,0.0
1898,2.26334195829736e-09,0.0
1899,7.738609753005221e-09,1.6582735185011188e-09
1900,1.2458527431924438e-08,3.114631885736685e-09
1901,1.1177477832191585e-09,3.912117296778206e-09
1902,8.34748237199534e-09,2.9461704187383475e-09
1903,1.1880484818149739e-08,3.7801539676252105e-09
1904,3.2247751136083025e-09,2.6873125946735854e-09
1905,4.64468330463319e-09,3.6125313851442797e-09
1906,8.230695236477459e-09,5.144184633820714e-09
1907,1.2342824262656649e-08,5.142843373384665e-10
1908,8.349361424464519e-09,3.929111258571538e-09
1909,6.051082024338683e-09,3.300590023513905e-09
1910,3.7409054742809644e-09,1.068830135508847e-09
1911,6.384448969498635e-09,3.1922244847493175e-09
1912,1.1981668712746085e-08,1.0418842455450772e-09
1913,2.6514948014977335e-09,4.242391771214216e-09
1914,4.68772043404897e-09,3.3483718020477227e-09
1915,1.5314990164938536e-08,1.1780761921542648e-09
1916,4.394984820521586e-09,5.493730803607377e-09
1917,5.483212106582869e-09,2.1932848870420685e-09
1918,2.2972752589112133e-09,1.1486376294556067e-09
1919,1.8415696745321952e-09,0.0
1920,2.2716695191604686e-09,7.572231730534895e-10
1921,7.572747762196741e-09,3.7863738810983705e-09
1922,1.254249004656316e-08,2.2133805899215986e-09
1923,4.246379248229459e-09,0.0
1924,3.867487219366694e-09,0.0
1925,5.499088961968823e-09,4.399271169575059e-09
1926,1.114613823460786e-08,3.343841648018042e-09
1927,8.919379901328739e-09,0.0
1928,4.5704163786908225e-09,4.570416489713125e-09
1929,3.342121912552898e-09,3.342121912552898e-09
1930,9.453243521306831e-09,2.100720708497761e-09
1931,5.7026783295555106e-09,2.2810713318222042e-09
1932,5.4797681947604815e-09,4.38381475564853e-09
1933,6.882397318719313e-09,3.4411986593596566e-09
1934,3.5944740517379614e-09,3.5944740517379614e-09
1935,9.574627313213568e-09,0.0
1936,7.274828739411987e-09,0.0
1937,6.295558963032022e-09,0.0
1938,9.075650453382877e-09,6.482607339819424e-09
1939,6.117620188206274e-09,9.176430282309411e-09
1940,5.0715658339584024e-09,1.0143131667916805e-08
1941,2.3612020338958928e-08,8.854508237732261e-09
1942,9.102635312174812e-09,6.068423541449874e-09
1943,1.7419411690866582e-08,0.0
1944,0.0,6.4263723231761105e-09
1945,4.357008087652048e-09,0.0
1946,8.352662561605939e-09,0.0
1947,1.1920870957027319e-09,0.0
1948,2.174377566888097e-09,6.523132700664291e-09
1949,1.0798709482173763e-08,4.908504269707237e-09
1950,4.2541445921528975e-09,3.190608444114673e-09
1951,4.264560704569931e-09,1.0661401761424827e-09
1952,2.1089607837865287e-09,7.381362521208246e-09
1953,7.541679392097933e-09,2.1547654771580937e-09
1954,1.6613311615287785e-08,3.9090144454689835e-09
1955,6.569925492527773e-09,9.385607846468247e-09
1956,3.488456634670456e-09,1.744228317335228e-09
1957,9.718541305048234e-09,2.6505113659425206e-09
1958,4.1361216673863055e-09,8.272243445794913e-10
