year,nos_DET oies_NOUN,nos_DET toits_NOUN
1857,3.417056471111124e-09,1.034879890671192e-07
1858,9.29798454896158e-09,5.627727522883319e-08
1859,1.171199848215565e-08,9.114990562331116e-08
1860,1.830873536112776e-09,1.084792584649108e-07
1861,1.1789909493131745e-08,1.0610918277365045e-07
1862,3.162590467287174e-09,6.46072069176995e-08
1863,3.496234635136375e-09,5.4940830551686304e-08
1864,7.192092144059359e-09,8.870246670511506e-08
1865,1.0355057922240007e-08,7.389745904085032e-08
1866,2.919367858567057e-09,7.34707565896997e-08
1867,5.82337378318698e-09,4.076361648230886e-08
1868,1.2843672791973404e-08,6.471235280969267e-08
1869,1.0255390092694938e-08,8.546158292155326e-08
1870,4.587239033071455e-09,7.626285203343741e-08
1871,0.0,7.965883086491488e-08
1872,5.442605477412599e-09,9.494322628089691e-08
1873,1.1373408437265198e-08,4.42964314117944e-08
1874,5.974609251779839e-09,4.421210775262807e-08
1875,2.8607636259891933e-09,1.0069887446118031e-07
1876,1.209202959984168e-09,5.8646342004919916e-08
1877,1.2988113695655557e-08,6.926993734168718e-08
1878,4.831270938865373e-09,4.71048923200712e-08
1879,6.720257905712401e-09,6.903537208557964e-08
1880,1.7328185109022343e-08,8.66409248789779e-08
1881,2.091752326904839e-09,5.299105865219644e-08
1882,3.9932310791357395e-09,6.921600470555234e-08
1883,6.319338829996468e-09,6.888079440159345e-08
1884,8.582206056928499e-09,5.677459302688703e-08
1885,3.86738152613475e-09,5.478790410240464e-08
1886,1.0970888419947755e-08,4.5819592953133537e-08
1887,1.1752063988623718e-08,5.4190073872639744e-08
1888,8.87686035788704e-09,4.8822732301445626e-08
1889,8.14467782106476e-09,3.947036120166558e-08
1890,9.176141124722648e-09,2.949473998370422e-08
1891,7.649064048820264e-09,4.971891698346553e-08
1892,7.522214851007902e-09,3.886477606407368e-08
1893,6.158416665513755e-09,2.7712873829077722e-08
1894,3.150769645188234e-09,4.978216017192949e-08
1895,1.083350631425617e-08,2.9491211028798148e-08
1896,2.9485144326102386e-09,4.7176231310341876e-08
1897,6.992056267307589e-09,4.603103820333132e-08
1898,5.658354784721098e-09,3.1120951593521795e-08
1899,4.4220627160029835e-09,3.2612710754165164e-08
1900,4.671947717582725e-09,5.294874227956825e-08
1901,3.912117296778206e-09,4.303328915433724e-08
1902,6.8743973291596205e-09,4.468358127951433e-08
1903,2.214090244478939e-08,4.698191724550327e-08
1904,3.7622376325430196e-09,3.332267617395246e-08
1905,1.9094808956232612e-08,5.057544039122064e-08
1906,8.745113411201544e-09,3.035068729673185e-08
1907,1.1314255032868203e-08,2.725707071160599e-08
1908,1.964555629285769e-09,3.929111258571538e-08
1909,5.500983391026892e-09,7.70137725814024e-08
1910,4.275320542035388e-09,3.7943470143630975e-08
1911,2.128149656499545e-09,6.384449058316477e-08
1912,1.0418842455450772e-09,4.7926674184850526e-08
1913,3.71209285532359e-09,3.6590630581034844e-08
1914,6.696743715117748e-10,4.955590426902745e-08
1915,4.712304768617059e-09,7.186265094105693e-08
1916,0.0,7.251725264723063e-08
1917,7.676497215669542e-09,7.6764971268517e-08
1918,0.0,4.709414369585829e-08
1919,5.524709134618888e-09,5.985101370065138e-08
1920,9.086678076641874e-09,5.224839849660157e-08
1921,4.543648568500203e-09,5.300923355822107e-08
1922,3.6889677978990676e-09,6.713921330003814e-08
1923,6.369568872344189e-09,4.564857780664511e-08
1924,3.867487219366694e-09,6.961477083677892e-08
1925,5.499088961968823e-09,4.289289345926761e-08
1926,1.1146138456652466e-09,3.3438414370756675e-08
1927,7.804457635707251e-09,5.240135636519483e-08
1928,9.14083297942625e-09,2.170947865920425e-08
1929,3.342121912552898e-09,2.8965056575458448e-08
1930,4.201441416995522e-09,3.781297164273667e-08
1931,0.0,2.5091784650044247e-08
1932,2.1919073223131136e-09,3.2878610278785914e-08
1933,2.2941324395731044e-09,3.4411986149507356e-08
1934,2.3963160344919743e-09,2.3963160344919743e-08
1935,1.196828414151696e-09,2.752705441366743e-08
1936,0.0,3.15242587589637e-08
1937,5.036447148221157e-09,2.895957251780601e-08
1938,0.0,4.148868626430158e-08
1939,3.058810094103137e-09,9.176430282309411e-09
1940,0.0,2.5357829613881222e-08
1941,5.9030051957620344e-09,5.9030050625352715e-08
1942,3.034211770724937e-09,6.675266206457309e-08
1943,5.806470415592457e-09,5.8064703267746154e-08
1944,0.0,7.390327994016843e-08
1945,4.357008087652048e-09,4.357008265287732e-08
1946,0.0,2.645009899993056e-08
1947,1.1920870957027319e-09,4.887557203403503e-08
1948,1.4133454406817236e-08,4.8923495921116e-08
1949,2.945102384188658e-09,4.319483837278426e-08
1950,1.0635361480382244e-09,2.4461330738745346e-08
1951,4.264560815592233e-09,2.0256663901818683e-08
1952,2.1089607837865287e-09,2.214408867384776e-08
1953,6.464296431474281e-09,2.693456835345387e-08
1954,4.886268056836229e-09,2.5408594339637602e-08
1955,1.8771215692936494e-09,2.5341140741375057e-08
1956,3.488456634670456e-09,1.744228228517386e-08
1957,1.7670075402875796e-09,2.03205861026845e-08
1958,8.272243445794913e-10,2.3989505493204888e-08
1959,3.8753740216890264e-09,2.1702094343822864e-08
1960,6.228750015768725e-09,3.668041514970355e-08
1961,4.86371165564492e-09,2.7097821209132178e-08
1962,2.5367825617905737e-09,2.3465238641051656e-08
1963,2.5864212993553792e-09,2.651081887350415e-08
1964,1.2167936658258327e-09,2.7986255035639118e-08
1965,1.6416130677043839e-09,2.5718604690361246e-08
1966,1.6617224263271169e-09,2.603365056863538e-08
1967,1.9721342336964653e-09,4.289391819511934e-08
1968,1.1228539820162808e-08,3.143991064713525e-08
1969,4.995933444718048e-09,2.634219598007803e-08
1970,2.7592350626548523e-09,3.3570692226092547e-08
1971,6.166076982339064e-09,3.6996461116878265e-08
1972,4.104117490300041e-09,3.385897073826527e-08
1973,2.205281512956958e-09,2.8668659557418152e-08
1974,2.2502286700643026e-09,2.3064844367759463e-08
1975,2.2845920710778955e-09,3.198428810691212e-08
1976,3.4281161798155324e-09,2.7424929660568864e-08
1977,7.052138428775834e-09,2.4094806150287695e-08
1978,2.3762365408686037e-09,2.3762364520507617e-08
1979,2.9259866751729646e-09,2.808947208166046e-08
1980,2.8425752862659692e-09,1.4781392110307934e-08
1981,5.692994575756671e-09,2.5302198669585607e-08
1982,2.483000915987077e-09,2.2347007799794483e-08
1983,1.89459470334441e-09,2.0209011353244932e-08
1984,1.739702604197646e-09,7.538710988796993e-09
1985,2.4062232206745193e-09,1.9851341903631692e-08
1986,2.3977942409381114e-09,3.117132424401703e-08
1987,2.4443267410134695e-09,2.5665430669619127e-08
1988,4.797243047249822e-09,1.8589316752581908e-08
1989,5.488122178931576e-10,1.5915555096057687e-08
1990,3.8140557934163155e-09,2.2884334427430986e-08
1991,5.861465035561508e-09,1.992898113201136e-08
1992,1.65298330578878e-09,2.5896738198305513e-08
1993,2.2156829704300662e-09,2.714211727594673e-08
1994,1.5824779264761446e-09,2.1099706815075336e-08
1995,3.795715575183323e-09,2.3316537756112865e-08
1996,2.6690460952494277e-09,2.4555223188116315e-08
1997,1.438468344439059e-09,1.5823152010874253e-08
1998,5.2449422582867555e-09,2.3363833534517653e-08
1999,3.1991408688814005e-09,2.2851006420410158e-08
2000,2.6508188977203417e-09,2.3415566374751506e-08
2001,6.1336963841363e-09,3.198284712069288e-08
2002,4.819343757400674e-09,2.4534841158718734e-08
2003,4.583615376141381e-09,1.7917769490338742e-08
2004,6.607187019724847e-09,2.5107309481464668e-08
2005,5.854874363109275e-09,1.1259373877692269e-08
2006,1.2353669753828456e-09,2.388376207917986e-08
2007,1.1983438685803094e-09,2.796135556426549e-08
2008,8.514879357157668e-10,2.5544638737606817e-08
2009,5.245011536203492e-09,3.862235842255757e-08
2010,2.3618964561933353e-09,2.2201827598600232e-08
2011,5.353560705856353e-09,1.911985936242644e-08
2012,7.489356135259584e-09,2.519146985457965e-08
2013,9.761937924679387e-09,2.7054512130586517e-08
2014,6.71287994635783e-09,2.7284609641076152e-08
2015,5.098123256885856e-09,3.4135259396883555e-08
2016,4.55694829093467e-09,4.9712161054316084e-08
2017,3.018733624182701e-09,2.213737992917686e-08
2018,4.388493513030056e-09,2.8912427951777175e-08
2019,6.377469385920875e-09,3.061185382957632e-08
