year,mes_DET erreurs_NOUN,mes_DET terreurs_NOUN
1959,9.920957266817965e-08,2.0927018784533402e-08
1960,1.4533749803646856e-07,4.014083337944285e-08
1961,1.6050248485832697e-07,3.335116360858592e-08
1962,1.3888884797808032e-07,2.3465239085140865e-08
1963,1.247948295812762e-07,1.6811738556832267e-08
1964,1.2958853146116667e-07,3.1636635977605465e-08
1965,1.5431161859424947e-07,3.939871123792571e-08
1966,1.2795263293341463e-07,2.43719298076428e-08
1967,1.498821990963961e-07,3.056808051127291e-08
1968,1.5180986112639516e-07,3.952446037125412e-08
1969,1.335276778036132e-07,2.6796370400372638e-08
1970,1.195668510867165e-07,1.8394900547225035e-08
1971,1.5209656600845278e-07,2.4664308262423162e-08
1972,1.3543588295306108e-07,3.078088051111649e-08
1973,1.163286000860353e-07,2.4258095976392724e-08
1974,8.382101879256254e-08,1.5751600079827455e-08
1975,9.36682740260153e-08,1.7134440533084216e-08
1976,8.970237308503215e-08,2.571087143188322e-08
1977,9.285315005769235e-08,1.82180240893004e-08
1978,8.851480925997635e-08,2.792077924418379e-08
1979,1.2932861492842562e-07,3.803782533395861e-08
1980,8.5845776043314e-08,2.7857238515949234e-08
1981,8.602747092467666e-08,3.4157966899428516e-08
1982,9.683703883212047e-08,2.4209258597807093e-08
1983,1.2820091122023314e-07,2.7787391054800992e-08
1984,9.800324063391486e-08,2.609553906296469e-08
1985,9.083492868988685e-08,1.985134090443097e-08
1986,1.1569357138974112e-07,2.3378493918535526e-08
1987,1.1854984482972952e-07,2.8720839040374813e-08
1988,9.77438288085608e-08,1.679035038781862e-08
1989,9.055401672952712e-08,1.9208427959327423e-08
1990,9.753084895258723e-08,1.9070278023392007e-08
1991,1.3246911345632384e-07,2.1101275393675678e-08
1992,9.422004754178204e-08,2.8651709060856234e-08
1993,1.1410767308817071e-07,2.6034275180109034e-08
1994,8.439882703825674e-08,2.6902126526451298e-08
1995,1.182094258034283e-07,2.440102847556247e-08
1996,9.234899600585322e-08,2.5089033961478435e-08
1997,1.045286976975035e-07,2.205651528086605e-08
1998,1.1968004087759e-07,2.6701523214711642e-08
1999,1.092278044956263e-07,2.4222066352663774e-08
2000,1.2723931375191455e-07,2.1206551625851944e-08
2001,1.4852307650414787e-07,2.146793709467687e-08
2002,1.1434987801095531e-07,1.927737436346888e-08
2003,1.3584168057079182e-07,3.2085306189699736e-08
2004,1.387509276362664e-07,2.246443511766394e-08
2005,1.2295236562209766e-07,2.522099862289906e-08
2006,1.638920199553695e-07,3.870816411843947e-08
2007,1.9213446389443334e-07,2.6763012472841297e-08
2008,2.1244623571448074e-07,3.1079309348314155e-08
2009,2.3078051558655943e-07,3.147006966131016e-08
2010,2.787038022589172e-07,3.6373207779050176e-08
2011,3.1700726488281816e-07,4.053410118665113e-08
2012,3.809358926076811e-07,6.604250146757806e-08
2013,4.2199461525171955e-07,7.670093937761635e-08
2014,4.5257803371612226e-07,7.51409494625932e-08
2015,4.59496066973486e-07,9.708600234858977e-08
2016,5.043713029451169e-07,9.300316605731496e-08
2017,5.773327842462095e-07,6.138091501739495e-08
2018,7.148081291319386e-07,1.0584013487857646e-07
2019,7.209091208437712e-07,8.953967034486254e-08
