year,mes_DET erreurs_NOUN,mes_DET terreurs_NOUN
1800,3.615789099242761e-07,5.65949598296811e-08
1801,5.667214679760946e-07,5.2386017301842e-08
1802,2.998705781465105e-07,8.280008501060365e-08
1803,4.0372020748691284e-07,1.3652375230321923e-07
1804,4.647079812070132e-07,9.640218934237055e-08
1805,5.827899371979584e-07,9.950071699904584e-08
1806,4.985287693770601e-07,1.0085842117035781e-07
1807,3.1601202454822896e-07,3.9857372513552036e-08
1808,3.2404858529844205e-07,2.4926814390369145e-08
1809,2.50752382413566e-07,5.6475762733043666e-08
1810,5.312087818509781e-07,1.2636684498801287e-07
1811,3.0586337862459345e-07,1.7549536934780008e-08
1812,2.533847762720143e-07,4.000812481308458e-08
1813,1.8404746526812232e-07,1.1215392459185125e-07
1814,3.996279929197044e-07,1.416004700161011e-07
1815,3.991890764609707e-07,5.933891955578474e-08
1816,2.850652833785716e-07,6.025770105111405e-08
1817,4.7328950891767363e-07,1.292204956371279e-07
1818,4.088963829751435e-07,4.053200441944682e-08
1819,3.6539207259878026e-07,7.245734900962475e-08
1820,5.411115626685614e-07,5.814575843032799e-08
1821,4.6743455239806053e-07,4.2404398215012407e-08
1822,4.902526171690624e-07,1.1729970594842598e-07
1823,4.358264842352355e-07,1.0969782171521558e-07
1824,5.229511028659317e-07,4.884245186076441e-08
1825,3.60142609068248e-07,1.0830694918695372e-07
1826,3.708161404603061e-07,6.605988289720699e-08
1827,2.774399305849329e-07,6.175572764277604e-08
1828,3.742298986253445e-07,1.1373653308055509e-07
1829,2.777708956180902e-07,8.658907901804014e-08
1830,3.2980402586701985e-07,7.097048637660919e-08
1831,2.3074984945026245e-07,7.639690635663499e-08
1832,3.5583819535389694e-07,7.982681893281551e-08
1833,2.270391199488131e-07,1.2510318470049242e-07
1834,3.164406030542466e-07,8.027696907220161e-08
1835,4.847939365504317e-07,6.731148260996633e-08
1836,2.432911587746389e-07,5.443807538085821e-08
1837,2.2195672222391494e-07,8.419048214136637e-08
1838,3.244451218797906e-07,7.385229139345029e-08
1839,2.8804877860721945e-07,5.0338622270551525e-08
1840,2.293087986160458e-07,3.821813121529516e-08
1841,2.7415741454817066e-07,3.7239180628034774e-08
1842,1.918563738989576e-07,9.458653593696909e-08
1843,2.480902581147859e-07,7.383638506164303e-08
1844,1.8112251543023206e-07,6.147188452709784e-08
1845,1.969820511149578e-07,9.653794119657277e-08
1846,2.019802991526376e-07,5.093416310941734e-08
1847,1.80133665317328e-07,2.9662729161827883e-08
1848,2.1963454649442937e-07,6.194820856286753e-08
1849,2.195406745286732e-07,6.954914510970411e-08
1850,1.4867901043658094e-07,6.042206557310692e-08
1851,1.6510562761418157e-07,4.5791015423901626e-08
1852,3.9844538157751686e-07,6.510545436100301e-08
1853,1.731860304055033e-07,5.1955807656156594e-08
1854,1.9223958114267248e-07,3.636965129061309e-08
1855,1.8043585825466835e-07,8.066544765483741e-08
1856,1.6877636710432853e-07,4.4523827735787336e-08
1857,2.3821764338904927e-07,5.516105394676174e-08
1858,2.0504502895590804e-07,4.893676125439228e-08
1859,2.199818931458708e-07,6.161529686465883e-08
1860,1.702712422169128e-07,8.467790379995677e-08
1861,2.3626978062907256e-07,6.083593362404827e-08
1862,1.9336981449402657e-07,4.563166206006386e-08
1863,1.882972044953135e-07,7.242200084078831e-08
1864,2.0809119227749306e-07,8.486668123808272e-08
1865,1.887444646131442e-07,5.883555420638231e-08
1866,1.644577221071586e-07,5.011581427627476e-08
1867,1.4995186958799422e-07,6.745407965524919e-08
1868,1.827753344230132e-07,5.631456578836236e-08
1869,1.6945811598390037e-07,1.0304225472879125e-07
1870,1.9438425624684896e-07,4.472558234880353e-08
1871,9.346636020701737e-08,2.86771781876638e-08
1872,1.5783555040727038e-07,5.140238246159612e-08
1873,1.3767809664555486e-07,3.17258221360639e-08
1874,1.0097089298000128e-07,4.7796874680372525e-08
1875,1.785116459096514e-07,5.664311686359724e-08
1876,1.293847176064844e-07,4.7763515365062403e-08
1877,1.6699003602127505e-07,6.741449387615006e-08
1878,1.2742477378813177e-07,3.8650167510922984e-08
1879,1.3196142212290596e-07,5.681672488044853e-08
1880,1.5723722857075018e-07,5.647704881539539e-08
1881,1.4223915911770746e-07,4.322954860747075e-08
1882,1.3244215768537515e-07,5.523969548448804e-08
1883,1.131161648793011e-07,4.107570311662201e-08
1884,1.55800049306265e-07,4.819238874631537e-08
1885,8.314870225678561e-08,3.802925130358403e-08
1886,1.0131938066315627e-07,3.87207848007165e-08
1887,1.1164461399815195e-07,3.0033052600408894e-08
1888,1.0018170892855949e-07,3.6141505121989326e-08
1889,1.1527851562220803e-07,3.445825286219062e-08
1890,7.930807299771914e-08,3.080561788992853e-08
1891,7.967774828809837e-08,4.079500826037474e-08
1892,7.647584876480096e-08,3.3223116258085383e-08
1893,8.252278155262971e-08,2.894455708446486e-08
1894,1.2855140596457204e-07,4.663138897242902e-08
1895,1.1254808973681918e-07,4.393588426410133e-08
1896,8.491722031100934e-08,3.597187614445829e-08
1897,7.749529018497014e-08,1.981082675683865e-08
1898,8.713866794796132e-08,3.564763628727263e-08
1899,1.0004917250228118e-07,3.371822820952275e-08
1900,5.4506057001191266e-08,4.8276792785628686e-08
1901,1.1512802133850641e-07,2.235495522029396e-08
1902,7.463631135351534e-08,2.7988618367391638e-08
1903,8.640352677780072e-08,1.4040573148577096e-08
1904,7.793206702189082e-08,1.289910045443321e-08
1905,1.1250454701183799e-07,1.4450125540577119e-08
1906,7.61339311594611e-08,2.0576737980171345e-08
1907,1.1571397617871071e-07,1.9542804263750213e-08
1908,8.889614089291342e-08,1.9154416719402434e-08
1909,1.1497055751874541e-07,3.300589968002754e-08
1910,1.4001674353281146e-07,3.2064905286510736e-08
1911,9.47026617126312e-08,3.777465584775541e-08
1912,1.1929574439406565e-07,1.9795800998423374e-08
1913,1.3999892845006912e-07,3.181793806206201e-08
1914,1.5536444930575044e-07,1.808120764223986e-08
1915,9.895840147322588e-08,1.4136914527895783e-08
1916,8.460345579663908e-08,3.29623865980011e-08
1917,1.1295417223777804e-07,2.302949086985251e-08
1918,8.270190754444684e-08,1.6080926812378493e-08
1919,9.576162440794178e-08,4.1435317399418636e-08
1920,1.1812681588452278e-07,2.0445025228355007e-08
1921,1.0980484121958511e-07,1.7417319364554373e-08
1922,1.1140682576460392e-07,2.5822775029382683e-08
1923,1.4650007873484583e-07,2.9724655625784635e-08
1924,1.3922954855694059e-07,3.093989942026809e-08
1925,1.4627577216153043e-07,3.849362206764795e-08
1926,1.4378518464752688e-07,2.3406890314880968e-08
1927,1.215265483800465e-07,4.6826744704020484e-08
1928,1.199734356305271e-07,5.255979029783475e-08
1929,1.3145679211845618e-07,2.8965056353413843e-08
1930,1.3339575843929197e-07,2.1007207529066818e-08
1931,1.0949142481564422e-07,1.596749932275543e-08
1932,1.1178727010729972e-07,4.055028668403793e-08
1933,7.914756605664763e-08,2.5235457501437963e-08
1934,1.0184343146590891e-07,2.875579241390369e-08
1935,9.813993262497434e-08,2.99207103537924e-08
1936,1.0912242887073376e-07,2.182448710641438e-08
1937,7.932404599841902e-08,2.6441348222050465e-08
1938,1.0501824010411553e-07,1.8151300351654243e-08
1939,6.270560692911431e-08,6.117620188206274e-09
1940,4.817987586669403e-08,0.0
1941,5.60785480274717e-08,2.6563522936839945e-08
1942,1.0923162352405313e-07,3.9444752131245764e-08
1943,1.1903264196533314e-07,2.322588166236983e-08
1944,1.6065930630304592e-07,4.177142187700156e-08
1945,8.060465273018735e-08,1.3071024707045353e-08
1946,1.1972149582817337e-07,3.619487021211398e-08
1947,1.2278496797080152e-07,6.198852808836364e-08
1948,1.2502671253855624e-07,2.9354096930944706e-08
1949,1.354747110049459e-07,3.2396127447320566e-08
1950,1.1273483302431941e-07,1.595304155443955e-08
1951,1.4712734675015327e-07,3.198420572836369e-08
1952,1.3286453270922038e-07,3.1634410646574906e-08
1953,1.3251807251535297e-07,1.4005975934594517e-08
1954,1.202021970847511e-07,2.34540866728139e-08
1955,1.1075017480877136e-07,1.407841176970237e-08
1956,1.3953826050183693e-07,3.3140339583681566e-08
1957,1.1927300880287817e-07,1.6786572132332367e-08
1958,1.2573809354821108e-07,3.805232007270121e-08
