year,aux_ADP ailes_NOUN,aux_ADP telle_ADJ
1896,1.078566633339051e-06,0.0
1897,1.3092624939758934e-06,0.0
1898,1.1328026392476431e-06,5.6583548957434e-10
1899,1.0513454231642072e-06,5.527578395003729e-10
1900,1.0740289475563713e-06,0.0
1901,1.0657724880402952e-06,1.1177477832191585e-09
1902,1.5948601408410923e-06,3.928227076954727e-09
1903,1.1178455689986322e-06,5.400220270956879e-10
1904,1.1157722035193274e-06,0.0
1905,9.738352204635703e-07,1.5482277126999122e-09
1906,1.1898498719631334e-06,1.5432553568395235e-09
1907,1.202396827437724e-06,3.5999902503469627e-09
1908,1.1600700560165933e-06,2.9468334439286537e-09
1909,1.246522870701483e-06,1.6502950672681038e-09
1910,1.3563454785980866e-06,1.6032452032632705e-09
1911,1.4545903219698175e-06,0.0
1912,1.423734850902747e-06,2.0837684910901544e-09
1913,1.3596865429121863e-06,2.121195941118259e-09
1914,1.275729729854902e-06,6.696743715117748e-10
1915,1.212240440473522e-06,0.0
1916,1.7909563680973406e-06,0.0
1917,1.5342027346321174e-06,2.1932848870420685e-09
1918,1.4886343535636115e-06,1.1486376294556067e-09
1919,1.5634926704422014e-06,0.0
1920,1.2107998497157269e-06,2.2716695191604686e-09
1921,1.2956970891764286e-06,1.5145494858259667e-09
1922,1.623883548518279e-06,2.2133805899215986e-09
1923,1.5722218762448392e-06,3.1847844361720945e-09
1924,1.2105235374093581e-06,0.0
1925,1.5760388905050604e-06,1.0998177923937646e-09
1926,1.3408804484527082e-06,1.1146138456652466e-09
1927,1.4248709305775265e-06,3.344767462998277e-09
1928,1.5105226225387014e-06,0.0
1929,1.350217242901408e-06,0.0
1930,1.308748981188046e-06,1.0503603542488804e-09
1931,1.6013121211244652e-06,0.0
1932,1.2603467496319354e-06,0.0
1933,1.1883606134688307e-06,0.0
1934,1.3515222434534735e-06,0.0
1935,1.4278162723257992e-06,1.196828414151696e-09
1936,1.2706701113529562e-06,1.2124714565686645e-09
1937,1.4832337598136291e-06,2.5182236296217297e-09
1938,1.2718874913275613e-06,1.2965214457594243e-09
1939,1.2525827060017036e-06,0.0
1940,1.3769301290267322e-06,0.0
1941,1.1038620080228156e-06,0.0
1942,1.8539033845854647e-06,0.0
1943,1.5387146206080615e-06,0.0
1944,2.1046368630095458e-06,0.0
1945,1.941047102604898e-06,0.0
1946,1.2877021973167757e-06,0.0
1947,1.2481151756560394e-06,3.5762612871081956e-09
1948,1.2426567508327935e-06,0.0
1949,1.0808525985339656e-06,0.0
1950,1.6676246161750896e-06,2.1270722960764488e-09
1951,1.2239289759463645e-06,3.198420528427448e-09
1952,1.3065012467450288e-06,1.0544803918932644e-09
1953,1.2670021334315607e-06,0.0
1954,1.908576280129637e-06,1.9545072227344917e-09
1955,1.4801103844774843e-06,0.0
1956,1.3369510298844034e-06,8.72114158667614e-10
1957,1.2907990054600305e-06,0.0
1958,1.1672135755702584e-06,0.0
1959,1.103706445348962e-06,1.5501495642666896e-09
1960,9.253154331645419e-07,6.920833350854139e-10
1961,1.1256018410676916e-06,0.0
1962,1.4110852504245486e-06,6.341956404476434e-10
1963,9.084804943881863e-07,1.2932106496776896e-09
1964,1.2192272436095664e-06,1.2167936658258327e-09
1965,1.0665012872834723e-06,5.472043373977442e-10
1966,1.0319295746796797e-06,0.0
1967,1.0107188224139918e-06,0.0
1968,1.2122331440878042e-06,0.0
1969,8.411335450375645e-07,4.5417578031781147e-10
1970,8.061565175410124e-07,4.5987250119061684e-10
1971,9.500896887004728e-07,5.138397485282553e-10
1972,1.0583492837668018e-06,1.0260293725750103e-09
1973,9.736317636566127e-07,0.0
1974,7.842046780837109e-07,1.1251143350321513e-09
1975,7.310694556394992e-07,1.1422960355389478e-09
1976,8.8388258490113e-07,5.713526873840635e-10
1977,9.044367459409841e-07,0.0
1978,8.334649663765958e-07,0.0
1979,8.380026041976407e-07,1.1703946700691858e-09
1980,8.180932109524974e-07,5.685150683554241e-10
1981,7.97019252374298e-07,0.0
1982,9.354705952091535e-07,6.207502289967692e-10
1983,8.721451472126773e-07,0.0
1984,7.347343782271309e-07,0.0
1985,8.848885979517718e-07,0.0
1986,9.045678659447276e-07,1.1988970927134801e-09
1987,7.77907006366263e-07,0.0
1988,9.20470981213839e-07,0.0
1989,1.1673235746911814e-06,1.0976244357863152e-09
1990,9.022965947735884e-07,1.089730194969718e-09
1991,7.713688248145445e-07,1.7584396161396398e-09
1992,8.094107926126526e-07,5.509944167592096e-10
1993,8.186948576849318e-07,5.539207426075166e-10
1994,7.701392643610916e-07,0.0
1995,7.352843152119704e-07,5.422450821690461e-10
1996,7.051619750342297e-07,1.6014276571496566e-09
1997,7.532779147112478e-07,1.917957792585412e-09
1998,7.457354254114534e-07,1.9072516899143466e-09
1999,7.449428078842857e-07,4.570201161957499e-10
2000,6.887711307967948e-07,0.0
2001,7.018701193572952e-07,1.3143635069212678e-09
2002,7.553225662704222e-07,4.38122149670761e-10
2003,7.104603305663204e-07,0.0
2004,6.157898071457168e-07,8.809582507929292e-10
2005,6.354790480500583e-07,9.007499190971657e-10
2006,7.523385043839426e-07,0.0
2007,7.381798337036116e-07,3.994479469415779e-10
2008,7.420717382800035e-07,4.257439678578834e-10
2009,6.975865449732055e-07,0.0
2010,7.435250175547026e-07,4.723793023408973e-10
2011,8.756895653050378e-07,0.0
2012,1.0280843065757495e-06,0.0
2013,1.0445272975445619e-06,2.789125042035323e-10
2014,1.129063106120043e-06,2.1654451842767486e-10
2015,1.0431203394389854e-06,0.0
2016,1.1696857313836517e-06,0.0
2017,8.809670801745995e-07,2.515611330355938e-10
2018,1.0651131527872337e-06,5.162933414126769e-10
2019,9.77283363567949e-07,2.55098775436835e-10
