year,deux_DET oies_NOUN,deux_DET toits_NOUN
1889,2.380751940034287e-08,1.5662841412744655e-08
1890,6.554386366985909e-09,1.2453334030659846e-08
1891,2.7409145841872373e-08,1.4023283867459213e-08
1892,2.4447198931909497e-08,1.6924984080901595e-08
1893,1.8475249941030114e-08,1.23168328869383e-08
1894,2.3315695596437536e-08,8.192001077489408e-09
1895,4.032471756509892e-08,1.0833506536300774e-08
1896,2.5357223876198987e-08,1.0614652268259306e-08
1897,4.4283022804236793e-08,5.826713334045053e-09
1898,1.867257115595322e-08,1.810673566637888e-08
1899,8.291367592505594e-09,1.9346524382513053e-08
1900,2.3359739032002835e-08,2.0245106813199243e-08
1901,2.0678334156087885e-08,1.1177477721169282e-08
1902,1.8659078282468045e-08,1.6203935970793282e-08
1903,1.8360748255119574e-08,1.4580594509538969e-08
1904,3.815983884436491e-08,1.5586413049106795e-08
1905,7.741138396966107e-09,1.961088502699937e-08
1906,3.3951617239846854e-08,1.2860461140462576e-08
1907,2.1085658274966335e-08,1.6457098794830927e-08
1908,2.4065805792616857e-08,1.3260750719723546e-08
1909,3.960708327976903e-08,8.251475058784763e-09
1910,1.2825962070195374e-08,2.2979847358328698e-08
1911,2.128149700908466e-08,1.0640748726586935e-08
1912,2.9693701220079305e-08,1.1981668990301841e-08
1913,1.8560464554173706e-08,1.8030165027660416e-08
1914,3.683208982252495e-08,2.410827681931238e-08
1915,2.4739600035239562e-08,8.246533234057551e-09
1916,1.8678685265172135e-08,6.592477230782379e-09
1917,3.728584163642523e-08,3.289927441585405e-09
1918,1.722956533001252e-08,2.8715941624568586e-08
1919,1.0128633542993981e-08,1.7494911797033552e-08
1920,8.329454903588385e-09,1.741613253614105e-08
1921,8.330022005509363e-09,1.1359120755116692e-08
1922,1.7707045385506603e-08,1.0329109734197317e-08
1923,1.0615948120573648e-08,1.3800733000834953e-08
1924,2.1915761205804074e-08,5.156649773851996e-09
1925,2.3096173862313663e-08,9.898360353588487e-09
1926,3.343841470382358e-08,1.7833821974733155e-08
1927,2.2298449531277242e-08,3.5677519605314956e-08
1928,2.5137290915466792e-08,1.82816659588525e-08
1929,1.1140406153131721e-08,1.6710609784809094e-08
1930,1.575540586884472e-08,1.470504518152893e-08
1931,9.124285327288817e-09,2.167017854048936e-08
1932,1.5343351700281005e-08,1.753525857850491e-08
1933,1.7205993074753678e-08,9.176529758292418e-09
1934,2.3963160344919743e-08,9.585264137967897e-09
1935,2.752705441366743e-08,8.377798899061872e-09
1936,1.333718646634452e-08,2.3036958562983045e-08
1937,2.0145789370040745e-08,2.1404900962807005e-08
1938,6.4826072287971215e-09,2.463390735840676e-08
1939,1.5294050470515685e-08,2.4470480752825097e-08
1940,2.0286263113789005e-08,2.7893612752905028e-08
1941,2.6563524713196784e-08,3.5418032950929046e-08
1942,2.1239482617119165e-08,2.4273694165799498e-08
1943,2.0322646676618206e-08,3.193558839598154e-08
1944,1.927911696952833e-08,1.927911696952833e-08
1945,1.089252066321933e-08,1.5249528306782167e-08
1946,1.1136883415474585e-08,1.9489545088902105e-08
1947,3.5762612871081956e-09,2.3841742802233057e-08
1948,5.435944139264848e-09,1.3046265845417793e-08
1949,1.079870937115146e-08,1.1780410202888447e-08
1950,1.4889506294579746e-08,1.5953042664662576e-08
1951,1.4925962910083967e-08,2.238894425410365e-08
1952,8.43584291310151e-09,2.4253049346611988e-08
1953,1.4005975490505307e-08,1.1851210013347213e-08
1954,1.9545072449389522e-08,1.7590564560521216e-08
1955,2.9095383879962355e-08,1.8771215248847284e-08
1956,1.2209597999301991e-08,1.4825940475304833e-08
1957,1.7670074847764283e-08,1.501956425897788e-08
1958,1.9026159758794847e-08,6.617794756635931e-09
1959,1.860179499324488e-08,1.2401196514133517e-08
1960,2.2838750723952472e-08,1.799416665670961e-08
1961,1.5980766210343944e-08,1.3896318207251568e-08
1962,1.3318108227355907e-08,1.5854891455280296e-08
1963,1.9398159301076134e-08,1.4225316924409981e-08
1964,1.64267148772268e-08,1.1559539991878864e-08
1965,1.8604947471523303e-08,1.258569987117042e-08
1966,1.9386760863326913e-08,9.970334557962701e-09
1967,1.0353704338328384e-08,1.035370456037299e-08
1968,1.706738025908372e-08,1.2126823045743862e-08
1969,3.451735930415367e-08,1.4533625303236875e-08
1970,1.1036939917552502e-08,8.737577245065964e-09
1971,1.592903242642052e-08,1.3873673321285196e-08
1972,1.6929484925043425e-08,1.2825366879631872e-08
1973,1.6539610570021068e-08,1.0475087075523248e-08
1974,2.137717214356627e-08,9.00091468025721e-09
1975,1.599214494163448e-08,1.3707552426467373e-08
1976,2.1140049488721502e-08,1.1998406657109939e-08
1977,2.4094805706198485e-08,1.2928920378740827e-08
1978,2.198018778098998e-08,1.247524139547096e-08
1979,1.755592016206009e-08,8.777959914496591e-09
1980,1.5349906457018392e-08,1.7055452272707328e-08
1981,1.644642921849737e-08,1.8976648807900176e-08
1982,1.738100685599875e-08,2.2347007799794483e-08
1983,8.841442022955448e-09,1.1999100713033783e-08
1984,1.1018116474748041e-08,2.0296529790186923e-08
1985,1.0828004493035337e-08,1.0828004826102244e-08
1986,1.9781802029772422e-08,2.038125140879643e-08
1987,1.1610552075325131e-08,1.1610552352880887e-08
1988,1.2592763276586538e-08,1.7989661094119924e-08
1989,5.488122178931576e-09,7.683371272548811e-09
1990,2.0160008995517842e-08,1.5801087660527458e-08
1991,1.6412102732399347e-08,1.5825955934634095e-08
1992,1.4325855057784054e-08,2.0386792698445788e-08
1993,2.437251223064152e-08,1.2186256725943423e-08
1994,1.582477948680605e-08,1.7407257801860254e-08
1995,1.3013882305124014e-08,1.3556126610136943e-08
1996,1.3345230476247139e-08,1.4946657245218375e-08
1997,8.630809844589749e-09,1.6302641459020606e-08
1998,1.4304387785379902e-08,1.239713631751016e-08
1999,1.7823783837744855e-08,1.6452723627935484e-08
2000,8.836062770356534e-09,1.01614719971721e-08
2001,1.0076786682855499e-08,1.1829271784336015e-08
2002,1.3143664601145133e-08,1.6210518871684343e-08
2003,2.0001230061073016e-08,1.2500769142054224e-08
2004,1.673820693159911e-08,1.1452457121530202e-08
2005,1.666387328125296e-08,1.3511249119524393e-08
2006,1.0706514064207084e-08,1.0294725072412803e-08
2007,1.5179021789490932e-08,9.18730247434496e-09
2008,1.362380658287421e-08,8.940623352771127e-09
2009,1.668867311011013e-08,9.059565542202108e-09
2010,1.7478034408657805e-08,1.4171378737160012e-08
2011,2.5620612964516454e-08,9.177532511728259e-09
2012,2.7574446503919603e-08,2.2127643328762048e-08
2013,2.5102124379117186e-08,1.4503450107561378e-08
2014,2.252062950014455e-08,1.8189739492413537e-08
2015,1.662431570181866e-08,1.728928858413248e-08
2016,2.1334802369210593e-08,1.5535050718051835e-08
2017,2.037645163710522e-08,1.3332740467220106e-08
2018,2.297505452553139e-08,1.755397427416483e-08
2019,2.1683395745597522e-08,1.1989642778598153e-08
