year,deux_DET airs_NOUN,deux_DET terres_NOUN
1944,5.7837349132228155e-08,5.7837352684941834e-08
1945,7.189063611079405e-08,3.92130714566008e-08
1946,1.238978297735116e-07,7.378185262751913e-08
1947,6.198852764427443e-08,6.794896512118953e-08
1948,7.284165093324191e-08,7.501602294901488e-08
1949,4.613993886959378e-08,5.890205034830842e-08
1950,1.0635361658017928e-07,7.976521354535748e-08
1951,5.330700991734716e-08,9.915103937885306e-08
1952,3.2688891704601986e-08,6.115986206367552e-08
1953,7.649417432809003e-08,7.649417554933535e-08
1954,5.374894862519852e-08,7.818028691097823e-08
1955,6.100644922568677e-08,8.634759396386471e-08
1956,8.28508484040924e-08,7.325758666354432e-08
1957,4.770920514207688e-08,6.979679767482594e-08
1958,5.2115132875840686e-08,1.2160197648825033e-07
1959,5.8905684330312624e-08,7.983270333689063e-08
1960,4.083291726963978e-08,6.574791444613481e-08
1961,4.655266566677696e-08,8.26830962585845e-08
1962,4.5027890527293835e-08,6.532214841259432e-08
1963,6.724695289506144e-08,9.117135180147784e-08
1964,2.5552667426431697e-08,8.213357061137572e-08
1965,5.6909250478742734e-08,7.606140606242207e-08
1966,4.7636043665200134e-08,6.813061892430028e-08
1967,9.909974391097975e-08,5.3740657146583715e-08
1968,1.0914140513573756e-07,7.904891674570536e-08
1969,5.6317797758609345e-08,6.313043682260044e-08
1970,7.128024118174814e-08,7.219998332530508e-08
1971,6.320229040124303e-08,4.470405978729275e-08
1972,1.9699764414182752e-07,1.1542830691269046e-07
1973,6.009392056194329e-08,1.2129048077014204e-07
1974,3.206575832637171e-08,6.52566323200432e-08
1975,4.169380662943922e-08,8.338760970616477e-08
1976,5.5421210287676104e-08,7.541855628900862e-08
1977,5.230335708983347e-08,6.346924497080408e-08
1978,7.12870956709466e-08,9.504945808203047e-08
1979,5.091216703778656e-08,9.363157005282119e-08
1980,4.832377969998802e-08,7.390695888620513e-08
1981,6.768338045581856e-08,7.843681082420062e-08
1982,6.021277043632978e-08,1.0366529146210723e-07
1983,5.999550367619122e-08,5.8732440688658016e-08
1984,5.972978722734723e-08,6.842830058140237e-08
1985,5.594469065783869e-08,5.955402371249363e-08
1986,4.6756987059914934e-08,5.335092034819411e-08
1987,6.355249421163833e-08,1.0388388604898324e-07
1988,6.296381349635283e-08,7.735554397036992e-08
1989,5.707646888453155e-08,6.201577917863688e-08
1990,5.775569966726124e-08,9.698598635310418e-08
1991,9.319729549206457e-08,9.202500361737975e-08
1992,5.234446837087958e-08,7.989419170684187e-08
1993,8.69655588653373e-08,9.970573167095154e-08
1994,6.22441331254997e-08,6.593658197218133e-08
1995,8.892819269856744e-08,4.6090831373746255e-08
1996,5.2313302134621154e-08,8.70109007067299e-08
1997,4.986690405051064e-08,9.110299803438693e-08
1998,3.671459680720801e-08,1.2111048097729338e-07
1999,6.261175472532798e-08,9.277508006277913e-08
2000,6.847948741395271e-08,8.040817078835971e-08
2001,6.440381200567558e-08,8.587174860075208e-08
2002,3.943099197156741e-08,7.623325704031458e-08
2003,7.417122760422501e-08,7.792146039520276e-08
2004,5.197653624167131e-08,7.97267252217182e-08
2005,5.854874474131577e-08,6.620511672217333e-08
2006,6.7533397873909e-08,5.641509159826086e-08
2007,4.673540981992019e-08,7.42973158551763e-08
2008,6.897052448606722e-08,6.428734264374292e-08
2009,5.531103197675691e-08,6.150968179241545e-08
2010,5.3378861386566e-08,6.140931274600803e-08
2011,4.053410118665113e-08,3.938690967819625e-08
2012,4.4255286657524096e-08,3.948933191555426e-08
2013,3.709536461338203e-08,4.5741650467334694e-08
2014,6.886115722082309e-08,6.756188863921153e-08
2015,4.8764659379973985e-08,4.14499593537343e-08
2016,3.438424314716748e-08,4.287673960323701e-08
2017,4.075290205296511e-08,4.024978039751659e-08
2018,3.1752039775234664e-08,4.0529028966229674e-08
2019,2.90812607328661e-08,5.7397225194932844e-08
