year,autres_ADJ humeurs_NOUN,autres_ADJ tumeurs_NOUN
1914,8.705766774141921e-09,1.319258567944459e-07
1915,1.6493066468115103e-08,3.887651423006844e-08
1916,1.3184954461564757e-08,7.251725264723063e-08
1917,1.2063066989753679e-08,6.579854316957068e-08
1918,1.2635013924011673e-08,5.398596769623509e-08
1919,1.3811772170413406e-08,8.102906701168422e-08
1920,1.514446346106979e-08,1.173695931555585e-07
1921,2.499006690470651e-08,1.3933855447234578e-07
1922,1.1804696775641332e-08,1.3796739639637678e-07
1923,1.8047112249064412e-08,1.0191310018115018e-07
1924,2.3204924204378585e-08,1.6630195154299088e-07
1925,2.1996356736053713e-08,1.4187649499675103e-07
1926,1.671920735191179e-08,1.3486827177278116e-07
1927,5.574612327308159e-09,1.6166376448634168e-07
1928,1.82816659588525e-08,2.9479187713121746e-07
1929,2.785101571589621e-08,1.7490438608547265e-07
1930,1.05036033204442e-08,2.1007207351431134e-07
1931,3.42160717536899e-08,1.7450196310164756e-07
1932,3.835837958376942e-08,1.501456474706231e-07
1933,2.6382522833046096e-08,1.0667715510948028e-07
1934,1.677421224144382e-08,2.1087580748258006e-07
1935,1.6755597798123745e-08,1.8191792516830674e-07
1936,2.0612015205756506e-08,1.988453202095286e-07
1937,3.273690651894867e-08,1.3850229718670448e-07
1938,1.5558256905023882e-08,3.3061296178527044e-07
1939,2.5999884911698246e-08,1.7129336882248936e-07
1940,1.5214697057785997e-08,4.057252809275269e-07
1941,2.9515025978810172e-09,1.416721184810399e-07
1942,1.517105907566929e-08,1.7598428336818017e-07
1943,1.1612940831184915e-08,2.061296984212646e-07
1944,3.2131861615880553e-09,3.4702411788600784e-07
1945,7.62476446425353e-08,2.70134503654873e-07
1946,2.227376683094917e-08,1.7679802866155114e-07
1947,1.907339353124371e-08,2.610670879477084e-07
1948,1.522064252412747e-08,1.706886427754739e-07
1949,1.668891336237266e-08,3.141442701526387e-07
1950,9.571825110299415e-09,1.0954422591247237e-07
1951,6.396841278899501e-09,1.9936821393784498e-07
1952,1.2653764258629963e-08,2.108960843738572e-07
1953,2.2625037843226892e-08,1.1527995580351558e-07
1954,1.07497895029951e-08,1.8958719438799676e-07
1955,1.5016972554349195e-08,1.604938981714099e-07
1956,4.534993536253751e-08,1.8314397953744788e-07
1957,2.3854601849393475e-08,9.453490013022758e-08
1958,1.4890038535497752e-08,1.8281658187291328e-07
1959,1.7826719656000023e-08,1.1393599219644557e-07
1960,1.6610000486139143e-08,1.2941958371648354e-07
1961,2.431855783413539e-08,1.6119729329133747e-07
1962,2.473363025501385e-08,9.449514826176397e-08
1963,3.297687101166957e-08,1.2414822048167906e-07
1964,8.578395238600933e-08,1.1620379586352314e-07
1965,1.8057743744748223e-08,9.904398823312732e-08
1966,1.8832853498906843e-08,1.1133540023244848e-07
1967,3.1554147739143446e-08,1.1487681783606263e-07
1968,1.9313088017725022e-08,7.994720374604469e-08
1969,3.270065462857019e-08,7.857240630348983e-08
1970,7.7718453894704e-08,8.047768479402251e-08
1971,2.6205826841874114e-08,9.094963382416665e-08
1972,2.4624704053621826e-08,1.1286323298165257e-07
1973,1.268036875501366e-08,8.986521904397193e-08
1974,2.193973003272731e-08,7.819544589615646e-08
1975,2.513051278185685e-08,9.252598154319003e-08
1976,1.2569759455516305e-08,6.684826636682573e-08
1977,1.880570188461661e-08,7.287209308204368e-08
1978,4.158414057542359e-09,7.603956886370611e-08
1979,1.462993370893173e-08,6.612729985810972e-08
1980,1.819248218737357e-08,8.527726080842513e-08
1981,1.9609203150139365e-08,7.527403900198237e-08
1982,1.1794254461960918e-08,7.635227694535729e-08
1983,2.3366668600033336e-08,5.5574780333245144e-08
1984,9.278413592994639e-09,4.3492564494318486e-08
1985,2.1054452403745927e-08,4.4515130803723935e-08
1986,2.6375735373562748e-08,7.792831135944311e-08
1987,2.13878585952898e-08,5.621951482126519e-08
1988,3.2981045450242163e-08,9.474555051625089e-08
1989,1.3171493229435782e-08,2.7440609784434855e-08
1990,1.9070277801347402e-08,5.2307049358546465e-08
1991,1.6998249918742658e-08,7.033758342434027e-08
1992,3.526364267258941e-08,5.124248159127376e-08
1993,1.4401939196773128e-08,4.763718419731333e-08
1994,1.793475057354499e-08,4.483687687795168e-08
1995,1.9520822291951845e-08,2.6570008415660595e-08
1996,2.829188794351012e-08,4.323854763121915e-08
1997,2.972834600711849e-08,4.07566029814177e-08
1998,2.0026142522056034e-08,4.386678920109688e-08
1999,2.102292562256025e-08,4.6159033484372e-08
2000,1.8555732950176207e-08,4.638933015499447e-08
2001,1.4896119893137438e-08,8.981484267422957e-08
2002,1.8839251936242363e-08,7.798574275241776e-08
2003,2.0417921575699438e-08,8.375515148095758e-08
2004,4.2726476578991424e-08,1.1232218044554543e-07
2005,2.612174831995162e-08,8.467049239513358e-08
2006,3.047238550379916e-08,6.135656072103757e-08
2007,2.836080348345149e-08,7.150118364052105e-08
2008,1.958422224390688e-08,1.0686173934626453e-07
2009,2.0026408975581944e-08,8.630428727229855e-08
2010,2.220182793166714e-08,7.983210270623431e-08
2011,1.7207874236646603e-08,1.6404840053052538e-07
2012,1.3617010630184723e-08,1.5182967150195736e-07
2013,1.8687137171014e-08,8.088462483124559e-08
2014,1.9272462736807938e-08,5.586848583760684e-08
2015,1.3521109565317602e-08,5.7409303977351556e-08
2016,1.4706514228635115e-08,3.127723557927453e-08
2017,1.685459594114036e-08,5.71043786701253e-08
2018,1.4972506789945328e-08,2.8654279837780905e-08
2019,1.1734544003161318e-08,1.505082747321751e-08
