year,trois_DET erreurs_NOUN,trois_DET terreurs_NOUN
1908,4.371136297365297e-08,0.0
1909,2.4204327431220918e-08,0.0
1910,3.420256566855073e-08,0.0
1911,2.6601871372378127e-08,0.0
1912,4.584290697051685e-08,0.0
1913,2.863614373405099e-08,0.0
1914,5.089525156876107e-08,0.0
1915,3.887651400802383e-08,0.0
1916,6.922101025708116e-08,1.0987462051303964e-09
1917,4.386569685266295e-08,0.0
1918,2.986457836584577e-08,0.0
1919,4.6960026978126734e-08,0.0
1920,3.8618382713906385e-08,0.0
1921,3.937828552125211e-08,0.0
1922,3.615188393091273e-08,0.0
1923,4.671017084234563e-08,0.0
1924,4.512068541018266e-08,0.0
1925,4.5092528822010536e-08,0.0
1926,2.452150393850161e-08,0.0
1927,4.571182032897525e-08,0.0
1928,3.427812300671462e-08,0.0
1929,4.567566724844596e-08,0.0
1930,4.936693653867508e-08,0.0
1931,4.676196230235519e-08,0.0
1932,6.02774505864545e-08,0.0
1933,5.391211210792335e-08,0.0
1934,4.912447870708547e-08,0.0
1935,3.710167906234574e-08,0.0
1936,3.516167046413443e-08,0.0
1937,2.895957251780601e-08,0.0
1938,2.3337385357535823e-08,0.0
1939,1.988226649984881e-08,0.0
1940,3.803674530900025e-08,0.0
1941,4.427253941230447e-08,0.0
1942,4.247896612241675e-08,0.0
1943,2.0322646232528996e-08,0.0
1944,5.1410976809052045e-08,0.0
1945,8.714016175304096e-09,0.0
1946,2.0881655515836428e-08,0.0
1947,2.7418003423207438e-08,0.0
1948,4.022598543151901e-08,0.0
1949,3.1414426393538974e-08,0.0
1950,4.679559051368187e-08,0.0
1951,3.3050344683260846e-08,0.0
1952,3.9015775055162294e-08,0.0
1953,3.878577858884569e-08,0.0
1954,5.570345562588841e-08,0.0
1955,5.068228325910695e-08,0.0
1956,1.831439710997529e-08,0.0
1957,3.534015036166238e-08,0.0
1958,4.7979013650945035e-08,0.0
1959,4.960478650062328e-08,0.0
1960,3.9448748934134414e-08,0.0
1961,3.196153341988861e-08,0.0
1962,3.741754417418974e-08,0.0
1963,6.336732294442982e-08,0.0
1964,5.1713731519242856e-08,6.083968329129164e-10
1965,6.566452093181852e-08,0.0
1966,4.763604177782099e-08,0.0
1967,4.683818666251227e-08,0.0
1968,5.030385885618216e-08,0.0
1969,2.725054604191257e-08,1.8167031212712459e-09
1970,4.276814347115021e-08,0.0
1971,4.4704056456623675e-08,5.138397485282553e-10
1972,4.565830580283148e-08,5.130146862875051e-10
1973,4.079770743459221e-08,0.0
1974,4.1629229396988876e-08,1.1251143350321513e-09
1975,6.339742908423318e-08,0.0
1976,5.770662259152459e-08,0.0
1977,5.230335897721261e-08,0.0
1978,5.584155804427837e-08,0.0
1979,5.910493028338237e-08,1.1703946700691858e-09
1980,5.5145959798608146e-08,0.0
1981,3.668818693292053e-08,6.325549528618524e-10
1982,3.289976202580647e-08,6.207502289967692e-10
1983,4.673333986460193e-08,0.0
1984,6.552879705523651e-08,5.799008495621649e-10
1985,4.271046227799502e-08,0.0
1986,5.514926471050785e-08,0.0
1987,5.010869852384303e-08,0.0
1988,4.3774842861665775e-08,0.0
1989,3.347754684579485e-08,0.0
1990,4.0320016658768054e-08,0.0
1991,4.044410895076567e-08,5.861465202094962e-10
1992,4.297756550641907e-08,1.65298330578878e-09
1993,4.154405641720871e-08,5.539207426075166e-10
1994,4.43093841617781e-08,0.0
1995,4.60908333721477e-08,0.0
1996,4.590759239420095e-08,0.0
1997,4.98669021631315e-08,0.0
1998,5.149579607177657e-08,0.0
1999,4.661605279565606e-08,0.0
2000,4.373851236749715e-08,0.0
2001,4.249775353848406e-08,0.0
2002,4.118348329029686e-08,4.38122149670761e-10
2003,3.666892123277421e-08,0.0
2004,4.5809828819187715e-08,4.404791253964646e-10
2005,4.4587121994510426e-08,9.007499190971657e-10
2006,5.5179723901233046e-08,4.1178899179428186e-10
2007,5.072989006649209e-08,7.988958938831558e-10
2008,4.08714206923122e-08,0.0
2009,4.482101045866216e-08,0.0
2010,4.487603355585179e-08,9.447586046817946e-10
2011,4.971163525269162e-08,0.0
2012,4.221273464111164e-08,0.0
2013,4.0721223726336575e-08,1.9523875849358774e-09
2014,3.854492280908062e-08,1.5158115873603606e-09
2015,4.3888191747498695e-08,6.649726325136385e-10
2016,4.536234632368519e-08,4.1426800878596737e-10
2017,3.6979486583987864e-08,0.0
2018,3.743126564259569e-08,2.5814667070633845e-10
2019,3.5713830115469136e-08,5.1019755087367e-10
