year,des_DET oies_NOUN,des_DET toits_NOUN
1871,2.2729319937297987e-07,3.8342449570905046e-07
1872,2.2737995664101618e-07,4.341989594536244e-07
1873,2.789478137366075e-07,2.9690582703523205e-07
1874,2.168783148626119e-07,2.849888538491996e-07
1875,2.2428386659001376e-07,3.4844099694453234e-07
1876,2.4788660191177314e-07,3.204387954980348e-07
1877,2.5172201389978e-07,4.081978417502796e-07
1878,2.451869884900759e-07,2.928958053871611e-07
1879,2.107717258503783e-07,3.0974277809292516e-07
1880,2.2205747929326947e-07,3.4335478282798704e-07
1881,2.175422397776572e-07,3.31891373939186e-07
1882,2.549012436681153e-07,3.800224988026457e-07
1883,2.6414836507004935e-07,2.9384927202613653e-07
1884,2.983967073433291e-07,3.5913231677398016e-07
1885,1.946581920653223e-07,3.938283414939292e-07
1886,2.110282685263698e-07,3.7430089960821533e-07
1887,2.5136359083077764e-07,3.6235532796524694e-07
1888,2.390411708574902e-07,4.019949777500642e-07
1889,2.1802676442028712e-07,3.834263635482671e-07
1890,2.3005895988248426e-07,3.7294459787062806e-07
1891,2.2692223011766544e-07,3.862777422369845e-07
1892,2.0811460554881478e-07,3.629468716681572e-07
1893,2.1492873392148226e-07,3.7012083087262226e-07
1894,2.0290956026514095e-07,4.0644928311905915e-07
1895,1.7273423869035298e-07,2.919027890513348e-07
1896,1.8929463729833174e-07,4.1279204054944785e-07
1897,2.1442305975227782e-07,4.3117681514104333e-07
1898,1.8559404235674037e-07,3.202628748866232e-07
1899,2.2884174910586808e-07,3.946691027323368e-07
1900,2.2944454647344514e-07,4.355293512503522e-07
1901,1.5201369540918108e-07,3.7891649018462203e-07
1902,1.5663804786569813e-07,3.903675747096713e-07
1903,1.8900771436847208e-07,4.379578637525583e-07
1904,1.795124813241955e-07,4.159959807736868e-07
1905,2.1417150541935825e-07,3.3699756674110404e-07
1906,2.1142598782830646e-07,4.254240639767204e-07
1907,2.0571374115263552e-07,3.378847992507872e-07
1908,2.3329098497448797e-07,3.47726358818079e-07
1909,2.06286882686868e-07,4.224755461024188e-07
1910,2.3353938516379458e-07,5.408280294716405e-07
1911,1.5961122912244718e-07,4.4797549492159305e-07
1912,1.963951848926726e-07,4.464473981613537e-07
1913,2.0310450832283777e-07,4.337845513902039e-07
1914,2.05590032109626e-07,4.3997607512835657e-07
1915,2.2265640298169131e-07,4.311758985409142e-07
1916,2.0326804528458808e-07,5.142132195601334e-07
1917,2.006855638336802e-07,6.810149528746479e-07
1918,1.780388352301543e-07,4.812791551955797e-07
1919,1.556126307811212e-07,5.211641962432623e-07
1920,2.0672191913817528e-07,4.6569225631287736e-07
1921,1.8098865894877747e-07,4.445202748115662e-07
1922,1.9403969986342418e-07,4.5226745726267836e-07
1923,1.7940952901085438e-07,4.862104212577378e-07
1924,1.753260949755031e-07,5.22110768841344e-07
1925,2.144644692947395e-07,5.114152816787509e-07
1926,1.905989606143521e-07,4.882008575179952e-07
1927,1.97341287533348e-07,5.284732615962184e-07
1928,1.999557204257485e-07,4.261913417735741e-07
1929,1.7267630436634818e-07,4.7235322142569203e-07
1930,1.2709360419638216e-07,4.306477325854985e-07
1931,1.6081552534075172e-07,4.2313874004662466e-07
1932,1.3699420930990414e-07,3.5180113933108714e-07
1933,1.9156006159093408e-07,3.6820825677352786e-07
1934,1.833181748622792e-07,4.025810866892243e-07
1935,1.555876947278989e-07,3.997406903266665e-07
1936,1.4549657834095342e-07,4.110278286617586e-07
1937,1.4353875066319688e-07,4.2557978119361906e-07
1938,1.8669909152002617e-07,3.500607874684647e-07
1939,1.6058752638770102e-07,4.022335211573136e-07
1940,1.5721854085271048e-07,3.550096181470508e-07
1941,3.099077856560939e-07,5.194644749906274e-07
1942,1.9115534288793867e-07,5.825686457683332e-07
1943,2.5548469428926524e-07,4.906467445664475e-07
1944,1.8636479559575037e-07,5.5909440987989e-07
1945,1.655663024457965e-07,5.860175633642939e-07
1946,1.8654280431462666e-07,6.375865595487085e-07
1947,1.5497132821451487e-07,4.816031875520821e-07
1948,1.5764236893645034e-07,4.3596269705403756e-07
1949,1.4431001538195432e-07,3.8875353247647126e-07
1950,1.8611882524055545e-07,4.158426278877414e-07
1951,1.7271470653668075e-07,4.840276464079807e-07
1952,1.4868173003890206e-07,4.407727907107528e-07
1953,2.090122475095768e-07,3.566136772548134e-07
1954,1.6515585476994943e-07,3.781971411598306e-07
1955,1.4735403697230254e-07,3.8011711112062585e-07
1956,1.447709490065563e-07,4.6222050187338937e-07
1957,1.6433170024754418e-07,3.834406232527954e-07
1958,1.5055483104653433e-07,3.805232111631085e-07
1959,1.8601795304107327e-07,4.007136737982364e-07
1960,1.6333167007775984e-07,4.0210041163390997e-07
1961,1.8412622465602269e-07,3.9951915464797594e-07
1962,1.3888884398127743e-07,3.722728347810289e-07
1963,1.5065903680167025e-07,3.989554979710874e-07
1964,1.8981980876020543e-07,4.514304432490235e-07
1965,1.4665075670494687e-07,3.7592937296437867e-07
1966,1.5287846633071922e-07,4.309400143398534e-07
1967,1.0846737996672573e-07,4.0132930578806736e-07
1968,1.4642015400134767e-07,4.545312854986605e-07
1969,1.8348700825399078e-07,3.4744447230394826e-07
1970,1.292241685324491e-07,3.752559489811347e-07
1971,1.8755150177351965e-07,3.776722170556468e-07
1972,1.2671462146229828e-07,3.349985853162707e-07
1973,1.2735500609650785e-07,3.324462021225827e-07
1974,1.3895161798949118e-07,3.684749483312544e-07
1975,1.1537190047761214e-07,3.112756719048093e-07
1976,1.3826734579502897e-07,2.793914584131585e-07
1977,1.53384004442092e-07,2.6974428735115907e-07
1978,1.5207913484083235e-07,3.6415823778668255e-07
1979,1.3576577662099965e-07,3.6048155038770346e-07
1980,1.3928618591840802e-07,3.666922196998712e-07
1981,1.448550888683009e-07,4.016723860189586e-07
1982,1.4463480058068967e-07,3.830029040585714e-07
1983,1.0925496984892646e-07,3.7070905278824284e-07
1984,1.6121243034961097e-07,3.38082191575495e-07
1985,1.3354538586085596e-07,3.5551946808709545e-07
1986,1.1569356783702744e-07,3.7225753501957115e-07
1987,1.3504905882477658e-07,3.305951885579361e-07
1988,1.3132452536535055e-07,3.2141528372164885e-07
1989,1.388494883514113e-07,3.446540794982411e-07
1990,1.482033047395248e-07,3.4871365173216873e-07
1991,1.6587946483070937e-07,3.0889922619792287e-07
1992,1.6089037568889353e-07,3.3775958829806996e-07
1993,1.5952916765371583e-07,3.6115631729671804e-07
1994,1.5455535029573753e-07,3.6344245124553254e-07
1995,1.6538474323368746e-07,3.302272624239322e-07
1996,1.4306086804083407e-07,3.192179249822402e-07
1997,1.246672529653381e-07,3.2077844203115546e-07
1998,1.5162651001432437e-07,2.899022444324828e-07
1999,1.3710602941863215e-07,3.3133957266784364e-07
2000,1.3828438072405191e-07,3.2251628923063436e-07
2001,1.5903799188698997e-07,3.141328832612089e-07
2002,1.8313505278921838e-07,3.320965920039498e-07
2003,1.6501014521441704e-07,3.3793744336207965e-07
2004,1.4932242076159952e-07,3.175854406123335e-07
2005,1.5132599084921594e-07,3.4183458286207724e-07
2006,1.6512738998386567e-07,3.290194072746999e-07
2007,1.4340181364591587e-07,2.8280914499134724e-07
2008,1.8008970226190968e-07,3.401694232962882e-07
2009,1.8738996199196833e-07,3.814554059289321e-07
2010,1.9603741474583103e-07,4.478155855025534e-07
2011,2.661484601595987e-07,4.5925903968679904e-07
2012,2.6042533352033104e-07,5.535314926419233e-07
2013,2.8058596573954375e-07,5.600562786867158e-07
2014,2.6743247116822744e-07,5.764415291764635e-07
2015,3.189651867074872e-07,5.840675996182654e-07
2016,2.730026037733868e-07,5.646473120179962e-07
2017,2.098019905583115e-07,4.4299914847556465e-07
2018,2.689888269902241e-07,5.66373767441064e-07
2019,2.9361868286725823e-07,5.367278141932275e-07
