year,fausses_ADJ erreurs_NOUN,fausses_ADJ terreurs_NOUN
1940,2.5357829169792012e-09,0.0
1941,0.0,8.854508237732261e-09
1942,0.0,3.034211770724937e-09
1943,0.0,1.4516175816936538e-08
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,2.7842208538686464e-09
1947,0.0,5.960435700558264e-09
1948,0.0,2.174377566888097e-09
1949,0.0,2.945102384188658e-09
1950,3.190608444114673e-09,6.381216888229346e-09
1951,2.1322803522849654e-09,6.396841278899501e-09
1952,2.1089607837865287e-09,1.0544803918932644e-09
1953,2.1547654771580937e-09,1.0773827385790469e-09
1954,9.772536113672459e-10,8.795282280260608e-09
1955,0.0,4.6928039232341234e-09
1956,0.0,2.616342476002842e-09
1957,0.0,4.417518795207798e-09
1958,8.272243445794913e-10,1.6544486891589827e-09
1959,7.750747821333448e-10,7.750747821333448e-10
1960,2.076250060767393e-09,1.3841666701708277e-09
1961,6.948159270159238e-10,7.64297514166401e-09
1962,1.2683912808952869e-09,7.610347907416326e-09
1963,0.0,1.939815863494232e-09
1964,2.4335873316516654e-09,1.8251904432275978e-09
1965,2.188817349590977e-09,1.0944086747954884e-09
1966,1.1078149508847446e-09,9.970334780007306e-09
1967,3.451234853457663e-09,1.1339771788243524e-08
1968,3.1439910674890825e-09,8.533690198930799e-09
1969,4.541757636644661e-09,2.952142530432411e-08
1970,1.3796175313274261e-09,5.058597540852361e-09
1971,0.0,1.490135304038631e-08
1972,1.5390440033513642e-09,9.747279428040656e-09
1973,0.0,6.064523994098181e-09
1974,0.0,5.625571564138454e-09
1975,1.1422960355389478e-09,3.4268881066168433e-09
1976,0.0,1.142705374768127e-09
1977,1.1753563677885381e-09,0.0
1978,0.0,8.910887139279566e-09
1979,3.5111840102075575e-09,5.266775904289034e-09
1980,1.1370301367108482e-09,1.1370301367108482e-09
1981,6.325549528618524e-10,1.8976649140967083e-09
1982,0.0,3.1037510339615437e-09
1983,0.0,3.78918940668882e-09
1984,0.0,1.739702604197646e-09
1985,6.015558051686298e-10,1.8046674155058895e-09
1986,5.994485463567401e-10,2.997242676272549e-09
1987,0.0,1.8332451112712533e-09
1988,1.798966087207532e-09,7.795519785247507e-09
1989,2.1952488715726304e-09,7.683371272548811e-09
1990,7.628111475810329e-09,9.80757164370516e-09
1991,1.1722930404189924e-09,1.1722930404189924e-09
1992,3.30596661157756e-09,2.7549720282848966e-09
1993,0.0,3.323524566667402e-09
1994,1.0549853213248639e-09,4.2199412852994556e-09
1995,1.0844901643380922e-09,4.337960657352369e-09
1996,0.0,1.6014276571496566e-09
1997,4.79489448146353e-10,1.917957792585412e-09
1998,2.3840645013706308e-09,2.3840645013706308e-09
1999,9.140402323914998e-10,1.4167623740846125e-08
2000,4.4180314962005696e-10,1.3254094932690919e-08
2001,4.8193329327261836e-09,1.7086725256909574e-08
2002,1.752488598683044e-09,7.009954394732176e-09
2003,2.083461403401543e-09,5.833692029444393e-09
2004,8.809582507929292e-10,7.047666006343434e-09
2005,4.5037495954858286e-10,1.0358623625528196e-08
2006,8.235779835885637e-10,5.353256948836815e-09
2007,1.1983438685803094e-09,7.190063211481856e-09
2008,4.257439678578834e-10,7.663391587975354e-09
2009,1.907277002999308e-09,7.1522885392028e-09
2010,9.447586046817946e-10,1.8895172093635892e-09
2011,6.883149605840799e-09,3.823971805871906e-09
2012,3.4042526575461807e-09,4.425528388196653e-09
2013,8.367375126105969e-10,4.183687618564136e-09
2014,1.7323561474213989e-09,1.8189739492413537e-08
2015,2.659890530054554e-09,5.54143841924315e-09
2016,1.2428040818690533e-09,5.59261792432153e-09
2017,1.0062445321423752e-09,3.018733707449428e-09
2018,1.290733298020541e-09,2.581466596041082e-09
2019,2.5509878653906526e-09,1.8877308605169674e-08
