year,nos_DET airs_NOUN,nos_DET terres_NOUN
1924,5.156649840465377e-08,6.329787458625447e-07
1925,2.969508017258704e-08,4.938181970004507e-07
1926,1.0031524944054127e-08,3.7673947606009506e-07
1927,1.8953683067479687e-08,4.1586607402166464e-07
1928,2.2852082337543322e-08,3.884854091751322e-07
1929,1.7824650200282122e-08,4.74581325349277e-07
1930,2.625900974440043e-08,3.5712251111874593e-07
1931,3.5356604755065746e-08,3.478633709974588e-07
1932,1.53433514782364e-08,2.7398841684345143e-07
1933,2.408839039347299e-08,3.7853186185543564e-07
1934,2.6359476379411717e-08,3.5465478021023955e-07
1935,2.393656917121234e-08,3.4947389337958157e-07
1936,2.9099314957647948e-08,3.055427963971624e-07
1937,1.6368453259474336e-08,2.958912697081928e-07
1938,1.2965214124527336e-08,3.2931644167177865e-07
1939,2.2941076593951948e-08,5.29174132068988e-07
1940,1.0143131667916805e-08,5.705511352260828e-07
1941,1.0920559567750843e-07,4.250163847530075e-07
1942,4.5513175450651033e-08,5.886370644248018e-07
1943,2.6129116648121453e-08,4.993564619582003e-07
1944,3.213186161588055e-08,5.07683399320058e-07
1945,2.6142049414090707e-08,4.008447405112747e-07
1946,2.227376683094917e-08,4.412990080027157e-07
1947,1.668921911779364e-08,4.863715243885736e-07
1948,1.8482209318548826e-08,3.805160790903983e-07
1949,1.0798709482173763e-08,4.506006749949165e-07
1950,1.8080114516649815e-08,3.5415754862100357e-07
1951,2.1322804077961166e-08,3.486278261632947e-07
1952,2.319856839960721e-08,3.3216131267721494e-07
1953,1.4005975934594517e-08,3.4153033201533844e-07
1954,2.6385848173049453e-08,3.293344654764496e-07
1955,7.508486277174597e-09,2.994008911905155e-07
1956,2.3547081839936368e-08,3.1744956086043885e-07
1957,2.6505112771246786e-08,3.207118579595658e-07
1958,1.4062814024384807e-08,3.689420560171186e-07
1959,2.402731746897757e-08,2.487990022892461e-07
1960,1.6610000486139143e-08,2.3323208919734384e-07
1961,1.0422239238305764e-08,3.362909124504654e-07
1962,1.6489086374082973e-08,3.380262771912612e-07
1963,1.939815952312074e-08,3.0067148493184703e-07
1964,6.692365273064382e-09,3.017648326775202e-07
1965,2.1340969214023175e-08,3.0588722932378687e-07
1966,2.1602391320207914e-08,2.5978261763981436e-07
1967,3.1061113570096666e-08,3.012434928173491e-07
1968,3.278733495815089e-08,3.4943216675742406e-07
1969,1.907538335621517e-08,3.9331623291616324e-07
1970,2.4373242757391722e-08,3.265094621340836e-07
1971,3.185806363159571e-08,2.867225763480974e-07
1972,3.026786604687359e-08,3.1037388881216543e-07
1973,3.69384653975402e-08,3.010209357334759e-07
1974,1.518904385600095e-08,3.060310866942473e-07
1975,1.1994108817248161e-08,2.667261114197572e-07
1976,1.656922776760439e-08,3.2167156494011806e-07
1977,1.8218024422367307e-08,3.014789227151482e-07
1978,2.8514838157356337e-08,4.1999979760731776e-07
1979,2.1067103284089228e-08,3.9968978882143347e-07
1980,2.0466542682839872e-08,4.724360085361923e-07
1981,1.4548763749289151e-08,3.517005451314503e-07
1982,1.9864007771985825e-08,3.2403160687977106e-07
1983,2.2103606056589342e-08,5.014360979771482e-07
1984,2.145633182237816e-08,4.401447402102576e-07
1985,1.6843562988810845e-08,3.9401905382874247e-07
1986,1.7983456501724504e-08,3.974343725232643e-07
1987,1.588812459374367e-08,3.232622027837806e-07
1988,1.739000587974715e-08,4.689305228566809e-07
1989,1.3720305114262032e-08,4.4673314825161015e-07
1990,2.2339469218923824e-08,3.5361743933037815e-07
1991,1.9928982464278988e-08,4.161640418942625e-07
1992,1.2672871640972971e-08,3.460245068254153e-07
1993,1.4955860494492157e-08,3.423230259258503e-07
1994,1.1077346151466827e-08,3.993119417344815e-07
1995,2.006306776269895e-08,3.0799519645796636e-07
1996,1.921713232988509e-08,3.186841102120752e-07
1997,1.1507746533467866e-08,3.6920687307429034e-07
1998,2.193339376788117e-08,3.4139806226463065e-07
1999,1.736676483177213e-08,3.094026279626405e-07
2000,1.9439339027371716e-08,3.993900481447099e-07
2001,1.095302959441824e-08,3.0975168208158266e-07
2002,1.3143664545633982e-08,4.280453467231382e-07
2003,9.167230530238157e-09,3.5835538092499064e-07
2004,4.625030919358508e-08,3.5766904016298895e-07
2005,1.7564622978305522e-08,3.936277099825247e-07
2006,1.6059770735488144e-08,4.019060479976133e-07
2007,2.1570189912001325e-08,3.9185844435962736e-07
2008,2.6396125840655316e-08,3.76783404476555e-07
2009,2.574823909640145e-08,4.033890892429781e-07
2010,2.3618965894200983e-08,5.267029479227858e-07
2011,2.3708625951357476e-08,5.039995194522362e-07
2012,2.6212745751763578e-08,5.450208711010873e-07
2013,2.6217775839221247e-08,6.177911746618747e-07
2014,2.8583876265919628e-08,5.814220465083508e-07
2015,3.125371372814101e-08,6.217493915272598e-07
2016,3.0655832650161585e-08,6.21401992972892e-07
2017,2.213738048428837e-08,7.061321287693545e-07
2018,3.536609383125722e-08,7.05514876742086e-07
2019,3.775461876465158e-08,6.828994010277256e-07
