year,sommes_VERB en_ADP,sommes_VERB tant_ADV
1869,4.11973678637878e-06,2.5882650689368347e-08
1870,3.751788199224393e-06,2.2362790730312554e-08
1871,4.6871255108271725e-06,2.0180236148803488e-08
1872,4.556670319288969e-06,1.814201766592305e-08
1873,3.963333710998995e-06,3.6514627765882324e-08
1874,3.887678303726716e-06,1.3144139998644278e-08
1875,4.177858954790281e-06,2.9751941355016243e-08
1876,3.905121047864668e-06,3.4462285469771814e-08
1877,3.6323424410511507e-06,3.5253449937044934e-08
1878,3.7303450426406926e-06,3.2611080058586595e-08
1879,3.953955456381664e-06,8.125402928271797e-08
1880,3.8173348002601415e-06,3.3372799634889816e-08
1881,4.3654868022713345e-06,2.649552932609822e-08
1882,4.278081632946851e-06,3.4608003574021495e-08
1883,4.295254711905727e-06,4.802697617378726e-08
1884,4.483212251216173e-06,9.836528391815591e-08
1885,4.20642163589946e-06,5.1565084646654213e-08
1886,4.208949121675687e-06,3.484870347847391e-08
1887,4.488635568122845e-06,1.3384295982632466e-07
1888,4.491691470320802e-06,4.057993407968752e-08
1889,4.74584112453158e-06,3.00726554769426e-08
1890,4.531047579803271e-06,3.6704562944578356e-08
1891,4.587526291288668e-06,3.378336543846672e-08
1892,4.9822137953015044e-06,4.952124754709075e-08
1893,4.605879894370446e-06,4.249307394843527e-08
1894,4.61398713014205e-06,2.835692747282792e-08
1895,4.866651579504833e-06,1.2157600792761514e-07
1896,4.556044586934149e-06,2.299841384001411e-08
1897,4.649134552892065e-06,5.302309347143819e-08
1898,4.732647994387662e-06,4.2437662273187016e-08
1899,4.719446224044077e-06,2.266307141951529e-08
1900,4.760195679409662e-06,2.2321527737290126e-08
1901,4.735338279715506e-06,1.2854099118442264e-08
1902,3.921843926946167e-06,2.7006560543441083e-08
1903,4.804575837624725e-06,1.674068350610014e-08
1904,4.843612259719521e-06,2.3110889202371254e-08
1905,4.8392439566669054e-06,1.2385822145688508e-08
1906,4.5999299800314475e-06,2.0576738535282857e-08
1907,4.838387212657835e-06,2.9314207949937554e-08
1908,5.021895503887208e-06,1.964555629285769e-08
1909,4.9536356527823955e-06,1.870334465081669e-08
1910,4.974870080332039e-06,4.1684376839157267e-08
1911,4.751625965582207e-06,2.2345570727111408e-08
1912,4.857264229940483e-06,3.854971808436858e-08
1913,4.685191470343852e-06,3.712092677687906e-08
1914,5.0680955610005185e-06,3.750176347239176e-08
1915,6.05648983764695e-06,2.1205371680821372e-08
1916,6.6935617724084295e-06,2.197492321442951e-08
1917,6.40658527117921e-06,4.7155623406069935e-08
1918,6.164738351799315e-06,1.9526840588923733e-08
1919,5.7751626627577934e-06,3.038589824200244e-08
1920,5.394457730290014e-06,3.558949046578164e-08
1921,5.0904009185614996e-06,4.013556065274315e-08
1922,5.242023235041415e-06,3.098733003525922e-08
1923,5.122195034346078e-06,2.7601466001669905e-08
1924,5.530506768991472e-06,3.0939897754933554e-08
1925,5.140548182680504e-06,3.959344141435395e-08
1926,5.264321316644782e-06,3.1209186346359274e-08
1927,5.078471986053046e-06,3.6792442870137165e-08
1928,4.998893018637318e-06,3.6563331917705e-08
1929,5.207025878917193e-06,3.0079096546842266e-08
1930,5.2150389819871634e-06,3.361153133596417e-08
1931,5.546424745261902e-06,1.3686427990933225e-08
1932,5.251809852779843e-06,3.06867029564728e-08
1933,5.1870333663828205e-06,1.0323596200123575e-08
1934,5.401296220952645e-06,1.4377896206951846e-08
1935,4.769361112266779e-06,2.5133395809007197e-08
1936,5.42217230758979e-06,2.3036957230715416e-08
1937,5.055333986092592e-06,3.399602022113868e-08
1938,5.275545845506713e-06,2.2040865133021725e-08
1939,5.2458594836934935e-06,2.2941076593951948e-08
1940,5.284571670927107e-06,2.2822046474857416e-08
1941,5.067729944130406e-06,2.066051862925633e-08
1942,5.155126018507872e-06,1.8205270180260413e-08
1943,5.315823727869429e-06,2.322588166236983e-08
1944,5.523466825252399e-06,2.5705489292704442e-08
1945,6.30894783171243e-06,1.089252066321933e-08
1946,6.300691893557087e-06,6.960552134671616e-09
1947,6.481377567979507e-06,2.8610090296865565e-08
1948,6.320915417745709e-06,2.5005341797168512e-08
1949,5.7174256653524935e-06,2.4542520904446974e-08
1950,6.018551175657194e-06,1.595304155443955e-08
1951,5.672931820299709e-06,2.0256663901818683e-08
1952,5.735319064115174e-06,3.4797853487589236e-08
1953,5.869580945727648e-06,1.4005975934594517e-08
1954,5.79413654122618e-06,2.34540866728139e-08
1955,5.702695489162579e-06,2.0648336374051723e-08
1956,5.867584150109906e-06,1.4825940475304833e-08
1957,5.493626304087229e-06,1.9437083054185678e-08
1958,5.317398063198198e-06,1.3235589513271862e-08
1959,5.479003448272124e-06,3.720359131875739e-08
1960,5.580960078077624e-06,2.145458388724819e-08
1961,5.700269866792951e-06,1.896847550142411e-07
1962,5.372271061787615e-06,2.029426049432459e-08
1963,5.6021885939117055e-06,2.7157422977097667e-08
1964,5.41716553925653e-06,7.969998705448234e-08
1965,5.489554041560041e-06,2.5171399187229326e-08
1966,5.499193321156781e-06,1.8832853498906843e-08
1967,5.2858126764476765e-06,2.9582013283402375e-08
1968,5.582829999184469e-06,2.9643343779639508e-08
1969,5.625421181321144e-06,2.634219598007803e-08
1970,5.701959253201494e-06,1.7935027685211935e-08
1971,5.600853455689503e-06,3.596878173084406e-08
1972,5.3256053433869965e-06,2.4111690422046195e-08
1973,5.43932674190728e-06,2.205281468548037e-08
1974,5.402236638474278e-06,2.418995848074701e-08
1975,5.2882596719427966e-06,1.0851811893530794e-08
1976,5.650678303936729e-06,1.1369918695436354e-07
1977,5.64406127523398e-06,7.463513185257398e-08
1978,5.416631211119238e-06,4.455443658457625e-08
1979,5.284917278913781e-06,5.383815349091492e-08
1980,5.797148332931101e-06,3.467942022439274e-08
1981,5.4387073760153726e-06,4.1748627666038374e-08
1982,5.772356416855473e-06,4.0969514003563745e-08
1983,5.811353730678093e-06,4.357568172963511e-08
1984,5.937604782957351e-06,5.3930779841948606e-08
1985,5.504837190528633e-06,3.128090142467954e-08
1986,5.697758297174005e-06,5.454981888419752e-08
1987,5.38546282768948e-06,5.255302326645506e-08
1988,5.3897024372417945e-06,2.7584148298842592e-08
1989,5.940892151556909e-06,4.390497565509577e-08
1990,5.4557340263272636e-06,3.650596269721973e-08
1991,5.944697932136478e-06,3.634108480810028e-08
1992,5.366685400076676e-06,4.022259147973273e-08
1993,5.6317121561733074e-06,3.600484888011124e-08
1994,6.198566097737057e-06,5.1694279079583794e-08
1995,5.775994395662565e-06,6.669614549537073e-08
1996,5.789694569102721e-06,2.5089033073300016e-08
1997,6.0410875448724255e-06,2.3974472185273044e-08
1998,5.771343694505049e-06,4.482041404685333e-08
1999,5.6912713262136094e-06,3.290544725587097e-08
2000,5.706329375243513e-06,7.289752090855472e-08
2001,5.727996267523849e-06,3.63640566547474e-08
2002,5.7652491705084685e-06,5.827024551763316e-08
2003,5.574509486905299e-06,3.9169076870848585e-08
2004,5.850443812960293e-06,4.8893184612097684e-08
2005,5.3626145017915405e-06,3.828187189469645e-08
2006,6.055357061995892e-06,8.071064172554543e-08
2007,5.7604388530307915e-06,5.072988784604604e-08
2008,5.935296485404251e-06,5.960415450090295e-08
2009,5.98455835643108e-06,4.8635563132393145e-08
2010,6.255246717046248e-06,5.1016964874861515e-08
2011,6.366531124513131e-06,6.95962896202218e-08
2012,6.57599503028905e-06,1.0451055487692429e-07
2013,6.570062851096736e-06,8.451048927327065e-08
2014,6.908419891260564e-06,4.872251579968179e-08
2015,6.666572062385967e-06,5.120289259252786e-08
2016,6.871877758385381e-06,6.876848601677921e-08
2017,7.074905170156853e-06,4.7293493565803146e-08
2018,7.2185553108283784e-06,6.272964014897298e-08
2019,7.014961283857701e-06,5.229524902006233e-08
