year,nos_DET humeurs_NOUN,nos_DET tumeurs_NOUN
1876,9.250402466243202e-08,0.0
1877,1.2926265746671106e-07,0.0
1878,6.642997507633197e-08,6.6429977074733415e-09
1879,7.209003960451099e-08,1.221865097988939e-08
1880,6.482024983434087e-08,2.759673822794184e-08
1881,6.972507549107831e-08,1.3945014920579979e-08
1882,7.919908506792694e-08,4.791877272758427e-08
1883,6.19295192905156e-08,1.3902545781263598e-08
1884,6.601696611596708e-08,5.281357573494461e-09
1885,6.832373600218489e-08,1.9981470700258797e-08
1886,1.2003443167207806e-07,8.38950331427668e-09
1887,7.181817412993396e-08,1.958677448010704e-08
1888,9.891358754288149e-08,5.706553452000662e-09
1889,4.698852507090123e-08,1.566284169030041e-08
1890,6.357755211183758e-08,3.342736931699619e-08
1891,7.202868468336732e-08,3.1871101313640793e-09
1892,7.772955257223657e-08,6.8953633913793055e-09
1893,7.574852389780062e-08,4.926733243593162e-09
1894,5.923446977362801e-08,1.827446460822557e-08
1895,7.643640698162812e-08,2.046328972937772e-08
1896,5.7201179293198123e-08,1.1204354777305525e-08
1897,9.322741412187696e-08,6.409385022720926e-09
1898,5.6583548513344795e-08,7.92169685404076e-09
1899,3.040168117252051e-08,1.492446166651007e-08
1900,6.281174336209006e-08,1.4015843263770478e-08
1901,5.476963971240423e-08,1.3412973176585297e-08
1902,3.0443761289689064e-08,1.3257766440233354e-08
1903,5.0222047631720557e-08,1.5120615870500842e-08
1904,7.040759175680478e-08,1.6123875568041512e-08
1905,5.109151468563056e-08,5.676835002077496e-09
1906,5.6071609577657e-08,1.9547901075611662e-08
1907,6.942838248757965e-08,3.445705232252294e-08
1908,7.858222272894011e-08,1.817213934884876e-08
1909,8.361494696629279e-08,9.351671770296832e-09
1910,6.680188135987919e-08,3.046165941711365e-08
1911,8.672209661497732e-08,5.3203743632934675e-09
1912,6.459682566628544e-08,5.730363294986773e-09
1913,7.052976314092518e-08,4.772690687104841e-09
1914,5.625264726250023e-08,1.7411533548283842e-08
1915,1.4136913861761968e-08,0.0
1916,3.4061131248819265e-08,1.0987462051303964e-09
1917,4.0575770299255964e-08,1.4256351654751143e-08
1918,3.675640414257941e-08,1.722956355365568e-08
1919,5.340552100552287e-08,4.511845830279526e-08
1920,7.11789773788496e-08,3.104614965110386e-08
1921,7.799929552243512e-08,1.1359120755116692e-08
1922,8.927301714534153e-08,3.467629627884605e-08
1923,5.6264523706772707e-08,6.369568872344189e-09
1924,9.410885559724136e-08,1.8048273764392775e-08
1925,1.077821423223213e-07,8.798542117105512e-09
1926,6.910605709897766e-08,1.671920824009021e-08
1927,8.47341126153367e-08,2.4528294284564822e-08
1928,5.370239342106231e-08,2.2852082892654835e-08
1929,9.135133183235666e-08,1.4482527843640014e-08
1930,7.352522146675255e-08,2.205756755024879e-08
1931,8.89617792765307e-08,7.983749661377715e-09
1932,6.904507765526091e-08,1.53433514782364e-08
1933,1.055300922203628e-07,1.3764794637438627e-08
1934,6.230421512043449e-08,1.1981580172459871e-08
1935,7.779384691986024e-08,5.98414207075848e-09
1936,7.153581682572963e-08,2.424942913137329e-08
1937,6.169647714937554e-08,6.295559185076627e-09
1938,5.963998606084431e-08,4.408173026604345e-08
1939,7.341144137029687e-08,4.8940961505650193e-08
1940,5.0715659227762444e-08,1.7750480196809804e-08
1941,7.969057236323351e-08,0.0
1942,1.365395263519531e-07,1.0923162108156248e-07
1943,4.935499831049128e-08,8.709705845433291e-09
1944,5.1410978585408884e-08,2.8918675454292497e-08
1945,1.0021118868053236e-07,8.714016175304096e-09
1946,8.074240565036916e-08,2.645009899993056e-08
1947,1.0013531470676185e-07,2.3841741914054637e-09
1948,6.740570368535259e-08,9.784699273041042e-09
1949,4.417653876043204e-08,2.159741874230292e-08
1950,8.18922800682742e-08,3.190608444114673e-09
1951,6.716682954266417e-08,2.1322803522849654e-09
1952,6.32688207380383e-08,5.272402070488624e-09
1953,7.54167928107563e-08,1.0773827385790469e-09
1954,5.4726202014521164e-08,2.5408594117592997e-08
1955,4.223523397683948e-08,2.815682353940474e-09
1956,4.796627917080798e-08,6.104799332717903e-09
1957,3.710715867910608e-08,6.184526224473075e-09
1958,5.211513337544105e-08,8.272243334772611e-09
1959,4.1854038901334434e-08,2.325224457422337e-09
1960,6.436375343810141e-08,1.314958364417862e-08
1961,6.531269747256374e-08,1.042223907177231e-08
1962,1.0971584263330669e-07,6.976152100435229e-09
1963,6.983337730304129e-08,9.052474325699222e-09
1964,6.7532045622265e-08,1.7035111099517053e-08
1965,7.606140162152997e-08,5.47204326295514e-09
1966,6.979234390414035e-08,4.431259803538978e-09
1967,9.022514202428056e-08,8.874604162656397e-09
1968,6.961694376528271e-08,4.491415683816058e-09
1969,7.130559964707572e-08,1.3625273131978588e-09
1970,5.47248284465951e-08,1.3796175313274261e-09
1971,5.292549365432109e-08,1.541519245584766e-09
1972,4.514529328147887e-08,3.5911026929902334e-09
1973,3.528450381873327e-08,0.0
1974,4.7817358128643406e-08,1.6876715580593782e-09
1975,3.198428899509054e-08,2.8557400888473694e-09
1976,3.25671044576481e-08,1.7140580621521906e-09
1977,4.5251221436615197e-08,4.7014254711541525e-09
1978,4.039602119476626e-08,5.940591352171509e-10
1979,4.7986180362613595e-08,4.096381456264453e-09
1980,4.7755264853677204e-08,2.2740602734216964e-09
1981,4.5543955939919556e-08,0.0
1982,3.600351305976801e-08,1.8622506869903077e-09
1983,5.999550134472287e-08,1.89459470334441e-09
1984,5.219107485077146e-08,5.799008495621649e-10
1985,5.65462454638066e-08,6.015558051686298e-10
1986,3.8964155513188103e-08,6.593933954412989e-09
1987,4.399787983944137e-08,1.8332451112712533e-09
1988,5.516829637564058e-08,0.0
1989,4.225854088879544e-08,5.488122178931576e-10
1990,4.685839943840975e-08,5.44865097484859e-10
1991,4.8650160344720916e-08,5.861465202094962e-10
1992,6.11603796496496e-08,5.509944167592096e-10
1993,6.314696676668063e-08,2.7696036575264316e-09
1994,6.329911861335802e-08,0.0
1995,6.723839057753977e-08,0.0
1996,5.391473156812765e-08,0.0
1997,6.521056705732775e-08,0.0
1998,6.723062417890446e-08,4.768129224785866e-10
1999,6.261175622412907e-08,4.570201161957499e-10
2000,4.9040150162937834e-08,0.0
2001,5.783199652498183e-08,0.0
2002,8.061447731577687e-08,0.0
2003,7.00043061852007e-08,0.0
2004,6.386947593028935e-08,4.404791253964646e-10
2005,5.719761830835779e-08,0.0
2006,7.535738344444098e-08,0.0
2007,6.550946674011016e-08,1.1983438685803094e-09
2008,7.407944868642602e-08,8.514879357157668e-10
2009,7.152289094314312e-08,0.0
2010,9.731013506097952e-08,0.0
2011,1.3613340676954522e-07,3.82397197240536e-10
2012,8.476589075101515e-08,6.808505426114664e-10
2013,9.90139423784342e-08,5.578250084070646e-10
2014,1.0957152563051409e-07,1.0827225782605865e-09
2015,1.0994214139081748e-07,0.0
2016,1.2075912492193197e-07,2.0713400439298368e-10
2017,1.0892597157585726e-07,1.0062445321423752e-09
2018,1.2132893578709059e-07,0.0
2019,1.1964132884401124e-07,2.04079020349468e-09
