year,des_DET issus_ADJ,des_DET tissus_NOUN
1887,0.0,1.2620411826702593e-06
1888,1.9021844099853524e-09,1.099462566322984e-06
1889,3.132568426877924e-09,1.2780879128371225e-06
1890,0.0,1.4078821752860904e-06
1891,1.2748440081367107e-09,1.5827188288852767e-06
1892,0.0,1.3025969067825827e-06
1893,0.0,1.4878734200252097e-06
1894,1.8904617871129403e-09,1.3037884389888177e-06
1895,6.018614495673091e-10,1.1260828132186873e-06
1896,1.179405795248556e-09,1.3339079192320469e-06
1897,4.661370844871726e-09,1.4252141591342138e-06
1898,3.3950129374460403e-09,1.1792011320732598e-06
1899,5.527578395003729e-10,1.3470708495333383e-06
1900,1.5573159428683425e-09,1.6382963909933324e-06
1901,4.470991132876634e-09,1.4687205551755511e-06
1902,4.910283846193408e-10,1.7338212092710137e-06
1903,0.0,1.386776528278233e-06
1904,1.0749250378694342e-09,1.5253186127495155e-06
1905,1.5482277682110634e-09,1.3526349382786407e-06
1906,1.0288369045596824e-09,1.616817142391369e-06
1907,5.142843373384665e-10,1.455424626151114e-06
1908,9.822778146428846e-10,1.2494574272992054e-06
1909,2.2003934230241384e-09,1.3664443372363166e-06
1910,3.740905363258662e-09,1.4279570379471807e-06
1911,1.5961122423746588e-09,1.3519070831691238e-06
1912,2.0837684910901544e-09,1.340384098824643e-06
1913,2.121195885607108e-09,1.4238527903387421e-06
1914,6.696743715117748e-10,1.522839568224299e-06
1915,1.1780761921542648e-09,1.4290064225264132e-06
1916,1.0987462051303964e-09,1.5327509670370887e-06
1917,0.0,1.684442813232323e-06
1918,0.0,1.6264708291302554e-06
1919,0.0,1.3056729315508164e-06
1920,7.572231730534895e-10,1.4334235185486932e-06
1921,0.0,1.4638120484633532e-06
1922,7.377935484775833e-10,1.5279704737025668e-06
1923,0.0,1.1826166126382986e-06
1924,0.0,1.3278372783531722e-06
1925,0.0,1.3428775318402586e-06
1926,1.1146138456652466e-09,1.344224353161394e-06
1927,0.0,1.4304455593361354e-06
1928,1.1426041224282812e-09,1.5082374211772276e-06
1929,0.0,1.2722343907256572e-06
1930,2.100720708497761e-09,1.4684038003309752e-06
1931,0.0,1.4792748146419399e-06
1932,1.0959536611565568e-09,1.3173362649609999e-06
1933,1.1470662197865522e-09,1.464803565554007e-06
1934,0.0,1.513273518938263e-06
1935,0.0,1.553483308214254e-06
1936,1.2124714565686645e-09,1.6150119357405401e-06
1937,0.0,1.6569911345243327e-06
1938,3.8895642262559704e-09,1.7127048863585514e-06
1939,0.0,1.5248168487858038e-06
1940,0.0,1.437788885283453e-06
1941,0.0,1.8122226315142598e-06
1942,0.0,1.5626191149920032e-06
1943,0.0,1.4138755242143475e-06
1944,0.0,1.5744612245072176e-06
1945,0.0,1.3267090190893782e-06
1946,2.7842208538686464e-09,1.3071916384888027e-06
1947,0.0,1.3744764046919045e-06
1948,0.0,1.6155625388591943e-06
1949,0.0,1.416594304970431e-06
1950,0.0,1.286878752893017e-06
1951,4.264560704569931e-09,1.404106640734426e-06
1952,3.1634410646574906e-09,1.5300510174398596e-06
1953,0.0,1.595603881909824e-06
1954,0.0,1.487379947207046e-06
1955,0.0,1.4707247864009787e-06
1956,0.0,1.5916083455635999e-06
1957,2.6505113659425206e-09,1.484286292097181e-06
1958,1.6544486891589827e-09,1.4037997626559218e-06
1959,0.0,1.938462002470942e-06
1960,6.920833350854139e-10,1.369632954606459e-06
1961,0.0,1.3555858568992107e-06
1962,0.0,1.1035004048309816e-06
1963,0.0,1.3307137614049225e-06
1964,1.2167936658258327e-09,1.2234860342630327e-06
1965,0.0,1.2016607815468205e-06
1966,0.0,1.2695559448161475e-06
1967,4.930335584241163e-10,1.125102619070617e-06
1968,4.4914158503495116e-10,1.1843863774174679e-06
1969,4.5417578031781147e-10,9.746612050776093e-07
1970,4.5987250119061684e-10,1.031034191356639e-06
1971,5.138397485282553e-10,9.906830022998747e-07
1972,1.5390440033513642e-09,1.0147430078433217e-06
1973,1.102640756478479e-09,1.0480600618478775e-06
1974,5.625571675160757e-10,8.567745890530887e-07
1975,1.1422960355389478e-09,8.190262548168903e-07
1976,5.713526873840635e-10,7.736115108514241e-07
1977,0.0,8.732897622820701e-07
1978,0.0,8.423758437459128e-07
1979,0.0,8.543881122591301e-07
1980,5.685150683554241e-10,7.794341598810206e-07
1981,6.325549528618524e-10,7.875309311344836e-07
1982,1.8622506869903077e-09,8.175280257205486e-07
1983,1.2630632095778083e-09,9.075109073108933e-07
1984,5.799008495621649e-10,7.527112959593296e-07
1985,1.2031116103372597e-09,8.042800825336371e-07
1986,5.994485463567401e-10,9.681094113034305e-07
1987,0.0,9.184557789865266e-07
1988,5.996553809062277e-10,8.449144370814565e-07
1989,2.7440609784434855e-09,7.238832964162611e-07
1990,0.0,9.088350090280528e-07
1991,0.0,8.288111956744615e-07
1992,0.0,8.34205549082867e-07
1993,1.1078414852150331e-09,8.646702962522568e-07
1994,1.0549853213248639e-09,6.820480091818126e-07
1995,5.422450821690461e-10,7.819174125955897e-07
1996,0.0,9.11746134590885e-07
1997,0.0,7.350573216768908e-07
1998,9.536258449571733e-10,7.891253623881767e-07
1999,0.0,7.536261925622512e-07
2000,4.4180314962005696e-10,7.886185962036052e-07
2001,1.3143635069212678e-09,8.604700063585824e-07
2002,8.76244299341522e-10,7.255303078324005e-07
2003,2.083461403401543e-09,7.575465925668823e-07
2004,8.809582507929292e-10,8.985774417880066e-07
2005,1.8014998381943315e-09,7.786983182711538e-07
2006,4.1178899179428186e-10,8.622861731311104e-07
2007,1.5977917877663117e-09,8.120776815445652e-07
2008,0.0,9.298248002664877e-07
2009,1.430457752249481e-09,8.41109184079869e-07
2010,9.447586046817946e-10,9.683775950009021e-07
2011,1.1471915639660324e-09,1.1208061927447943e-06
2012,3.404252713057332e-10,1.1138715230174512e-06
2013,8.367375126105969e-10,8.651865908149148e-07
2014,2.1654451842767486e-10,8.135577509449377e-07
2015,4.433150790905671e-10,8.773205664169836e-07
2016,2.0713400439298368e-10,8.082369031825465e-07
2017,2.264050280587071e-09,8.286423742731586e-07
2018,0.0,8.567888123423018e-07
2019,1.02039510174734e-09,7.872348035675714e-07
