year,serons_VERB aux_ADP,serons_VERB tôt_ADV
1800,3.144164395507687e-08,0.0
1801,4.524246932646747e-08,0.0
1802,2.4616241489638924e-08,0.0
1803,3.315576790896557e-08,0.0
1804,4.943701981119375e-08,0.0
1805,5.685755510853596e-08,0.0
1806,6.339671898558663e-08,0.0
1807,2.8469550272802735e-08,0.0
1808,3.172503681980743e-08,0.0
1809,8.132509776714869e-08,0.0
1810,1.8721014072298203e-08,0.0
1811,6.518399686683551e-08,0.0
1812,5.3344164641089264e-09,0.0
1813,4.601186631703058e-08,0.0
1814,2.8320094713762956e-08,0.0
1815,5.394447111228828e-09,0.0
1816,6.952811659743929e-09,0.0
1817,3.89218364205135e-08,0.0
1818,3.814776761146277e-08,0.0
1819,4.5544620519422097e-08,1.1386155129855524e-08
1820,3.322614716694261e-08,0.0
1821,1.3806083387635226e-08,1.0847637099686835e-07
1822,3.909990198280866e-08,0.0
1823,6.917880934764753e-09,0.0
1824,8.58953512761218e-08,1.6842225392110777e-09
1825,1.3208164340028361e-08,0.0
1826,2.6423952803611428e-08,0.0
1827,2.2121454890111636e-08,1.8434546111834038e-09
1828,2.659967357487858e-08,0.0
1829,7.715858174606183e-08,8.573175946935407e-09
1830,2.5048406016026092e-08,0.0
1831,1.7150327380477393e-08,0.0
1832,4.19429042608499e-08,2.705993873419743e-09
1833,8.108539617524002e-09,0.0
1834,2.42697808516823e-08,9.334530925997342e-10
1835,3.2521278114927554e-08,0.0
1836,3.49478987970997e-08,1.3441500135158435e-09
1837,2.852735292435682e-08,3.6181031504156635e-08
1838,3.408567295082321e-08,2.209256599883247e-08
1839,2.866504900111977e-08,6.9914751765765e-10
1840,2.229391071750797e-08,5.095750932326837e-09
1841,3.146068650039524e-08,8.988767952189392e-09
1842,3.5553803456878086e-08,1.341653010911159e-09
1843,4.902736350231862e-08,0.0
1844,1.5916826967554698e-08,0.0
1845,2.7343116215661212e-08,5.580227946389016e-10
1846,5.034871009002018e-08,5.854501328173001e-09
1847,2.9123407685460734e-08,0.0
1848,1.850401076808339e-08,4.82713291560799e-09
1849,2.262441967104678e-08,1.6758829879393033e-09
1850,1.9009188889640427e-08,6.788996032014438e-09
1851,2.7087642351375507e-08,3.2247193804124663e-09
1852,1.3021090872200602e-08,6.510545436100301e-10
1853,1.2541057081705276e-08,4.180352064508952e-09
1854,2.5458755104068587e-08,1.0910895298366086e-08
1855,2.4942604426314574e-08,4.2455496895854594e-09
1856,2.847454005916461e-08,0.0
1857,1.2203773103180993e-08,2.4407544874094356e-09
1858,3.2787628612140907e-08,1.468102750479261e-09
1859,3.411756210880412e-08,0.0
1860,2.7920821210614122e-08,0.0
1861,2.9238975685075275e-08,0.0
1862,3.252950264709398e-08,1.3553959066214816e-09
1863,3.0467187883687075e-08,0.0
1864,1.0548401263577034e-08,4.794727948009836e-10
1865,1.1767110841276462e-08,4.706844358715045e-10
1866,3.2113046444237625e-08,1.9462451650298362e-09
1867,2.91168689159349e-08,9.7056229719783e-10
1868,1.7289560005906424e-08,9.87974813071446e-10
1869,1.3185501579471293e-08,0.0
1870,1.548193218070537e-08,4.587239033071455e-09
1871,1.5931766128574054e-08,2.1242354542039266e-09
1872,2.3584624031514068e-08,2.4189357183956872e-09
1873,1.0774807712721213e-08,0.0
1874,8.961913877669758e-09,2.9873046258899194e-09
1875,2.0025344937835143e-08,2.8607636259891933e-09
1876,1.3301232115736639e-08,6.04601479992084e-10
1877,6.184816214727107e-09,1.8554447978047506e-09
1878,1.69094480639842e-08,1.2078177347163432e-09
1879,2.504823370941267e-08,6.720257683667796e-09
1880,1.5402831010646878e-08,6.417846254436199e-10
1881,2.5798277292210514e-08,0.0
1882,1.1314154946262533e-08,6.655385131892899e-10
1883,1.0742875922176154e-08,0.0
1884,9.902545450302114e-09,6.601696966868076e-10
1885,1.353583467533781e-08,1.2891271383708158e-09
1886,9.680196200179125e-09,6.453463874400711e-10
1887,2.8074376601239237e-08,0.0
1888,2.53624587998047e-08,6.340614699951175e-10
1889,2.5687061366852504e-08,0.0
1890,1.9663159989136147e-08,1.3108772956016423e-09
1891,1.6572972327821844e-08,0.0
1892,2.1312942521944933e-08,2.5074049503359674e-09
1893,3.079208221734575e-09,0.0
1894,1.3233232287745977e-08,1.2603078580752936e-09
1895,1.444467478961542e-08,0.0
1896,7.66613794667137e-09,7.66613794667137e-09
1897,1.5149455023788505e-08,1.1653427112179315e-09
1898,1.640922953072277e-08,0.0
1899,1.6029977345510815e-08,1.6582735185011188e-09
1900,9.863001082521805e-09,2.07642125715779e-09
1901,8.941982265753268e-09,3.353243460679778e-09
1902,8.838511256215043e-09,5.892340837476695e-09
1903,1.4580594509538969e-08,3.2401321625741275e-09
1904,6.987012746151322e-09,0.0
1905,1.857873321853276e-08,5.160759042333041e-10
1906,6.6874399351490865e-09,5.144184522798412e-10
1907,8.228549397415463e-09,0.0
1908,2.0136695866312948e-08,0.0
1909,1.3752458727367411e-08,1.6502950117569526e-09
1910,1.1222716089775986e-08,2.67207544979442e-09
1911,1.0108711201439746e-08,1.0640748282497725e-09
1912,1.1981668990301841e-08,5.209421227725386e-10
1913,9.545381374209683e-09,5.30298971401777e-10
1914,5.357394972094198e-09,1.3393487430235496e-09
1915,1.6493066468115103e-08,5.890381071793627e-09
1916,9.888715624128963e-09,5.493730803607377e-09
1917,1.0966424213165737e-08,1.0966424435210342e-09
1918,2.6418664589300533e-08,0.0
1919,1.1970202606903513e-08,0.0
1920,9.086678076641874e-09,0.0
1921,1.1359120755116692e-08,6.058197943303867e-09
1922,1.1804696775641332e-08,5.902348387820666e-09
1923,9.554353752605493e-09,0.0
1924,1.2891624656674594e-08,1.289162443462999e-09
1925,6.598906754362588e-09,1.0998177923937646e-09
1926,1.5604593173179637e-08,0.0
1927,1.1149224654616319e-08,7.804457524684949e-09
1928,5.713020723163709e-09,2.2852082448565625e-09
1929,1.5596569369336066e-08,1.1140406375176326e-09
1930,1.2604324695075775e-08,3.1510811737689437e-09
1931,1.2545892325022123e-08,1.1405356659111021e-09
1932,1.53433514782364e-08,3.287861094491973e-09
1933,1.0323596200123575e-08,9.176529758292418e-09
1934,1.0783422155213884e-08,1.1981580172459871e-09
1935,5.98414207075848e-09,1.196828414151696e-09
1936,9.699771652549316e-09,0.0
1937,1.3850230295986421e-08,0.0
1938,1.2965214679638848e-08,0.0
1939,2.4470480752825097e-08,1.5294050470515685e-09
1940,2.5357829613881222e-08,0.0
1941,8.854508237732261e-09,0.0
1942,1.2136847082899749e-08,0.0
1943,4.935499831049128e-08,0.0
1944,9.639558484764166e-09,0.0
1945,1.089252066321933e-08,4.357008087652048e-09
1946,6.960552134671616e-09,1.3921104269343232e-09
1947,1.549713246618012e-08,1.1920870957027319e-09
1948,9.784699273041042e-09,0.0
1949,2.0615717133409817e-08,0.0
1950,7.444753258312176e-09,4.2541445921528975e-09
1951,2.4521224162299404e-08,7.462981344019681e-09
1952,1.0544804140977249e-08,1.0544803918932644e-09
1953,5.386913581872932e-09,1.0773827385790469e-09
1954,7.818028890937967e-09,8.795282724349818e-09
1955,3.754243138587299e-09,1.8771215692936494e-09
1956,1.1337483840634377e-08,1.744228317335228e-09
1957,7.068030161150318e-09,8.835037701437898e-10
1958,1.3235589513271862e-08,8.272243445794913e-10
1959,1.1626121398933265e-08,1.5501495642666896e-09
1960,1.7302083321624195e-08,0.0
1961,1.459113452284555e-08,0.0
1962,1.331810839388936e-08,1.2683912808952869e-09
1963,2.198458126656533e-08,0.0
1964,1.764350798794112e-08,0.0
1965,9.302473458205895e-09,1.0944086747954884e-09
1966,1.2185964237687585e-08,1.6617224263271169e-09
1967,1.2818872185960117e-08,1.9721342336964653e-09
1968,1.661823922916028e-08,8.982831700699023e-10
1969,1.9075383050903838e-08,0.0
1970,1.3796174869185052e-08,0.0
1971,1.5415192677892264e-08,2.0553589941130213e-09
1972,1.3851396474251487e-08,5.130146862875051e-10
1973,1.1577728109557484e-08,0.0
1974,1.0688586016271984e-08,0.0
1975,9.138368284311582e-09,5.711480177694739e-10
1976,1.428381679602353e-08,2.856763492431469e-09
1977,1.23412418062685e-08,0.0
1978,1.128712323605896e-08,1.7821774056514528e-09
1979,5.851973128301324e-09,2.3407893401383717e-09
1980,1.193881615790815e-08,1.1370301367108482e-09
1981,1.5181319312773667e-08,0.0
1982,8.690503427999374e-09,6.207502289967692e-10
1983,1.136756910824488e-08,1.2630632095778083e-09
1984,1.2177918229383522e-08,0.0
1985,1.4437339324047116e-08,1.2031116103372597e-09
1986,1.3787316177626963e-08,2.3977941854269602e-09
1987,3.0554083707556856e-09,2.4443267410134695e-09
1988,5.99655392008458e-09,0.0
1989,1.2073869015694072e-08,1.6464366536794728e-09
1990,4.358920779878872e-09,5.44865097484859e-10
1991,1.992898113201136e-08,0.0
1992,6.61193322315512e-09,1.65298330578878e-09
1993,1.3294098266669607e-08,1.1078414852150331e-09
1994,7.912389854425328e-09,4.2199412852994556e-09
1995,5.964695848348356e-09,3.795715741716776e-09
1996,5.871901187504136e-09,0.0
1997,1.102825741838842e-08,9.58978896292706e-10
1998,1.6688451509594415e-08,1.43043876743576e-09
1999,1.1425503210205079e-08,1.3710603763428253e-09
2000,9.277866475088103e-09,1.3254094488601709e-09
2001,7.886181485616817e-09,1.3143635069212678e-09
2002,8.324320788233308e-09,1.3143663935011318e-09
2003,1.0417307017007715e-08,1.2500769308587678e-09
2004,1.6297727611913615e-08,4.404791253964646e-10
2005,1.8465373230469595e-08,9.007499190971657e-10
2006,5.7650457740976435e-09,4.1178899179428186e-10
2007,1.4779574009082808e-08,7.988958938831558e-10
2008,1.6178271167177627e-08,4.257439678578834e-10
2009,1.2874119548200724e-08,2.860915504498962e-09
2010,1.2754241218715379e-08,3.7790344187271785e-09
2011,1.6825476123472072e-08,2.6767803529281764e-09
2012,1.6340413466764403e-08,2.0425516833455504e-09
2013,1.9802786965783525e-08,2.2313000336282585e-09
2014,2.1221362445089653e-08,1.7323561474213989e-09
2015,2.0835809522168347e-08,4.433150790905671e-10
2016,2.5063213726639333e-08,1.86420612280358e-09
2017,1.5345229087415646e-08,1.2578056374223934e-09
2018,2.2716907466246994e-08,2.0651733656507076e-09
2019,2.0918099252753564e-08,5.1019755087367e-10
