year,aux_ADP huiles_NOUN,aux_ADP tuiles_NOUN
1800,5.062104833086778e-07,1.8864986905953174e-08
1801,4.428999673677936e-07,0.0
1802,2.528759353026544e-07,1.5664880947952042e-08
1803,5.28541931998916e-07,1.5602713565598947e-08
1804,2.2988213288499537e-07,7.909923027682453e-08
1805,3.809456075032358e-07,3.4114532532214525e-08
1806,1.498467980809437e-07,1.152667650217154e-08
1807,4.5551280436484376e-07,6.832692278635477e-08
1808,2.243413295133223e-07,2.4926813502190726e-08
1809,4.0662549860570607e-07,1.1746958517022676e-07
1810,2.73794821925577e-07,2.3401267590372754e-09
1811,2.0307321868529016e-07,1.7549536934780008e-08
1812,2.2671270150098621e-07,6.134578978134186e-08
1813,1.9555043673236128e-07,1.4378708224072057e-08
1814,1.950939889638903e-07,8.810695817373926e-08
1815,3.5873074466508115e-07,5.1247246446450845e-08
1816,4.6815597443128354e-07,9.03865480239574e-08
1817,4.5616390631497694e-07,1.71256075987003e-08
1818,2.3007872096414417e-07,2.6226589788791443e-08
1819,8.591371170041384e-08,1.5526575580793178e-08
1820,1.7681057240537257e-07,6.289235088274836e-08
1821,2.0216050700128108e-07,2.1695273577648777e-08
1822,1.5639960793123464e-07,9.023054303725075e-09
1823,4.061784379949529e-07,6.226092885697199e-08
1824,1.4147468618830317e-07,3.2000227356832056e-08
1825,1.8403376600417687e-07,3.6982860329715095e-08
1826,1.1626539020426208e-07,4.844391376934709e-08
1827,2.7375299954668364e-07,4.2399454613928356e-08
1828,2.6691396232125797e-07,5.595103580446903e-08
1829,2.1004281336445274e-07,3.6007340942223465e-08
1830,1.5133411612744396e-07,8.349468605395316e-08
1831,3.040285321276315e-07,9.354724017640592e-08
1832,2.733053747761005e-07,1.0418076623608385e-07
1833,2.7800707980141226e-07,1.0193593347196384e-07
1834,1.2788306724687004e-07,3.080395227783583e-08
1835,1.0739584865859797e-07,5.8235777089521434e-08
1836,1.3844745150315418e-07,3.696412598230836e-08
1837,1.2176309382994077e-07,3.6876821596365517e-08
1838,1.1993107151830884e-07,3.3454458758797045e-08
1839,2.5938372782974284e-07,5.313521023175838e-08
1840,1.280307415640891e-07,4.012903997985262e-08
1841,1.3996795722448496e-07,2.8892468417751616e-08
1842,2.0124794586351413e-07,1.9453969102301016e-08
1843,1.76616645974903e-07,3.426008410301051e-08
1844,1.6355912629828495e-07,7.29978655300556e-08
1845,1.383896579554289e-07,4.575787038163526e-08
1846,1.4987523955234394e-07,4.4494210094114806e-08
1847,1.0462854049819725e-07,6.47186837454683e-09
1848,1.3998685233218566e-07,2.0113055110293487e-08
1849,8.044238031246209e-08,2.3462362719328667e-08
1850,1.5275241072032486e-07,4.412847509627227e-08
1851,1.4962698147158449e-07,3.9341575330809064e-08
1852,1.5495098182327638e-07,4.557381672043448e-08
1853,1.5945057518784722e-07,2.9262466227919504e-08
1854,1.8808305635165112e-07,2.7017454939937124e-08
1855,1.6292296223241465e-07,1.2736649068756378e-08
1856,1.589397129464487e-07,3.7793479790160234e-08
1857,1.4790972646672174e-07,3.905207135446176e-08
1858,1.2723558290295145e-07,5.774537470415453e-08
1859,1.1559233525915147e-07,6.008764685816459e-08
1860,1.5837055977740988e-07,4.119465657481669e-08
1861,1.6647351963605672e-07,3.254014968590013e-08
1862,1.838820438415656e-07,3.4336696153047797e-08
1863,1.803058182758832e-07,2.946826338501296e-08
1864,2.181601203021799e-07,3.691940442251962e-08
1865,2.2639921892775305e-07,3.953749239116178e-08
1866,1.6932333402053246e-07,5.6441109563820646e-08
1867,2.0042111259499507e-07,5.143980175148499e-08
1868,2.0846268777852117e-07,5.18686766870502e-08
1869,2.0999132299692747e-07,3.760309696954067e-08
1870,2.1732044785949256e-07,5.6193677266946906e-08
1871,2.5172189865863004e-07,3.292564798584863e-08
1872,2.2133261790013847e-07,2.7817760095416588e-08
1873,3.3222324818948934e-07,2.8732821011345777e-08
1874,2.359970636689468e-07,3.644511747946666e-08
1875,2.2313956105080024e-07,3.4901316947610894e-08
1876,3.089513467280369e-07,2.9625471853478302e-08
1877,1.8925537403902126e-07,6.122967910471289e-08
1878,1.5943194309198105e-07,4.7104890654736664e-08
1879,1.7717043476750405e-07,2.993569381271044e-08
1880,3.2153411066992987e-07,5.647704726108316e-08
1881,1.3875289539555524e-07,6.06608163700173e-08
1882,1.923406358628199e-07,2.994923420374107e-08
1883,2.0474657524971462e-07,5.0554710639971745e-08
1884,1.9673056605995498e-07,5.413391512831822e-08
1885,2.0497121694385e-07,3.480643329112354e-08
1886,2.6330132385510296e-07,4.4528899678653033e-08
1887,1.7497518611797602e-07,3.721487079610952e-08
1888,2.2635993768282958e-07,4.375024076352929e-08
1889,2.6376224526725167e-07,3.57112810434046e-08
1890,2.3399159942982806e-07,3.9326319090093875e-08
1891,3.065999745199832e-07,3.952016314201501e-08
1892,3.021423073956697e-07,3.823792482648969e-08
1893,3.719683547842578e-07,3.818218274886931e-08
1894,1.8022402858974829e-07,7.435816229417469e-08
1895,3.38847994996172e-07,3.611168564177092e-08
1896,1.8398729961788263e-07,4.65865284127176e-08
1897,2.1908442615625745e-07,6.001514663012131e-08
1898,1.8502820464671998e-07,4.187182600645656e-08
1899,1.7135493557418613e-07,6.13561201845414e-08
1900,1.84801495439757e-07,6.281174336209006e-08
1901,1.5145482423761791e-07,5.588739071527016e-08
1902,2.5582579754601653e-07,6.923500439626196e-08
1903,2.3112943381420337e-07,3.834156458992766e-08
1904,2.542197821142622e-07,5.159640270591126e-08
1905,2.0281782875386511e-07,3.5609238058231796e-08
1906,2.386901616358017e-07,4.578324208637241e-08
1907,2.1651371306941058e-07,6.37712602724605e-08
1908,2.0333151429241525e-07,4.469363901193901e-08
1909,2.1453836218654487e-07,5.996072233172001e-08
1910,3.249243700764737e-07,5.825124138603144e-08
1911,2.3143628125055216e-07,5.3203742300667045e-08
1912,2.484893897314322e-07,4.84476156970004e-08
1913,3.07043115876926e-07,6.681766961946778e-08
1914,2.7188778722875284e-07,5.558297289098846e-08
1915,2.839163530943267e-07,7.421880332536546e-08
1916,2.2634171403801417e-07,5.933229374477378e-08
1917,2.3468147603011857e-07,9.211796769825753e-08
1918,2.4006526366804337e-07,6.202643021424592e-08
1919,2.9465113687843214e-07,1.1325653304083971e-07
1920,3.88455483335548e-07,6.360674609240391e-08
1921,4.467921081996451e-07,5.5281056621225844e-08
1922,5.79167942937886e-07,7.525494449822645e-08
1923,4.5330099140983293e-07,4.564857647437748e-08
1924,3.480738604011435e-07,7.73497496053821e-08
1925,2.980506337291189e-07,6.158979726222924e-08
1926,3.1320649862554006e-07,8.471064882886736e-08
1927,3.3001704835555756e-07,7.246995847864923e-08
1928,4.6732508329760947e-07,7.426926962317282e-08
1929,4.255635264183155e-07,5.458799279267623e-08
1930,4.1594271005251926e-07,4.936693809298731e-08
1931,4.7446284856533794e-07,5.816731807328779e-08
1932,5.260577734533811e-07,4.822195975862087e-08
1933,3.636199892298464e-07,9.061822936473618e-08
1934,4.960374422324776e-07,8.267290496632995e-08
1935,4.535979645226007e-07,6.582556011380802e-08
1936,5.201502584206708e-07,7.396075574206407e-08
1937,5.300860737023072e-07,1.0702450647936956e-07
1938,5.160155245320652e-07,8.557041297763135e-08
1939,5.016448767491966e-07,5.8117393564316444e-08
1940,5.451933020594879e-07,5.832300686847702e-08
1941,5.283189654647913e-07,7.67390702094417e-08
1942,4.915423232887406e-07,1.061974117533282e-07
1943,5.022597096004944e-07,7.83873517207212e-08
1944,4.948306546737058e-07,4.819779064746399e-08
1945,3.594531645667587e-07,8.278315277721049e-08
1946,3.452433796624632e-07,6.82134135843171e-08
1947,3.2424768914296465e-07,5.483600662437027e-08
1948,3.163719446419577e-07,6.414413888933268e-08
1949,3.946437376889378e-07,6.47922533403289e-08
1950,3.1799731914361473e-07,5.317680873417885e-08
1951,4.2219150486744184e-07,5.010858927789741e-08
1952,5.050961030539369e-07,6.010538555756284e-08
1953,4.2017928114645997e-07,4.955960619668076e-08
1954,3.361752476394031e-07,8.697556808101581e-08
1955,4.2610659534148e-07,6.194501400713648e-08
1956,4.3431284635353506e-07,6.45364508500279e-08
1957,3.463334657394235e-07,6.891329751290698e-08
1958,3.821776527468401e-07,7.52774127477096e-08
1959,2.9995395378623613e-07,6.433120569582229e-08
1960,2.989799985919639e-07,6.436374788698629e-08
1961,3.411546245501995e-07,6.94815938118154e-08
1962,2.0230841502044683e-07,4.693047800374828e-08
1963,2.4506341567143153e-07,4.202934689168103e-08
1964,2.1415569051441707e-07,5.840609418328313e-08
1965,2.2982581526775903e-07,5.089000387759057e-08
1966,2.703068495701899e-07,5.483683940266104e-08
1967,1.9672039502927063e-07,5.472672559569958e-08
1968,1.9043602605961496e-07,5.075299802648203e-08
1969,2.2572535840481578e-07,4.496340053061765e-08
1970,1.6417448450711802e-07,5.4264954529870124e-08
1971,1.8909302235137204e-07,4.881477633222886e-08
1972,1.5390440633034075e-07,5.232749911154855e-08
1973,1.2735500520832943e-07,3.3630541518281376e-08
1974,1.7889317871500054e-07,5.5130601639419297e-08
1975,1.9933065553701113e-07,3.084199162728396e-08
1976,1.3369653273365145e-07,4.513686135965145e-08
1977,1.757157814807897e-07,4.2900506258547466e-08
1978,1.3900983319992122e-07,5.999996943728547e-08
1979,1.281582229228917e-07,4.6230590577955866e-08
1980,1.1313449599370529e-07,5.116635565238781e-08
1981,1.1955288492515592e-07,6.00927215210767e-08
1982,9.31125350156492e-08,5.4626019818648786e-08
1983,1.0988649989940313e-07,3.915495960793436e-08
1984,1.1540026845224816e-07,5.625038418388684e-08
1985,1.3474849591688098e-07,6.316335865452771e-08
1986,1.420692994358319e-07,4.3160294893596074e-08
1987,1.319936417942813e-07,5.805276048764796e-08
1988,1.0793797056152243e-07,5.4568641161267806e-08
1989,1.3445899460506894e-07,5.1039535264862934e-08
1990,8.118489902564363e-08,5.993516083435679e-08
1991,6.916529216027811e-08,5.0408601737217396e-08
1992,7.769021581616187e-08,5.4548448535918226e-08
1993,9.195084427204847e-08,4.3759739498661077e-08
1994,7.437646498686945e-08,6.118914752661908e-08
1995,8.187900890632704e-08,4.22951167422525e-08
1996,1.1957326417899594e-07,5.3380922349077764e-08
1997,6.377209871288869e-08,5.226435018101938e-08
1998,7.438281901528399e-08,4.7681293247059386e-08
1999,9.140402390528379e-08,4.341691162146333e-08
2000,8.305898968608005e-08,6.71540760777134e-08
2001,7.185187289593387e-08,4.337399772680328e-08
2002,9.989184857062128e-08,3.9430993581390794e-08
2003,7.208776864331412e-08,4.7502920541564464e-08
2004,8.236959453400416e-08,5.021462146093114e-08
2005,8.602162004933689e-08,5.17931191268417e-08
2006,9.100536502160139e-08,5.517972317958808e-08
2007,1.3221726380407972e-07,5.1129337208521974e-08
2008,3.6188236407497243e-07,5.960415450090295e-08
2009,3.085020523485582e-07,5.9602405455549956e-08
2010,2.872066087178382e-07,8.550065155876752e-08
2011,4.69966163763047e-07,1.0821840845665065e-07
2012,5.804251070884447e-07,1.2289352158134648e-07
2013,3.346949917215625e-07,8.84152642210978e-08
2014,3.0922558202917116e-07,1.1780022024510117e-07
2015,3.8590577844388463e-07,1.0307075548610101e-07
