year,avez_VERB eu_VERB,avez_VERB tu_VERB
1800,1.9368053472135216e-06,6.288328968651058e-09
1801,2.512147602828918e-06,0.0
1802,2.246791609650245e-06,0.0
1803,1.7728583543430432e-06,0.0
1804,2.867347120627528e-06,9.887403784603066e-09
1805,2.5216324957000325e-06,8.528632911009026e-09
1806,2.8931958695466164e-06,1.152667650217154e-08
1807,1.9074598185397917e-06,5.693910232196231e-09
1808,1.774335942172911e-06,1.3596443970698147e-08
1809,2.4374940039706416e-06,2.259030518203531e-09
1810,2.6232821710436838e-06,7.020380277111826e-09
1811,1.6897697605600115e-06,2.5070767684098882e-09
1812,2.107094587699976e-06,0.0
1813,1.5126400967346854e-06,2.8757416448144113e-09
1814,1.9540864286682336e-06,3.1466771410748606e-09
1815,1.882661990748602e-06,5.394447111228828e-09
1816,1.9769161099247867e-06,0.0
1817,2.797701426970889e-06,3.113746815941454e-09
1818,2.561861037975177e-06,2.384235475716423e-09
1819,2.3621096261194907e-06,1.035105001712111e-09
1820,2.950007228719187e-06,9.493184904840746e-09
1821,4.243398507242091e-06,1.97229765852569e-09
1822,2.961566906378721e-06,2.0051231786055723e-09
1823,2.855108277799445e-06,6.917880934764753e-09
1824,2.629071332194144e-06,1.6842225392110777e-09
1825,2.668049319254351e-06,2.641632912414593e-09
1826,2.2522015115100658e-06,3.5231937367541377e-09
1827,2.0296436105127214e-06,8.295545583791863e-09
1828,2.7168355245521525e-06,2.7516904310687096e-09
1829,2.062706244032597e-06,1.714635211591542e-09
1830,2.2908855044079246e-06,4.174734336004349e-09
1831,2.7565251912164968e-06,3.1182412207897414e-09
1832,3.180895873811096e-06,4.058990921151917e-09
1833,2.5657736841822043e-06,5.791814139399776e-09
1834,2.41951033785881e-06,6.534171426153534e-09
1835,2.822544502123492e-06,1.5126175867408165e-09
1836,2.754163460849668e-06,1.2097349788575684e-08
1837,2.3002787656878354e-06,3.478945576063097e-09
1838,2.1145742721273564e-06,5.680945491803868e-09
1839,2.2351746338244993e-06,2.0974426639952526e-09
1840,2.161872316719382e-06,1.9109065441114126e-09
1841,2.1219912014203146e-06,5.778493683550323e-09
1842,2.1124326394783566e-06,6.708265054555795e-10
1843,2.2050498955650255e-06,1.1813822142769936e-09
1844,1.9402064026508015e-06,5.488561161115513e-09
1845,2.1210446448094444e-06,1.674068439427856e-09
1846,2.2077324501879048e-06,4.0981511517657054e-09
1847,1.8719879335549194e-06,2.6966118227278457e-09
1848,2.124743105014204e-06,1.6090443422100975e-09
1849,2.175296231143875e-06,8.379414939696517e-10
1850,2.207102625106927e-06,1.2220192857625989e-08
1851,2.1050968825875316e-06,3.2247193804124663e-09
1852,2.140016249541077e-06,5.208436348880241e-09
1853,2.124813363479916e-06,5.971931837933653e-10
1854,2.0569634671119275e-06,1.0910895298366086e-08
1855,2.230505742772948e-06,2.1227748447927297e-09
1856,2.460200221321429e-06,2.5885946719483854e-09
1857,2.294309297212749e-06,2.9289055625270066e-09
1858,2.703756081245956e-06,3.9149408159744326e-09
1859,2.2069480110076256e-06,5.601390462572908e-09
1860,2.5174510938086314e-06,6.865775947773045e-09
1861,2.549450073274784e-06,4.715963619617014e-09
1862,2.8196752737130737e-06,1.3553959066214816e-09
1863,2.4833254883560585e-06,9.989241656072068e-10
1864,2.533534143367433e-06,2.3973640850272204e-09
1865,2.6226537102047587e-06,2.8241067262513297e-09
1866,2.5053041099454276e-06,1.9462451650298362e-09
1867,2.414758910163073e-06,5.82337378318698e-09
1868,2.146869292118936e-06,4.93987406535723e-10
1869,2.454456762279733e-06,4.883519144627257e-10
1870,2.2523342977365246e-06,2.8670243956696595e-09
1871,2.555455239416915e-06,2.1242354542039266e-09
1872,2.6076127142005134e-06,4.8378714367913744e-09
1873,2.2633082608081168e-06,0.0
1874,2.4071700863714796e-06,1.1949218281515073e-09
1875,2.570109927546582e-06,4.005069165202713e-09
1876,2.3156237602961482e-06,3.627608879952504e-09
1877,2.49186246037425e-06,0.0
1878,2.0538941498671193e-06,1.8117265465633636e-09
1879,2.3618651994183892e-06,3.665595160740054e-09
1880,2.452258968332899e-06,0.0
1881,2.448047325742664e-06,4.183504653809678e-09
1882,2.6847824301512446e-06,1.3310770263785798e-09
1883,2.396925310677034e-06,3.791603475633565e-09
1884,2.034643102888367e-06,6.601696966868076e-10
1885,1.8421626464260044e-06,3.86738152613475e-09
1886,1.8463359765519272e-06,2.5813855497602844e-09
1887,1.9162393982696813e-06,2.6115698492645834e-09
1888,1.7962961464945693e-06,6.340614699951175e-10
1889,1.9515900930855423e-06,1.8795409673089125e-09
1890,1.9617277757788543e-06,3.9326319978272295e-09
1891,1.7707583310766495e-06,6.374220040683554e-10
1892,1.833539840845333e-06,1.2537024751679837e-09
1893,1.7582278815098107e-06,6.158416554491453e-10
1894,1.7852261180451023e-06,1.8904617871129403e-09
1895,1.7748893696989398e-06,2.4074457982692365e-09
1896,1.6081197600215091e-06,1.179405795248556e-09
1897,1.7054790077963844e-06,0.0
1898,2.094722958645434e-06,6.224190496340043e-09
1899,1.8451056575941038e-06,5.527578395003729e-10
1900,1.674633722359431e-06,1.038210628578895e-09
1901,1.5654057961000944e-06,1.1177477832191585e-09
1902,1.4779953971810755e-06,1.4730852093691738e-09
1903,1.5271823485818459e-06,5.400220270956879e-10
1904,1.777926058821322e-06,2.6873125946735854e-09
1905,1.8042013607555418e-06,0.0
1906,1.6060143934737425e-06,1.5432553013283723e-09
1907,1.6318241478074924e-06,2.5714217422034835e-09
1908,1.7268444025830831e-06,1.4734167219643268e-09
1909,1.852181185313384e-06,5.500983557560346e-10
1910,1.85548913123057e-06,5.344150677544235e-10
1911,1.6285665651594172e-06,1.0640748282497725e-09
1912,1.7717242144499323e-06,0.0
1913,1.5304428870877018e-06,1.590896969716482e-09
1914,1.4920344710844802e-06,4.018046340092951e-09
1915,1.4325406709758681e-06,0.0
1916,1.582194499860634e-06,0.0
1917,1.5484591813219595e-06,2.1932848870420685e-09
1918,1.5276880276360316e-06,9.189101035644853e-09
1919,1.5082455320225563e-06,4.603924352863942e-09
1920,1.6931510344875278e-06,3.028892692213958e-09
1921,1.564529611641774e-06,0.0
1922,1.6954495549725834e-06,2.951174193910333e-09
1923,1.766493824106874e-06,2.1231896241147297e-09
1924,1.8525264522395446e-06,1.289162443462999e-09
1925,1.857592224041582e-06,3.299453377181294e-09
1926,1.6786084415798541e-06,3.343841648018042e-09
1927,2.238764409412397e-06,1.1149224876660924e-09
1928,1.7196191492985236e-06,5.713020723163709e-09
1929,2.0721156488434644e-06,0.0
1930,1.7246917423108243e-06,0.0
1931,1.6115768630697858e-06,0.0
1932,1.6362588439733372e-06,1.0959536611565568e-09
1933,1.5405099702547886e-06,0.0
1934,1.6055317928476143e-06,1.1981580172459871e-09
1935,1.6181120372493751e-06,5.98414207075848e-09
1936,1.416166696799337e-06,0.0
1937,1.4832337456027744e-06,0.0
1938,1.4871101257085684e-06,2.5930428915188486e-09
1939,1.4605818705604179e-06,0.0
1940,1.1132086683574016e-06,2.5357829169792012e-09
1941,1.7207260043505812e-06,2.9515025978810172e-09
1942,1.514071641395276e-06,0.0
1943,1.5387146277134889e-06,5.806470415592457e-09
1944,1.84436885319883e-06,6.4263723231761105e-09
1945,1.7950873143490753e-06,4.357008087652048e-09
1946,1.5661241832276573e-06,0.0
1947,2.2768863345845602e-06,1.1920870957027319e-09
1948,1.6057778111644438e-06,2.174377566888097e-09
1949,1.5245814211084507e-06,9.817008317369869e-10
1950,1.7644064200794674e-06,2.1270722960764488e-09
1951,1.888134306682332e-06,1.0661401761424827e-09
1952,1.4984166227804963e-06,2.1089607837865287e-09
1953,1.5201870837699971e-06,3.232148326759443e-09
1954,1.557742280056118e-06,0.0
1955,1.6171402421605308e-06,7.508486277174597e-09
1956,1.6081785361166112e-06,8.72114158667614e-10
1957,1.6044429003159166e-06,8.835037701437898e-10
1958,1.5609723504894646e-06,8.272243445794913e-10
1959,1.6888880054466426e-06,7.750747821333448e-10
1960,1.5668766764065367e-06,2.7683333403416555e-09
1961,1.6084989056253107e-06,0.0
1962,1.8442409555063932e-06,1.2683912808952869e-09
1963,1.620392936274584e-06,0.0
1964,2.0551644865918206e-06,1.2167936658258327e-09
1965,1.570476456436154e-06,0.0
1966,1.531000293653051e-06,2.769537488234164e-09
1967,1.698993628451717e-06,1.4791006197611978e-09
1968,1.642061647544324e-06,2.6948494546985557e-09
1969,1.5750815691717435e-06,1.3625273131978588e-09
1970,1.5741435390737024e-06,2.2993624781975086e-09
1971,1.5980416492311633e-06,1.0276794970565106e-09
1972,1.357949827252014e-06,1.0260293725750103e-09
1973,1.3060779338047723e-06,1.6539611902288698e-09
1974,1.2623783050003112e-06,1.1251143350321513e-09
1975,1.2285394177524722e-06,1.1422960355389478e-09
1976,1.1849854217871325e-06,5.713526873840635e-10
1977,1.1248160944887786e-06,5.876781838942691e-10
1978,1.2142568266426679e-06,1.7821774056514528e-09
1979,1.4916680584065034e-06,1.1703946700691858e-09
1980,1.3144068589099334e-06,1.7055452605774235e-09
1981,1.345444388789474e-06,6.325549528618524e-10
1982,1.2222571967868134e-06,6.207502289967692e-10
1983,1.2933767266076757e-06,6.315316047889041e-10
1984,1.220691274284036e-06,1.1598016991243298e-09
1985,1.0581367178019718e-06,6.015558051686298e-10
1986,1.2978060794921475e-06,5.994485463567401e-10
1987,1.1421116141718812e-06,3.0554083707556856e-09
1988,1.1387455742806196e-06,1.1993107618124554e-09
1989,1.4230701026463066e-06,2.1952488715726304e-09
1990,1.1333194152030046e-06,5.44865097484859e-10
1991,1.206875708703592e-06,2.344586080837985e-09
1992,1.031461579259485e-06,0.0
1993,1.2153020634286804e-06,2.2156829704300662e-09
1994,1.3588211231763125e-06,0.0
1995,1.0514131645322777e-06,0.0
1996,1.09964696548559e-06,0.0
1997,1.0898795608227374e-06,4.79489448146353e-10
1998,1.0661536862244247e-06,9.536258449571733e-10
1999,1.1768267995648785e-06,1.3710603763428253e-09
2000,9.450169500269112e-07,1.3254094488601709e-09
2001,1.0931123597401893e-06,0.0
2002,1.049740717462555e-06,0.0
2003,1.1121517218271038e-06,2.5001538617175356e-09
2004,9.981256425817264e-07,1.3214374039449694e-09
2005,1.0691901479731314e-06,9.007499190971657e-10
2006,1.181010816253547e-06,4.1178899179428186e-10
2007,1.5163044508881285e-06,3.994479469415779e-10
2008,1.4603018598791095e-06,1.7029758714315335e-09
2009,1.6278609109576792e-06,2.860915504498962e-09
2010,1.97690746972512e-06,9.447586046817946e-10
2011,2.227463710369193e-06,1.911985902935953e-09
2012,2.707061867113225e-06,4.085103366691101e-09
2013,3.035683675989276e-06,2.5102124823206395e-09
2014,3.1468248380406294e-06,2.5985342766432495e-09
2015,3.217580797354458e-06,2.881548111233201e-09
2016,3.2928091968642548e-06,1.86420612280358e-09
2017,2.8154722713225055e-06,3.018733707449428e-09
2018,3.226317176086013e-06,3.614053500911041e-09
2019,3.3479163903393783e-06,1.2754939326953263e-09
