year,autres_ADJ oies_NOUN,autres_ADJ toits_NOUN
1800,1.5720821977538435e-08,0.0
1801,4.7623651688866175e-09,0.0
1802,4.475680270843441e-09,0.0
1803,0.0,0.0
1804,4.943701892301533e-09,0.0
1805,0.0,3.980028751016107e-08
1806,1.152667650217154e-08,5.76333825108577e-09
1807,0.0,0.0
1808,4.5321479902327155e-09,2.2660739951163578e-09
1809,0.0,2.259030518203531e-09
1810,0.0,1.1700633351097167e-08
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,1.0788894222457657e-08,2.697223555614414e-09
1816,0.0,0.0
1817,0.0,0.0
1818,2.026600220972341e-08,1.1921177378582115e-09
1819,0.0,0.0
1820,4.746592452420373e-09,8.306536791735653e-09
1821,2.9584463767662328e-09,4.930744257336528e-09
1822,1.0025615893027862e-09,0.0
1823,1.8777105759149038e-08,6.917880934764753e-09
1824,0.0,3.3684450784221553e-09
1825,2.905796137042671e-08,7.924898959288385e-09
1826,0.0,0.0
1827,0.0,0.0
1828,5.503380862137419e-09,2.7516904310687096e-09
1829,8.57317605795771e-10,0.0
1830,2.0873671680021744e-09,4.174734336004349e-09
1831,1.5591206103948707e-09,2.3386808933878456e-08
1832,0.0,1.2176972319366541e-08
1833,0.0,4.6334514003376626e-09
1834,5.600718555598405e-09,1.8669061851994684e-09
1835,2.2689263801112247e-09,0.0
1836,2.688300027031687e-09,1.3441500135158435e-09
1837,1.3915781860163179e-09,3.478945576063097e-09
1838,1.8936485712828244e-09,1.8936485712828244e-09
1839,1.3982950353153e-09,6.292327547896548e-09
1840,3.821813199245128e-09,5.095750932326837e-09
1841,6.420548537278137e-10,1.219904177673925e-08
1842,2.683306021822318e-09,6.708265054555795e-09
1843,0.0,4.7255288571079745e-09
1844,1.2074834465636286e-08,6.037417232818143e-09
1845,2.2878934136105755e-08,1.674068439427856e-09
1846,1.1709002656346001e-09,2.3418005312692003e-09
1847,3.235934187273415e-09,8.089835468183537e-09
1848,2.413566457803995e-09,7.24069959545659e-09
1849,8.379414939696517e-10,0.0
1850,6.788996032014438e-10,6.1100964288129944e-09
1851,6.449438760824933e-09,9.674158363282004e-09
1852,6.510545436100301e-10,1.9531636308300904e-09
1853,1.1943863675867306e-09,7.166318205520383e-09
1854,3.63696517347023e-09,2.5978321716024766e-09
1855,2.653468555990912e-09,1.1675261646360013e-08
1856,5.177189232874468e-10,9.318940286107136e-09
1857,9.763018171682347e-10,8.298565390418844e-09
1858,4.893676019968041e-10,8.808616946964776e-09
1859,0.0,4.582956236731661e-09
1860,1.3731551729012637e-09,7.781213007262977e-09
1861,3.7727710400226044e-09,6.13075279431996e-09
1862,1.355395878865906e-09,1.490935552794781e-08
1863,6.992469381295052e-09,3.496234635136375e-09
1864,4.794727948009836e-10,1.4384183844029508e-09
1865,0.0,4.706844247692743e-09
1866,2.919367692033603e-09,9.731225825149181e-10
1867,0.0,5.82337378318698e-09
1868,9.87974813071446e-10,2.4699371437009177e-09
1869,9.278686263769487e-09,2.441759683335931e-09
1870,3.4404292748035914e-09,3.4404292748035914e-09
1871,1.0621177271019633e-09,0.0
1872,5.442605477412599e-09,3.628403577593531e-09
1873,1.1972008939764578e-09,8.979006871356887e-09
1874,1.0156835372754358e-08,1.1949218281515073e-09
1875,5.149374260327022e-09,1.4303817685856757e-08
1876,1.209202959984168e-09,5.441413541973361e-09
1877,5.566334504436554e-09,3.710889595609501e-09
1878,3.0195443923020093e-09,4.22736201599605e-09
1879,7.331190321480108e-09,1.832797580370027e-09
1880,2.5671385017744797e-09,1.9253538763308597e-09
1881,2.7890030285249168e-09,5.5780060570498335e-09
1882,6.655385131892899e-10,2.6621540527571597e-09
1883,2.5277355764075082e-09,3.791603475633565e-09
1884,1.9805090900604227e-09,3.9610181801208455e-09
1885,1.2891271383708158e-09,1.2891271383708158e-09
1886,5.808117542471791e-09,5.162771099520569e-09
1887,3.9173548849191775e-09,1.1752064210668323e-08
1888,3.804368819970705e-09,4.4384300679212174e-09
1889,1.2530273485467092e-09,4.385595886446936e-09
1890,2.6217545912032847e-09,2.6217545912032847e-09
1891,2.549687905251119e-09,7.0116419337296065e-09
1892,9.402768341715273e-09,7.522214851007902e-09
1893,1.539604183031784e-08,3.079208221734575e-09
1894,1.8904617871129403e-09,2.520615716150587e-09
1895,4.213030146971164e-09,4.213029924926559e-09
1896,1.5332275227208925e-08,5.307326134129653e-09
1897,1.1653427112179315e-09,7.574727511894253e-09
1898,5.6583546736987955e-09,1.0185038590293516e-08
1899,5.527578395003729e-10,4.4220627160029835e-09
1900,1.1939421895590385e-08,2.595526460424935e-09
1901,1.676621730339889e-09,5.58873880507349e-09
1902,9.820567692386817e-10,5.4013122863239005e-09
1903,1.6200660812870638e-09,1.7280704867062013e-08
1904,4.837162670412454e-09,8.599400302955473e-09
1905,5.160759042333041e-10,2.580379465655369e-09
1906,0.0,4.629765903985117e-09
1907,1.028568674676933e-09,1.6457098794830927e-08
1908,1.4734167219643268e-09,5.893666887857307e-09
1909,2.7504918342913243e-09,9.901770070541716e-09
1910,2.137660271017694e-09,1.870452770447173e-08
1911,4.788336838146279e-09,7.980561100850991e-09
1912,5.2094213387476884e-09,3.125652625612929e-09
1913,6.3635876568213234e-09,6.363587878865928e-09
1914,7.366418253162976e-09,3.3483718020477227e-09
1915,1.1780761921542648e-09,8.246533234057551e-09
1916,3.2962386153911893e-09,3.2962386153911893e-09
1917,0.0,1.0966424435210342e-09
1918,0.0,9.189101035644853e-09
1919,1.8415696745321952e-09,2.6702760891339494e-08
1920,0.0,7.572231730534895e-09
1921,0.0,4.543648568500203e-09
1922,0.0,6.640141769764796e-09
1923,1.0615948120573648e-09,8.492758496458919e-09
1924,0.0,1.2891624656674594e-08
1925,2.1996355847875293e-09,1.4297631523163545e-08
1926,3.343841648018042e-09,8.916910765321973e-09
1927,5.574612549352764e-09,1.2264147031260109e-08
1928,4.5704163786908225e-09,1.7139061725401916e-08
1929,1.1140406375176326e-09,1.7824650200282122e-08
1930,3.1510811737689437e-09,4.201441416995522e-09
1931,3.4216069977333063e-09,1.3686427990933225e-08
1932,1.0959536611565568e-09,3.287861094491973e-09
1933,5.735331098932761e-09,8.02946331646126e-09
1934,0.0,2.3963160344919743e-09
1935,3.590485242455088e-09,1.3165112555668657e-08
1936,3.6374143697059935e-09,9.699771652549316e-09
1937,0.0,1.3850230295986421e-08
1938,1.2965214457594243e-09,1.9447821131279852e-08
1939,3.058810094103137e-09,6.117620188206274e-09
1940,0.0,2.5357829169792012e-09
1941,3.836953510472085e-08,2.9515025978810172e-09
1942,0.0,1.8205270180260413e-08
1943,0.0,2.0322646676618206e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,6.535512131478072e-09
1946,4.1763312808029696e-09,1.2528993842408909e-08
1947,1.1920870957027319e-09,1.1920871401116528e-08
1948,2.174377566888097e-09,1.195907639583993e-08
1949,0.0,1.0798709482173763e-08
1950,2.1270722960764488e-09,4.2541445921528975e-09
1951,6.396841056854896e-09,8.529121409139861e-09
1952,0.0,8.435843135146115e-09
1953,2.1547654771580937e-09,8.619061908632375e-09
