year,petites_ADJ erreurs_NOUN,petites_ADJ terreurs_NOUN
1853,2.01851293013533e-07,0.0
1854,9.300239156573298e-08,1.0391328908454511e-09
1855,1.4010313975632016e-07,1.0613874223963649e-09
1856,1.0923869098178329e-07,1.0354378465748937e-09
1857,1.0983395526409367e-07,3.4170564155999728e-09
1858,1.394697619616636e-07,3.9149408159744326e-09
1859,1.2985042019408866e-07,1.018434669930457e-09
1860,7.735440732403731e-08,4.577183909670879e-10
1861,7.828499803963496e-08,4.715963730639317e-10
1862,8.990792821350624e-08,4.9697850279528666e-09
1863,9.489779273508248e-08,1.9978483312144135e-09
1864,9.589455629566146e-08,9.589455896019672e-10
1865,1.1202289584844038e-07,3.294791106611683e-09
1866,8.806759410617815e-08,3.4059290943133647e-09
1867,1.1064410188055263e-07,1.94112459439566e-09
1868,1.1756900164527906e-07,2.9639244392143382e-09
1869,1.4699392636430275e-07,2.441759683335931e-09
1870,1.2385545744564297e-07,5.734048791339319e-10
1871,8.921789174110017e-08,0.0
1872,1.1006157762949442e-07,3.0236697590169115e-09
1873,1.2391029713398893e-07,0.0
1874,1.2725917031275458e-07,0.0
1875,1.0756470913975136e-07,1.716458086775674e-09
1876,1.1245587216990316e-07,1.209202959984168e-09
1877,1.0823428198136753e-07,8.658742167710898e-09
1878,1.6969839577996026e-07,1.2078177347163432e-09
1879,1.0935692529301377e-07,6.10932526790009e-10
1880,1.2643157276670536e-07,2.5671385017744797e-09
1881,1.4572540862900496e-07,3.4862537301449947e-09
1882,9.983077831066112e-08,1.9966155395678697e-09
1883,1.1185230164301174e-07,1.2638677882037541e-09
1884,1.1156868140460574e-07,1.9805090900604227e-09
1885,1.4953874938328227e-07,0.0
1886,1.4649363322405407e-07,9.680196200179125e-09
1887,1.3580162772086624e-07,5.876032105334161e-09
1888,1.2173980223906256e-07,1.9021844099853524e-09
1889,1.2342319166691595e-07,0.0
1890,1.6713686079583567e-07,1.9663159989136147e-09
1891,1.0963658780838159e-07,5.099376032546843e-09
1892,9.152027757863834e-08,6.268512375839919e-10
1893,1.250158589982675e-07,6.158416554491453e-10
1894,1.3611324334306119e-07,1.8904617871129403e-09
1895,1.612988711485741e-07,0.0
1896,1.1735087923625542e-07,0.0
1897,1.0604618694287637e-07,5.826713556089658e-10
1898,1.5560476640530396e-07,0.0
1899,1.4482255039638403e-07,5.527578395003729e-10
1900,1.1316495829305495e-07,3.114631885736685e-09
1901,1.4474834131306125e-07,5.588738916095792e-10
1902,1.2717634945147438e-07,1.4730852093691738e-09
1903,1.2906527047107375e-07,2.1600881083827517e-09
1904,1.580139752377363e-07,5.374625189347171e-10
1905,1.2540644434011483e-07,1.0321518084666081e-09
1906,1.404362421908445e-07,3.0865106026567446e-09
1907,1.0799971050801105e-07,6.685696440911215e-09
1908,1.5470875780465576e-07,0.0
1909,1.2872301624611282e-07,5.500983557560346e-10
1910,1.3681025734513241e-07,0.0
1911,1.495025117037585e-07,5.320374141248863e-10
1912,1.4221720334717247e-07,0.0
1913,1.569684968671936e-07,5.30298971401777e-10
1914,1.118356180995761e-07,2.0090231700464756e-09
1915,1.5668413766434242e-07,0.0
1916,9.998590400073226e-08,6.592477230782379e-09
1917,2.9828674996679183e-07,6.57985488317081e-09
1918,1.48174251535238e-07,2.2972752589112133e-09
1919,1.418008679365812e-07,2.762354567309444e-09
1920,1.3251406016934197e-07,3.786115865267448e-09
1921,1.1207666261725535e-07,0.0
1922,1.1362020302385645e-07,1.4755870969551665e-09
1923,1.040362889170865e-07,3.1847844361720945e-09
1924,1.4954284210944024e-07,0.0
1925,1.198801413693218e-07,0.0
1926,1.3152443045783002e-07,1.1146138456652466e-09
1927,1.3825038536197098e-07,0.0
1928,1.2454384545890207e-07,0.0
1929,1.3034275525569683e-07,3.342121912552898e-09
1930,1.2709359964446776e-07,0.0
1931,1.094914239274658e-07,0.0
1932,1.1178727277183498e-07,0.0
1933,1.4108914569987974e-07,8.02946331646126e-09
1934,1.55760545794692e-07,7.188948103475923e-09
1935,1.2327332399308943e-07,2.393656828303392e-09
1936,1.0184760412812466e-07,2.424942913137329e-09
1937,1.5487074733755435e-07,1.2591118148108649e-09
1938,1.5428605593115208e-07,0.0
1939,1.0094073132904668e-07,0.0
1940,1.4707541140523972e-07,0.0
1941,1.741386483899987e-07,2.9515025978810172e-09
1942,1.0923162108156248e-07,0.0
1943,8.709705667797607e-08,0.0
1944,1.5423293575622665e-07,0.0
1945,9.149717072887142e-08,0.0
1946,9.46635054788203e-08,0.0
1947,1.0371157799227149e-07,1.1920870957027319e-09
1948,1.315498394660608e-07,2.174377566888097e-09
1949,1.1878579897484087e-07,9.817008317369869e-10
1950,1.1167129798650421e-07,0.0
1951,1.0448173526356186e-07,0.0
1952,8.119499028680366e-08,1.0544803918932644e-09
1953,1.260537771941017e-07,0.0
1954,1.0554339269219781e-07,5.863521668203475e-09
1955,1.1825866153003517e-07,1.8771215692936494e-09
1956,1.2820078154618386e-07,5.232684952005684e-09
1957,1.2810804150831245e-07,1.7670075402875796e-09
1958,1.249108692036316e-07,8.272243445794913e-10
1959,9.378404541848795e-08,2.325224457422337e-09
1960,1.0381250348245885e-07,0.0
1961,8.615717206339468e-08,2.779263708063695e-09
1962,1.0781325698872024e-07,3.170978146727066e-09
1963,8.535189977010305e-08,3.2330267352165265e-09
1964,1.2411295813308243e-07,6.083968329129164e-10
1965,1.3789549768716824e-07,1.0944086747954884e-09
1966,1.163205709531212e-07,0.0
1967,1.015649147007025e-07,3.451234853457663e-09
1968,9.207402484889826e-08,1.7965663401398047e-09
1969,8.356834513278955e-08,9.083515606356229e-10
1970,8.599615597404409e-08,5.978342709767048e-09
1971,9.660187316740121e-08,4.1107179882260425e-09
1972,1.1440227609682552e-07,1.0260293725750103e-09
1973,9.59297423719363e-08,1.6539611902288698e-09
1974,8.213334723450316e-08,4.500457340128605e-09
1975,9.081253438125714e-08,1.1422960355389478e-09
1976,8.855966626697409e-08,2.856763492431469e-09
1977,7.93365515505684e-08,4.7014254711541525e-09
1978,7.188115347389612e-08,4.752473081737207e-09
1979,9.246117826933187e-08,5.266775904289034e-09
1980,9.20994409625564e-08,1.1370301367108482e-09
1981,6.641827354769703e-08,1.2651099057237047e-09
1982,1.0056153598725359e-07,4.345251713999687e-09
1983,7.767838638983449e-08,1.89459470334441e-09
1984,7.074790175920498e-08,1.739702604197646e-09
1985,7.278825364664954e-08,4.210890747202711e-09
1986,8.572114040816814e-08,2.997242676272549e-09
1987,8.61625153447676e-08,6.110816852533674e-10
1988,7.735554419241453e-08,5.99655392008458e-09
1989,1.0043263642955935e-07,5.488122178931576e-10
1990,5.6665971470692966e-08,1.6345953479657283e-09
1991,6.271767460930278e-08,1.7584396161396398e-09
1992,7.328225848368675e-08,2.2039776670368383e-09
1993,8.087242520105065e-08,2.7696036575264316e-09
1994,7.490395859122145e-08,1.0549853213248639e-09
1995,7.374533339543632e-08,2.7112254663563817e-09
1996,6.138805730415697e-08,5.3380921904988554e-09
1997,6.425158716183432e-08,1.917957792585412e-09
1998,8.058138689648331e-08,2.3840645013706308e-09
1999,6.078367675854679e-08,2.285100553223174e-09
2000,7.643194521733676e-08,8.836062992401139e-10
2001,6.87850274516677e-08,2.190605918883648e-09
2002,6.440395594609072e-08,4.381221607729913e-09
2003,6.79208440601542e-08,4.1669229178253886e-10
2004,7.356001674452273e-08,2.642874807889939e-09
2005,8.061712009066468e-08,2.251874686720612e-09
2006,7.988706585138061e-08,1.6471559671771274e-09
2007,8.268572315728306e-08,5.192823504529542e-09
2008,8.77032562129898e-08,7.2376473703172906e-09
2009,7.152289072109852e-08,1.0013204487790972e-08
2010,7.558068659818673e-08,5.196172381261022e-09
2011,9.445210480407695e-08,1.185431308670104e-08
2012,8.612759216930499e-08,7.489355802192676e-09
2013,8.144245100538683e-08,8.646287241731443e-09
2014,7.124315004602977e-08,7.57905826986871e-09
2015,6.87138381749719e-08,7.314698624583116e-09
2016,7.726098516513957e-08,1.1806638333666797e-08
2017,7.722926653741524e-08,1.0565567976072998e-08
2018,7.925103062689232e-08,1.2391040193904246e-08
2019,7.499904342012087e-08,1.3010037491767434e-08
