year,quelques_DET eaux_NOUN,quelques_DET taux_NOUN
1895,4.754705296150519e-08,1.2037228991346183e-09
1896,3.715128193970685e-08,1.7691086373616827e-09
1897,4.486569560313569e-08,5.826713556089658e-10
1898,5.658354917947861e-08,5.6583548957434e-10
1899,1.1442086922386352e-07,1.6582735185011188e-09
1900,7.786579825364015e-08,3.1146317747143826e-09
1901,4.470991055161022e-08,2.794369458047896e-09
1902,3.83002145554201e-08,1.9641135384773634e-09
1903,7.020286130199338e-08,2.1600881083827517e-09
1904,5.96583396017536e-08,6.987012746151322e-09
1905,8.463644651790503e-08,2.0643036169332163e-09
1906,1.0597020061453577e-07,3.0865106026567446e-09
1907,5.3485572137912385e-08,1.5428529565042481e-09
1908,6.286578191350145e-08,6.384805573134145e-09
1909,5.721023033089523e-08,1.6502950117569526e-09
1910,9.459147021217973e-08,2.137660271017694e-09
1911,6.065226587637085e-08,4.25629931299909e-09
1912,7.03271836322017e-08,3.6465947483854677e-09
1913,9.33326214092034e-08,9.545381873810044e-09
1914,4.2859159776753586e-08,8.036092680185902e-09
1915,3.2986132936230206e-08,3.534228465440492e-09
1916,2.966614687238689e-08,0.0
1917,3.728584241358135e-08,2.1932848870420685e-09
1918,8.270190932080368e-08,1.1486376294556067e-09
1919,3.867296449744373e-08,2.762354567309444e-09
1920,4.694783628522714e-08,1.0601124422748853e-08
1921,4.998013158896697e-08,3.0290990271630847e-09
1922,4.500540740082215e-08,7.377935318242379e-09
1923,4.671017039825642e-08,5.307974060286824e-09
1924,9.668718092825657e-08,3.867487219366694e-09
1925,5.1691434688194704e-08,2.1996355847875293e-09
1926,3.6782256351841625e-08,5.573069228326233e-09
1927,5.0171511389862644e-08,4.4596899506643695e-09
1928,3.5420727240165206e-08,4.570416489713125e-09
1929,4.0105462062456354e-08,3.342121912552898e-09
1930,6.932378404655992e-08,8.402883056035648e-09
1931,4.676196230235519e-08,2.2810713318222042e-09
1932,5.808554537356514e-08,5.4797681947604815e-09
1933,2.8676655050574595e-08,3.4411986593596566e-09
1934,3.235026646564165e-08,8.38710612072191e-09
1935,6.223507398317452e-08,0.0
1936,3.394919900756577e-08,6.0623572828433225e-09
1937,3.9032466037092206e-08,2.5182236740306507e-08
1938,6.223302762009553e-08,7.779128452511941e-09
1939,4.282334220562234e-08,3.976452944698394e-08
1940,4.564409294971483e-08,1.0143131667916805e-08
1941,4.132103725851266e-08,1.4757512545315876e-08
1942,3.034211815133858e-08,1.2136847082899749e-08
1943,2.6129116648121453e-08,2.322588166236983e-08
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,4.574858669670334e-08,2.6142048525912287e-08
1946,4.5939645865189505e-08,6.960552134671616e-09
1947,2.26496545963073e-08,2.3841741914054637e-08
1948,4.5661929126694645e-08,4.348755133776194e-09
1949,3.828633132751946e-08,2.2579119796084512e-08
1950,4.2541447031752e-08,2.2334258886758107e-08
1951,3.624876598884441e-08,2.0256663124662566e-08
1952,5.4832980267427445e-08,1.7926166773207797e-08
1953,3.878578014315792e-08,1.4005975490505307e-08
1954,4.49536656788041e-08,1.8567818838022276e-08
1955,4.6928038788252024e-08,2.2525459275613002e-08
1956,6.017587583784234e-08,9.593255523299149e-09
1957,3.887416544223754e-08,1.8553579561597644e-08
1958,1.5717262880077243e-08,2.2335057803246627e-08
1959,2.945284249822322e-08,1.7826720766223048e-08
1960,1.6609999708983025e-08,1.5917916540431065e-08
1961,3.265634873628187e-08,3.4045979979691054e-08
1962,2.156265105357491e-08,1.6489086596127578e-08
1963,2.392439757414877e-08,2.9097240394904134e-08
1964,2.433587364958356e-08,1.9468698431168718e-08
1965,2.462419479432043e-08,2.3529787285259118e-08
1966,1.994066989308152e-08,1.661722426327117e-08
1967,2.3665610304757223e-08,1.725617487791098e-08
1968,3.5482185967161683e-08,1.706737987050566e-08
1969,2.4525491804094912e-08,1.9983733889894495e-08
1970,2.897196688111947e-08,1.9774518383863793e-08
1971,2.980270608077262e-08,2.6719666479380066e-08
1972,2.7189778206704318e-08,4.5145293003923115e-08
1973,1.1577727720979425e-08,4.079770793419257e-08
1974,1.6876714303837304e-08,3.2065759159038976e-08
1975,2.8557400888473694e-08,3.084199384773001e-08
1976,2.3996813203197576e-08,2.285410705127333e-08
1977,1.5279633114317903e-08,2.3507127799859973e-08
1978,1.603959731699689e-08,1.7227714810275074e-08
1979,3.043026075566502e-08,2.867466875056124e-08
1980,2.728872261492654e-08,3.126832887057063e-08
1981,3.858585273519566e-08,2.4037087875683483e-08
1982,1.8001756529884005e-08,2.2967758250835857e-08
1983,1.7682884490000106e-08,1.641982183553381e-08
1984,1.5657322549600394e-08,1.681712458179163e-08
1985,2.5265344372193965e-08,2.4062231762655983e-08
1986,2.098069995515317e-08,2.2179595549065567e-08
1987,2.1998940669121225e-08,1.4665960723636573e-08
1988,2.5185526497661925e-08,1.3192418657492766e-08
1989,1.6464365870660913e-08,1.372030500323973e-08
1990,2.451892872068484e-08,8.717841559757744e-09
1991,1.6412102177287835e-08,1.3481370242374169e-08
1992,1.8733810946969243e-08,9.366905251440016e-09
1993,2.271075000281897e-08,7.200969598386564e-09
1994,1.7407257413282196e-08,1.7934750906611896e-08
1995,1.1929391419140956e-08,1.3013881972057106e-08
1996,1.6548085124412637e-08,5.871901409548741e-09
1997,1.054876763717516e-08,6.712852052004337e-09
1998,1.4781201040925396e-08,7.152193726156497e-09
1999,1.7366764026860437e-08,2.056590525656432e-08
2000,9.71966962470816e-09,7.510653765585573e-09
2001,1.5772362249588667e-08,1.095302959441824e-08
2002,2.1029863794819192e-08,2.628732898024566e-09
2003,7.500461418619153e-09,5.833692307000149e-09
2004,1.2773894830786503e-08,4.404791253964646e-10
2005,1.7564622756260917e-08,7.205999574821931e-09
2006,1.1530091881262194e-08,2.4707338397433887e-09
2007,1.2782334662952977e-08,2.7961355453243186e-09
2008,9.366367237362283e-09,5.108927669805752e-09
2009,8.105927484791664e-09,4.291373256748443e-09
2010,5.196172492283324e-09,8.9752067999882e-09
2011,1.0707121411712706e-08,1.9119859584471044e-09
2012,1.3957436095779485e-08,2.382976926895708e-09
2013,7.2517249982695375e-09,3.904775058849452e-09
2014,6.712880029624557e-09,2.815078753437561e-09
2015,9.087958829923082e-09,5.9847535260892926e-09
2016,1.4913648649361733e-08,1.4499380585064614e-09
2017,1.0565567670761666e-08,4.779661555431858e-09
2018,8.776986804015507e-09,1.5488799687268795e-09
2019,1.0203950906451098e-08,5.612173004099219e-09
