year,es_VERB en_ADP,es_VERB tant_ADV
1851,3.418202609850596e-08,4.514607354622058e-09
1852,1.7578472011337e-08,0.0
1853,2.8665272822081533e-08,1.7915795513800958e-09
1854,1.0391328686409906e-08,2.5978321716024766e-09
1855,2.1227748447927297e-08,5.306937111981824e-09
1856,2.329735160344626e-08,1.5531567143511893e-09
1857,4.002837528105374e-08,1.4644527812635033e-09
1858,3.425573069648635e-08,9.787352039936081e-10
1859,2.7497735644033128e-08,5.601390462572908e-09
1860,1.9681891672007623e-08,4.119465657481669e-09
1861,3.6312922446768425e-08,1.4147891747029462e-09
1862,2.3945327498609004e-08,0.0
1863,4.894728533599846e-08,2.4973103585068657e-09
1864,2.3973639073915365e-08,1.9178911792039344e-09
1865,2.729969672543575e-08,2.3534221238463715e-09
1866,4.865612979187972e-08,5.838735717134114e-09
1867,4.804283548764943e-08,2.426405742994575e-09
1868,6.91582400236257e-08,9.87974813071446e-10
1869,3.369628132077196e-08,4.883519144627257e-10
1870,1.6628741050794815e-08,4.013834153937523e-09
1871,2.1242353653860846e-08,1.0621177271019633e-09
1872,4.051717183983783e-08,2.4189357183956872e-09
1873,3.4718826924518e-08,8.380406590902112e-09
1874,2.2584022474347876e-07,6.572069999322139e-09
1875,5.607096653648114e-08,4.005069165202713e-09
1876,2.8416270225761764e-08,5.441413541973361e-09
1877,2.6594708657512456e-08,6.184815992682502e-10
1878,4.1065803202400275e-08,4.22736201599605e-09
1879,7.331190232662266e-08,3.665595160740054e-09
1880,3.5939940801199555e-08,3.2089231272180996e-09
1881,3.346803723047742e-08,1.3945015142624584e-09
1882,2.3959387362992857e-08,5.324308105514319e-09
1883,3.09647596452578e-08,5.687405213450347e-09
1884,4.357119820497246e-08,1.9805090900604227e-09
1885,3.996294140051759e-08,2.5782542767416317e-09
1886,4.646494033977433e-08,1.936039106809062e-09
1887,3.395040693021656e-08,9.793386546164129e-09
1888,4.5018364147608736e-08,2.53624587998047e-09
1889,3.633779144252003e-08,4.385595886446936e-09
1890,2.818386235503567e-08,3.9326319978272295e-09
1891,1.8485238229004608e-08,3.1871101313640793e-09
1892,9.026658176480851e-08,3.1342561879199593e-09
1893,2.771287377356657e-08,6.15841644346915e-09
1894,2.7096618282484997e-08,1.8904617871129403e-09
1895,2.2870734639468537e-08,3.611168697403855e-09
1896,2.7716035688740703e-08,1.179405795248556e-09
1897,3.088158351260972e-08,1.1653427112179315e-09
1898,3.395012981854961e-08,2.8291773368493978e-09
1899,3.814029270188257e-08,1.1055156790007459e-09
1900,2.906989848838748e-08,1.5573159428683425e-09
1901,3.4650181390816215e-08,5.588738916095792e-10
1902,3.0443761289689064e-08,1.9641135384773634e-09
1903,4.212171944573129e-08,1.6200660812870638e-09
1904,4.03096898082822e-08,4.837162670412454e-09
1905,3.612531429553201e-08,2.580379465655369e-09
1906,2.623534101076075e-08,5.144184633820714e-09
1907,2.262851062084792e-08,6.1714118260169926e-09
1908,2.89771957540097e-08,4.911389073214423e-10
1909,3.740668930163338e-08,2.2003934230241384e-09
1910,5.2907090264397993e-08,2.137660271017694e-09
1911,1.8621308939259507e-08,3.7242617878519013e-09
1912,3.229841283314272e-08,5.209421227725386e-10
1913,3.075734156254839e-08,1.060597942803554e-09
1914,4.486818383497848e-08,1.3393487430235496e-09
1915,3.7698438148936475e-08,2.3561523843085297e-09
1916,2.7468654906215306e-08,1.0987462051303964e-09
1917,2.7416060532914344e-08,5.483212106582869e-09
1918,4.5945505178224266e-08,0.0
1919,2.3940405213807026e-08,3.6831393490643904e-09
1920,4.0132828615924154e-08,0.0
1921,3.180553775905537e-08,0.0
1922,2.5822775029382683e-08,4.426761179843197e-09
1923,3.3971033985835675e-08,5.307974060286824e-09
1924,2.836157442231979e-08,2.578324886925998e-09
1925,2.969508017258704e-08,5.499089184013428e-09
1926,6.576221522891501e-08,0.0
1927,2.1183527820767267e-08,8.919379901328739e-09
1928,3.085031252680892e-08,4.570416489713125e-09
1929,2.33948540540041e-08,3.342121912552898e-09
1930,3.466189113510154e-08,4.201441416995522e-09
1931,3.649714130915527e-08,2.2810713318222042e-09
1932,3.287861005674131e-08,6.575722188983946e-09
1933,2.2941325283909464e-08,1.1470662197865522e-09
1934,4.7926320689839486e-08,0.0
1935,2.8723881939640705e-08,7.180970484910176e-09
1936,2.9099314957647948e-08,3.6374143697059935e-09
1937,2.7700460591972842e-08,7.554670666820584e-09
1938,3.8895642262559704e-08,1.2965214457594243e-09
1939,2.7529290846928234e-08,1.3764645423464117e-08
1940,4.057252667166722e-08,7.607348528892999e-09
1941,5.312704587367989e-08,1.1806010391524069e-08
1942,5.76500234217292e-08,9.102635090130207e-09
1943,5.8064703267746154e-08,2.9032352077962287e-09
1944,4.819779064746399e-08,0.0
1945,4.1391576388605245e-08,0.0
1946,2.3665876369705074e-08,2.7842208538686464e-09
1947,5.1259746669529704e-08,1.1920870957027319e-09
1948,4.022598432129598e-08,2.174377566888097e-09
1949,3.6322930441201606e-08,2.945102384188658e-09
1950,8.401935502888591e-08,0.0
1951,2.8785784422780125e-08,3.1984206394497505e-09
1952,3.268889159357968e-08,0.0
1953,3.663101466599983e-08,1.0773827385790469e-09
1954,3.224936762080688e-08,3.9090144454689835e-09
1955,2.2525458831523792e-08,2.815682353940474e-09
1956,5.4943193106282706e-08,4.360570571293465e-09
1957,4.59421976017893e-08,5.301022731885041e-09
1958,2.5643954515430778e-08,8.272243445794913e-10
1959,3.720359131875739e-08,1.5501495642666896e-09
1960,3.252791813679323e-08,3.460416619915918e-09
1961,4.238377115939329e-08,5.55852741612739e-09
1962,5.2638238656754766e-08,3.805173953708163e-09
1963,4.332255798544793e-08,4.526237162849611e-09
1964,5.1105335074908e-08,1.2167936658258327e-09
1965,3.8851506900527966e-08,3.830430195250756e-09
1966,4.3204781974282014e-08,8.308612464702492e-09
1967,5.571279260152551e-08,4.437302081328198e-09
1968,3.8626176035450044e-08,3.5931326802796093e-09
1969,4.859681013158479e-08,2.7250546263957176e-09
1970,5.28853369985427e-08,5.518470125309705e-09
1971,5.1897814046242274e-08,3.5968783507200897e-09
1972,3.796308689629768e-08,5.130146862875051e-10
1973,3.583582497412863e-08,4.410563025913916e-09
1974,3.037808582462276e-08,3.3753431161187564e-09
1975,4.7976435268992645e-08,2.8557400888473694e-09
1976,3.428116102099921e-08,0.0
1977,3.937443793233797e-08,3.526069214387917e-09
1978,4.514849294423584e-08,3.5643548113029055e-09
1979,3.043026097770962e-08,1.7555920051037788e-09
1980,3.865902442612423e-08,2.2740602734216964e-09
1981,3.858585273519566e-08,1.8976649140967083e-09
1982,3.662426451001011e-08,4.345251713999687e-09
1983,3.915495838668903e-08,3.157658134966823e-09
1984,3.2474446243213606e-08,3.479405208395292e-09
1985,3.007778914820847e-08,6.015557829641693e-09
1986,4.3160294893596074e-08,2.3977941854269602e-09
1987,3.6053819485459826e-08,4.277571630240118e-09
1988,4.9771397669928774e-08,2.398621523624911e-09
1989,3.951447880012893e-08,1.0976244357863152e-09
1990,3.8140555602694803e-08,2.724325431913144e-09
1991,4.9822453718206816e-08,1.7584396161396398e-09
1992,5.4548447536717504e-08,1.1019888335184191e-09
1993,4.154405530698568e-08,1.1078414852150331e-09
1994,4.0616935592652226e-08,2.637463358823311e-09
1995,4.175286960617086e-08,2.7112254663563817e-09
1996,4.217092808289635e-08,0.0
1997,5.178485906753849e-08,9.58978896292706e-10
1998,4.72044803245808e-08,1.43043876743576e-09
1999,4.2959889867688617e-08,2.285100553223174e-09
2000,3.976228413193894e-08,3.5344251969604557e-09
2001,4.600272518473503e-08,1.3143635069212678e-09
2002,4.5126579806265e-08,3.066854992184176e-09
2003,6.333722524232144e-08,2.9168460979889232e-09
2004,4.801222530659288e-08,2.642874807889939e-09
2005,5.044199724579812e-08,1.8014998381943315e-09
2006,6.094477100759832e-08,1.6471559671771274e-09
2007,6.91044945710928e-08,1.997239706952314e-09
2008,7.365370890966005e-08,1.2772318758180745e-09
2009,7.343016505956257e-08,9.53638501499654e-10
2010,1.1100913610562202e-07,4.723793023408973e-10
2011,1.189255272038281e-07,3.82397197240536e-10
2012,1.3548925892337138e-07,1.7021263287730903e-09
2013,1.584222957262682e-07,8.367375126105969e-10
2014,1.7063707957731822e-07,3.681256854903836e-09
2015,1.6380492695589055e-07,6.649726325136385e-10
2016,1.7047128153535596e-07,1.2428040818690533e-09
2017,1.9546300222827995e-07,3.018733707449428e-09
2018,2.0987324944599095e-07,1.8070267504555204e-09
2019,1.9974234533037816e-07,1.53059265262101e-09
