year,ses_DET huiles_NOUN,ses_DET tuiles_NOUN
1926,2.452150393850161e-08,3.6782257240020044e-08
1927,3.7907366134959375e-08,3.5677519605314956e-08
1928,4.2276352973935616e-08,5.7130206232436365e-08
1929,3.564929929034122e-08,3.676334259239411e-08
1930,4.516549445554574e-08,3.151081229280095e-08
1931,3.193499864551086e-08,3.193499864551086e-08
1932,5.4797684612140074e-08,2.1919072779041926e-08
1933,3.785318525295622e-08,2.5235456169170334e-08
1934,3.1152108448395666e-08,3.714290031098244e-08
1935,3.949533855518439e-08,3.111753699158726e-08
1936,2.3036957230715416e-08,3.516167090822364e-08
1937,4.658713592675667e-08,3.777335588761588e-08
1938,3.3709557811789637e-08,3.500608047879439e-08
1939,4.5882153187903896e-08,9.176430282309411e-09
1940,4.057252622757801e-08,3.803674530900025e-08
1941,1.7709016475464523e-08,2.3612020783048138e-08
1942,2.7307905936524435e-08,2.1239483061208375e-08
1943,2.0322646676618206e-08,3.4838823381733164e-08
1944,3.213186161588055e-08,4.177142010064472e-08
1945,2.178504132643866e-08,2.832055301382752e-08
1946,1.3921104269343232e-08,2.0881657292193267e-08
1947,2.8610090296865565e-08,1.549713246618012e-08
1948,3.261566461354448e-08,3.370285384107774e-08
1949,3.1414427392739697e-08,2.5524220959027843e-08
1950,4.1477909551446146e-08,2.9779013033248702e-08
1951,3.8381047229307796e-08,2.5587365115598004e-08
1952,1.5817205323287453e-08,3.4797853487589236e-08
1953,1.8315507332999914e-08,2.693456835345387e-08
1954,2.14995790059902e-08,3.224937072943135e-08
1955,1.783265446420046e-08,2.1586897602787758e-08
1956,2.3547081839936368e-08,1.3953826538681824e-08
1957,3.3573142488307894e-08,1.678657179926546e-08
1958,3.8052320405768114e-08,2.1507833736222892e-08
1959,3.4878365084978213e-08,3.410329085795638e-08
1960,2.768333318137195e-08,2.353083289330371e-08
1961,3.890969280107015e-08,3.335116360858592e-08
1962,3.170978279953829e-08,1.6489087428794846e-08
1963,2.9743844720542256e-08,2.2631185814248056e-08
1964,3.6503811084998006e-08,2.1293889318485526e-08
1965,3.009623894545399e-08,2.6265808472647478e-08
1966,3.434226258924866e-08,2.547974453648294e-08
1967,2.1693475904527304e-08,2.7116845657815247e-08
1968,2.2457078807658348e-08,2.3355362505084187e-08
1969,3.270065462857019e-08,1.725867981861029e-08
1970,4.2308271025470745e-08,1.5175793066646293e-08
1971,2.569198720436816e-08,2.877502514042618e-08
1972,2.1546617268164425e-08,2.0007573542368817e-08
1973,2.977130075798584e-08,1.1577728109557484e-08
1974,2.981553004488546e-08,1.2938814464291681e-08
1975,2.5701660799626325e-08,1.7134439644905797e-08
1976,3.370980805605939e-08,2.28541078839406e-08
1977,1.5279633558407113e-08,2.233177165411604e-08
1978,5.940591429887121e-08,2.8514838490423244e-08
1979,1.9896710057309974e-08,2.867466974976196e-08
1980,3.5247934793147806e-08,3.2973875241371076e-08
1981,2.593475367795861e-08,2.5934753011824796e-08
1982,3.352051236582554e-08,1.924325765401136e-08
1983,4.9890996223211914e-08,1.705135410645653e-08
1984,2.8415142239168745e-08,2.4935737030773453e-08
1985,4.932757535769383e-08,2.4663787123735403e-08
1986,2.8773530447168127e-08,1.978180286243969e-08
1987,2.749867578089038e-08,1.588812370556525e-08
1988,2.4585871061244546e-08,2.7584148298842592e-08
1989,3.2928731741321826e-08,2.250130037850795e-08
1990,4.195461361655717e-08,2.288433365027487e-08
1991,2.5204300868608698e-08,2.7548886116779414e-08
1992,4.132458086836266e-08,2.0937787115204998e-08
1993,3.600484754784361e-08,2.215683042594563e-08
1994,3.375953006035104e-08,2.2682185019107237e-08
1995,2.6570009636905922e-08,1.7351841741231055e-08
1996,3.950188354195916e-08,1.548046646426826e-08
1997,3.835915585170824e-08,2.0618045382114758e-08
1998,3.290009298329011e-08,2.5271084447275882e-08
1999,4.478797133167234e-08,2.7878226754873836e-08
2000,3.092622025135938e-08,2.5624581900807186e-08
2001,4.8193331103618675e-08,2.8039755406439326e-08
2002,3.5926015051757076e-08,2.409671751024689e-08
2003,2.8335075397123433e-08,2.1251306492331423e-08
2004,3.4357371170301576e-08,2.2464434590308002e-08
2005,4.008337017857855e-08,1.8915748190018178e-08
2006,4.36496341293946e-08,3.088417344088157e-08
2007,3.9944793472912465e-08,2.5964116551202565e-08
2008,5.0663532480399454e-08,2.682186917013496e-08
2009,3.5761444250326235e-08,2.5748240428669078e-08
2010,3.873510134866365e-08,4.204175818589562e-08
2011,4.435807626768096e-08,6.156595050432756e-08
2012,6.502122840146285e-08,5.0042514465609145e-08
2013,5.187772433856708e-08,5.271446451571293e-08
2014,4.3958535478338945e-08,6.366408622504593e-08
2015,4.854300217349561e-08,4.965128863609891e-08
2016,6.069026436961167e-08,4.805508924121682e-08
2017,4.50294443954391e-08,4.100446315824513e-08
2018,5.162933414126769e-08,4.982230683570066e-08
2019,4.719327462154865e-08,4.974426004444865e-08
