year,serions_VERB au_ADP,serions_VERB tôt_ADV
1886,3.743009102663564e-08,0.0
1887,2.0239665943222462e-08,0.0
1888,3.106901047544852e-08,6.340614699951175e-10
1889,1.628935564212952e-08,0.0
1890,2.818386235503567e-08,6.554386478008212e-10
1891,3.1871099537283953e-08,1.2748440081367107e-09
1892,3.0715710863660206e-08,0.0
1893,2.155445777418663e-08,0.0
1894,1.764431090123253e-08,0.0
1895,2.5880042997528108e-08,6.018614495673091e-10
1896,1.6511680911435178e-08,0.0
1897,2.2724183423861177e-08,5.826713556089658e-10
1898,3.281845906144554e-08,0.0
1899,3.205995469102163e-08,0.0
1900,2.1283318218934255e-08,4.15284251431558e-09
1901,3.353243371861936e-08,5.588738916095792e-10
1902,2.356936334990678e-08,0.0
1903,2.5381035939631147e-08,0.0
1904,1.8811189050893518e-08,0.0
1905,1.2385822145688508e-08,1.0321518084666081e-09
1906,2.1091157265118454e-08,2.572092316910357e-09
1907,3.9085609415678846e-08,2.057137349353866e-09
1908,2.357466755142923e-08,1.4734167219643268e-09
1909,2.8605114721358404e-08,0.0
1910,2.7255168788542505e-08,0.0
1911,2.979409430281521e-08,0.0
1912,2.2921453179947093e-08,0.0
1913,2.4924052155483878e-08,5.30298971401777e-10
1914,1.4063162190325329e-08,0.0
1915,2.591767689352764e-08,0.0
1916,3.84561182897869e-08,0.0
1917,3.5092558192673096e-08,0.0
1918,3.101321510712296e-08,0.0
1919,2.2098836538475553e-08,9.207848372660976e-10
1920,1.2872794385998532e-08,0.0
1921,2.877644078580488e-08,7.572747429129834e-10
1922,2.8036154731125862e-08,0.0
1923,2.0170300985000722e-08,1.0615948120573648e-09
1924,3.2229060309418855e-08,0.0
1925,2.969508017258704e-08,0.0
1926,3.1209186346359274e-08,0.0
1927,2.0068604555945058e-08,0.0
1928,1.3711249025050165e-08,0.0
1929,3.230717737778832e-08,1.1140406375176326e-09
1930,1.6805765667982087e-08,0.0
1931,1.8248570654577634e-08,0.0
1932,3.1782654730250215e-08,1.0959536611565568e-09
1933,1.0323596200123575e-08,1.1470662197865522e-09
1934,3.2350264689284813e-08,0.0
1935,2.2739740757060645e-08,0.0
1936,2.0612015205756506e-08,0.0
1937,2.5182236740306507e-08,0.0
1938,2.3337385357535823e-08,0.0
1939,1.8352860564618823e-08,0.0
1940,2.2822046474857416e-08,0.0
1941,2.066051862925633e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,3.4838823381733164e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,2.3963544037997053e-08,4.357008087652048e-09
1946,1.6705325123211878e-08,0.0
1947,4.172304812755101e-08,0.0
1948,1.3046265401328583e-08,4.348755133776194e-09
1949,1.668891336237266e-08,3.9268033269479474e-09
1950,2.9779013033248702e-08,1.0635361480382244e-09
1951,2.8785784422780125e-08,1.0661401761424827e-09
1952,1.687168627029223e-08,0.0
1953,2.3702419582605216e-08,0.0
1954,2.6385848173049453e-08,0.0
1955,2.815682265122632e-08,0.0
1956,2.7907653077363648e-08,0.0
1957,1.9437083054185678e-08,0.0
1958,1.2408365002158916e-08,0.0
1959,2.5577467255288866e-08,0.0
1960,1.7302083321624195e-08,0.0
1961,2.501337270643944e-08,6.948159270159238e-10
1962,3.55149545328004e-08,0.0
1963,2.9743844720542256e-08,0.0
1964,4.258777863697105e-08,1.2167936658258327e-09
1965,3.3926667697414814e-08,5.472043373977442e-10
1966,2.4925835617750636e-08,5.539074754423723e-10
1967,2.3665609916179164e-08,1.4791006197611978e-09
1968,3.5931325470528463e-08,0.0
1969,2.4071315607443466e-08,3.1792304344691047e-09
1970,3.678979965116014e-08,2.2993624781975086e-09
1971,3.494110245583215e-08,0.0
1972,2.61637485010624e-08,0.0
1973,2.0398854161385316e-08,0.0
1974,2.4752514704573514e-08,0.0
1975,1.1994108817248161e-08,0.0
1976,1.542652228181396e-08,5.713526873840635e-10
1977,2.291944944943225e-08,5.876781838942691e-10
1978,2.8514838490423244e-08,0.0
1979,2.0481905949054635e-08,1.1703946700691858e-09
1980,3.411090432337005e-08,5.685150683554241e-10
1981,3.28928564385933e-08,1.2651099057237047e-09
1982,1.738100685599875e-08,6.207502289967692e-10
1983,2.5261265079734585e-08,1.89459470334441e-09
1984,1.681712546997005e-08,0.0
1985,2.045289804186723e-08,0.0
1986,1.558566253834215e-08,0.0
1987,2.627651163322753e-08,0.0
1988,2.7584148298842592e-08,5.996553809062277e-10
1989,2.1952487827547884e-08,1.0976244357863152e-09
1990,2.45189291092629e-08,0.0
1991,2.5790447111262438e-08,0.0
1992,1.4325855168806356e-08,5.509944167592096e-10
1993,1.883330469354405e-08,1.1078414852150331e-09
1994,2.637463225596548e-08,5.274926606624319e-10
1995,1.4098372247417501e-08,0.0
1996,2.1886178203089912e-08,0.0
1997,2.5412941084823615e-08,0.0
1998,2.1456582288692516e-08,4.768129224785866e-10
1999,1.690974471557638e-08,0.0
2000,2.164835422036049e-08,0.0
2001,1.621048362210331e-08,1.3143635069212678e-09
2002,1.752488643091965e-08,4.38122149670761e-10
2003,1.7917768602160322e-08,0.0
2004,1.761916479381398e-08,2.2023955992267474e-09
2005,2.1167622321627277e-08,0.0
2006,2.3060183096390574e-08,8.235779835885637e-10
2007,1.757570977645173e-08,7.988958938831558e-10
2008,1.9158479247494142e-08,0.0
2009,3.4330987830344384e-08,0.0
2010,2.267420740054149e-08,9.447586046817946e-10
2011,3.6710130046913036e-08,1.911985902935953e-09
2012,2.5531894820574053e-08,1.7021263287730903e-09
2013,3.625862632361532e-08,5.578250084070646e-10
2014,3.919455693335294e-08,4.330890368553497e-10
2015,4.144995813248897e-08,0.0
2016,4.2669604738421185e-08,6.214020409345267e-10
2017,3.5721679836342446e-08,5.031222660711876e-10
2018,4.904786621295898e-08,2.5814667070633845e-10
2019,3.239754420292229e-08,7.65296326310505e-10
