year,étiez_VERB en_ADP,étiez_VERB tant_ADV,etiez_VERB en_ADP
1800,1.9493819536364754e-07,0.0,0.0
1801,2.5954889792956237e-07,0.0,0.0
1802,1.7902721083373763e-07,0.0,0.0
1803,2.3209037181004533e-07,0.0,0.0
1804,4.474050285807607e-07,1.730295728918918e-08,0.0
1805,2.4164461365216994e-07,0.0,0.0
1806,2.622318788780831e-07,0.0,0.0
1807,1.4519470425966574e-07,0.0,0.0
1808,1.4049658147996524e-07,0.0,2.2660739951163578e-09
1809,1.197286110254936e-07,1.3554183553310395e-08,0.0
1810,2.0125089861267043e-07,0.0,2.3401267590372754e-09
1811,1.780024518893697e-07,2.5070767684098882e-09,0.0
1812,3.253994123042503e-07,0.0,0.0
1813,1.6679301495514665e-07,2.8757416448144113e-09,0.0
1814,2.517341783914162e-07,0.0,0.0
1815,1.8071398244501324e-07,5.394447111228828e-09,2.697223555614414e-09
1816,2.0858435334503156e-07,2.3176038865813098e-09,2.3176038865813098e-09
1817,2.3353101141765364e-07,1.0898113522728181e-08,1.556873407970727e-09
1818,3.3140872801595833e-07,0.0,0.0
1819,2.5153050842163793e-07,0.0,0.0
1820,2.17156610915481e-07,0.0,1.1866481131050932e-09
1821,3.5895817518394324e-07,0.0,0.0
1822,2.546506436829077e-07,0.0,0.0
1823,2.8758617531821073e-07,9.882686891060644e-10,0.0
1824,2.5852816065707884e-07,4.210556348027694e-09,0.0
1825,2.5447729967709165e-07,0.0,1.7610886082763955e-09
1826,2.6159713684137387e-07,2.642395191543301e-09,8.807984341885344e-10
1827,2.037017310385636e-07,0.0,0.0
1828,1.981217110369471e-07,9.172301251858528e-10,9.172301251858528e-10
1829,2.1347207734834228e-07,1.714635211591542e-09,8.57317605795771e-10
1830,2.4422195110673783e-07,1.1480519646056564e-08,1.0436835840010872e-09
1831,1.6214853815199604e-07,1.5591206103948707e-09,1.5591206103948707e-09
1832,1.8130158707663213e-07,2.705993873419743e-09,0.0
1833,2.0271349399081373e-07,4.6334514003376626e-09,1.1583628500844156e-09
1834,1.6428774074483954e-07,5.600718555598405e-09,9.334530925997342e-10
1835,2.866410397928121e-07,3.025235173481633e-09,2.2689263801112247e-09
1836,2.634534155276924e-07,8.064899859050456e-09,1.3441500135158435e-09
1837,2.1291145912982756e-07,1.3915781860163179e-09,0.0
1838,2.5185525487358973e-07,6.312161904276081e-10,0.0
1839,2.1114254877829808e-07,0.0,6.9914751765765e-10
1840,1.6561190818720206e-07,3.1848443882154243e-09,6.369688665408546e-10
1841,1.8812207258633862e-07,1.2841097074556274e-09,1.2841097074556274e-09
1842,2.0862704275259603e-07,0.0,6.708265054555795e-10
1843,1.949280630242356e-07,0.0,0.0
1844,2.0746762174894684e-07,0.0,5.488561272137815e-10
1845,1.9140182416776952e-07,1.1160455892778032e-09,0.0
1846,1.6275514269636915e-07,0.0,0.0
1847,1.4345974364005087e-07,3.235934187273415e-09,0.0
1848,1.7216774494954734e-07,0.0,0.0
1849,1.6339859598701878e-07,0.0,0.0
1850,1.6361479993065586e-07,6.788996032014438e-10,6.788996032014438e-10
1851,2.005775456837e-07,4.514607354622058e-09,6.449438760824933e-10
1852,1.3737250981193938e-07,2.6042181744401205e-09,6.510545436100301e-10
1853,1.8811584823197336e-07,5.971931837933653e-10,0.0
1854,2.441962294597033e-07,2.5978321716024766e-09,1.558699391779328e-09
1855,2.212992740169284e-07,0.0,0.0
1856,1.796484667693221e-07,1.5531567143511893e-09,5.177189232874468e-10
1857,1.8452104200150643e-07,9.763018171682347e-10,4.881509085841174e-10
1858,2.779607939373818e-07,5.872411001917044e-09,0.0
1859,2.011408497537559e-07,0.0,1.018434669930457e-09
1860,1.6706721339687647e-07,9.154367819341758e-10,0.0
1861,2.1127517868535506e-07,2.8295783494058924e-09,2.357981809808507e-09
1862,2.674647987532808e-07,6.325180823552046e-09,0.0
1863,2.012832140962928e-07,9.989241656072068e-10,4.994620828036034e-10
1864,2.2247537856401323e-07,1.4384183844029508e-09,4.794727948009836e-10
1865,2.3487153555379336e-07,9.41368871743009e-10,0.0
1866,1.9608420132044557e-07,4.865612801552288e-09,0.0
1867,1.499518731407079e-07,2.426405742994575e-09,4.85281148598915e-10
1868,1.7783546013561136e-07,0.0,4.93987406535723e-10
1869,2.1047966924925277e-07,3.906815315701806e-09,1.953407657850903e-09
1870,2.1732044785949256e-07,0.0,0.0
1871,2.177341400511068e-07,1.0621177271019633e-09,0.0
1872,2.2979889990892843e-07,1.8142017887967654e-09,1.2094678591978436e-09
1873,2.0891155827484909e-07,5.986004469882289e-10,5.986004469882289e-10
1874,2.5033611450453463e-07,1.7923826867161097e-09,0.0
1875,2.6891177640209207e-07,1.1443054281912168e-09,0.0
1876,1.8440344717873813e-07,8.464420275799966e-09,0.0
1877,2.1337615407901467e-07,8.040260901509555e-09,0.0
1878,1.2802867388472805e-07,7.850815109122777e-09,6.039088673581716e-10
1879,1.936656133239012e-07,1.832797580370027e-09,0.0
1880,1.7007292285597941e-07,6.417846254436199e-10,0.0
1881,1.624594290206005e-07,4.183504653809678e-09,0.0
1882,1.5373939277196769e-07,1.9966155395678697e-09,0.0
1883,1.9905917270079954e-07,1.8958017378167824e-09,1.2638677882037541e-09
1884,1.3797546216665069e-07,6.601696966868076e-10,0.0
1885,1.5856264212743554e-07,6.445635580831777e-09,0.0
1886,1.54883139202866e-07,0.0,0.0
1887,1.6844624894929439e-07,6.528924623161458e-10,0.0
1888,1.1286294210322012e-07,1.9021844099853524e-09,0.0
1889,1.196641079559413e-07,6.265136742733546e-10,0.0
1890,1.638596671682535e-07,2.6217545912032847e-09,0.0
1891,1.0772431835448515e-07,3.1871101313640793e-09,6.374220040683554e-10
1892,1.385341192872147e-07,0.0,0.0
1893,1.4903368139584927e-07,0.0,0.0
1894,1.3233233175924397e-07,3.150769645188234e-09,3.780923574225881e-09
1895,1.2518718506271398e-07,5.416753268150387e-09,6.018614495673091e-10
1896,1.3268315512959816e-07,1.7691086373616827e-09,0.0
1897,1.241089933046169e-07,5.826713556089658e-10,0.0
1898,1.2844465402395144e-07,5.6583548957434e-10,0.0
1899,1.5587771429181885e-07,5.527578395003729e-10,0.0
1900,1.5313607093503379e-07,1.038210628578895e-09,0.0
1901,1.0227392266415336e-07,1.676621730339889e-09,0.0
1902,1.0606213152186683e-07,0.0,0.0
1903,1.3392546804880112e-07,5.400220270956879e-10,0.0
1904,1.4189009789333795e-07,0.0,0.0
1905,1.67208597190438e-07,5.160759042333041e-10,0.0
1906,1.2346042410626978e-07,3.0865106026567446e-09,0.0
1907,1.306282229052158e-07,5.142843373384665e-10,5.142843373384665e-10
1908,1.753365950207808e-07,2.4556945366072114e-09,0.0
1909,1.6282911019516177e-07,2.2003934230241384e-09,0.0
1910,1.416199921777661e-07,1.068830135508847e-09,0.0
1911,1.447141784183259e-07,1.0640748282497725e-09,0.0
1912,1.4846850149297097e-07,1.0418842455450772e-09,1.0418842455450772e-09
1913,1.177263726503952e-07,3.181793939432964e-09,1.590896969716482e-09
1914,1.1652333853362506e-07,1.3393487430235496e-09,0.0
1915,1.4843760709482012e-07,3.534228465440492e-09,0.0
