year,serez_VERB en_ADP,serez_VERB tant_ADV
1872,2.9934329859315767e-07,4.8378714367913744e-09
1873,3.01694626614335e-07,3.591602570907071e-09
1874,2.395818228251301e-07,0.0
1875,2.969472632230463e-07,0.0
1876,2.6300165245629614e-07,6.04601479992084e-10
1877,2.758427797289187e-07,8.658742167710898e-09
1878,2.331088211349197e-07,2.4156354694326865e-09
1879,2.9935694101368426e-07,0.0
1880,2.4259458086817176e-07,1.9253539207397807e-08
1881,2.7890030196431326e-07,2.7890030285249168e-09
1882,2.562323402344191e-07,0.0
1883,2.2686427314511093e-07,0.0
1884,1.9937124307034537e-07,2.6406787867472303e-09
1885,2.0174839221454022e-07,6.445635691854079e-10
1886,1.7811559871461213e-07,0.0
1887,2.115371557920298e-07,1.9586774424595887e-09
1888,1.610516164873843e-07,3.1703073499755874e-09
1889,2.0800254674213647e-07,1.2530273485467092e-09
1890,1.9204352952328918e-07,2.6217545912032847e-09
1891,1.778407323627107e-07,0.0
1892,1.5295169930595875e-07,0.0
1893,1.7428318699330703e-07,0.0
1894,1.9030647990803118e-07,0.0
1895,1.8838262860754185e-07,1.2037228991346183e-09
1896,1.627579990781669e-07,0.0
1897,1.9402956752401224e-07,5.826713556089658e-10
1898,1.5277558418347326e-07,0.0
1899,1.9788730298841983e-07,3.3165470370022376e-09
1900,1.73381181411969e-07,1.5573159428683425e-09
1901,1.5089595706285763e-07,0.0
1902,1.2963148776634625e-07,4.910283846193408e-10
1903,1.6308665351516538e-07,0.0
1904,1.612387592331288e-07,0.0
1905,1.8217478725546243e-07,3.096455536422127e-09
1906,1.738734312084489e-07,3.0865106026567446e-09
1907,1.4245675572510663e-07,0.0
1908,1.6502266930729093e-07,4.911389073214423e-10
1909,1.908841227304947e-07,0.0
1910,1.4055116537292633e-07,5.344150677544235e-10
1911,1.5961121846430615e-07,0.0
1912,1.4898944300512085e-07,5.209421227725386e-10
1913,1.5855938784170576e-07,1.590896969716482e-09
1914,1.8148175229271146e-07,0.0
1915,1.8024566372787376e-07,5.890381071793627e-09
1916,1.6041694550494867e-07,1.0987462051303964e-09
1917,1.008911070243812e-07,0.0
1918,1.4243106249978155e-07,6.89182577673364e-09
1919,1.4916714974333445e-07,0.0
1920,1.4084351107612747e-07,0.0
1921,1.4539675419200648e-07,0.0
1922,1.586256104246786e-07,0.0
1923,1.4013050986250164e-07,0.0
1924,1.3922954167355783e-07,0.0
1925,2.0016683777157596e-07,1.0998177923937646e-09
1926,1.972866527921724e-07,0.0
1927,1.928815862584088e-07,0.0
1928,1.5767936645261216e-07,0.0
1929,1.8827286396572163e-07,0.0
1930,1.3024468614730722e-07,3.1510811737689437e-09
1931,1.3572373802617221e-07,3.4216069977333063e-09
1932,1.5343351833507768e-07,1.0959536611565568e-09
1933,1.5255980656547763e-07,1.1470662197865522e-09
1934,1.4976974682667787e-07,0.0
1935,1.3045429625435645e-07,0.0
1936,1.1033490210365926e-07,0.0
1937,1.1835651037017669e-07,0.0
1938,1.387277990261282e-07,1.2965214457594243e-09
1939,1.2847002039961808e-07,0.0
1940,7.86092684279538e-08,0.0
1941,1.5642963546724786e-07,0.0
1942,1.2440268903901597e-07,0.0
1943,1.945167582562135e-07,0.0
1944,1.767252371109862e-07,0.0
1945,1.7428033061150927e-07,0.0
1946,1.58700586894156e-07,0.0
1947,2.002706338544158e-07,0.0
1948,1.6851426209996134e-07,3.2615663503321457e-09
1949,1.2467600640775345e-07,0.0
1950,1.414503145724666e-07,0.0
1951,1.6098717026125087e-07,1.0661401761424827e-09
1952,1.571175829440108e-07,0.0
1953,1.7776815752768016e-07,0.0
1954,1.280202184261725e-07,0.0
1955,1.5110828144315747e-07,0.0
1956,1.1075849926101e-07,0.0
1957,1.581471735789819e-07,8.835037701437898e-10
1958,1.2821976724808337e-07,0.0
1959,1.5346481063716055e-07,0.0
1960,1.806337479592912e-07,0.0
1961,1.5494394745019235e-07,2.779263708063695e-09
1962,1.572805246041753e-07,6.341956404476434e-10
1963,1.338473083478675e-07,0.0
1964,1.624419496693008e-07,0.0
1965,1.5102840222880332e-07,0.0
1966,1.7004958863253705e-07,4.431259803538978e-09
1967,1.5136130571136164e-07,0.0
1968,1.7875835567338072e-07,2.245707841908029e-09
1969,1.430653639999946e-07,4.5417578031781147e-10
1970,1.5911588491235307e-07,0.0
1971,1.6853944373451668e-07,4.1107179882260425e-09
1972,1.220974894522442e-07,1.5390440033513642e-09
1973,1.3617612637517595e-07,0.0
1974,1.1363654550677893e-07,0.0
1975,1.5478111947686557e-07,5.711480177694739e-10
1976,1.3483924021784333e-07,1.7140580066410394e-09
1977,1.1165885638320105e-07,5.876781838942691e-10
1978,1.003959937406762e-07,5.940591352171509e-10
1979,1.2815822003631183e-07,5.851973350345929e-10
1980,1.159770732783727e-07,5.685150683554241e-10
1981,1.2651099723370862e-07,0.0
1982,1.3346129890123848e-07,0.0
1983,1.458838028156606e-07,3.157658134966823e-09
1984,1.17719871184363e-07,2.3196033982486597e-09
1985,1.3414694421953754e-07,6.015558051686298e-10
1986,1.246853003067372e-07,1.7983456945813714e-09
1987,1.002173988240429e-07,5.49973533381376e-09
1988,1.3792073616514244e-07,5.996553809062277e-10
1989,1.4708167839216912e-07,5.488122178931576e-10
1990,1.2913302782635583e-07,1.6345953479657283e-09
1991,1.1254013543293695e-07,2.344586080837985e-09
1992,9.972998782359355e-08,0.0
1993,1.3958802469460352e-07,1.661762283333701e-09
1994,1.47170453601575e-07,2.637463358823311e-09
1995,1.3989922820201173e-07,0.0
1996,1.259789712548809e-07,1.067618438099771e-09
1997,1.0884410528433364e-07,4.79489448146353e-10
1998,1.0966697061576269e-07,4.768129224785866e-10
1999,1.5218769533476006e-07,0.0
2000,1.731868337628839e-07,8.836062992401139e-10
2001,1.5816173970506497e-07,4.3812117822561447e-10
2002,1.5816209497643285e-07,0.0
2003,2.087628416802545e-07,0.0
2004,1.766321275908922e-07,0.0
2005,1.801499820430763e-07,0.0
2006,1.8324610095987737e-07,2.0589450144825605e-09
2007,2.4645939333822753e-07,1.5977917877663117e-09
2008,2.7503060096023546e-07,4.257439678578834e-10
2009,3.242370780753845e-07,0.0
2010,3.750691632831149e-07,9.447586046817946e-10
2011,5.322968945620232e-07,7.64794394481072e-10
2012,6.137867671895947e-07,6.808505426114664e-10
2013,5.820904220854572e-07,1.1156500168141292e-09
2014,5.918161605222849e-07,4.330890368553497e-10
2015,6.215277608134784e-07,1.10828768384863e-09
2016,6.211948857526295e-07,1.0356699942093428e-09
2017,6.81227561472042e-07,5.031222660711876e-10
2018,6.853794047856354e-07,1.0325866828253538e-09
2019,6.933584586477082e-07,5.1019755087367e-10
