year,véritables_ADJ airs_NOUN,véritables_ADJ terres_NOUN
1855,0.0,2.1227748447927297e-09
1856,2.5885946719483854e-09,5.177189232874468e-10
1857,2.4407544874094356e-09,5.369659827891837e-09
1858,0.0,9.787352039936081e-10
1859,5.092173349652285e-10,0.0
1860,4.119465657481669e-09,2.746310290291376e-09
1861,9.431927461278633e-10,6.13075279431996e-09
1862,9.035972525772706e-10,1.8071945051545413e-09
1863,4.994620828036034e-10,4.994620717013731e-09
1864,0.0,5.753673537611803e-09
1865,1.882737743486018e-09,9.41368871743009e-10
1866,0.0,1.9462451650298362e-09
1867,9.7056229719783e-10,1.94112459439566e-09
1868,0.0,5.9278488784286765e-09
1869,2.441759683335931e-09,6.348574999037737e-09
1870,1.1468097582678638e-09,2.8670243956696595e-09
1871,0.0,7.434824311758348e-09
1872,7.256807155187062e-09,3.628403577593531e-09
1873,0.0,1.1972008939764578e-09
1874,2.9873046258899194e-09,7.766991494406739e-09
1875,0.0,7.437985338754061e-09
1876,4.232210137899983e-09,6.04601479992084e-10
1877,1.2369631985365004e-09,3.0924081073635534e-09
1878,0.0,5.435179861734696e-09
1879,0.0,6.720257683667796e-09
1880,0.0,2.5671385017744797e-09
1881,6.972507571312292e-10,4.8807553554297556e-09
1882,6.655385131892899e-09,6.655385131892899e-10
1883,0.0,4.423537092179686e-09
1884,6.601696966868076e-10,5.941527270181268e-09
1885,2.5782542767416317e-09,2.5782542767416317e-09
1886,4.5174246565693466e-09,3.872078213618124e-09
1887,5.876032105334161e-09,3.9173548849191775e-09
1888,0.0,9.510921827882157e-09
1889,5.6386229019267375e-09,3.132568426877924e-09
1890,4.5880703680722945e-09,7.209825181320184e-09
1891,1.2748440081367107e-09,1.211101796627645e-08
1892,0.0,1.191017329205124e-08
1893,3.079208221734575e-09,2.3401982574000613e-08
1894,3.150769645188234e-09,1.3233232287745977e-08
1895,6.018614495673091e-10,8.426059849853118e-09
1896,0.0,5.307326134129653e-09
1897,1.1653427112179315e-09,2.330685422435863e-09
1898,1.6975064687230201e-09,3.3950129374460403e-09
1899,6.080336234504102e-09,2.2110313580014918e-09
1900,0.0,6.748368974740515e-09
1901,5.029864968975062e-09,1.117747761014698e-08
1902,0.0,3.928227076954727e-09
1903,3.2401321625741275e-09,8.100330184390714e-09
1904,4.837162670412454e-09,4.837162670412454e-09
1905,5.160759042333041e-10,6.192911072844254e-09
1906,2.572092316910357e-09,5.144184522798412e-10
1907,2.5714217422034835e-09,3.0857059130084963e-09
1908,2.9468334439286537e-09,2.9468334439286537e-09
1909,1.6502950117569526e-09,1.6502950117569526e-09
1910,1.068830135508847e-09,2.67207544979442e-09
1911,3.1922244847493175e-09,2.6601871816467337e-09
1912,7.293189607793238e-09,3.125652625612929e-09
1913,4.242391771214216e-09,2.6514948014977335e-09
1914,2.0090231700464756e-09,4.018046340092951e-09
1915,0.0,8.246533234057551e-09
1916,0.0,2.197492410260793e-09
1917,0.0,9.869782324756216e-09
1918,0.0,6.89182577673364e-09
1919,1.8415696745321952e-09,1.8415696745321952e-09
1920,3.028892692213958e-09,4.543339038320937e-09
1921,1.2873671018098776e-08,3.0290989716519334e-09
1922,0.0,4.426761179843197e-09
1923,3.1847844361720945e-09,8.492758496458919e-09
1924,1.289162443462999e-09,6.445812328337297e-09
1925,3.299453377181294e-09,2.1996355847875293e-09
1926,2.229227691330493e-09,2.229227691330493e-09
1927,0.0,1.1149224876660924e-09
1928,0.0,0.0
1929,0.0,7.798284684668033e-09
1930,5.2518016602221e-09,4.201441416995522e-09
1931,0.0,5.7026783295555106e-09
1932,0.0,4.383814644626227e-09
1933,0.0,1.1470662197865522e-09
1934,0.0,5.990790086229936e-09
1935,4.787313656606784e-09,8.377798899061872e-09
1936,0.0,7.274828739411987e-09
1937,0.0,7.554670666820584e-09
1938,0.0,6.482607339819424e-09
1939,0.0,9.176430282309411e-09
1940,5.0715658339584024e-09,0.0
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,0.0,0.0
1943,0.0,0.0
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,6.535512131478072e-09,4.357008087652048e-09
1946,1.3921104269343232e-09,2.7842208538686464e-09
1947,1.1920870957027319e-09,0.0
1948,0.0,1.0871887834440486e-09
1949,0.0,5.890204768377316e-09
1950,0.0,1.0635361480382244e-09
1951,1.0661401761424827e-09,1.0661401761424827e-09
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,0.0,3.232148326759443e-09
1954,1.9545072227344917e-09,4.886268278880834e-09
1955,0.0,2.815682353940474e-09
1956,0.0,8.72114158667614e-10
1957,0.0,8.835037701437898e-10
1958,0.0,8.272243445794913e-10
1959,0.0,7.750747821333448e-10
1960,3.460416619915918e-09,3.460416619915918e-09
1961,2.779263708063695e-09,4.16889545107324e-09
1962,0.0,3.170978146727066e-09
1963,3.2330267352165265e-09,4.526237162849611e-09
1964,1.8251904432275978e-09,3.6503808864551957e-09
1965,2.188817349590977e-09,3.830430195250756e-09
1966,1.6617224263271169e-09,4.985167390003653e-09
1967,9.860671168482327e-10,4.930335695263466e-09
1968,4.940557296606585e-09,5.838840522187638e-09
1969,0.0,1.3625273131978588e-09
1970,9.197450023812337e-10,2.7592350626548523e-09
1971,4.1107179882260425e-09,1.541519245584766e-09
1972,2.565073486948677e-09,5.130146862875051e-10
1973,1.102640756478479e-09,3.3079223804577396e-09
1974,5.625571675160757e-10,1.1251143350321513e-09
1975,0.0,5.711480177694739e-09
1976,0.0,5.713526873840635e-10
1977,5.876781838942691e-10,0.0
1978,2.3762365408686037e-09,1.7821774056514528e-09
1979,0.0,4.096381456264453e-09
1980,4.548120546843393e-09,5.116635559687666e-09
1981,1.8976649140967083e-09,6.325549417596221e-09
1982,0.0,5.586751949948621e-09
1983,1.2630632095778083e-09,0.0
1984,3.479405208395292e-09,3.479405208395292e-09
1985,0.0,5.414002135495366e-09
1986,1.1988970927134801e-09,2.3977941854269602e-09
1987,1.2221633705067347e-09,4.277571630240118e-09
1988,2.99827696004229e-09,2.398621523624911e-09
1989,1.6464366536794728e-09,1.0976244357863152e-09
1990,2.179460389939436e-09,3.814055737905164e-09
1991,1.1722930404189924e-09,4.68917216167597e-09
1992,1.1019888335184191e-09,0.0
1993,2.2156829704300662e-09,4.985286850001103e-09
1994,5.274926606624319e-10,2.1099706426497278e-09
1995,3.253470381991974e-09,3.253470381991974e-09
1996,1.067618438099771e-09,2.6690460952494277e-09
1997,9.58978896292706e-10,4.794894259418925e-09
1998,4.768129224785866e-10,3.337690568372409e-09
1999,2.285100553223174e-09,5.484241505371301e-09
2000,8.836062992401139e-10,2.6508188977203417e-09
2001,2.190605918883648e-09,1.3143635069212678e-09
2002,4.38122149670761e-10,2.1906108038649563e-09
2003,2.083461403401543e-09,2.9168460979889232e-09
2004,8.809582507929292e-10,3.523833003171717e-09
2005,4.5037495954858286e-10,4.053374524914943e-09
2006,2.8825228870488218e-09,4.529678854225949e-09
2007,7.988958938831558e-10,2.7961355453243186e-09
2008,4.257439678578834e-10,9.366367237362283e-09
2009,3.337734755248789e-09,2.384096253749135e-09
2010,9.447586046817946e-10,1.8895172093635892e-09
2011,1.1471915639660324e-09,7.64794394481072e-10
2012,3.404252713057332e-10,1.0212758416727752e-09
2013,8.367375126105969e-10,2.2313000336282585e-09
2014,8.661780737106994e-10,1.2992671383216248e-09
2015,8.866301581811342e-10,1.994917786518613e-09
2016,2.0713399884186856e-09,1.2428040818690533e-09
2017,1.509366853724714e-09,1.2578056374223934e-09
2018,2.5814667070633845e-10,2.581466596041082e-09
2019,1.53059265262101e-09,2.2958890344426663e-09
