year,telles_ADJ humeurs_NOUN,telles_ADJ tumeurs_NOUN
1892,6.268512375839919e-10,6.268512375839919e-10
1893,0.0,8.621783287310336e-09
1894,6.301539290376468e-10,3.780923574225881e-09
1895,0.0,1.023164486468886e-08
1896,0.0,5.307326134129653e-09
1897,2.9133566670225264e-09,9.905413378419325e-09
1898,0.0,3.3950129374460403e-09
1899,0.0,5.527578395003729e-09
1900,5.191053142894475e-10,5.19105292084987e-09
1901,3.912117296778206e-09,1.2854099118442264e-08
1902,9.820567692386817e-10,7.365425602756659e-09
1903,0.0,7.020286574288548e-09
1904,0.0,1.289910045443321e-08
1905,0.0,6.708986699521802e-09
1906,5.144184522798412e-10,1.2860461140462576e-08
1907,1.028568674676933e-09,1.0799970695529737e-08
1908,1.4734167219643268e-09,1.8663278922304016e-08
1909,5.500983557560346e-10,2.640472018811124e-08
1910,1.6032452032632705e-09,2.137660359835536e-08
1911,5.320374141248863e-10,1.702519725199636e-08
1912,5.209421227725386e-10,1.5628263128064646e-08
1913,0.0,8.484783542428431e-09
1914,0.0,2.343860217024485e-08
1915,0.0,0.0
1916,0.0,2.0876177231343718e-08
1917,0.0,1.0966424435210342e-09
1918,0.0,2.2972752589112133e-09
1919,0.0,5.524709134618888e-09
1920,0.0,1.4387239843927091e-08
1921,0.0,3.7863738810983705e-09
1922,1.4755870969551665e-09,1.2542490601674672e-08
1923,1.0615948120573648e-09,1.3800733000834953e-08
1924,0.0,1.675911143195208e-08
1925,4.399271169575059e-09,2.74954441437103e-08
1926,1.1146138456652466e-09,4.7928395474627905e-08
1927,0.0,3.3447673075670536e-08
1928,0.0,4.798937425221084e-08
1929,0.0,2.33948540540041e-08
1930,2.100720708497761e-09,2.7309368988426286e-08
1931,2.2810713318222042e-09,2.3951248095954725e-08
1932,0.0,2.849479585620429e-08
1933,0.0,3.326492148403304e-08
1934,1.1981580172459871e-09,1.5576054224197833e-08
1935,4.787313656606784e-09,3.8298509252854274e-08
1936,0.0,4.00115567344983e-08
1937,0.0,3.399602022113868e-08
1938,0.0,3.3709557811789637e-08
1939,0.0,5.6587985852729616e-08
1940,0.0,5.0715658339584024e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,1.517105907566929e-08
1943,0.0,1.1612940831184915e-08
1944,0.0,3.534504600111177e-08
1945,0.0,8.714016175304096e-09
1946,2.7842208538686464e-09,4.037120149291695e-08
1947,1.1920870957027319e-09,2.5033829231801974e-08
1948,0.0,3.261566305923225e-08
1949,0.0,1.668891336237266e-08
1950,0.0,3.296961992305114e-08
1951,0.0,2.7719645245838365e-08
1952,3.1634410646574906e-09,3.268889159357968e-08
1953,0.0,8.619061908632375e-09
1954,2.9317608341017376e-09,4.0067398288101685e-08
1955,0.0,4.035811329572425e-08
1956,1.744228317335228e-09,5.232685040823526e-08
1957,0.0,3.180613461495341e-08
1958,8.272243445794913e-10,4.9633460008635666e-08
1959,1.5501495642666896e-09,2.5577467255288866e-08
1960,2.7683333403416555e-09,2.4914999841030294e-08
1961,1.3896318540318475e-09,4.307858603169734e-08
1962,6.341956404476434e-10,2.6002021868976044e-08
1963,1.939815863494232e-09,2.7157422977097667e-08
1964,4.867174663303331e-09,5.049693641012709e-08
1965,1.6416130677043839e-09,2.6265809083270142e-08
1966,0.0,2.215629990587331e-08
1967,0.0,2.1200442290592036e-08
1968,4.4914158503495116e-10,1.392338955241712e-08
1969,1.8167031212712459e-09,1.4987801222332564e-08
1970,2.2993624781975086e-09,1.7015283404475667e-08
1971,5.138397485282553e-10,1.2332153964678128e-08
1972,1.0260293725750103e-09,1.9494558856081312e-08
1973,5.513203782392395e-10,1.2129047988196362e-08
1974,1.1251143350321513e-09,9.563471792262135e-09
1975,1.7134440533084216e-09,1.2565256390928425e-08
1976,2.285410749536254e-09,7.998937512354587e-09
1977,1.1753563677885381e-09,5.876781727920388e-09
1978,5.940591352171509e-10,9.504946163474415e-09
1979,5.851973350345929e-10,8.192762912528906e-09
1980,1.1370301367108482e-09,1.5349906234973787e-08
1981,1.2651099057237047e-09,3.795329828193417e-09
1982,6.207502289967692e-10,8.069752865935698e-09
1983,2.5261264191556165e-09,5.052252838311233e-09
1984,0.0,4.639206796497319e-09
1985,6.015558051686298e-10,1.2031116103372597e-09
1986,5.994485463567401e-10,5.994485352545098e-09
1987,0.0,9.166225112267057e-09
1988,5.99655392008458e-09,1.1993107618124554e-09
1989,0.0,1.6464366536794728e-09
1990,1.6345953479657283e-09,4.358920779878872e-09
1991,5.861465202094962e-10,4.68917216167597e-09
1992,0.0,2.2039776670368383e-09
1993,5.539207426075166e-10,3.877445031719162e-09
1994,3.6924485691258724e-09,3.164955852952289e-09
1995,5.422450821690461e-10,1.626735190995987e-09
1996,0.0,2.135236876199542e-09
1997,2.3974471297094624e-09,1.438468344439059e-09
1998,0.0,2.3840645013706308e-09
1999,9.140402323914998e-10,1.3710603763428253e-09
2000,4.4180314962005696e-10,1.3254094488601709e-09
2001,8.762423564512289e-10,1.7524847129024579e-09
2002,0.0,2.1906108038649563e-09
2003,0.0,8.333845835650777e-10
2004,1.3214374039449694e-09,2.2023955992267474e-09
2005,4.5037495954858286e-10,3.602999676388663e-09
2006,0.0,3.706100981659688e-09
2007,3.1955835755326234e-09,1.5977917877663117e-09
2008,1.7029758714315335e-09,2.554463751636149e-09
2009,2.860915504498962e-09,2.384096253749135e-09
2010,3.3066551718974324e-09,4.723793023408973e-10
2011,1.529588788962144e-09,0.0
2012,1.0212758416727752e-09,1.3617010852229328e-09
2013,5.29933741333366e-09,1.6734750252211938e-09
2014,0.0,6.496335691608124e-10
2015,8.866301581811342e-10,4.433150790905671e-10
2016,1.4499380585064614e-09,4.1426800878596737e-10
2017,2.0124890642847504e-09,2.7671724911471074e-09
2018,7.744400121190154e-10,1.0325866828253538e-09
2019,1.2754939326953263e-09,1.02039510174734e-09
