year,les_DET eaux_NOUN,les_DET taux_NOUN
1962,2.1953949726594146e-05,1.0788935924210818e-05
1963,2.184103391300596e-05,1.1631136658252217e-05
1964,2.1922363885096274e-05,1.075402269634651e-05
1965,2.071277936011029e-05,1.1523576176841743e-05
1966,2.14644685456733e-05,1.2194826695122174e-05
1967,2.08952558296005e-05,1.1253983529968536e-05
1968,2.136027489996195e-05,1.2168143484814209e-05
1969,2.1848579194738704e-05,1.4078087133384543e-05
1970,2.304237148109678e-05,1.4629464203608222e-05
1971,2.0255562617421674e-05,1.6193145484066918e-05
1972,2.0588305915225646e-05,1.6125077308970504e-05
1973,2.0508015722953132e-05,1.6228115100602736e-05
1974,2.0304938061599387e-05,1.871515178208938e-05
1975,1.9844537064273027e-05,2.0168379251117585e-05
1976,1.95579740420726e-05,1.7931332877196837e-05
1977,2.0426518290150852e-05,1.7271273918595398e-05
1978,1.9726921550500265e-05,1.6176824374269927e-05
1979,1.9442010852799285e-05,1.7461118432038347e-05
1980,2.032498196058441e-05,1.8092992604579194e-05
1981,1.960793792932236e-05,1.9488386442390038e-05
1982,2.147733721358236e-05,1.9795103071373887e-05
1983,1.769235859683249e-05,2.052225181614631e-05
1984,1.9131507997371955e-05,1.8685565009946004e-05
1985,1.9714788777491776e-05,1.8903289401350776e-05
1986,1.7413381215192203e-05,1.9318427575854002e-05
1987,1.8069073917104106e-05,1.9696996332640992e-05
1988,1.697744278317259e-05,1.9072639815931325e-05
1989,1.778974819899304e-05,2.0335139424787485e-05
1990,1.9664726778501063e-05,1.8329806607653154e-05
1991,1.7314181832261966e-05,1.8773100464386516e-05
1992,1.727147048313782e-05,1.803019063117972e-05
1993,1.6685200307620107e-05,1.767505705174699e-05
1994,1.7116609683398565e-05,1.8508662378735607e-05
1995,1.5510920434280706e-05,1.8210216921943356e-05
1996,1.6415167351624405e-05,1.826855304898345e-05
1997,1.4807592947363446e-05,1.5695607544330414e-05
1998,1.445076907202747e-05,1.7952006828636513e-05
1999,1.5702297332609305e-05,1.766748346199165e-05
2000,1.5205097611215024e-05,1.5983554021659074e-05
2001,1.502711859302508e-05,1.6575876998103922e-05
2002,1.43392993550151e-05,1.5451253602805082e-05
2003,1.465381808429811e-05,1.534886041554273e-05
2004,1.3170325416922424e-05,1.5008445643616142e-05
2005,1.3489631157881377e-05,1.620989519324212e-05
2006,1.4077830655878643e-05,1.3995884046380525e-05
2007,1.3562456047111482e-05,1.2459980098356027e-05
2008,1.5049197713778995e-05,1.3867758525520912e-05
2009,1.572406858940667e-05,1.2612346381501993e-05
2010,1.5020716773506138e-05,1.3419351262200507e-05
2011,1.588592635926034e-05,1.0893349099205807e-05
2012,1.623828507035796e-05,8.002036565812887e-06
2013,1.4199435554473894e-05,7.0520238750759745e-06
2014,1.524733295354963e-05,5.002611430882098e-06
2015,1.5495413208554965e-05,4.7017999236231844e-06
2016,1.8074306353810243e-05,4.624887992576987e-06
2017,1.6079032775451196e-05,5.2586340757443395e-06
2018,1.484988683841948e-05,4.432120249475702e-06
2019,1.3831200817548961e-05,4.50683012331865e-06
