year,certaines_DET huiles_NOUN,certaines_DET tuiles_NOUN
1865,3.247722668575648e-08,0.0
1866,2.3354941647291128e-08,4.865612912574591e-10
1867,3.833721073931429e-08,2.426405742994575e-09
1868,4.7422792026630134e-08,0.0
1869,5.6160468941968134e-08,9.767038289254515e-10
1870,5.2753248880321735e-08,0.0
1871,6.05407102227673e-08,2.1242354542039266e-09
1872,5.926392532273894e-08,0.0
1873,5.806424407950317e-08,0.0
1874,5.735624863945077e-08,0.0
1875,2.0597497485397298e-08,1.1443054281912168e-09
1876,6.771536664729183e-08,0.0
1877,5.504486111362894e-08,0.0
1878,3.321498875941131e-08,6.6429977074733415e-09
1879,3.0546627449723474e-08,2.443730107160036e-09
1880,4.8775630645536694e-08,0.0
1881,5.438555739090134e-08,3.486253785656146e-09
1882,1.7304001564966143e-08,0.0
1883,4.929084429505792e-08,2.5277355764075082e-09
1884,3.762967093479119e-08,0.0
1885,6.639004812569738e-08,0.0
1886,5.872652164562453e-08,5.808117542471791e-09
1887,6.006610636655196e-08,0.0
1888,6.59423919913138e-08,4.438430289965822e-09
1889,4.4482471706075444e-08,0.0
1890,4.9157899362217705e-08,6.554386478008212e-10
1891,1.1919791820247383e-07,0.0
1892,8.525177008777973e-08,0.0
1893,3.941386600425645e-08,0.0
1894,5.1672623513354665e-08,6.301539290376468e-10
1895,1.4083558319555323e-07,3.0093072478365457e-09
1896,7.076434682673494e-08,2.9485144326102386e-09
1897,5.477110676110897e-08,6.409385022720926e-09
1898,9.788954002942774e-08,0.0
1899,4.864268987603282e-08,2.7637891975018647e-09
1900,6.17735342878234e-08,3.114631885736685e-09
1901,9.947955081912596e-08,1.1177477832191585e-09
1902,7.512734345738181e-08,4.910283846193408e-10
1903,6.156251153299763e-08,1.0800440541913758e-09
1904,6.342057723429662e-08,1.6123875568041512e-09
1905,4.954328769457561e-08,0.0
1906,6.738881630496962e-08,1.0288369045596824e-09
1907,8.331406231576466e-08,0.0
1908,7.907336296852918e-08,0.0
1909,8.581534416407521e-08,4.950885368337765e-09
1910,9.672912781866216e-08,1.068830135508847e-09
1911,7.554931391595687e-08,2.6601870706244313e-09
1912,7.293189430157554e-08,1.5628263128064646e-09
1913,5.1438998394104374e-08,0.0
1914,8.036092769003744e-08,0.0
1915,4.5944972160150144e-08,0.0
1916,8.899844239351751e-08,0.0
1917,5.702540661900457e-08,0.0
1918,7.58100862086053e-08,2.2972752589112133e-09
1919,1.0036555053716256e-07,1.8415696745321952e-09
1920,9.389567612316796e-08,4.543339038320937e-09
1921,1.537267735329806e-07,1.5145494858259667e-09
1922,2.2355143869390304e-07,2.2133805899215986e-09
1923,1.8684068336938253e-07,1.0615948120573648e-09
1924,1.3536205578645877e-07,0.0
1925,8.798542250332275e-08,0.0
1926,1.3375366059165117e-07,0.0
1927,1.8953681646394216e-07,0.0
1928,1.7253322326382659e-07,0.0
1929,1.492814423187383e-07,0.0
1930,1.3129504417008775e-07,0.0
1931,1.961721363130664e-07,3.4216069977333063e-09
1932,1.7425662779402273e-07,1.0959536611565568e-09
1933,1.6058926810558205e-07,5.735331320977366e-09
1934,1.8571449800219852e-07,3.5944740517379614e-09
1935,1.73540113834747e-07,1.196828414151696e-09
1936,1.6004623404342055e-07,1.2124714565686645e-09
1937,1.8131210755001348e-07,1.2591118148108649e-09
1938,1.9318169819371178e-07,1.2965214457594243e-09
1939,1.71293361717062e-07,6.117620188206274e-09
1940,1.9779106885664532e-07,5.0715658339584024e-09
1941,1.829931584040878e-07,2.9515025978810172e-09
1942,2.0025798264100558e-07,9.102635090130207e-09
1943,1.50968235246296e-07,0.0
1944,1.3174063617782394e-07,0.0
1945,1.1110370401468117e-07,0.0
1946,1.0023195429198495e-07,0.0
1947,7.748565966636534e-08,1.1920870957027319e-09
1948,1.0328293509331843e-07,1.0871887834440486e-09
1949,9.718838178685019e-08,6.871905600114303e-09
1950,7.019338443825518e-08,1.0635361480382244e-09
1951,1.1407700206689242e-07,2.1322803522849654e-09
1952,1.0017563845110544e-07,1.0544803918932644e-09
1953,1.0127397764847501e-07,0.0
1954,7.42712753520891e-08,9.772536113672459e-10
1955,7.883910768669011e-08,5.631364707880948e-09
1956,6.802490126744942e-08,2.616342476002842e-09
1957,1.0425344143527582e-07,5.301022620862739e-09
1958,1.1994753101873812e-07,1.6544486891589827e-09
1959,1.395134674453402e-07,5.425523585955716e-09
1960,5.467458197294661e-08,3.460416619915918e-09
1961,6.392306417524196e-08,4.16889545107324e-09
1962,5.136984659870336e-08,1.2683912808952869e-09
1963,4.784879470420833e-08,3.233026624194224e-09
1964,6.266487329043002e-08,1.8251904432275978e-09
1965,4.322914293197755e-08,4.3776345326485e-09
1966,4.763604266599941e-08,5.539074754423723e-10
1967,7.05037969672695e-08,1.9721342336964653e-09
1968,5.38969884278373e-08,8.982831700699023e-10
1969,7.26681277374297e-08,1.8167030935156703e-09
1970,5.9323553402990115e-08,5.518469958776251e-09
1971,3.905181988894668e-08,1.0276794970565106e-09
1972,3.847610158258519e-08,2.0520586896388693e-09
1973,3.638714535236787e-08,1.6539611902288698e-09
1974,3.8816444336564615e-08,3.375343005096454e-09
1975,3.8838066096502644e-08,1.7134440533084216e-09
1976,2.7424929660568864e-08,2.285410749536254e-09
1977,2.644551744257484e-08,1.7630345516828072e-09
1978,3.267325299205481e-08,4.158414057542359e-09
1979,2.5748682519477484e-08,1.1703946700691858e-09
1980,2.387763364808393e-08,1.1370301367108482e-09
1981,3.226030353964404e-08,3.162774764309262e-09
1982,2.5450758833756026e-08,1.8622506869903077e-09
1983,1.8314416649900522e-08,3.1576580239445207e-09
1984,3.7113653927889345e-08,3.4794050973729895e-09
1985,3.0679346174622424e-08,5.414002357539971e-09
1986,5.6947613735758296e-08,0.0
1987,2.0776776576969525e-08,6.110816852533674e-10
1988,3.058242503684028e-08,2.9982768490199874e-09
1989,6.091815762943043e-08,2.7440609784434855e-09
1990,3.432650164114648e-08,3.814055737905164e-09
1991,2.2859715009815318e-08,4.10302547493302e-09
1992,3.030469364340149e-08,5.509944167592096e-10
1993,2.271075000281897e-08,3.877445309274918e-09
1994,4.378189166764912e-08,2.6374633033121597e-09
1995,3.687266614260665e-08,3.2534704930142766e-09
1996,1.7081894121417918e-08,3.2028553142993132e-09
1997,2.4933451858721867e-08,1.917957792585412e-09
1998,2.7178336026167926e-08,3.814503268806391e-09
1999,3.3819488765018946e-08,6.398281460207045e-09
2000,2.4299173340125435e-08,3.092622158362701e-09
2001,2.4972906575992937e-08,8.762423564512289e-10
2002,2.4534840825651827e-08,6.1337101509018055e-09
2003,2.0417922463877858e-08,2.5001538617175356e-09
2004,2.5107309786776e-08,2.642874724623212e-09
2005,4.2785622156316094e-08,3.15262471684008e-09
2006,2.7589862838794943e-08,2.0589449589714093e-09
2007,2.2768532392802854e-08,1.1983438408247338e-09
2008,6.002990105002937e-08,4.683183785214595e-09
2009,5.674149150536323e-08,3.814554005998616e-09
2010,3.495606915038252e-08,7.55806894847666e-09
2011,6.424273024663307e-08,4.206369030868018e-09
2012,8.238291471229786e-08,7.148930836198275e-09
2013,7.419072467484966e-08,4.741512515948898e-09
2014,5.695120997017966e-08,6.496335691608124e-09
2015,5.9404220209557934e-08,1.7732603163622684e-09
2016,9.196750028195311e-08,2.6927420293532123e-09
2017,8.704015286298272e-08,2.515611413622665e-09
2018,7.537882851238464e-08,4.646640183736395e-09
2019,1.1122306631250467e-07,3.061185249730869e-09
