year,ces_DET eaux_NOUN,ces_DET taux_NOUN
1851,4.572652017031942e-06,2.7732586227458e-08
1852,4.258547846802685e-06,3.841221785094717e-08
1853,4.6945356189098675e-06,3.045685237346163e-08
1854,4.657913279970671e-06,2.0263090760863633e-08
1855,4.0794425331114326e-06,1.5920811335945473e-08
1856,4.2546141116872604e-06,4.0899794662152544e-08
1857,4.6891776719348854e-06,2.1966791163841037e-08
1858,3.8738339753763285e-06,1.9574703413738348e-08
1859,4.827889483749459e-06,3.157147365762114e-08
1860,4.979060690857295e-06,3.112485025269507e-08
1861,4.061859499415732e-06,2.78241851781047e-08
1862,4.4687403146781435e-06,1.400575744270327e-08
1863,4.13854286307469e-06,3.995696751246669e-08
1864,4.623076790721825e-06,2.2535221244623926e-08
1865,4.041296563173091e-06,4.565638977993558e-08
1866,4.033106449696788e-06,2.0435573677701768e-08
1867,3.77936947870694e-06,3.88224918879132e-08
1868,4.232484059230046e-06,4.841076695072388e-08
1869,3.72856680996847e-06,2.3440891894210836e-08
1870,4.470837893677526e-06,2.5229813793714584e-08
1871,3.6621818253479432e-06,2.761506068260644e-08
1872,3.91928051612922e-06,2.2979889657825936e-08
1873,4.588870922361821e-06,3.112722346543251e-08
1874,4.160717878676223e-06,4.062734149101743e-08
1875,3.6360304989102588e-06,2.803548238006215e-08
1876,4.221932044856658e-06,4.897272098958183e-08
1877,3.7238776258163853e-06,2.288381928394756e-08
1878,3.415708647480642e-06,5.978697936726007e-08
1879,3.5617366052065336e-06,7.33119041029795e-08
1880,3.207639565516729e-06,4.685027654716123e-08
1881,3.521116354932019e-06,8.367008863530145e-08
1882,3.758961440780695e-06,8.452338917663837e-08
1883,3.7631662621606665e-06,4.92908434068795e-08
1884,3.479094345948397e-06,4.4891540262881335e-08
1885,4.2618543147909804e-06,5.027595850748412e-08
1886,3.419045071950677e-06,4.7755633669765984e-08
1887,3.862511846364214e-06,9.466940653624079e-08
1888,3.7301836641745467e-06,9.510922183153525e-08
1889,3.4614880064509634e-06,8.896494030352642e-08
1890,3.2221363426288008e-06,1.1011369593916243e-07
1891,2.9417025189104606e-06,7.457837369884146e-08
1892,3.253357959920322e-06,9.841564363455291e-08
1893,3.053343021974797e-06,1.0838813047087115e-07
1894,3.5269714544483577e-06,8.3810471451784e-08
1895,2.967176840229513e-06,9.509411214025931e-08
1896,2.8229078736785596e-06,1.3504195983671252e-07
1897,2.7915785665300064e-06,1.0721152676751444e-07
1898,2.7675014280248433e-06,1.0071871692218792e-07
1899,2.9848924043562874e-06,8.89940103832032e-08
1900,2.9080280512516765e-06,1.2250885106368514e-07
1901,2.5568481589743897e-06,1.0003842376704597e-07
1902,2.4934422242495202e-06,9.231333919501594e-08
1903,3.43129988777946e-06,1.0638433778353829e-07
1904,2.6733385709576396e-06,1.6607592456807652e-07
1905,2.7976474541446805e-06,1.073437907450625e-07
1906,3.0885684054737794e-06,1.4969576511703053e-07
1907,2.3749649642468285e-06,1.424567592778203e-07
1908,2.5421349789667147e-06,2.1020746032718307e-07
1909,2.4836941747707897e-06,2.112377686103173e-07
1910,3.2572597774560563e-06,1.8170111815152268e-07
1911,2.4878068813904974e-06,1.8461697948168876e-07
1912,2.426548405765061e-06,2.1775380787403265e-07
1913,2.496117161854272e-06,2.3492245304623793e-07
1914,2.4161852252291283e-06,2.2501059149249159e-07
1915,2.4197685775106947e-06,1.519718217934951e-07
1916,1.8436961539691765e-06,2.1315676690392138e-07
1917,1.8083634216736755e-06,2.917068897545505e-07
1918,1.6138358915895878e-06,3.342535563888305e-07
1919,1.8047382468466822e-06,2.9280958813160396e-07
1920,1.7431277967716596e-06,3.619526864895306e-07
1921,1.7886829937197035e-06,3.165408486438537e-07
1922,1.8894892406251529e-06,2.84788306714745e-07
1923,2.1380519683589227e-06,3.3652555941898754e-07
1924,2.1993111829488043e-06,2.3204923138564482e-07
1925,2.2469277496384166e-06,3.3544441890853705e-07
1926,1.992929526295484e-06,3.8788560630109714e-07
1927,2.012435089682185e-06,3.6123489621786575e-07
1928,1.9767051071539754e-06,4.147652958863546e-07
1929,1.8615619410411455e-06,3.342121885907545e-07
1930,1.9463176670342364e-06,4.3064773080914165e-07
1931,1.933207926185787e-06,4.2770088271026907e-07
1932,2.095463457862934e-06,4.1207857748304377e-07
1933,2.1289549181346956e-06,3.682082621025984e-07
1934,1.7157622664853989e-06,5.080189993122985e-07
1935,1.6827407449682141e-06,3.674263240327491e-07
1936,1.7495963220426347e-06,5.601618084938309e-07
1937,1.7186875993502326e-06,4.709078211817541e-07
1938,1.7127047868825684e-06,6.275163855207211e-07
1939,1.9224621610192116e-06,6.607029803262776e-07
1940,1.856193136973161e-06,5.528006710164846e-07
1941,1.6705504322089837e-06,6.22767046820627e-07
1942,1.7325349119801103e-06,4.88508106855079e-07
1943,1.6083923242149467e-06,5.893567447401438e-07
1944,1.542329385983976e-06,6.458504344664107e-07
1945,1.1959987205045763e-06,5.141269525665848e-07
1946,1.364268172210359e-06,5.791179376046784e-07
1947,1.2528835497960245e-06,6.15116931612647e-07
1948,1.5111924085431383e-06,6.653595363559361e-07
1949,1.4607708038738565e-06,9.777740217487008e-07
1950,1.54531807083913e-06,7.24268090834812e-07
1951,1.6077394207059115e-06,7.537610713370668e-07
1952,1.7936711174115771e-06,7.708251814619871e-07
1953,1.7475147728873708e-06,7.617095718615019e-07
1954,1.6183320070695117e-06,8.453243651729281e-07
1955,1.7269518082230206e-06,6.954735454201e-07
1956,1.370091368357862e-06,7.849027099382511e-07
1957,1.803231185704135e-06,8.508141604579578e-07
1958,1.6221869429955404e-06,9.761247383721638e-07
1959,1.6276570136142254e-06,9.51791861325546e-07
1960,1.5073575383439675e-06,9.882950280371006e-07
1961,1.483432058080325e-06,1.0477824332610908e-06
1962,1.490993952302233e-06,1.0464227955253591e-06
1963,1.3889081884599364e-06,1.0475006035903789e-06
1964,1.3494241386524664e-06,9.083364886919298e-07
1965,1.313837643124316e-06,1.0451603031924606e-06
1966,1.270663730679189e-06,1.2041948593832785e-06
1967,1.4095829925508951e-06,1.1241165225328587e-06
1968,1.3034089221264367e-06,1.2010046361865534e-06
1969,1.3575314454783438e-06,1.238083171983817e-06
1970,1.6265690021555201e-06,1.1611780621478829e-06
1971,1.172582244635123e-06,1.3442048043543764e-06
1972,1.2240530224971735e-06,1.1281192655587802e-06
1973,1.139579254072487e-06,1.3033213974722457e-06
1974,1.3748897487175782e-06,1.462648640426778e-06
1975,1.2885099351933604e-06,1.488411783157062e-06
1976,1.20098334832619e-06,1.3889583954096452e-06
1977,1.1935744339552912e-06,1.438636218153988e-06
1978,1.1625737812437364e-06,1.2724746909498208e-06
1979,1.0919782198470784e-06,1.4261259480008448e-06
1980,1.2041149375363602e-06,1.3388529964686313e-06
1981,1.1234175900654009e-06,1.4814436894994287e-06
1982,1.1937027153408053e-06,1.5202173528905405e-06
1983,9.997145085094417e-07,1.3558983482653275e-06
1984,1.1151493026773096e-06,1.2276501308861043e-06
1985,1.13333112494729e-06,1.1676198141685745e-06
1986,9.878911768623766e-07,1.2630380865630286e-06
1987,9.820082667033603e-07,1.291215625087716e-06
1988,8.239265198994872e-07,1.2113038394545583e-06
1989,1.0564635175569492e-06,1.1755558091408602e-06
1990,1.007455573187599e-06,1.1131594135349587e-06
1991,8.674968583477494e-07,1.0304455884124764e-06
1992,9.080387783910737e-07,1.0474404064098053e-06
1993,8.818418422151808e-07,9.300329111283645e-07
1994,9.632016144678346e-07,1.0375780448157457e-06
1995,8.50782512884507e-07,1.0226742119812116e-06
1996,8.220661911195748e-07,1.021710858140068e-06
1997,7.216316006974921e-07,9.297300493926741e-07
1998,7.776818620186532e-07,9.603012358638807e-07
1999,8.628539731603269e-07,9.405474372670142e-07
2000,9.255775808014732e-07,9.516440115930891e-07
2001,7.272811615166574e-07,9.778864580312074e-07
2002,7.29911484143031e-07,9.897179324980243e-07
2003,7.550464431460568e-07,9.363075719193148e-07
2004,6.87587913716925e-07,8.470413490613282e-07
2005,7.305082050379497e-07,8.44002670419286e-07
2006,7.655157219232933e-07,7.272193727203558e-07
2007,7.014305865027382e-07,7.046261600862636e-07
2008,7.518638440728864e-07,7.39943004646193e-07
2009,7.762617286743989e-07,7.147520477701619e-07
2010,9.041339552595673e-07,6.367672966689497e-07
2011,8.932798465366432e-07,5.047642872568758e-07
2012,9.821269344456596e-07,3.9557416187108174e-07
2013,8.863839155992537e-07,3.865727364882332e-07
2014,1.0214405179453934e-06,2.815078659068604e-07
2015,9.730766024063087e-07,2.9125800438123406e-07
2016,1.2668315463315594e-06,2.5477483234226384e-07
2017,9.199590635944332e-07,2.9231404141683015e-07
2018,9.626289099173846e-07,2.207154068400996e-07
2019,9.295799188180354e-07,2.4055814407120124e-07
