year,deux_DET issus_ADJ,deux_DET tissus_NOUN
1899,8.291367592505594e-09,4.8089932036532446e-08
1900,9.863001082521805e-09,7.47511634813236e-08
1901,6.706486921359556e-09,4.9180901184886494e-08
1902,1.0802624572647801e-08,9.034921932826734e-08
1903,1.8900770726304472e-08,3.7801541452608944e-08
1904,5.912087708281888e-09,4.192207558872951e-08
1905,4.64468330463319e-09,2.4255568220610257e-08
1906,1.2860461140462576e-08,2.82930141537463e-08
1907,1.131425531042396e-08,4.834272837594966e-08
1908,2.4556945366072114e-09,5.107844458507316e-08
1909,1.1001967337165297e-08,4.235757317117006e-08
1910,1.2825961626106164e-08,5.02350161468712e-08
1911,5.3203743632934675e-09,5.586392903822457e-08
1912,8.856016364688912e-09,3.80287765722187e-08
1913,1.3257474229533273e-08,3.7651225748280837e-08
1914,9.37544086809794e-09,4.7546880210802556e-08
1915,1.1780761921542648e-09,2.591767678250534e-08
1916,1.0987462051303964e-09,2.8567400889301098e-08
1917,9.869782324756216e-09,2.7416060532914344e-08
1918,8.040463406189247e-09,2.986457925402419e-08
1919,0.0,2.8544329566670967e-08
1920,5.300562211374427e-09,4.240449769099541e-08
1921,1.1359120755116692e-08,6.058198170899587e-08
1922,3.6889677978990676e-09,4.05786459434232e-08
1923,1.2739137744688378e-08,3.3971035318103304e-08
1924,2.0626599095407983e-08,4.640984829773487e-08
1925,1.0998178368026856e-08,4.6192347724627325e-08
1926,1.2260752413340015e-08,5.7959919197436705e-08
1927,8.919379901328739e-09,6.466550517281178e-08
1928,9.14083297942625e-09,6.741364444451392e-08
1929,7.798284684668033e-09,5.235991040741794e-08
1930,7.352522590764465e-09,5.7769820926978355e-08
1931,9.124285327288817e-09,3.763767608688795e-08
1932,1.4247397928102146e-08,4.383814600217306e-08
1933,1.0323596200123575e-08,4.358851568575517e-08
1934,5.990790086229936e-09,5.990789908594252e-08
1935,2.393656828303392e-09,5.0266793394371234e-08
1936,1.33371855781661e-08,3.3949199895744187e-08
1937,1.510934133364117e-08,3.903246792447135e-08
1938,1.2965214679638848e-08,5.445390161007424e-08
1939,2.141167065872196e-08,7.647025057622159e-08
1940,7.607348528892999e-09,3.803674530900025e-08
1941,1.4757512545315876e-08,6.788455664263893e-08
1942,6.068423541449874e-09,2.4273694831933312e-08
1943,1.7419411690866582e-08,1.1612940831184915e-08
1944,2.5705489292704442e-08,3.8558232162699824e-08
1945,2.832055301382752e-08,1.742803235060819e-08
1946,8.352662561605939e-09,2.0881657292193267e-08
1947,1.0728784083369192e-08,2.622591566137089e-08
1948,1.7395020535104777e-08,6.52313261184645e-08
1949,9.817008539414473e-09,2.5524220959027843e-08
1950,1.914365022059883e-08,3.828730044119766e-08
1951,2.3455083209000804e-08,4.051332780363737e-08
1952,1.8980646387944944e-08,3.268889159357968e-08
1953,1.723812381726475e-08,3.663101422191062e-08
1954,1.4658803948464083e-08,3.518112845490862e-08
1955,2.2525458831523792e-08,4.5050918107136795e-08
1956,1.657016923672927e-08,4.4477822092048314e-08
1957,1.3252556385623393e-08,2.7388617263035542e-08
1958,1.4062814024384807e-08,2.9780076737928596e-08
1959,1.3951345856355601e-08,4.107896356408958e-08
1960,1.9378333604436193e-08,3.460416664324839e-08
1961,2.292892631317045e-08,2.501337315052865e-08
1962,3.0441391629665304e-08,1.2049717335038679e-08
1963,2.0044765847160306e-08,3.103705514817534e-08
1964,2.6769461314302134e-08,3.0419842422801935e-08
1965,1.91521518644322e-08,3.009623772420866e-08
1966,1.1078149952936656e-08,3.9881339120029224e-08
1967,2.415864486238206e-08,2.8102913329774992e-08
1968,2.2906220920049236e-08,3.099076972823411e-08
1969,2.5888018839737015e-08,1.5896152727457036e-08
1970,1.74751555448438e-08,2.759235046001507e-08
1971,1.4387513402880359e-08,2.2608949490354746e-08
1972,3.4884998001416534e-08,3.3345955996466614e-08
1973,1.3231689521830958e-08,1.709093200297218e-08
1974,1.5751600912494723e-08,2.362740159078669e-08
1975,1.599214449754527e-08,2.227477313709869e-08
1976,1.9997344224975677e-08,1.9997344224975677e-08
1977,2.5857840313392444e-08,1.2341241639735046e-08
1978,3.148513272321907e-08,1.7821773501403015e-08
1979,2.691907674545746e-08,2.4578288626564415e-08
1980,3.638496437474714e-08,2.5583178464572143e-08
1981,1.8976647808699454e-08,2.0241758491579276e-08
1982,2.9796010991844923e-08,2.6692260179927985e-08
1983,4.0418022706489865e-08,1.768288515613392e-08
1984,1.8556827185989277e-08,1.7397025375842645e-08
1985,3.549179083961462e-08,2.5265343372993243e-08
1986,3.416856841909066e-08,1.978180153017206e-08
1987,3.422057304192094e-08,1.8332450668623324e-08
1988,3.657897806874644e-08,2.6984492806914062e-08
1989,4.719785096085616e-08,1.865961507530045e-08
1990,4.576866885486197e-08,1.8525414091641323e-08
1991,4.6891720728581276e-08,1.4653663449326615e-08
1992,4.7936513425383964e-08,2.3692759532067953e-08
1993,2.9357799746776436e-08,1.994114740000441e-08
1994,5.960666982218754e-08,1.846224323420742e-08
1995,4.9886548225686056e-08,1.626735190995987e-08
1996,5.604996644592575e-08,1.2811421035152648e-08
1997,5.7538734665740776e-08,2.301549295591343e-08
1998,4.86349165385036e-08,1.6211639364271946e-08
1999,5.4385392189715276e-08,2.1022925456026798e-08
2000,6.096883709005851e-08,1.9439339360438623e-08
2001,5.3888904005816585e-08,1.883921130207966e-08
2002,6.089897652827858e-08,2.102986274010732e-08
2003,5.0419767916309866e-08,2.5418228966067602e-08
2004,6.12266006783102e-08,2.2023956880445894e-08
2005,5.4945743954704085e-08,2.0266873845820044e-08
2006,6.259192986135531e-08,2.0589448701535673e-08
2007,6.790615003637868e-08,2.117074093810345e-08
2008,7.5356680895311e-08,2.0861454952392222e-08
2009,6.961560927720711e-08,2.0980046810947783e-08
2010,5.90474122930118e-08,2.2201827265533325e-08
2011,6.080115610984649e-08,2.1796640936599943e-08
2012,5.004251590889908e-08,2.008509081274923e-08
2013,5.076207543197597e-08,1.3666712816995386e-08
2014,4.742324932749398e-08,1.2992670855860311e-08
2015,4.876465808933972e-08,1.8619233488337272e-08
2016,4.6812285603436976e-08,1.6984988082668906e-08
2017,5.056378782342108e-08,2.0376451914660976e-08
2018,5.1113040910877316e-08,1.858656040187867e-08
2019,4.311169377047008e-08,1.4285531590996214e-08
