year,avons_VERB en_PRON,avons_VERB tant_ADV
1800,7.545995117652637e-08,5.219313266024983e-07
1801,7.381666233818862e-08,7.50072501887189e-07
1802,4.0281122437590966e-08,3.2224897950072773e-07
1803,4.4857802805609026e-08,4.115215688216267e-07
1804,2.7190360185613827e-08,4.474050285807607e-07
1805,3.695740957709859e-08,5.145608383827494e-07
1806,7.204172902675055e-08,5.244637577561662e-07
1807,5.693910054560547e-08,3.046241943138739e-07
1808,6.345007363961486e-08,2.492681403509778e-07
1809,3.388545621874073e-08,3.4789070468832506e-07
1810,9.126494404654295e-08,5.616304292743735e-07
1811,1.0529722516139373e-07,3.8107566524558933e-07
1812,1.8670457180292033e-08,3.360682399033976e-07
1813,6.901780125190271e-08,5.262607487566129e-07
1814,5.034683425719777e-08,6.356287940434413e-07
1815,6.203614333344376e-08,6.500308700196911e-07
1816,4.6352077731626196e-08,8.89959892447223e-07
1817,4.514932783195036e-08,7.613110710735782e-07
1818,4.172412104708201e-08,6.473199505308003e-07
1819,4.5544620519422097e-08,6.893799309182214e-07
1820,1.59010852485153e-07,7.084288995429233e-07
1821,5.818278125957477e-08,8.313234616252885e-07
1822,4.511527151862538e-08,7.268571380336653e-07
1823,5.830785099192326e-08,6.4731597149148e-07
1824,7.073734753504368e-08,5.701093073184893e-07
1825,9.15766094067294e-08,6.322308081507799e-07
1826,8.455664612938563e-08,5.275982744024077e-07
1827,6.083400450052068e-08,4.4427255829759815e-07
1828,1.449223532290489e-07,5.191522518543934e-07
1829,3.5150023003360786e-08,5.118185981700663e-07
1830,5.9489963177838945e-08,5.270601945994713e-07
1831,4.2096257146795324e-08,6.595080321858404e-07
1832,3.111892965534935e-08,8.510350539836509e-07
1833,4.749287541017111e-08,5.629643169413612e-07
1834,4.667265329771908e-08,5.451366291708837e-07
1835,1.104210838320796e-07,6.405935550901631e-07
1836,7.930485423912614e-08,7.507077839363774e-07
1837,6.262101548415444e-08,5.301913006405812e-07
1838,6.943377983681387e-08,5.712506663257955e-07
1839,1.0557127438914904e-07,5.124751396579086e-07
1840,9.108654808187566e-08,5.032053991271823e-07
1841,5.5858772718409e-08,6.356343078550708e-07
1842,7.580339200785602e-08,5.648359433507721e-07
1843,7.915260896718124e-08,5.221709216129966e-07
1844,7.793757295093684e-08,5.526981112780049e-07
1845,8.147132746216812e-08,5.686252393388713e-07
1846,9.659927258098833e-08,5.866210130989202e-07
1847,9.653870503001372e-08,5.490301759891736e-07
1848,8.045221733254948e-08,6.114368602538889e-07
1849,7.876649732452279e-08,5.614207907456148e-07
1850,1.0455053711666551e-07,4.7387192125825095e-07
1851,1.0061124555704737e-07,5.456225267153059e-07
1852,1.0547083917344935e-07,5.267031042421877e-07
1853,1.1227231766497425e-07,5.631531507788168e-07
1854,9.404152817582556e-08,6.83229870901414e-07
1855,8.331890910540096e-08,4.627649161648151e-07
1856,9.47425620179132e-08,5.663845286107971e-07
1857,1.127628569408401e-07,4.993783591089596e-07
1858,1.0423529772651818e-07,5.833261980114912e-07
1859,7.536416268827395e-08,6.049501735105878e-07
1860,9.337455447733234e-08,6.650648174399976e-07
1861,1.188422891762464e-07,6.951330533411237e-07
1862,1.0526908059138584e-07,6.921554813743569e-07
1863,9.040263648785185e-08,6.722759735566797e-07
1864,1.0116876003607445e-07,5.849568083249324e-07
1865,9.743168050135864e-08,5.756470500273281e-07
1866,1.1190909576797026e-07,5.678170396095084e-07
1867,9.657094501847041e-08,5.813668053633592e-07
1868,1.205329311915193e-07,5.379523031479039e-07
1869,1.1183258707969657e-07,5.117927912579034e-07
1870,1.238554543370185e-07,6.101028020566446e-07
1871,1.635661277532563e-07,7.00997702551831e-07
1872,1.457408700389351e-07,6.627884090448788e-07
1873,1.891577420809476e-07,6.045864324732975e-07
1874,1.451829987342279e-07,5.604183570540044e-07
1875,1.5734199132477755e-07,5.86456508244737e-07
1876,1.2212949429546427e-07,6.106474756961688e-07
1877,1.0823428264750135e-07,5.052994538345956e-07
1878,1.5580848339302733e-07,4.5232775391923496e-07
1879,1.5090033400610992e-07,6.463666295530857e-07
1880,1.4568510664503265e-07,5.14711246069055e-07
1881,1.4781715634848425e-07,4.91561763737991e-07
1882,1.4175969909047126e-07,4.8983633860189e-07
1883,1.8073309560051598e-07,5.143941734786495e-07
1884,1.5513988493864872e-07,5.294560878610355e-07
1885,1.6629740273721438e-07,5.227410611041705e-07
1886,1.239065058888933e-07,4.659401042772515e-07
1887,1.6257021684396022e-07,4.563718221106683e-07
1888,1.2934853543811187e-07,4.666692348109791e-07
1889,1.1527851739856487e-07,5.01837462252297e-07
1890,1.5664983266105992e-07,4.7060495944606373e-07
1891,1.7274136610012647e-07,3.964764800912235e-07
1892,1.2725079545639062e-07,4.5446714125318977e-07
1893,1.4718615665154644e-07,3.953703355819016e-07
1894,1.228800150521181e-07,3.5099574802188727e-07
1895,1.7273423225105944e-07,4.080620499280485e-07
1896,1.374007745358341e-07,3.927421232674533e-07
1897,1.3110105856473098e-07,4.311768009301886e-07
1898,1.4202470877133777e-07,4.973693989995809e-07
1899,1.2326499643222633e-07,3.869304805448337e-07
1900,9.603448047901253e-08,3.555871330718219e-07
1901,1.4251284263799846e-07,3.7556324627985305e-07
1902,1.0802624361705426e-07,3.6778027379114064e-07
1903,1.188048488476312e-07,4.158169701895531e-07
1904,1.3759040218275231e-07,3.0850347343402973e-07
1905,1.3830834044714635e-07,3.710585758653906e-07
1906,1.0545578188470017e-07,3.477468624168978e-07
1907,1.1725683179975022e-07,3.5279904864182754e-07
1908,1.3604547377532583e-07,4.1157440477945784e-07
1909,1.2267192717185793e-07,4.0377219079346105e-07
1910,1.2131221682754045e-07,4.1363725244991656e-07
1911,1.2449675934611548e-07,3.995600934558752e-07
1912,1.2606799115744138e-07,4.2560972701721766e-07
1913,1.0765069152762763e-07,3.8022434978302044e-07
1914,1.399619448116951e-07,4.352883422598097e-07
1915,1.661087365434355e-07,5.855038693880488e-07
1916,1.593182048509334e-07,5.581630944107019e-07
1917,1.1514745357210643e-07,5.867037202733627e-07
1918,1.263501383519383e-07,4.73238713993851e-07
1919,1.0404868711066939e-07,5.239265874479315e-07
1920,1.0449680143409523e-07,5.111256200507341e-07
1921,7.87565699322812e-08,4.664812536248064e-07
1922,8.632184744783444e-08,4.1095100300481135e-07
1923,5.201814579081088e-08,3.779277619742061e-07
1924,3.351822286390416e-08,4.731226113108278e-07
1925,2.5295808780967377e-08,4.256294801052718e-07
1926,4.346993842663238e-08,3.74510250367166e-07
1927,4.459689784130916e-08,4.7049729801074136e-07
1928,2.856510217252861e-08,4.376173876607936e-07
1929,5.013182757807044e-08,3.587210812838748e-07
1930,3.991369368350206e-08,3.644750563580601e-07
1931,5.24646406319107e-08,3.5926873920288926e-07
1932,4.164623845781534e-08,3.2111441328197543e-07
1933,4.244145035414704e-08,3.00531354469058e-07
1934,3.71428985346256e-08,3.1751187634654343e-07
1935,5.2660449334496207e-08,3.11175398337582e-07
1936,2.667437204451062e-08,3.031178721357719e-07
1937,2.8959572295761404e-08,3.172961839936761e-07
1938,4.537825049055755e-08,3.798807881594257e-07
1939,6.576441879957429e-08,2.9976339988024847e-07
1940,2.5357829613881222e-08,3.271159982887184e-07
1941,3.836953510472085e-08,4.102588491150527e-07
1942,4.247896612241675e-08,4.338922963142977e-07
1943,3.774205858952939e-08,4.1516264559504634e-07
1944,5.1410978585408884e-08,4.3056695631094044e-07
1945,4.574858669670334e-08,4.465933329811378e-07
1946,5.150808490839154e-08,4.914149940304924e-07
1947,3.933887549045778e-08,4.48224739102443e-07
1948,4.783630558335972e-08,3.6964419791729597e-07
1949,4.712163814701853e-08,3.2494298807250743e-07
1950,5.211327058773918e-08,3.19060831088791e-07
1951,2.4521223385143287e-08,2.9851923954993254e-07
1952,4.217921600879748e-08,3.2477996114721464e-07
1953,3.2321482601460616e-08,3.016671712430252e-07
1954,3.518112912104243e-08,3.351979955823481e-07
1955,4.6928040120519654e-08,2.9470808726728137e-07
1956,5.2326847965744605e-08,3.479735539713147e-07
1957,5.1243220333674344e-08,3.3926545484064263e-07
1958,5.294235772002054e-08,2.7298403892928036e-07
1959,4.727956159911173e-08,2.627503477015125e-07
1960,3.5988332314218496e-08,2.8513832717180776e-07
1961,6.253343043383097e-08,3.369857211055205e-07
1962,4.693047728210331e-08,3.354894886342663e-07
1963,4.978861101179177e-08,2.793335056594515e-07
1964,4.623815796911401e-08,3.425274144319701e-07
1965,4.760677657644763e-08,3.3871947380248457e-07
1966,6.923843187678358e-08,3.013256559825095e-07
1967,5.669885755343884e-08,3.3575585689504805e-07
1968,6.557466913914567e-08,3.4628817502380116e-07
1969,5.6771971901348195e-08,3.1338129247160396e-07
1970,8.645603344348274e-08,3.012164881965873e-07
1971,6.936836616233677e-08,3.360511868777394e-07
1972,6.566587984480066e-08,3.3602461257942196e-07
1973,5.458071644648399e-08,2.850326268344361e-07
1974,6.863197488105044e-08,2.486502808096702e-07
1975,4.740528680713396e-08,2.690107123726193e-07
1976,5.5421210731765314e-08,2.2168484292706125e-07
1977,7.463512974315023e-08,2.0333665418093005e-07
1978,5.4653441328156305e-08,2.477226530572807e-07
1979,4.9156575698816596e-08,2.492940609499783e-07
1980,6.48107203460313e-08,2.512836658752349e-07
1981,7.464148410463167e-08,2.3594299136675545e-07
1982,6.579952460672445e-08,2.0360607777547557e-07
1983,6.504775740268087e-08,2.5829643846009276e-07
1984,6.320919521130008e-08,2.3833925411054224e-07
1985,4.2108904807491854e-08,2.2979432401371014e-07
1986,7.792831024922009e-08,2.9912482091276615e-07
1987,5.010869941202145e-08,2.6765377469928353e-07
1988,5.336933028843305e-08,2.584514788850356e-07
1989,8.122420780409811e-08,2.5135599912573525e-07
1990,5.721083540244365e-08,2.3974064333742717e-07
1991,6.447611866633451e-08,2.485261347828782e-07
1992,4.573253775674857e-08,2.066229001229658e-07
1993,5.760775678709251e-08,2.409555293070298e-07
1994,7.437646587504787e-08,2.5794392399802746e-07
1995,5.802022273737606e-08,2.5051721763702517e-07
1996,6.298948562744044e-08,2.706412658426416e-07
1997,6.712852496093547e-08,2.4885503080440685e-07
1998,4.863491942508347e-08,2.722601664117974e-07
1999,6.626791559938283e-08,2.792392876926897e-07
2000,6.450326139884055e-08,2.6994172230843105e-07
2001,6.221320400512376e-08,2.3965228024280805e-07
2002,6.878517400110695e-08,2.3089037881618424e-07
2003,6.45873021731802e-08,2.3876467025729653e-07
2004,7.752432545915511e-08,2.550374063048366e-07
2005,5.1793120126042425e-08,2.4365286321881285e-07
2006,6.3415506790232e-08,2.697217951208586e-07
2007,4.2740931155416106e-08,2.923958959399897e-07
2008,4.8960555693033925e-08,2.763078441603284e-07
2009,4.911238238314297e-08,3.1517751608589606e-07
2010,4.7237928679777497e-08,2.8767900062121043e-07
2011,4.588766430724256e-08,3.0974172204878414e-07
2012,3.778720480962505e-08,3.451912391483347e-07
2013,3.960557393156705e-08,3.7262711316543573e-07
2014,3.18320445558129e-08,4.101353283658682e-07
2015,3.125371268730692e-08,3.830242292224284e-07
2016,3.562705003234967e-08,4.405740412494197e-07
2017,3.999822101308226e-08,3.609902137213794e-07
2018,4.259419950081167e-08,4.308467964619922e-07
2019,3.34179401373369e-08,4.1300492625850893e-07
