year,suis_VERB en_PRON,suis_VERB tant_ADV
1864,2.8768368576237435e-08,6.616724590458034e-08
1865,5.7894187222018445e-08,5.45993934508715e-08
1866,3.1139921974343565e-08,7.055138695477581e-08
1867,2.426405742994575e-08,7.715970440358433e-08
1868,5.5820578381826635e-08,5.977247496957716e-08
1869,4.688178378842167e-08,6.446245492952585e-08
1870,3.4404291415768284e-08,5.8487298559839473e-08
1871,3.186353225714811e-08,1.0302542108320267e-07
1872,2.7213026498884574e-08,8.163907949665372e-08
1873,2.6338419445437466e-08,1.3528369890991598e-07
1874,2.6288279997288555e-08,6.631815807622843e-08
1875,5.263805036292979e-08,7.666846357778923e-08
1876,2.1765654167893445e-08,1.0822366647289527e-07
1877,2.8450154232473324e-08,7.669171964153065e-08
1878,1.8117265909722846e-08,5.072834596830944e-08
1879,1.8938909107646396e-08,8.736335388448424e-08
1880,3.3372801855335865e-08,8.407378260244514e-08
1881,4.044054335849978e-08,4.9504802035471585e-08
1882,3.9266770945900475e-08,6.788492612486152e-08
1883,2.7805090674348776e-08,8.02556030521373e-08
1884,3.498899303622238e-08,6.667713847718915e-08
1885,1.546952527187173e-08,7.605849816627597e-08
1886,2.9040586824180536e-08,5.485444276587259e-08
1887,2.154545164501087e-08,7.116528166761782e-08
1888,2.7264643875923866e-08,5.960177773545183e-08
1889,2.7566601445982997e-08,8.332632006613494e-08
1890,2.6217545467943637e-08,6.751017878059429e-08
1891,2.2309770031370135e-08,5.16311828846483e-08
1892,2.570090096298827e-08,3.761107336686109e-08
1893,2.586534897375259e-08,4.618812354806323e-08
1894,2.1425233365235385e-08,7.309785843290229e-08
1895,3.0694934372021976e-08,7.884384700673763e-08
1896,1.4742572385095798e-08,7.960989023558795e-08
1897,2.505486740300711e-08,5.2440423559119154e-08
1898,3.8476814734345055e-08,5.4320206999136644e-08
1899,1.6582735185011188e-08,4.919544949189003e-08
1900,1.401584381888199e-08,7.423206227485935e-08
1901,1.1736351446245408e-08,6.147612907625444e-08
1902,1.86590785600238e-08,5.008489623037349e-08
1903,2.1060859278776434e-08,4.3741785304973746e-08
1904,2.0961039126632386e-08,6.019580212068831e-08
1905,7.225062603755106e-09,3.251278357652154e-08
1906,3.549487403997631e-08,5.2985100751357095e-08
1907,1.2342823652033985e-08,6.891410464504588e-08
1908,2.0136695200179133e-08,4.665819730576004e-08
1909,2.5854623053600534e-08,4.510806661528477e-08
1910,1.4963622230190765e-08,6.733630186772643e-08
1911,3.085817112946643e-08,4.9479478292369095e-08
1912,2.3963337980603683e-08,5.053138707467042e-08
1913,9.545381374209683e-09,5.7272288245258096e-08
1914,3.4153391226254826e-08,7.098548593376108e-08
1915,7.068456930880984e-09,6.125996065975414e-08
1916,8.789969641043172e-09,7.801097723358907e-08
1917,1.4256352209862655e-08,5.263883906536648e-08
1918,9.189101035644853e-09,8.385054428572403e-08
1919,1.4732557007679503e-08,6.353415216153735e-08
1920,1.817335615328375e-08,5.7548959375708364e-08
1921,2.574734203619755e-08,8.254294669995943e-08
1922,2.3609393551282665e-08,4.574319945049865e-08
1923,2.441668023323018e-08,1.0297469543729676e-07
1924,1.6759111320929776e-08,5.414482373566898e-08
1925,2.859526260223788e-08,1.055825080698014e-07
1926,4.01260994431496e-08,7.913758537370086e-08
1927,2.1183527376678057e-08,1.1260716803462856e-07
1928,2.2852082892654835e-08,6.284322751071159e-08
1929,3.8991422535161746e-08,7.464072382390441e-08
1930,1.995684684175103e-08,4.20144132817768e-08
1931,1.1405356659111021e-08,4.790249619190945e-08
1932,2.082311922890767e-08,5.589363638591749e-08
1933,2.408838994938378e-08,4.473558234963093e-08
1934,3.354842448288764e-08,3.714289675826876e-08
1935,1.3165112555668657e-08,6.582556011380802e-08
1936,1.2124714565686645e-08,5.8198629915295896e-08
1937,1.8886677000118368e-08,6.925115059175369e-08
1938,1.8151300906765755e-08,6.482607517455108e-08
1939,4.588215141154706e-09,4.7411557346777045e-08
1940,7.607348750937604e-09,9.889553354014424e-08
1941,5.9030051957620344e-09,1.2986610897769424e-07
1942,3.944475324146879e-08,6.675266206457309e-08
1943,2.322588166236983e-08,1.1903264152124393e-07
1944,2.8918675454292497e-08,1.0924833304670756e-07
1945,3.267756198965799e-08,4.357008265287732e-08
1946,4.037120149291695e-08,9.048717686255259e-08
1947,5.8412268799656886e-08,7.629357412497484e-08
1948,3.152847583010043e-08,7.066726936955092e-08
1949,2.5524220959027843e-08,6.47922533403289e-08
1950,2.0207187034770868e-08,5.8494489252325366e-08
1951,2.1322804077961166e-08,8.315893040844458e-08
1952,1.2653764258629963e-08,7.27591498161928e-08
1953,3.232148060305917e-08,6.464296120611834e-08
1954,2.8340354063516315e-08,8.502106396690579e-08
1955,1.9709776921672528e-08,4.129667274810345e-08
1956,5.05826207586324e-08,7.238547539145657e-08
1957,3.6223653410161205e-08,3.710716001137371e-08
1958,3.3088973339090444e-08,5.046068451974861e-08
1959,4.340418868764573e-08,6.820658171591276e-08
1960,2.4914999841030294e-08,6.159541499073384e-08
1961,2.4318557112490424e-08,6.531269747256374e-08
1962,3.805173776072479e-08,5.7077606641087186e-08
1963,1.939815952312074e-08,6.466053292797369e-08
1964,4.1370983028254926e-08,7.726639950078606e-08
1965,4.2134733035936733e-08,8.262785655688276e-08
1966,4.043524626240469e-08,6.480717473777986e-08
1967,3.155414851629956e-08,7.001076340884538e-08
1968,3.548218471816078e-08,7.815063440830272e-08
1969,2.7704722072030563e-08,7.085142073037787e-08
1970,2.713247759800197e-08,6.392227902551895e-08
1971,3.8537980140418426e-08,6.320228607137324e-08
1972,3.078088184338412e-08,5.284051241005727e-08
1973,3.3630541906859435e-08,6.891504966688444e-08
1974,2.6440186928766707e-08,4.500457251310763e-08
1975,3.5982324231298435e-08,4.283610266497817e-08
1976,2.628222439682304e-08,4.399415587386102e-08
1977,2.3507126911681553e-08,4.2900506258547466e-08
1978,2.613860239364385e-08,4.217819693508318e-08
1979,2.691907718954667e-08,5.383815349091492e-08
1980,1.9329513156751688e-08,5.230338473438678e-08
1981,2.6567308353264707e-08,4.680906684484398e-08
1982,1.6760256515979677e-08,4.779776929808577e-08
1983,3.4102705881444706e-08,6.125856799599205e-08
1984,3.189454744756404e-08,3.653375202361531e-08
1985,3.0679345286444004e-08,5.7749357296188464e-08
1986,2.9372978049835297e-08,7.553051517561471e-08
1987,2.5054349706010726e-08,6.049708645150531e-08
1988,3.1781734521896254e-08,4.077656612366809e-08
1989,3.1282296975021495e-08,4.390497565509577e-08
1990,2.778812091541738e-08,4.5223803368799054e-08
1991,2.5790447388818194e-08,6.213153369571955e-08
1992,2.5345743281945943e-08,5.4548447536717504e-08
1993,3.87744514829258e-08,5.040678630052753e-08
1994,3.9034457444131476e-08,6.066165525453471e-08
1995,3.2534705318720825e-08,4.771756678678685e-08
1996,3.95018808774239e-08,4.3238546965085334e-08
1997,3.835915540761903e-08,4.794894437054609e-08
1998,3.337690523963488e-08,5.292623583841305e-08
1999,4.295989053382243e-08,4.798711117359744e-08
2000,3.401884285381129e-08,4.9923755796044134e-08
2001,3.724029901119863e-08,5.607951081287865e-08
2002,4.644094664385534e-08,5.257465929275895e-08
2003,3.291868982957524e-08,4.458607349988597e-08
2004,4.801222425188101e-08,4.404791198453495e-08
2005,4.773974737748432e-08,5.899912025597587e-08
2006,5.6826879535343267e-08,4.8591100920702957e-08
2007,5.8319400197959226e-08,4.7134857794617346e-08
2008,5.108927680907982e-08,5.61982034241737e-08
2009,5.10196602743207e-08,5.3880576444953476e-08
2010,7.180165051412501e-08,6.235406857513226e-08
2011,7.494984985423336e-08,6.462512658345076e-08
2012,9.634035219585613e-08,5.719144624549699e-08
2013,9.09254751491062e-08,7.391181355842491e-08
2014,1.0848880405145422e-07,7.968838389160737e-08
2015,1.4474236675887653e-07,8.755473146493387e-08
2016,1.483079512532015e-07,9.403883893810416e-08
2017,1.662819073544597e-07,7.571990323640421e-08
2018,1.9386814276156628e-07,8.957689345834297e-08
2019,1.9438526466242223e-07,9.107026244237204e-08
