year,aux_ADP ailes_NOUN,aux_ADP tels_ADJ
1914,1.275729729854902e-06,0.0
1915,1.212240440473522e-06,1.1780761921542648e-09
1916,1.7909563680973406e-06,1.0987462051303964e-09
1917,1.5342027346321174e-06,2.1932848870420685e-09
1918,1.4886343535636115e-06,3.44591288836682e-09
1919,1.5634926704422014e-06,1.8415696745321952e-09
1920,1.2107998497157269e-06,2.2716695191604686e-09
1921,1.2956970891764286e-06,7.572747429129834e-10
1922,1.623883548518279e-06,9.591316185719734e-09
1923,1.5722218762448392e-06,0.0
1924,1.2105235374093581e-06,0.0
1925,1.5760388905050604e-06,1.3197813508725176e-08
1926,1.3408804484527082e-06,1.1146138456652466e-09
1927,1.4248709305775265e-06,1.1149224876660924e-09
1928,1.5105226225387014e-06,7.998228745975666e-09
1929,1.350217242901408e-06,4.4561625500705304e-09
1930,1.308748981188046e-06,5.251801771244402e-09
1931,1.6013121211244652e-06,1.1405356659111021e-09
1932,1.2603467496319354e-06,0.0
1933,1.1883606134688307e-06,2.2941324395731044e-09
1934,1.3515222434534735e-06,0.0
1935,1.4278162723257992e-06,0.0
1936,1.2706701113529562e-06,2.424942913137329e-09
1937,1.4832337598136291e-06,0.0
1938,1.2718874913275613e-06,0.0
1939,1.2525827060017036e-06,0.0
1940,1.3769301290267322e-06,0.0
1941,1.1038620080228156e-06,2.9515025978810172e-09
1942,1.8539033845854647e-06,0.0
1943,1.5387146206080615e-06,2.032264689866281e-08
1944,2.1046368630095458e-06,1.2852744646352221e-08
1945,1.941047102604898e-06,0.0
1946,1.2877021973167757e-06,2.7842208538686464e-09
1947,1.2481151756560394e-06,1.1920870957027319e-09
1948,1.2426567508327935e-06,1.0871887834440486e-09
1949,1.0808525985339656e-06,9.817008317369869e-10
1950,1.6676246161750896e-06,2.1270722960764488e-09
1951,1.2239289759463645e-06,1.0661401761424827e-09
1952,1.3065012467450288e-06,6.326882129314981e-09
1953,1.2670021334315607e-06,0.0
1954,1.908576280129637e-06,3.9090144454689835e-09
1955,1.4801103844774843e-06,9.385607846468247e-10
1956,1.3369510298844034e-06,1.744228317335228e-09
1957,1.2907990054600305e-06,1.7670075402875796e-09
1958,1.1672135755702584e-06,8.272243445794913e-10
1959,1.103706445348962e-06,7.750747599288843e-09
1960,9.253154331645419e-07,6.920833350854139e-10
1961,1.1256018410676916e-06,1.3896318540318475e-09
1962,1.4110852504245486e-06,3.170978146727066e-09
1963,9.084804943881863e-07,5.819448034571906e-09
1964,1.2192272436095664e-06,1.8251904432275978e-09
1965,1.0665012872834723e-06,3.830430472806512e-09
1966,1.0319295746796797e-06,2.7695373772118614e-09
1967,1.0107188224139918e-06,1.9721342336964653e-09
1968,1.2122331440878042e-06,1.7965663401398047e-09
1969,8.411335450375645e-07,2.2708788183223305e-09
1970,8.061565175410124e-07,1.3796175313274261e-09
1971,9.500896887004728e-07,2.0553589941130213e-09
1972,1.0583492837668018e-06,2.0520587451500205e-09
1973,9.736317636566127e-07,0.0
1974,7.842046780837109e-07,2.250228725575454e-09
1975,7.310694556394992e-07,5.711480177694739e-10
1976,8.8388258490113e-07,1.142705374768127e-09
1977,9.044367459409841e-07,4.7014254711541525e-09
1978,8.334649663765958e-07,1.7821774056514528e-09
1979,8.380026041976407e-07,1.1703946700691858e-09
1980,8.180932109524974e-07,2.2740602734216964e-09
1981,7.97019252374298e-07,2.5302198114474095e-09
1982,9.354705952091535e-07,3.724501262958313e-09
1983,8.721451472126773e-07,1.2630632095778083e-09
1984,7.347343782271309e-07,2.3196033982486597e-09
1985,8.848885979517718e-07,1.8046674155058895e-09
1986,9.045678659447276e-07,3.5966913891627428e-09
1987,7.77907006366263e-07,1.2221633705067347e-09
1988,9.20470981213839e-07,3.597932174415064e-09
1989,1.1673235746911814e-06,1.0976244357863152e-09
1990,9.022965947735884e-07,2.724325431913144e-09
1991,7.713688248145445e-07,6.4476117778156095e-09
1992,8.094107926126526e-07,1.1019888335184191e-09
1993,8.186948576849318e-07,0.0
1994,7.701392643610916e-07,5.274926606624319e-10
1995,7.352843152119704e-07,2.7112254663563817e-09
1996,7.051619750342297e-07,5.338092190498855e-10
1997,7.532779147112478e-07,1.917957792585412e-09
1998,7.457354254114534e-07,9.536258449571733e-10
1999,7.449428078842857e-07,1.3710603763428253e-09
2000,6.887711307967948e-07,1.3254094488601709e-09
2001,7.018701193572952e-07,4.3812117822561447e-10
2002,7.553225662704222e-07,3.504977197366088e-09
2003,7.104603305663204e-07,8.333845835650777e-10
2004,6.157898071457168e-07,8.809582507929292e-10
2005,6.354790480500583e-07,4.5037495954858286e-10
2006,7.523385043839426e-07,1.6471559671771274e-09
2007,7.381798337036116e-07,1.1983438685803094e-09
2008,7.420717382800035e-07,4.257439678578834e-10
2009,6.975865449732055e-07,1.907277002999308e-09
2010,7.435250175547026e-07,0.0
2011,8.756895653050378e-07,7.64794394481072e-10
2012,1.0280843065757495e-06,0.0
2013,1.0445272975445619e-06,8.367375126105969e-10
2014,1.129063106120043e-06,1.7323561474213989e-09
2015,1.0431203394389854e-06,1.7732603163622684e-09
2016,1.1696857313836517e-06,0.0
2017,8.809670801745995e-07,7.54683426862357e-10
2018,1.0651131527872337e-06,1.290733298020541e-09
2019,9.77283363567949e-07,5.1019755087367e-10
