year,as_VERB en_PRON,as_VERB tant_ADV
1800,1.2576657937302116e-08,1.2891074163690064e-07
1801,0.0,5.476719877606229e-08
1802,2.2378401354217203e-09,9.398928568771225e-08
1803,3.900678446910888e-09,4.6808139586573816e-08
1804,0.0,1.557266102736321e-07
1805,8.528632911009026e-09,1.421438877713399e-08
1806,2.881669125542885e-09,7.492339904047185e-08
1807,0.0,1.1103124819555887e-07
1808,0.0,4.305540457494317e-08
1809,0.0,2.4849335034105025e-08
1810,0.0,8.658469141664682e-08
1811,2.5070767684098882e-09,6.518399686683551e-08
1812,5.3344164641089264e-09,5.067695596494559e-08
1813,0.0,8.91479885467561e-08
1814,3.1466771410748606e-09,1.3530711839848664e-07
1815,5.394447111228828e-09,8.091670622434322e-08
1816,0.0,7.879853569647821e-08
1817,1.556873407970727e-09,1.0586739307427706e-07
1818,1.1921177378582115e-09,6.437435473571895e-08
1819,2.070210003424222e-09,6.417651121637391e-08
1820,7.119888678630559e-09,7.713212824000948e-08
1821,0.0,1.1143481515318854e-07
1822,0.0,1.223125138949399e-07
1823,0.0,1.0673301886754416e-07
1824,0.0,1.9368559378563077e-07
1825,3.522177216552791e-09,1.6554233184251643e-07
1826,1.4973572604048968e-08,1.2859656806085695e-07
1827,2.7651818612639545e-09,5.899054755786892e-08
1828,9.172301251858528e-10,1.0181254594954225e-07
1829,4.286587973467704e-09,5.915491385621863e-08
1830,0.0,4.696576283436116e-08
1831,0.0,8.575163690238696e-08
1832,2.705993873419743e-09,8.38858085216998e-08
1833,0.0,7.18184978154568e-08
1834,9.334530925997342e-10,1.1481473194407954e-07
1835,5.294161553592858e-09,1.3008511245971022e-07
1836,6.720750067579218e-10,1.290383977448073e-07
1837,0.0,9.045258053674843e-08
1838,5.049729523420865e-09,1.04781889831429e-07
1839,1.3982950353153e-09,1.0906700964596894e-07
1840,1.9109065441114126e-09,7.771020449354182e-08
1841,3.2102742686390684e-09,1.2520069958554814e-07
1842,6.708265054555795e-10,1.1269885646925104e-07
1843,3.5441467538532834e-09,8.801297468608027e-08
1844,5.488561272137815e-10,6.037417676907353e-08
1845,6.138250796539069e-09,1.3392546804880112e-07
1846,0.0,7.903576459966644e-08
1847,2.1572894581822766e-09,7.874106700000993e-08
1848,0.0,4.505324113779352e-08
1849,0.0,5.446619866233959e-08
1850,2.7155984128057753e-09,7.943125268639051e-08
1851,0.0,5.288539739467524e-08
1852,9.114764054629632e-09,1.490914911528307e-07
1853,0.0,6.389966955566706e-08
1854,5.195664454227256e-10,7.221973419291317e-08
1855,5.306937111981824e-10,1.1516053177729191e-07
1856,5.177189232874468e-10,8.387046790403474e-08
1857,3.905207268672939e-09,7.956860059721294e-08
1858,4.893676019968041e-10,1.2870367527284543e-07
1859,1.018434669930457e-08,1.1406468303221118e-07
1860,0.0,9.840945125461076e-08
1861,1.4147891747029462e-09,1.2167186014266917e-07
1862,1.3553959066214816e-09,1.0481728196509721e-07
1863,0.0,1.213692826240731e-07
1864,2.3973640850272204e-09,9.205877660178885e-08
1865,1.4120533631256649e-09,9.931441269372954e-08
1866,7.298419202328432e-09,8.417510599656453e-08
1867,3.396968040192405e-09,9.7056229719783e-08
1868,5.9278488784286765e-09,5.9278487896108345e-08
1869,1.4650557433881772e-09,9.376356757684334e-08
1870,2.8670243956696595e-09,7.855646799725946e-08
1871,1.0621177271019633e-09,8.709365317827178e-08
1872,4.23313739617015e-09,9.978109716257677e-08
1873,1.7958012854535355e-09,7.42264560926742e-08
1874,5.377148060148329e-09,7.05003913026303e-08
1875,3.432916173551348e-09,9.097227859911072e-08
1876,1.209202959984168e-09,7.617978781127022e-08
1877,0.0,9.029831460338755e-08
1878,3.0195443923020093e-09,7.850815109122777e-08
1879,1.221865053580018e-09,5.987138962382232e-08
1880,6.417846254436199e-10,8.728270728397547e-08
1881,0.0,8.2972839265949e-08
1882,3.3276925659464496e-09,1.0116185222841523e-07
1883,5.687405213450347e-09,7.64639978001469e-08
1884,0.0,8.054070121943369e-08
1885,6.445635691854079e-10,6.896830484492966e-08
1886,1.2906927748801422e-09,9.615661156203714e-08
1887,0.0,7.508263166755569e-08
1888,6.340614699951175e-10,5.57974075832135e-08
1889,2.5060546970934183e-09,7.330209683686917e-08
1890,0.0,5.89894781910516e-08
1891,1.9122659011827636e-09,6.182993672609882e-08
1892,1.8805537127519756e-09,4.4506439422775657e-08
1893,3.079208221734575e-09,5.7273272346947124e-08
1894,2.520615716150587e-09,6.427570298228602e-08
1895,1.2037228991346183e-09,6.680662067992671e-08
1896,5.89702897624278e-10,8.137899953908345e-08
1897,1.1653427112179315e-09,7.807796009728918e-08
1898,5.6583548957434e-10,5.771521927044887e-08
1899,5.527578395003729e-10,6.356714976618605e-08
1900,0.0,7.630848131157109e-08
1901,0.0,5.979950401524547e-08
1902,4.910283846193408e-10,4.17374117489544e-08
1903,0.0,6.318257561588325e-08
1904,1.0749250378694342e-09,6.342057901065346e-08
1905,5.160759042333041e-10,4.025391930895239e-08
1906,2.0576738091193647e-09,5.349951948119269e-08
1907,1.028568674676933e-09,5.965698335330671e-08
1908,0.0,4.862275204686739e-08
1909,5.500983557560346e-10,8.196465728360636e-08
1910,0.0,7.161161619251288e-08
1911,0.0,6.384448880680793e-08
1912,5.209421227725386e-10,6.095022797580896e-08
1913,5.30298971401777e-10,3.92421242167984e-08
1914,2.678697486047099e-09,9.37544086809794e-08
1915,0.0,4.5944972271172446e-08
1916,0.0,4.614734194774428e-08
1917,0.0,5.04455535121906e-08
1918,0.0,3.2161853624756986e-08
1919,1.8415696745321952e-09,7.09004339682906e-08
1920,1.514446346106979e-09,5.4520068459851245e-08
1921,7.572747429129834e-10,8.102839643697735e-08
1922,7.377935484775833e-10,5.976127681606158e-08
1923,0.0,1.1677543199084539e-07
1924,1.289162443462999e-09,9.797634703545555e-08
1925,0.0,1.3527758824238845e-07
1926,0.0,6.576221522891501e-08
1927,0.0,9.922810306761676e-08
1928,0.0,7.198406137831626e-08
1929,0.0,6.907051641746875e-08
1930,1.0503603542488804e-09,6.512234307365361e-08
1931,0.0,4.334035708097872e-08
1932,0.0,4.274219378430644e-08
1933,0.0,5.276504566609219e-08
1934,0.0,5.870974462141021e-08
1935,0.0,8.856530087086867e-08
1936,0.0,8.48730010716281e-08
1937,0.0,7.302848814561003e-08
1938,0.0,5.315737894306949e-08
1939,0.0,3.6705721129237645e-08
1940,0.0,6.846613587185857e-08
1941,2.9515025978810172e-09,7.37875680556499e-08
1942,3.034211770724937e-09,1.153000468434584e-07
1943,0.0,1.0741970157823744e-07
1944,0.0,7.711646787811333e-08
1945,0.0,7.406913482554955e-08
1946,0.0,7.65660743695662e-08
1947,1.1920870957027319e-09,6.198852986472048e-08
1948,2.174377566888097e-09,8.262635020628295e-08
1949,1.9634016634739737e-09,7.068246077324147e-08
1950,0.0,1.0103593695021118e-07
1951,0.0,8.422507136174318e-08
1952,0.0,8.963083075741451e-08
1953,0.0,5.710128547775639e-08
1954,6.840775057526116e-09,8.111204863325838e-08
1955,0.0,5.7252208307545516e-08
1956,0.0,7.325758843990116e-08
1957,1.7670075402875796e-09,7.509782307124624e-08
1958,0.0,6.204182767532984e-08
1959,0.0,5.658045765244424e-08
1960,3.460416619915918e-09,8.028166575968498e-08
1961,0.0,8.546236074380431e-08
1962,6.341956404476434e-10,8.751899827075249e-08
1963,6.466053248388448e-10,7.241979460559378e-08
1964,3.6503808864551957e-09,6.692365417393376e-08
1965,1.0944086747954884e-09,7.770301380105593e-08
1966,2.215629901769489e-09,7.588532469071652e-08
1967,1.9721342336964653e-09,6.655952944356613e-08
1968,0.0,8.758260605645773e-08
1969,1.3625273131978588e-09,5.94970259726324e-08
1970,1.8394900047624674e-09,6.668151542044143e-08
1971,5.138397485282553e-10,7.502060128672383e-08
1972,2.0520587451500205e-09,4.3093233870195036e-08
1973,0.0,7.222296716236087e-08
1974,1.1251143350321513e-09,5.6818272753389465e-08
1975,5.711480177694739e-10,5.6543655091445544e-08
1976,5.713526873840635e-10,3.9994688449951354e-08
1977,5.876781838942691e-10,6.464460255983795e-08
1978,1.1881182704343018e-09,5.405938097169383e-08
1979,5.851973350345929e-10,5.617894416332092e-08
1980,1.1370301367108482e-09,5.400893243745486e-08
1981,0.0,4.7441620409927054e-08
1982,0.0,6.145427278170246e-08
1983,6.315316047889041e-10,6.062703050702112e-08
1984,1.1598016991243298e-09,6.436899724349132e-08
1985,2.4062232206745193e-09,6.256180284935908e-08
1986,1.7983456945813714e-09,6.23426501533686e-08
1987,5.49973533381376e-09,5.8052759044358027e-08
1988,1.798966087207532e-09,7.79551996288319e-08
1989,1.6464366536794728e-09,8.616351721002502e-08
1990,2.179460389939436e-09,6.048002632041971e-08
1991,5.861465202094962e-10,5.1580894222524876e-08
1992,2.2039776670368383e-09,3.856960972825618e-08
1993,1.1078414852150331e-09,6.480872372094382e-08
1994,5.274926606624319e-10,7.490395859122145e-08
1995,5.422450821690461e-10,5.964695759530514e-08
1996,5.338092190498855e-10,5.604996644592575e-08
1997,9.58978896292706e-10,5.801822311468641e-08
1998,1.43043876743576e-09,7.15219385938326e-08
1999,9.140402323914998e-10,6.581089451174194e-08
2000,4.4180314962005696e-10,6.450326139884055e-08
2001,4.3812117822561447e-10,6.352757253580421e-08
2002,2.1906108038649563e-09,7.272827673432403e-08
2003,2.5001538617175356e-09,7.208776509060044e-08
2004,2.2023955992267474e-09,6.695282905866407e-08
2005,4.5037495954858286e-10,7.251036748812112e-08
2006,1.6471559671771274e-09,7.70045431863764e-08
2007,1.1983438685803094e-09,8.068848700304443e-08
2008,1.2772318758180745e-09,1.0345578260739785e-07
2009,3.337734755248789e-09,1.0585387144601555e-07
2010,3.3066551718974324e-09,1.2187385323159106e-07
2011,1.529588788962144e-09,1.1510155673022382e-07
2012,2.7234021704458655e-09,1.42978620942813e-07
2013,1.6734750252211938e-09,1.7041554656316293e-07
2014,3.4647122948427977e-09,1.736687096354217e-07
2015,1.994917786518613e-09,1.7799099794046924e-07
2016,2.0713399884186856e-09,1.8683486757709034e-07
2017,7.54683426862357e-09,1.7131313256868452e-07
2018,2.323319980845895e-09,2.238131600051929e-07
2019,4.591778068885333e-09,2.012729396483337e-07
