year,les_DET tissus_NOUN,les_DET issues_NOUN
1916,1.0234820649657195e-05,1.2086208034389756e-08
1917,1.1417144719416683e-05,2.1932848870420685e-09
1918,1.0446859619150928e-05,1.1486376294556067e-09
1919,8.429785566477221e-06,0.0
1920,9.134383276432345e-06,7.572231730534895e-10
1921,1.0657127802460309e-05,2.2718242842501013e-09
1922,1.0405102216282103e-05,7.377935484775833e-10
1923,7.520337561572887e-06,0.0
1924,9.292283095874154e-06,1.289162443462999e-09
1925,8.921722098875762e-06,2.1996355847875293e-09
1926,9.460841909003648e-06,2.229227691330493e-09
1927,9.426669350887096e-06,4.4596899506643695e-09
1928,9.373924171995895e-06,2.2852082448565625e-09
1929,8.876675565261394e-06,1.1140406375176326e-09
1930,9.418581328191067e-06,0.0
1931,9.085506746941974e-06,0.0
1932,8.225132660300005e-06,0.0
1933,9.405942762441555e-06,1.1470662197865522e-09
1934,9.072452655800589e-06,1.1981580172459871e-09
1935,1.0187403177042142e-05,3.590485242455088e-09
1936,1.1149887484407373e-05,1.333718602225531e-08
1937,1.0127036603080342e-05,0.0
1938,1.1137119315662858e-05,2.5930428915188486e-09
1939,9.742309771354485e-06,0.0
1940,8.783951898294617e-06,0.0
1941,8.898780322397215e-06,0.0
1942,9.251311951175012e-06,0.0
1943,7.774863831855328e-06,2.9032352077962287e-09
1944,8.183985187315557e-06,0.0
1945,6.833966978092576e-06,0.0
1946,8.280272652427811e-06,9.744772988540262e-09
1947,7.178748433034343e-06,1.1920870957027319e-09
1948,9.37374130671742e-06,1.0871887834440486e-09
1949,7.726967396592954e-06,1.9634016634739737e-09
1950,7.087405037964345e-06,1.0635361480382244e-09
1951,7.954471755056147e-06,1.0661401761424827e-09
1952,8.189094444333023e-06,3.163441175679793e-09
1953,7.665578209525847e-06,1.0773827385790469e-09
1954,7.757439050237736e-06,9.772536113672459e-10
1955,7.769406124680245e-06,2.815682353940474e-09
1956,7.643208590479844e-06,1.744228317335228e-09
1957,7.413480119566884e-06,1.7670075402875796e-09
1958,7.0297523961926345e-06,8.272243445794913e-10
1959,8.279349003714742e-06,3.1002992395556817e-09
1960,6.702134839997598e-06,0.0
1961,6.56878978588793e-06,6.948159270159238e-10
1962,5.3874919103691354e-06,1.2683912808952869e-09
1963,6.620592102990486e-06,6.466053248388448e-10
1964,5.7152798547122075e-06,6.083968329129164e-10
1965,5.21321587143575e-06,0.0
1966,5.479806446828661e-06,0.0
1967,4.891878830903806e-06,4.930335584241163e-10
1968,5.127400470428256e-06,1.7965663401398047e-09
1969,4.379617053018592e-06,2.2708788738334817e-09
1970,5.288533827751962e-06,4.5987250119061684e-10
1971,4.116370234896749e-06,1.541519245584766e-09
1972,4.065128479169289e-06,2.0520587451500205e-09
1973,4.1519935507494665e-06,2.205281512956958e-09
1974,3.4872919627559895e-06,0.0
1975,3.621649682372663e-06,1.1422960355389478e-09
1976,3.4469707657081017e-06,1.7140580066410394e-09
1977,3.5813109491300565e-06,1.1753563677885381e-09
1978,3.1502956261419968e-06,1.7821774056514528e-09
1979,3.482509271179879e-06,1.1703946700691858e-09
1980,3.1353607141682005e-06,5.685150683554241e-10
1981,3.1969326244052354e-06,0.0
1982,3.0944398474730406e-06,6.207502289967692e-10
1983,3.275754352216609e-06,1.89459470334441e-09
1984,2.7754054627848745e-06,0.0
1985,2.9121317055569307e-06,6.015558051686298e-10
1986,3.3659036091648886e-06,0.0
1987,3.0994062001354905e-06,1.2221633705067347e-09
1988,3.17937278282443e-06,1.1993107618124554e-09
1989,2.586552085404037e-06,5.488122178931576e-10
1990,2.8725288956366057e-06,5.44865097484859e-10
1991,2.746682696397329e-06,5.861465202094962e-10
1992,2.7703998881634107e-06,5.509944167592096e-10
1993,2.7806820810383215e-06,2.7696037130375828e-09
1994,2.565196737691622e-06,1.0549853213248639e-09
1995,2.5452984857565752e-06,5.422450821690461e-10
1996,2.5131738823347405e-06,0.0
1997,2.3849804904330085e-06,4.79489448146353e-10
1998,2.2424512025054355e-06,0.0
1999,2.2339143441740816e-06,9.140402323914998e-10
2000,2.371599407524627e-06,8.836062992401139e-10
2001,2.390827361864467e-06,4.3812117822561447e-10
2002,2.270787007319086e-06,0.0
2003,2.374312728647965e-06,0.0
2004,2.8005662926489094e-06,4.404791253964646e-10
2005,2.676128104894815e-06,0.0
2006,2.6078596420120448e-06,2.0589450144825605e-09
2007,2.76857365122396e-06,7.988958938831558e-10
2008,3.0172474083656198e-06,0.0
2009,3.2242518841485435e-06,9.53638501499654e-10
2010,3.0610179635459644e-06,4.723793023408973e-10
2011,3.8748308384128904e-06,1.529588788962144e-09
2012,3.854975858530452e-06,0.0
2013,2.8256625341782637e-06,5.578250084070646e-10
2014,2.5723322778503643e-06,0.0
2015,2.936740798986648e-06,6.649726186358507e-10
2016,2.61630961517767e-06,6.214020409345267e-10
2017,2.8454080336359766e-06,0.0
2018,2.862846571360933e-06,0.0
2019,2.6639965824415412e-06,1.53059265262101e-09
