year,meilleures_ADJ huiles_NOUN,meilleures_ADJ tuiles_NOUN
1800,3.458580977167003e-08,3.144164484325529e-09
1801,4.7623650800687756e-08,4.7623651688866175e-09
1802,2.2378401354217203e-09,0.0
1803,2.9255089017965474e-08,0.0
1804,2.4718509461507665e-09,0.0
1805,5.401467717547348e-08,0.0
1806,0.0,0.0
1807,1.4234775136401367e-08,0.0
1808,4.5321479902327155e-09,0.0
1809,2.259030518203531e-09,0.0
1810,4.680253518074551e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,2.1577788444915313e-08,0.0
1816,2.3176038865813098e-09,2.3176038865813098e-09
1817,1.556873407970727e-09,0.0
1818,1.1921177378582115e-09,0.0
1819,1.035105001712111e-09,0.0
1820,1.1866481131050932e-09,0.0
1821,4.930744257336528e-09,0.0
1822,1.0025615893027862e-08,0.0
1823,1.2847492847356534e-08,0.0
1824,1.0947446504872005e-08,8.421112696055388e-10
1825,2.4655239627691117e-08,0.0
1826,1.2331177856594877e-08,0.0
1827,9.217273055917019e-10,9.217273055917019e-10
1828,8.255071293206129e-09,6.420610709767516e-09
1829,0.0,0.0
1830,4.174734336004349e-09,0.0
1831,1.2472964883158966e-08,0.0
1832,0.0,0.0
1833,2.3167257001688313e-09,5.791814139399776e-09
1834,0.0,0.0
1835,1.0588323107185715e-08,0.0
1836,4.704525213838906e-09,0.0
1837,4.87052354003481e-09,2.0873671680021744e-09
1838,1.0730675015224733e-08,6.312161904276081e-10
1839,7.690622361167243e-09,1.3982950353153e-09
1840,3.821813088222825e-09,6.369688665408546e-10
1841,5.1364388298225094e-09,1.926164561183441e-09
1842,1.341653010911159e-09,4.695785538189057e-09
1843,1.2995204023980023e-08,1.7720733769266417e-09
1844,1.2074834465636286e-08,0.0
1845,4.464182357111213e-09,0.0
1846,1.7563503984519002e-09,0.0
1847,4.853901280910122e-09,6.47186837454683e-09
1848,3.218088684420195e-09,0.0
1849,3.3517659758786067e-09,0.0
1850,1.425689166723032e-08,0.0
1851,9.674158363282004e-09,2.579775504329973e-09
1852,9.114764054629632e-09,1.3021090872200602e-09
1853,1.1943863675867306e-08,0.0
1854,4.1565315633818045e-09,1.0391328908454511e-09
1855,3.237231638308913e-08,1.0613874223963649e-09
1856,1.9155599773057475e-08,0.0
1857,6.8341128311999455e-09,0.0
1858,1.6149130033227266e-08,0.0
1859,3.5645213447565993e-09,0.0
1860,2.288591982591015e-09,0.0
1861,1.4619487842537637e-08,2.8295783494058924e-09
1862,4.517986429419807e-09,0.0
1863,4.994620717013731e-09,0.0
1864,1.0068928801842958e-08,0.0
1865,1.1767110841276462e-08,0.0
1866,2.919367858567057e-09,9.731225825149181e-10
1867,9.7056229719783e-10,1.455843445796745e-09
1868,2.321740844024589e-08,0.0
1869,2.9301114867763545e-09,0.0
1870,2.2936195165357276e-09,1.1468097582678638e-09
1871,2.1242354542039266e-09,0.0
1872,6.047339518033823e-09,0.0
1873,4.190203295451056e-09,0.0
1874,4.779687312606029e-09,0.0
1875,5.149374260327022e-09,0.0
1876,0.0,0.0
1877,9.27722432209066e-09,0.0
1878,4.831270938865373e-09,6.039088673581716e-10
1879,1.0996785704264767e-08,6.10932526790009e-10
1880,8.984985200299889e-09,0.0
1881,2.091752326904839e-09,0.0
1882,3.9932310791357395e-09,6.655385131892899e-10
1883,5.0554711528150165e-09,0.0
1884,1.2543224237049344e-08,0.0
1885,8.379326565943757e-09,0.0
1886,1.613365974151293e-08,0.0
1887,9.793386546164129e-09,1.3057849246322917e-09
1888,6.340614699951175e-09,1.268122939990235e-09
1889,4.385595886446936e-09,0.0
1890,4.5880703680722945e-09,0.0
1891,1.211101796627645e-08,1.2748440081367107e-09
1892,5.014809900671935e-09,0.0
1893,1.1700991287000306e-08,0.0
1894,5.041231432301174e-09,6.301539290376468e-10
1895,1.444467478961542e-08,0.0
1896,5.897029087265082e-09,0.0
1897,9.905413378419325e-09,5.826713556089658e-10
1898,5.6583546736987955e-09,0.0
1899,3.3165470370022376e-09,0.0
1900,1.1939421895590385e-08,0.0
1901,1.3412973842719111e-08,0.0
1902,9.820567470342212e-09,0.0
1903,5.400220270956879e-10,0.0
1904,5.374625189347171e-09,0.0
1905,6.192911072844254e-09,0.0
1906,8.745113966313056e-09,0.0
1907,9.771402353919711e-09,1.028568674676933e-09
1908,7.858222517143076e-09,0.0
1909,1.2102163715610459e-08,0.0
1910,7.481810726517324e-09,0.0
1911,2.128149656499545e-09,0.0
1912,1.40654377034366e-08,0.0
1913,7.954484182448596e-09,0.0
1914,6.696743604095445e-09,0.0
1915,3.534228465440492e-09,0.0
1916,6.592477230782379e-09,0.0
1917,7.676496771580332e-09,0.0
1918,1.4932290071101306e-08,0.0
1919,2.762354567309444e-09,0.0
1920,9.843901693784574e-09,0.0
1921,9.087297137000405e-09,0.0
1922,2.951174193910333e-09,0.0
1923,5.307974060286824e-09,0.0
1924,3.867487219366694e-09,0.0
1925,1.2097995494286806e-08,0.0
1926,1.2260752413340015e-08,0.0
1927,2.1183527820767267e-08,0.0
1928,1.2568645679778001e-08,0.0
1929,1.0026365515614089e-08,0.0
1930,5.2518016602221e-09,0.0
1931,5.7026783295555106e-09,0.0
1932,8.767629289252454e-09,0.0
1933,3.4411986593596566e-09,0.0
1934,1.4377896206951846e-08,0.0
1935,1.196828414151696e-08,0.0
1936,1.4549657478823974e-08,0.0
1937,8.813782592653752e-09,0.0
1938,2.3337385357535823e-08,0.0
1939,3.058810094103137e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,8.854508237732261e-09,0.0
1942,6.068423541449874e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,2.6142048525912287e-08,0.0
1946,8.352662561605939e-09,0.0
1947,1.0728784083369192e-08,0.0
1948,7.610321262063735e-09,1.0871887834440486e-09
1949,1.1780409536754632e-08,0.0
1950,5.317680518146517e-09,0.0
