year,des_DET août_NOUN,des_DET toutes_ADJ
1800,6.288328968651058e-09,1.5720822421627645e-08
1801,0.0,0.0
1802,0.0,1.3427040812530322e-08
1803,0.0,3.900678446910888e-09
1804,0.0,1.2359254508709228e-08
1805,2.842877711017877e-09,5.685755422035754e-09
1806,1.152667650217154e-08,8.645007376628655e-09
1807,0.0,8.540865348294346e-09
1808,4.5321479902327155e-09,1.1330369975581789e-08
1809,2.259030518203531e-09,6.7770915546105925e-09
1810,0.0,7.020380277111826e-09
1811,0.0,2.5070767684098882e-09
1812,2.6672082320544632e-09,2.6672082320544632e-09
1813,0.0,2.8757416448144113e-09
1814,0.0,1.5733385705374303e-08
1815,0.0,1.0788894000413052e-08
1816,0.0,6.952811659743929e-09
1817,0.0,6.22749374290521e-09
1818,1.1921177378582115e-09,1.6689648552059566e-08
1819,0.0,9.315945126431302e-09
1820,0.0,9.493184904840746e-09
1821,0.0,2.0709125747586654e-08
1822,0.0,3.0076847679083585e-09
1823,9.882686891060644e-10,3.9530747564242574e-09
1824,0.0,3.789500802042767e-08
1825,0.0,8.805443263426582e-09
1826,0.0,1.4973573492227388e-08
1827,0.0,7.373818444733615e-09
1828,9.172301251858528e-10,2.7516904310687096e-09
1829,2.571952872898464e-09,4.286588084490006e-09
1830,0.0,4.174734336004349e-09
1831,1.5591206103948707e-09,4.677361609140007e-09
1832,0.0,1.3529969367098715e-09
1833,0.0,1.2741991017861665e-08
1834,3.733812370398937e-09,9.334531370086552e-09
1835,0.0,6.050470346963266e-09
1836,0.0,4.0324500405475305e-09
1837,6.957890930081589e-10,4.174734558048954e-09
1838,0.0,6.312161682231476e-09
1839,6.9914751765765e-10,1.6080393017148253e-08
1840,0.0,1.0828470564661075e-08
1841,0.0,7.704658244733764e-09
1842,6.708265054555795e-10,4.695785538189057e-09
1843,5.906911071384968e-10,7.088293285661962e-09
1844,1.097712254427563e-09,5.488561216626664e-09
1845,1.674068439427856e-09,1.1160455670733427e-08
1846,0.0,2.9272506640865004e-09
1847,5.393223645455691e-10,7.550513103637968e-09
1848,0.0,6.43617736884039e-09
1849,0.0,1.1731181359664333e-08
1850,0.0,4.752297222410107e-09
1851,0.0,3.8696632564949596e-09
1852,2.6042181744401205e-09,5.859490892490271e-09
1853,5.971931837933653e-10,4.180352286553557e-09
1854,5.195664454227256e-10,8.832629405652881e-09
1855,1.0613874223963649e-09,1.4859423913549108e-08
1856,0.0,7.765783571755946e-09
1857,4.881509085841174e-10,4.3933582327682075e-09
1858,0.0,7.34051397444091e-09
1859,0.0,1.5276520048956854e-09
1860,0.0,8.238930954140855e-09
1861,4.715963730639317e-10,7.073945706981277e-09
1862,9.035972525772706e-10,3.6143890935758094e-09
1863,0.0,6.992469381295052e-09
1864,9.589455896019672e-10,8.151037400594419e-09
1865,4.706844358715045e-10,8.472320012220536e-09
1866,0.0,5.352174092809747e-09
1867,4.85281148598915e-10,9.7056229719783e-09
1868,4.93987406535723e-10,8.397785911107292e-09
1869,0.0,1.1232094254687297e-08
1870,0.0,4.587239033071455e-09
1871,0.0,8.496941816815706e-09
1872,1.8142017887967654e-09,1.0885210843802895e-08
1873,0.0,5.9860045809045914e-09
1874,5.974609140757536e-10,6.572069999322139e-09
1875,5.721527140956084e-10,9.72659597309189e-09
1876,1.209202959984168e-09,1.3301232115736639e-08
1877,0.0,1.917292968833806e-08
1878,0.0,1.3889904171282552e-08
1879,0.0,7.942122737247814e-09
1880,0.0,5.134277003548959e-09
1881,0.0,1.1156011725521608e-08
1882,0.0,9.317538962605454e-09
1883,0.0,8.847074184359371e-09
1884,0.0,1.1883054540362536e-08
1885,0.0,1.3535834786360113e-08
1886,1.2906927748801422e-09,9.680196200179125e-09
1887,0.0,8.487601899087593e-09
1888,1.268122939990235e-09,9.510921605837552e-09
1889,1.8795409673089125e-09,1.0650732185091272e-08
1890,6.554386478008212e-10,1.0487018031746231e-08
1891,6.374220040683554e-10,1.7210394442912502e-08
1892,1.2537024751679837e-09,1.6924983636812385e-08
1893,6.158416554491453e-10,9.853466542697475e-09
1894,0.0,1.7014156084016463e-08
1895,0.0,1.8055842598840854e-08
1896,1.769108692872834e-09,1.7101384197637515e-08
1897,1.1653427112179315e-09,1.2818770045441852e-08
1898,0.0,1.4145887461403106e-08
1899,1.1055156790007459e-09,1.2713430308508578e-08
1900,2.07642125715779e-09,9.863001193544108e-09
1901,0.0,2.235495527580511e-08
1902,0.0,1.865907894860186e-08
1903,5.400220270956879e-10,1.6200660590826033e-08
1904,0.0,5.374625189347171e-09
1905,0.0,1.5482277349043727e-08
1906,1.0288369045596824e-09,1.8004645552238685e-08
1907,5.142843373384665e-10,1.6971383132169393e-08
1908,4.911389073214423e-10,2.2101250385375693e-08
1909,5.500983557560346e-10,1.4302557138634597e-08
1910,1.6032452032632705e-09,2.885841421385038e-08
1911,0.0,3.9902804949143444e-08
1912,5.209421227725386e-10,2.135862686714063e-08
1913,5.30298971401777e-10,3.3408836808135334e-08
1914,1.3393487430235496e-09,1.808120814184022e-08
1915,0.0,8.246533234057551e-09
1916,0.0,7.69122321386817e-09
1917,0.0,2.741606075495895e-08
1918,3.44591288836682e-09,3.6756403254400993e-08
1919,0.0,2.3019621597786255e-08
1920,1.514446346106979e-09,1.2115570768855832e-08
1921,0.0,1.2873670629520717e-08
1922,7.377935484775833e-10,1.844483915602879e-08
1923,1.0615948120573648e-09,2.229349105320466e-08
1924,0.0,2.8361574311297488e-08
1925,0.0,3.849362206764795e-08
1926,0.0,3.678225624081932e-08
1927,1.1149224876660924e-09,3.790736535780326e-08
1928,1.1426041224282812e-09,1.828166551476329e-08
1929,0.0,2.562293510699476e-08
1930,0.0,2.9410089696924047e-08
1931,0.0,3.193499775733244e-08
1932,0.0,3.287861050083052e-08
1933,0.0,1.491186085722518e-08
1934,0.0,2.3963160344919743e-08
1935,0.0,2.393656917121234e-08
1936,0.0,2.5461900143852745e-08
1937,0.0,1.888667711114067e-08
1938,0.0,1.1668693344901726e-08
1939,0.0,3.211750598808294e-08
1940,0.0,2.02862628917444e-08
1941,0.0,2.3612021227137348e-08
1942,0.0,4.5513175450651033e-08
1943,0.0,3.774205858952939e-08
1944,0.0,2.2492303131116387e-08
1945,0.0,2.3963545370264683e-08
1946,1.3921104269343232e-09,2.3665878146061914e-08
1947,2.3841741914054637e-09,2.0265480848991047e-08
1948,0.0,3.696441708278542e-08
1949,0.0,2.5524221403117053e-08
1950,0.0,2.1270722072586068e-08
1951,2.1322803522849654e-09,1.2793682224732095e-08
1952,3.1634410646574906e-09,1.687168627029223e-08
1953,0.0,3.3398865451061965e-08
1954,0.0,2.8340354951694735e-08
1955,0.0,2.0648338150408563e-08
1956,0.0,3.401245285417076e-08
1957,8.835037701437898e-10,2.915562513639003e-08
1958,0.0,1.3235589513271862e-08
1959,1.5501495642666896e-09,2.945284249822322e-08
1960,6.920833350854139e-10,2.768333268177159e-08
1961,0.0,2.223410960899841e-08
1962,0.0,2.7904608845830126e-08
1963,1.2932106496776896e-09,4.267594988505152e-08
1964,6.083968329129164e-10,1.88603014872335e-08
1965,1.0944086747954884e-09,2.5718604690361246e-08
1966,0.0,2.8803189056070266e-08
1967,4.930335584241163e-10,3.500538253708996e-08
1968,0.0,2.4253646202510026e-08
1969,0.0,2.2708788571801364e-08
