year,des_DET août_NOUN,des_DET toutes_ADJ
1970,0.0,2.9431839382310088e-08
1971,0.0,2.569198720436816e-08
1972,5.130146862875051e-10,2.5137719017465088e-08
1973,5.513203782392395e-10,2.8117338735089703e-08
1974,0.0,2.981553076653043e-08
1975,0.0,1.599214449754527e-08
1976,0.0,3.199574982737374e-08
1977,0.0,3.467301268322842e-08
1978,0.0,3.86138433450256e-08
1979,0.0,2.925986652968504e-08
1980,0.0,2.89942694298162e-08
1981,0.0,2.59347531228471e-08
1982,6.207502289967692e-10,2.2967758583902764e-08
1983,0.0,3.03135170298674e-08
1984,5.799008495621649e-10,3.073474597048431e-08
1985,0.0,2.225756545737312e-08
1986,5.994485463567401e-10,3.776525903109729e-08
1987,0.0,3.6664899838445564e-08
1988,0.0,2.398621534727141e-08
1989,0.0,1.8659615408367358e-08
1990,5.44865097484859e-10,2.6153524457228627e-08
1991,0.0,2.579044766637395e-08
1992,0.0,2.9202704976416527e-08
1993,0.0,3.545092802648142e-08
1994,5.274926606624319e-10,3.1122066479483124e-08
1995,1.0844901643380922e-09,3.6872665087894774e-08
1996,0.0,2.88256969405154e-08
1997,0.0,4.507200801473488e-08
1998,0.0,3.2900091984089386e-08
1999,0.0,2.92492877695949e-08
2000,0.0,3.092622047340399e-08
2001,1.3143635346768434e-09,3.110660412586341e-08
2002,8.76244299341522e-10,3.154479494282825e-08
2003,1.2500769308587678e-09,3.5002153397911684e-08
2004,4.404791253964646e-10,2.6428747024187516e-08
2005,4.5037495954858286e-10,3.287737160295734e-08
2006,4.1178899179428186e-10,3.3354909056981796e-08
2007,7.988958938831558e-10,3.195583567205951e-08
2008,4.257439678578834e-10,3.95941900932506e-08
2009,0.0,3.480780530473737e-08
2010,0.0,4.156937755128709e-08
2011,0.0,3.8622118392339644e-08
2012,0.0,3.7446781453454037e-08
2013,2.789125042035323e-10,2.6775600625583706e-08
2014,0.0,3.876146950632098e-08
2015,0.0,3.502189041548753e-08
2016,0.0,2.9205895035744334e-08
2017,7.54683426862357e-10,4.125602492965896e-08
2018,0.0,3.3300920687651114e-08
2019,1.02039510174734e-09,3.571382800604539e-08
