year,autres_ADJ eaux_NOUN,autres_ADJ taux_NOUN
1953,8.726799904934524e-08,6.895249837768347e-08
1954,8.013479657620337e-08,4.1044653453781166e-08
1955,1.6800238711311977e-07,8.447046839776817e-08
1956,6.715278999536167e-08,5.494319044174745e-08
1957,1.3075856486466364e-07,3.534015108330735e-08
1958,1.1829308022015539e-07,4.9633459009434944e-08
1959,1.007597205671118e-07,3.642851353902188e-08
1960,6.713208478004162e-08,5.121416690734293e-08
1961,8.754680891343014e-08,5.0721564004430064e-08
1962,1.179603899004178e-07,6.65905419694468e-08
1963,6.595374202333915e-08,6.336732105705067e-08
1964,9.490990748872719e-08,4.623815919035934e-08
1965,1.0451602605598964e-07,3.720989499855776e-08
1966,7.92087675449693e-08,8.142439844593952e-08
1967,9.712761084301746e-08,4.9303356841612356e-08
1968,6.871866276014771e-08,8.62351819674867e-08
1969,1.3125679743097862e-07,7.630153403548334e-08
1970,1.4026110761733435e-07,9.059488015328299e-08
1971,7.913131838677145e-08,1.3565369150203566e-07
1972,8.516043692452513e-08,1.0978514591863942e-07
1973,1.0530219185511669e-07,1.1412332034943518e-07
1974,1.125114366118396e-07,1.226374626295268e-07
1975,1.1137386479731504e-07,1.7191555334861164e-07
1976,8.798831174772204e-08,1.3712464186355078e-07
1977,1.1812331734972759e-07,1.1636027880124189e-07
1978,9.029698588847168e-08,8.910887072666185e-08
1979,8.777959692451986e-08,1.3049900837724948e-07
1980,1.5293055355414253e-07,7.78865666406503e-08
1981,8.982280519376218e-08,1.1385989195922264e-07
1982,6.642027727821187e-08,1.0987279153162888e-07
1983,7.957298464589257e-08,1.294639808691045e-07
1984,9.162433656229041e-08,1.25258585115251e-07
1985,8.782714644439693e-08,8.241314519707998e-08
1986,9.351397523005289e-08,8.632058667856768e-08
1987,8.860684630462856e-08,1.0449497189757295e-07
1988,7.675588875599715e-08,1.0913728115680144e-07
1989,1.0043263642955935e-07,8.726114608670343e-08
1990,7.519138023326377e-08,1.0624869256625757e-07
1991,6.388997064732393e-08,1.1840159785947435e-07
1992,7.107828281505135e-08,1.476665029698232e-07
1993,6.370088811991081e-08,8.58577168805219e-08
1994,7.226649501035354e-08,7.912389760056371e-08
1995,8.784370209014014e-08,9.05549308871656e-08
1996,8.274042784250923e-08,1.1690422163646019e-07
1997,7.575933125281153e-08,7.719780159565204e-08
1998,5.149579607177657e-08,3.337690390736725e-08
1999,6.718195777466462e-08,3.4276508631414515e-08
2000,7.113030875416371e-08,3.843687368387805e-08
2001,4.9945814595275806e-08,7.448059946568719e-08
2002,6.002273522653923e-08,2.2650914849320358e-07
2003,6.250384387840313e-08,6.750415049161518e-08
2004,4.492887129003975e-08,6.298851540353922e-08
2005,7.16096195674254e-08,3.2426996976475664e-08
2006,4.570857825569874e-08,3.747279736510123e-08
2007,5.23276817432361e-08,3.435252232675268e-08
2008,5.364373834026992e-08,4.001993403335291e-08
2009,4.1483275481368764e-08,2.9085973629605633e-08
2010,5.0544585405987164e-08,2.928751752229175e-08
2011,4.244608931003313e-08,2.7914995398559128e-08
2012,5.855314810787604e-08,2.1787217280300197e-08
2013,4.267361219945087e-08,1.8408225888055796e-08
2014,4.850597079553154e-08,1.883937304769656e-08
2015,4.255824848087286e-08,2.083580810663399e-08
2016,5.0126427453278666e-08,2.2784740122405722e-08
2017,4.5029441508859236e-08,2.188581876838569e-08
2018,4.1561612817986315e-08,1.6005094083393345e-08
2019,4.030560774026526e-08,1.5561025412669238e-08
