year,autres_ADJ eaux_NOUN,autres_ADJ taux_NOUN
1800,3.6157891258881136e-07,6.288328968651058e-09
1801,4.690929813477851e-07,1.4287095506659853e-08
1802,4.430923468135006e-07,4.475680270843441e-09
1803,4.661310697429144e-07,5.851017448321727e-09
1804,3.1392505661642645e-07,0.0
1805,3.5251684948889306e-07,8.528632911009026e-09
1806,2.507052272449073e-07,5.76333825108577e-09
1807,4.5551280436484376e-07,8.540865792383556e-09
1808,3.7163613342272583e-07,4.5321479902327155e-09
1809,3.95330346236733e-07,6.7770917766551975e-09
1810,4.0250179722534085e-07,4.680253518074551e-09
1811,3.93611060189869e-07,1.0028306629550343e-08
1812,2.0804223765935603e-07,5.3344164641089264e-09
1813,2.3581081620704936e-07,2.0130190847567064e-08
1814,3.8704129678990284e-07,6.293354282149721e-09
1815,5.475363877849304e-07,8.091670666843243e-09
1816,3.221469455638726e-07,4.6352077731626196e-09
1817,2.9424907665998035e-07,0.0
1818,2.944530876902718e-07,4.768470951432846e-09
1819,1.418093802385556e-07,4.140420006848444e-09
1820,2.75302369345809e-07,2.3732962262101864e-09
1821,1.64686852599516e-07,0.0
1822,4.3811940031446284e-07,0.0
1823,1.7492355652848346e-07,2.964806067318193e-09
1824,1.4652735558229324e-07,2.5263338088166165e-09
1825,1.6730341201309784e-07,8.805443041381977e-10
1826,2.395771616647835e-07,1.7615968683770689e-09
1827,2.497880871032976e-07,9.217273055917019e-10
1828,2.017906268747538e-07,1.2841221419535032e-08
1829,3.1720750826025323e-07,5.143905745796928e-09
1830,2.6092089910889626e-07,4.174734336004349e-09
1831,3.2117884529725416e-07,1.5591206103948707e-09
1832,2.3948047100930125e-07,5.411987746839486e-09
1833,4.888291300630954e-07,8.108539617524002e-09
1834,2.3616362909706368e-07,1.8669061851994684e-09
1835,2.4201881387853064e-07,2.2689263801112247e-09
1836,2.022945722046643e-07,2.016224964762614e-09
1837,3.4302402696084755e-07,1.3915781860163179e-09
1838,2.745790368408052e-07,6.312161904276081e-10
1839,2.195323247633496e-07,6.9914749545318955e-09
1840,1.745294753163762e-07,2.547875410652267e-09
1841,3.1332277217188675e-07,3.2102742686390684e-09
1842,2.2875184413351235e-07,4.024959032733477e-09
1843,1.8193286166479083e-07,4.7255288571079745e-09
1844,2.952845932213677e-07,5.488561272137815e-10
1845,1.975400749643086e-07,2.7901139176833567e-09
1846,2.494017508070101e-07,1.7563503984519002e-09
1847,1.3213397664912918e-07,1.6179670936367074e-09
1848,2.156119478513574e-07,6.43617736884039e-09
1849,2.379753851755595e-07,8.379414939696517e-10
1850,1.4867900688386726e-07,3.394498016007219e-09
1851,1.8703372006712016e-07,1.9348316282474798e-09
1852,2.070353417593651e-07,7.161599979710331e-09
1853,2.0125409605498135e-07,4.180352064508952e-09
1854,2.5043101459232275e-07,1.4028294081924741e-08
1855,2.3987354325072374e-07,3.1841622671890946e-09
1856,2.619657664126862e-07,5.694908100650764e-09
1857,2.260138671772438e-07,1.4644527812635033e-09
1858,2.0406629630542739e-07,2.9362056119808244e-09
1859,2.933091991508263e-07,2.036869339860914e-09
1860,2.7600418661677395e-07,1.373155145145688e-09
1861,1.9288292207875202e-07,7.073945873514731e-09
1862,1.8840002269371325e-07,6.776979422085105e-09
1863,1.62325179076106e-07,2.4973103585068657e-09
1864,3.509740906793013e-07,2.876836879828204e-09
1865,1.6897571697427338e-07,5.648213063924601e-09
1866,2.228450739494292e-07,9.731225825149181e-10
1867,1.4558435168510186e-07,4.85281148598915e-10
1868,2.1834243568719103e-07,9.87974813071446e-10
1869,1.802018516627868e-07,4.883519144627257e-10
1870,1.9782468996254465e-07,1.7202146374017957e-09
1871,1.7524942563795776e-07,1.0621177271019633e-09
1872,1.5844028666833765e-07,1.8142017887967654e-09
1873,2.5141218884527916e-07,5.9860045809045914e-09
1874,1.9357733549441036e-07,4.779687312606029e-09
1875,1.6821289250401605e-07,2.8607636259891933e-09
1876,1.7956664066787198e-07,1.813804439976252e-09
1877,1.9667714923343738e-07,4.9478527941460015e-09
1878,1.2923649705953721e-07,6.039088784604019e-09
1879,1.3135048959611595e-07,4.27652757650776e-09
1880,2.387438939877029e-07,6.417846254436199e-10
1881,1.6176217343399912e-07,1.2550514016940184e-08
1882,1.6705016037121823e-07,7.320923423037584e-09
1883,1.8262889511788671e-07,8.21514056781325e-09
1884,1.577805619490391e-07,6.601696966868076e-10
1885,2.6298192778995144e-07,5.156508553483263e-09
1886,2.1619104018100188e-07,6.453463874400711e-10
1887,1.730165024582675e-07,2.6115698492645834e-09
1888,2.1241059755539027e-07,6.340614699951175e-10
1889,1.5349584714385855e-07,3.759081934617825e-09
1890,1.4419650540276052e-07,3.9326319978272295e-09
1891,1.2557212869523937e-07,8.286486163910922e-09
1892,1.9495072933750635e-07,6.268512375839919e-09
1893,1.9337427659138484e-07,1.1700991287000306e-08
1894,1.7203201707616245e-07,4.411077725308132e-09
1895,1.474560491487864e-07,4.213029924926559e-09
1896,1.9342255086485238e-07,6.48673198488936e-09
1897,1.3692776690277242e-07,2.9133566670225264e-09
1898,1.9181823063263437e-07,3.960848538042683e-09
1899,2.4542447363273823e-07,3.3165470370022376e-09
1900,1.4586859720111534e-07,4.671947717582725e-09
1901,1.654266696959894e-07,5.58873880507349e-09
1902,1.4436234607728693e-07,1.0802624572647801e-08
1903,1.657867585436179e-07,7.560307935250421e-09
1904,1.6715084427687543e-07,6.987012746151322e-09
1905,1.3882441862733685e-07,7.2250627702885595e-09
1906,1.548399524153865e-07,5.658602919567102e-09
1907,1.594281400230102e-07,4.6285588695127444e-09
1908,1.2327586773608346e-07,8.349361202419914e-09
1909,1.0671907801906855e-07,1.7053048750881317e-08
1910,1.7101282878684287e-07,7.481810726517324e-09
1911,1.4897047151407605e-07,4.25629931299909e-09
1912,1.672224243520759e-07,8.856016142644307e-09
1913,2.036348121237097e-07,6.893886794756554e-09
1914,1.2857748288297444e-07,2.0090231700464756e-09
1915,1.2958838624399505e-07,2.0027295377644805e-08
1916,1.2415831918133335e-07,5.493730803607377e-09
1917,1.6449637030291342e-07,1.2063066989753679e-08
1918,1.1256648946300629e-07,1.6080926812378493e-08
1919,1.1878124439590465e-07,4.603924352863942e-09
1920,1.2191293308205786e-07,9.086678076641874e-09
1921,1.2797943327313988e-07,5.300923255902035e-09
1922,1.2321152098593302e-07,2.2133805899215986e-09
1923,1.2208340649522142e-07,6.369568872344189e-09
1924,1.3149457345207338e-07,3.867487219366694e-09
1925,1.033828738172815e-07,5.499089184013428e-09
1926,9.808601930672012e-08,1.114613823460786e-08
1927,1.1929670051813446e-07,1.6723836537835268e-08
1928,1.3254208397484035e-07,3.999114284169991e-08
1929,1.4259720160225697e-07,3.007909676888687e-08
1930,1.575540551357335e-07,2.941009036305786e-08
1931,1.6651820544666407e-07,2.6232321204133768e-08
1932,1.6658495383126137e-07,2.520693342944469e-08
1933,1.2961848483428184e-07,1.1470662641954732e-08
1934,1.0783422510485252e-07,2.516131836216573e-08
1935,8.976213194955562e-08,1.0771455727365264e-08
1936,9.093535879856063e-08,2.424942913137329e-08
1937,8.687871400070435e-08,3.1477795481293924e-08
1938,2.618973269363778e-07,3.370955758974503e-08
1939,1.4223466848761745e-07,4.282334131744392e-08
1940,2.0539842182643042e-07,2.5357829613881222e-08
1941,9.149658097840074e-08,4.7224041566096275e-08
1942,6.978687139280737e-08,1.8205270180260413e-08
1943,1.3645205854118103e-07,8.709705845433291e-09
1944,9.318240046241044e-08,2.5705489292704442e-08
1945,6.317661416233022e-08,1.5249527862692958e-08
1946,7.79581839083221e-08,3.7586982415405146e-08
1947,9.894323227399582e-08,2.8610090296865565e-08
1948,5.544662684542345e-08,2.5005341797168512e-08
1949,9.031647607571358e-08,5.006674341778705e-08
1950,8.933703554703243e-08,2.5524867552917385e-08
1951,1.1194472193665206e-07,5.757156851249334e-08
1952,1.1810180211568877e-07,4.53426582947003e-08
