year,longues_ADJ erreurs_NOUN,longues_ADJ terreurs_NOUN
1968,2.110965446888713e-08,0.0
1969,1.407944960618579e-08,9.083515606356229e-10
1970,1.609553734738256e-08,4.5987250119061684e-10
1971,1.2332153964678128e-08,2.569198631618974e-09
1972,8.721249500354133e-09,5.130146862875051e-10
1973,4.410563025913916e-09,0.0
1974,2.2502286700643026e-09,0.0
1975,5.140332159925265e-09,0.0
1976,3.9994687561772935e-09,0.0
1977,7.639816779203557e-09,1.1753563677885381e-09
1978,6.534650598410963e-09,5.940591352171509e-10
1979,9.363157360553487e-09,5.851973350345929e-10
1980,1.193881615790815e-08,0.0
1981,4.427884725544118e-09,6.325549528618524e-10
1982,1.3035754697909852e-08,0.0
1983,5.68378455412244e-09,0.0
1984,8.118611560803402e-09,2.3196033982486597e-09
1985,1.0828004270990732e-08,0.0
1986,8.392279760016663e-09,2.3977941854269602e-09
1987,8.555143260480236e-09,6.110816852533674e-10
1988,8.994830658082265e-09,5.996553809062277e-10
1989,4.939309850016116e-09,5.488122178931576e-10
1990,1.3076762783725826e-08,0.0
1991,2.9307325455363298e-09,5.861465202094962e-10
1992,9.366905473484621e-09,0.0
1993,1.661762283333701e-09,0.0
1994,7.912389854425328e-09,0.0
1995,4.337960657352369e-09,0.0
1996,1.3345230698291743e-08,2.6690460952494277e-09
1997,5.753873377756236e-09,1.438468344439059e-09
1998,6.198567881199324e-09,0.0
1999,5.941261704833778e-09,0.0
2000,5.3016377954406835e-09,8.836062992401139e-10
2001,3.066848330846028e-09,0.0
2002,4.81934359086722e-09,0.0
2003,4.583615265119079e-09,4.1669229178253886e-10
2004,3.9643119897903034e-09,4.404791253964646e-10
2005,6.7556245042510454e-09,4.5037495954858286e-10
2006,1.1941880373456115e-08,4.1178899179428186e-10
2007,3.1955835755326234e-09,7.988958938831558e-10
2008,5.5346713878634546e-09,0.0
2009,1.430457752249481e-09,0.0
2010,5.196172381261022e-09,0.0
2011,3.4415748029203996e-09,0.0
2012,4.765953853791416e-09,3.404252713057332e-10
2013,6.9728125495771565e-09,0.0
2014,1.4725027419615344e-08,2.1654451842767486e-10
2015,1.2412821881468972e-08,1.10828768384863e-09
2016,1.0770968117412849e-08,8.285360175719347e-10
2017,4.779661555431858e-09,0.0
2018,7.228107001822082e-09,0.0
2019,1.9642605764147447e-08,5.1019755087367e-10
