year,grosses_ADJ erreurs_NOUN,grosses_ADJ terreurs_NOUN
1800,2.2009151834367913e-08,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,1.3652374342143503e-08,0.0
1804,2.4718509461507665e-09,0.0
1805,2.842877711017877e-09,0.0
1806,1.4408345627714425e-08,0.0
1807,1.4234775136401367e-08,0.0
1808,2.2660739951163578e-09,0.0
1809,0.0,0.0
1810,9.360507036149102e-09,0.0
1811,0.0,0.0
1812,5.3344164641089264e-09,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,4.670620334934483e-09,0.0
1818,4.768470951432846e-09,0.0
1819,1.3456364911235141e-08,0.0
1820,2.610625848831205e-08,0.0
1821,1.97229765852569e-09,0.0
1822,9.023054303725075e-09,0.0
1823,7.906149512848515e-09,0.0
1824,3.3684450784221553e-09,0.0
1825,7.924898959288385e-09,0.0
1826,2.7304752237000685e-08,0.0
1827,5.530363722527909e-09,0.0
1828,2.7516904310687096e-08,0.0
1829,2.3147574523818548e-08,0.0
1830,4.174734336004349e-09,0.0
1831,2.182768810143898e-08,0.0
1832,1.8941957335982806e-08,0.0
1833,5.791814139399776e-09,0.0
1834,5.600718555598405e-09,0.0
1835,1.1344631900556124e-08,0.0
1836,1.344150035720304e-08,0.0
1837,5.5663127440652715e-09,0.0
1838,8.2058102535143e-09,0.0
1839,5.5931801412612e-09,0.0
1840,6.3696887764308485e-09,0.0
1841,1.2841097074556274e-09,0.0
1842,4.695785538189057e-09,0.0
1843,1.1223130869097986e-08,0.0
1844,2.25031016043431e-08,0.0
1845,1.785672942844485e-08,0.0
1846,2.0490753982471688e-08,5.854501328173001e-10
1847,1.5640349459999925e-08,3.235934187273415e-09
1848,3.137636639394259e-08,0.0
1849,3.267971848686102e-08,0.0
1850,4.752297400045791e-08,0.0
1851,2.7087642351375507e-08,0.0
1852,1.6927417689771573e-08,0.0
1853,4.001194398028929e-08,0.0
1854,4.8839247313026135e-08,0.0
1855,2.5473298137512757e-08,0.0
1856,2.3815070804289462e-08,0.0
1857,2.9777204701986193e-08,0.0
1858,1.761723389392955e-08,0.0
1859,5.550468884507609e-08,0.0
1860,3.204028686809579e-08,0.0
1861,2.3108222890755314e-08,0.0
1862,4.292087041335435e-08,0.0
1863,4.894728533599846e-08,0.0
1864,4.2193605054308136e-08,0.0
1865,6.82492427017678e-08,4.706844358715045e-10
1866,4.476363812955242e-08,0.0
1867,6.163070764841905e-08,0.0
1868,5.4832600682175325e-08,0.0
1869,5.811387637777443e-08,3.4184632902167778e-09
1870,2.981705193860762e-08,0.0
1871,3.504988654867702e-08,0.0
1872,4.233137573805834e-08,0.0
1873,6.46488516053978e-08,0.0
1874,7.946230340394322e-08,0.0
1875,6.40811066432434e-08,5.149374260327022e-09
1876,8.403960549685507e-08,3.627608879952504e-09
1877,8.967982978447253e-08,0.0
1878,6.824170384334138e-08,0.0
1879,1.0569132768978307e-07,1.221865053580018e-09
1880,8.599914025353428e-08,0.0
1881,1.0458761323661747e-07,0.0
1882,6.855047018916594e-08,0.0
1883,9.542201695467156e-08,6.319338941018771e-10
1884,8.31813835588946e-08,0.0
1885,8.572695264774666e-08,0.0
1886,9.615661156203714e-08,0.0
1887,6.137189245691843e-08,6.528924623161458e-10
1888,7.989174832800927e-08,0.0
1889,1.2404970561874507e-07,1.2530273485467092e-09
1890,1.1994526971648156e-07,0.0
1891,1.1664822352486226e-07,0.0
1892,1.5107114847978664e-07,0.0
1893,1.0284555429507236e-07,0.0
1894,1.1657847664992005e-07,0.0
1895,8.365874037963295e-08,0.0
1896,1.161714706654493e-07,0.0
1897,1.246916667696496e-07,0.0
1898,1.1373293062888479e-07,0.0
1899,1.1994845294793777e-07,0.0
1900,1.3704379853152204e-07,0.0
1901,9.333194128657851e-08,0.0
1902,8.740305190713116e-08,0.0
1903,9.612391949076482e-08,0.0
1904,1.4941457493478083e-07,0.0
1905,1.3005113430608617e-07,0.0
1906,1.414650796505157e-07,0.0
1907,1.429710465572498e-07,5.142843373384665e-10
1908,1.075594227017973e-07,0.0
1909,1.4742636267328635e-07,2.7504918342913243e-09
1910,1.2558754747260537e-07,0.0
1911,1.197084174009433e-07,0.0
1912,9.585335192241473e-08,5.2094213387476884e-09
1913,1.3628682893340738e-07,1.590896969716482e-09
1914,8.370929549528228e-08,0.0
1915,1.6257450852208422e-07,0.0
1916,1.219608236624481e-07,0.0
1917,1.030843890248434e-07,0.0
1918,1.4013379256994085e-07,0.0
1919,1.418008679365812e-07,0.0
1920,1.0525402416305951e-07,0.0
1921,1.1889213169524737e-07,0.0
1922,1.0993123567004659e-07,0.0
1923,9.554353397334125e-08,0.0
1924,1.3922954167355783e-07,0.0
1925,1.033828738172815e-07,0.0
1926,1.2037828867050848e-07,0.0
1927,1.0480271583901413e-07,0.0
1928,1.2340125010723568e-07,0.0
1929,1.0137770090068443e-07,0.0
1930,9.348207186121726e-08,0.0
1931,9.92266038224443e-08,0.0
1932,1.3041848490047414e-07,0.0
1933,1.066771559976587e-07,0.0
1934,9.70508011732818e-08,0.0
1935,1.1728918281050937e-07,0.0
1936,7.274828561776303e-08,0.0
1937,1.0324716726017868e-07,0.0
1938,8.68669403075728e-08,0.0
1939,1.2847002039961808e-07,0.0
1940,7.86092684279538e-08,0.0
1941,1.1806010036252701e-07,0.0
1942,1.3957374278561474e-07,0.0
1943,1.2483911859817454e-07,0.0
1944,8.996921252446555e-08,0.0
1945,1.241747327185294e-07,0.0
1946,7.099762910911522e-08,0.0
1947,6.675687558299614e-08,0.0
1948,8.697510622823756e-08,0.0
1949,7.264586088240321e-08,0.0
1950,9.359118280372059e-08,0.0
1951,8.315893040844458e-08,0.0
1952,6.748674508116892e-08,0.0
1953,7.326202933199966e-08,0.0
1954,7.818029246209335e-08,0.0
1955,8.25933454962069e-08,0.0
1956,8.197873313520176e-08,0.0
1957,7.509782307124624e-08,0.0
1958,9.34763519921944e-08,8.272243445794913e-10
1959,8.448315469422596e-08,0.0
1960,6.782416761552668e-08,0.0
1961,6.94815938118154e-08,0.0
1962,7.483508568384423e-08,0.0
1963,5.4314845954195334e-08,0.0
1964,6.266487417860844e-08,0.0
1965,7.9344630421474e-08,0.0
1966,5.095948907296588e-08,0.0
1967,6.55734666565877e-08,0.0
1968,5.344784881344822e-08,0.0
1969,5.0867686951505675e-08,9.083515606356229e-10
1970,4.690699384468644e-08,0.0
1971,6.217460679636133e-08,0.0
1972,4.771036543615992e-08,0.0
1973,4.796487118596815e-08,0.0
1974,3.7691329168865195e-08,0.0
1975,4.397839603598186e-08,0.0
1976,4.399415587386102e-08,0.0
1977,5.7592462354705276e-08,1.1753563677885381e-09
1978,2.8514838490423244e-08,0.0
1979,3.6282234106010947e-08,0.0
1980,4.60497204812782e-08,0.0
1981,4.1116070548241623e-08,1.2651099057237047e-09
1982,4.6556266397601576e-08,0.0
1983,3.599730291625747e-08,0.0
1984,2.7835241667162336e-08,0.0
1985,3.7296459254321235e-08,0.0
1986,3.7765257587807355e-08,0.0
1987,4.5831125561335284e-08,0.0
1988,2.878345739532051e-08,0.0
1989,2.908704743731505e-08,0.0
1990,3.923028657482064e-08,0.0
1991,2.8135033858234237e-08,0.0
1992,3.250866953408149e-08,0.0
1993,2.7696037463442735e-08,0.0
1994,3.270454485004848e-08,0.0
1995,2.8196744494835002e-08,0.0
1996,3.6299027783570637e-08,0.0
1997,3.6441196726855196e-08,0.0
1998,3.146965354972053e-08,0.0
1999,4.067479153491149e-08,0.0
2000,3.49024489310068e-08,0.0
2001,3.592593600387772e-08,0.0
2002,3.198291764761052e-08,0.0
2003,2.8335076507346457e-08,0.0
2004,3.523832958762796e-08,0.0
2005,3.1075870765562286e-08,0.0
2006,3.211954080484247e-08,0.0
2007,2.995859560428471e-08,3.994479469415779e-10
2008,3.746546894944913e-08,0.0
2009,3.290052674742583e-08,0.0
2010,4.440365586333428e-08,0.0
2011,5.124122282040844e-08,0.0
2012,5.004251590889908e-08,0.0
2013,4.6578389145679466e-08,2.789125042035323e-10
2014,4.309235990263005e-08,8.661780737106994e-10
2015,4.8543000730205677e-08,0.0
2016,4.909075812520314e-08,0.0
2017,4.8551299869359354e-08,1.2578056374223934e-09
2018,5.008045533827499e-08,7.744400121190154e-10
2019,5.1529951861084555e-08,5.1019755087367e-10
