year,trop_ADV écrit_VERB,trop_ADV décrit_VERB
1913,2.9166443482608884e-08,1.060597942803554e-09
1914,1.808120764223986e-08,0.0
1915,2.3561524287174507e-08,0.0
1916,3.29623865980011e-08,0.0
1917,3.180263163926611e-08,0.0
1918,2.8715941624568586e-08,0.0
1919,1.5653341733923298e-08,0.0
1920,4.846228307542333e-08,0.0
1921,3.710646367949266e-08,0.0
1922,5.3858929760508545e-08,0.0
1923,2.1231896241147297e-08,4.246379248229459e-09
1924,3.867487308184536e-08,2.578324886925998e-09
1925,2.3096173862313663e-08,1.0998177923937646e-09
1926,2.8979959765251806e-08,0.0
1927,3.2332753363562006e-08,3.3447675740205796e-09
1928,5.0274582719112004e-08,3.4278122562625413e-09
1929,5.124586976990031e-08,2.2280812750352652e-09
1930,2.10072066408884e-08,1.0503603542488804e-09
1931,3.9918749195066994e-08,1.1405356659111021e-09
1932,2.1919072779041926e-08,0.0
1933,2.2941325283909464e-08,0.0
1934,2.036868629318178e-08,1.1981580172459871e-09
1935,3.590485420090772e-08,0.0
1936,2.66743711563322e-08,4.849885826274658e-09
1937,2.392312481447334e-08,5.0364472592434595e-09
1938,4.797129449229942e-08,6.482607339819424e-09
1939,1.3764645423464117e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,3.246652724442356e-08,2.9515025978810172e-09
1942,1.517105907566929e-08,3.034211770724937e-09
1943,2.6129116648121453e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,2.3963544037997053e-08,0.0
1946,4.1763314584386535e-08,0.0
1947,5.364391952866754e-08,2.3841741914054637e-09
1948,5.435943961629164e-08,0.0
1949,2.6505922789965553e-08,0.0
1950,2.0207187034770868e-08,0.0
1951,3.731490494374157e-08,5.330700769690111e-09
1952,4.428817490520487e-08,2.1089607837865287e-09
1953,3.770839640537815e-08,1.0773827385790469e-09
1954,2.9317607896928166e-08,0.0
1955,4.974372203037092e-08,0.0
1956,5.232685040823526e-08,2.616342476002842e-09
1957,3.445664731316356e-08,0.0
1958,3.557064687242928e-08,1.6544486891589827e-09
1959,4.417926291466756e-08,1.5501495642666896e-09
1960,3.737250153790228e-08,0.0
1961,3.960450811746341e-08,0.0
1962,3.361236977639237e-08,0.0
1963,3.297687101166957e-08,3.2330267352165265e-09
1964,2.6161064425878067e-08,0.0
1965,3.228505462971043e-08,5.472043373977442e-10
1966,2.76953731059848e-08,0.0
1967,3.747054933000982e-08,1.4791006197611978e-09
1968,3.5482184301827147e-08,3.5931326802796093e-09
1969,3.3609008909252225e-08,3.1792304344691047e-09
1970,3.357069289222636e-08,0.0
1971,3.134422499329048e-08,5.138397485282553e-10
1972,3.847610230423015e-08,4.104117490300041e-09
1973,2.3155456219114967e-08,0.0
1974,1.800182936051442e-08,0.0
1975,2.3988217634496323e-08,0.0
1976,3.8851982964160925e-08,5.713526873840635e-10
1977,3.937443793233797e-08,1.1753563677885381e-09
1978,3.029701645118621e-08,4.158414057542359e-09
1979,3.101546042216796e-08,1.1703946700691858e-09
1980,3.809050852510154e-08,1.7055452605774235e-09
1981,2.5302197670384885e-08,2.5302198114474095e-09
1982,2.7313010519947056e-08,1.2415004579935385e-09
1983,3.2839643893112225e-08,5.052252838311233e-09
1984,3.7113654371978555e-08,5.799008495621649e-10
1985,2.8874678648094232e-08,6.015558051686298e-10
1986,4.495863947795442e-08,1.1988970927134801e-09
1987,2.5665430669619127e-08,0.0
1988,3.418035632307692e-08,0.0
1989,3.4026356843241956e-08,3.2928733073589456e-09
1990,2.8332985735346483e-08,5.44865097484859e-10
1991,3.634108480810028e-08,1.7584396161396398e-09
1992,2.975369817193041e-08,5.509944167592096e-10
1993,3.323524566667402e-08,0.0
1994,3.0594573985354145e-08,0.0
1995,2.548551947256783e-08,0.0
1996,2.1886178203089912e-08,0.0
1997,3.4043750929413363e-08,1.438468344439059e-09
1998,2.9085589048349902e-08,0.0
1999,2.696418732739403e-08,0.0
2000,2.474097726690161e-08,2.6508188977203417e-09
2001,3.504969470213837e-08,0.0
2002,2.8477940006155222e-08,8.76244299341522e-10
2003,2.6251614215766494e-08,1.6667691671301554e-09
2004,2.4666830356068203e-08,2.642874807889939e-09
2005,1.7564623533417034e-08,0.0
2006,3.417848759568187e-08,0.0
2007,2.676301313897511e-08,7.988958938831558e-10
2008,2.2138685551453818e-08,2.554463751636149e-09
2009,2.336414262060771e-08,9.53638501499654e-10
2010,2.267420740054149e-08,0.0
2011,1.7972668686638826e-08,7.64794394481072e-10
2012,1.974466634635519e-08,1.0212758416727752e-09
2013,2.147626254611623e-08,0.0
2014,4.5257802838705175e-08,4.330890368553497e-10
2015,1.8619234154471087e-08,2.2165753954528356e-10
2016,1.864206033985738e-08,4.1426800878596737e-10
2017,1.5596789637584152e-08,0.0
2018,1.987729447705533e-08,0.0
2019,3.086695343768042e-08,2.55098775436835e-10
