year,beaucoup_ADV écrire_VERB,beaucoup_ADV décrire_VERB
1911,2.500575924102577e-08,0.0
1912,1.82329742415277e-08,0.0
1913,1.3257474229533273e-08,1.060597942803554e-09
1914,1.4732836284281348e-08,2.0090231700464756e-09
1915,2.8273827723523937e-08,0.0
1916,4.394984820521586e-09,0.0
1917,2.0836205649743533e-08,0.0
1918,2.2972752589112133e-08,0.0
1919,2.8544329566670967e-08,0.0
1920,9.843901693784574e-09,0.0
1921,1.5902768879527684e-08,0.0
1922,1.1066902949607993e-08,0.0
1923,1.1677542488541803e-08,0.0
1924,1.933743654092268e-08,0.0
1925,7.698724324711748e-09,0.0
1926,2.3406890647947876e-08,1.1146138456652466e-09
1927,2.5643217327342427e-08,1.1149224876660924e-09
1928,1.2568645679778001e-08,0.0
1929,2.785101571589621e-08,1.1140406375176326e-09
1930,5.2518016602221e-09,0.0
1931,4.5621426636444085e-09,0.0
1932,9.863582839386709e-09,0.0
1933,4.588264879146209e-09,0.0
1934,1.9170528275935794e-08,0.0
1935,8.377798899061872e-09,1.196828414151696e-09
1936,1.4549657478823974e-08,0.0
1937,1.0072894518486919e-08,0.0
1938,6.482607339819424e-09,0.0
1939,7.647025235257843e-09,0.0
1940,1.5214697057785997e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,2.730790527039062e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,2.832055301382752e-08,0.0
1946,2.0881657292193267e-08,0.0
1947,1.907339353124371e-08,0.0
1948,1.9569398546082084e-08,0.0
1949,1.1780409536754632e-08,0.0
1950,1.3825969702452312e-08,0.0
1951,2.5587365115598004e-08,0.0
1952,1.7926167217297007e-08,0.0
1953,1.2928593307037772e-08,0.0
1954,8.795282724349818e-09,9.772536113672459e-10
1955,9.385607846468247e-09,1.8771215692936494e-09
1956,1.657016923672927e-08,8.72114158667614e-10
1957,2.03205861026845e-08,0.0
1958,2.0680609225109947e-08,0.0
1959,2.325224279786653e-08,0.0
1960,1.1073333361366622e-08,0.0
1961,1.459113452284555e-08,2.08444772553662e-09
1962,1.3952304200870458e-08,6.341956404476434e-10
1963,1.5518526907953856e-08,0.0
1964,1.520992043424485e-08,0.0
1965,1.91521518644322e-08,0.0
1966,1.5509408868297214e-08,0.0
1967,1.232583901611406e-08,0.0
1968,2.110965446888713e-08,0.0
1969,8.629339909305145e-09,0.0
1970,1.6555409487750694e-08,4.5987250119061684e-10
1971,1.5415192677892264e-08,0.0
1972,2.0520587895589415e-08,0.0
1973,1.268036875501366e-08,0.0
1974,1.406392957647995e-08,5.625571675160757e-10
1975,1.8276736568623164e-08,3.998036124386317e-09
1976,1.314111219841152e-08,0.0
1977,1.5279633558407113e-08,5.876781838942691e-10
1978,1.841583241457556e-08,0.0
1979,1.9896710057309974e-08,5.851973350345929e-10
1980,1.0233271119375331e-08,0.0
1981,1.644642821929665e-08,0.0
1982,1.0552754226011984e-08,6.207502289967692e-10
1983,1.1999100379966876e-08,6.315316047889041e-10
1984,1.275781880138993e-08,0.0
1985,1.0226449020933615e-08,0.0
1986,1.978180286243969e-08,0.0
1987,1.5277041853778428e-08,6.110816852533674e-10
1988,1.5591039570495013e-08,5.996553809062277e-10
1989,1.7561990972581043e-08,0.0
1990,2.7243254763220648e-08,0.0
1991,1.52398094144246e-08,0.0
1992,2.2039776226279173e-08,0.0
1993,1.883330469354405e-08,0.0
1994,2.004472143823932e-08,3.164955852952289e-09
1995,2.4401028753118226e-08,0.0
1996,2.2419987644184403e-08,0.0
1997,1.1507746755512471e-08,0.0
1998,2.43174582692518e-08,0.0
1999,2.102292562256025e-08,0.0
2000,3.004261373007466e-08,4.4180314962005696e-10
2001,1.5334240544007116e-08,8.762423564512289e-10
2002,1.8839251936242363e-08,0.0
2003,2.083461403401543e-08,8.333845835650777e-10
2004,1.9381081628466745e-08,0.0
2005,1.8014997493764895e-08,4.5037495954858286e-10
2006,2.3471972809829822e-08,8.235779835885637e-10
2007,1.8774054311165855e-08,7.988958938831558e-10
2008,2.0435710013089192e-08,4.257439678578834e-10
2009,1.3827758493789588e-08,4.76819250749827e-10
2010,2.220182793166714e-08,0.0
2011,1.911985947344874e-08,0.0
2012,1.7702113552786614e-08,0.0
2013,2.1755175438897822e-08,0.0
2014,2.1004817440939405e-08,1.2992671383216248e-09
2015,2.1944096317838557e-08,6.649726325136385e-10
2016,2.1334802369210593e-08,2.0713400439298368e-10
2017,2.3143623906207722e-08,5.031222660711876e-10
2018,2.1426172835958823e-08,7.744400121190154e-10
2019,1.7601815116563557e-08,0.0
