year,beaucoup_ADV eu_VERB,beaucoup_ADV dû_VERB
1899,6.633094074004475e-09,5.527578395003729e-09
1900,1.2977633190303095e-08,5.191053142894475e-10
1901,7.824234593556412e-09,9.500856101851696e-09
1902,9.329538919189417e-09,8.347482705062248e-09
1903,7.020286574288548e-09,5.400220270956879e-09
1904,8.061937784020756e-09,1.0211787859759625e-08
1905,1.0837593933388234e-08,5.160759042333041e-10
1906,6.173021205313489e-09,3.0865106026567446e-09
1907,9.257117739025489e-09,5.65712765521198e-09
1908,6.384805573134145e-09,7.858222517143076e-09
1909,8.251475058784763e-09,9.901770070541716e-09
1910,4.809735720812114e-09,4.809735720812114e-09
1911,7.448523575703803e-09,5.3203743632934675e-09
1912,5.2094213387476884e-09,3.646594803896619e-09
1913,7.42418571064718e-09,4.242391771214216e-09
1914,6.027069510139427e-09,4.68772043404897e-09
1915,7.068456930880984e-09,7.068456930880984e-09
1916,2.197492410260793e-09,4.394984820521586e-09
1917,1.5352993543160665e-08,1.315970976634162e-08
1918,1.1486376294556067e-08,1.1486376294556067e-09
1919,5.524709134618888e-09,6.4454939163738345e-09
1920,6.815008557481406e-09,5.300562211374427e-09
1921,8.330022005509363e-09,3.0290989716519334e-09
1922,1.0329110011753073e-08,2.951174193910333e-09
1923,9.554353752605493e-09,3.1847844361720945e-09
1924,7.734974438733389e-09,1.289162443462999e-09
1925,1.0998178368026856e-08,5.499089184013428e-09
1926,1.2260752413340015e-08,6.687683296036084e-09
1927,3.3447675740205796e-09,3.3447675740205796e-09
1928,1.2568645679778001e-08,6.8556245125250825e-09
1929,1.3368487650211591e-08,8.912325100141061e-09
1930,5.2518016602221e-09,1.6805765667982087e-08
1931,5.7026783295555106e-09,1.1405356659111021e-09
1932,3.287861094491973e-09,3.287861094491973e-09
1933,9.176529758292418e-09,1.0323596200123575e-08
1934,9.585264137967897e-09,5.990790086229936e-09
1935,8.377798899061872e-09,1.196828414151696e-09
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,5.0364472592434595e-09,3.777335333410292e-09
1938,5.186085783037697e-09,6.482607339819424e-09
1939,9.176430282309411e-09,0.0
1940,0.0,2.5357829169792012e-09
1941,1.1806010391524069e-08,1.1806010391524069e-08
1942,0.0,3.034211770724937e-09
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,0.0,0.0
1945,8.714016175304096e-09,6.535512131478072e-09
1946,2.7842208538686464e-09,2.7842208538686464e-09
1947,4.7683483828109274e-09,2.3841741914054637e-09
1948,7.610321262063735e-09,4.348755133776194e-09
1949,4.908504269707237e-09,5.890204768377316e-09
1950,3.190608444114673e-09,1.0635361480382244e-09
1951,9.595261474260042e-09,3.1984206394497505e-09
1952,3.1634410646574906e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,0.0
1954,9.772536113672459e-10,3.9090144454689835e-09
1955,5.631364707880948e-09,0.0
1956,2.616342476002842e-09,4.360570571293465e-09
1957,1.1485549400447326e-08,2.6505113659425206e-09
1958,1.6544486891589827e-09,1.6544486891589827e-09
1959,5.425523585955716e-09,1.5501495642666896e-09
1960,9.689166802218097e-09,7.612916519406099e-09
1961,6.25334317660986e-09,1.3896318540318475e-09
1962,4.43936931660005e-09,5.7077609305622445e-09
1963,6.466053248388448e-10,4.526237162849611e-09
1964,5.475571551727398e-09,3.041984220075733e-09
1965,7.660860390501512e-09,3.830430195250756e-09
1966,6.6468897053084675e-09,3.8773522170743036e-09
1967,1.4791006197611978e-09,1.4791006197611978e-09
1968,4.940557296606585e-09,4.042274071025531e-09
1969,6.358460868938209e-09,9.083515273289322e-09
1970,7.3579600190498695e-09,1.3796175313274261e-09
1971,5.138397263237948e-09,5.652237344833111e-09
1972,4.6171320100540925e-09,4.104117490300041e-09
1973,8.821126051827832e-09,2.205281512956958e-09
1974,8.438357568252286e-09,0.0
1975,6.282628195464213e-09,2.2845920710778955e-09
1976,6.8562320265641574e-09,5.142174241967723e-09
1977,3.526069214387917e-09,1.7630346071939584e-09
1978,4.752473081737207e-09,5.346532105932056e-09
1979,7.607565244427406e-09,2.3407893401383717e-09
1980,5.116635559687666e-09,4.548120546843393e-09
1981,5.69299452024552e-09,3.1627747087981106e-09
1982,1.2415004579935385e-09,1.8622506869903077e-09
1983,1.0104505676622466e-08,5.68378455412244e-09
1984,8.118611560803402e-09,3.479405208395292e-09
1985,7.218669662023558e-09,7.218669662023558e-09
1986,5.395036861699509e-09,5.994485352545098e-09
1987,7.332980445085013e-09,4.277571630240118e-09
1988,4.797243047249822e-09,3.597932174415064e-09
1989,4.390497743145261e-09,7.134558721588746e-09
1990,5.993515905799995e-09,4.358920779878872e-09
1991,5.2753188484189195e-09,7.6199047072123e-09
1992,7.162927584403178e-09,2.7549720282848966e-09
1993,1.2186256448387667e-08,4.4313659408601325e-09
1994,8.439882570598911e-09,4.2199412852994556e-09
1995,8.675921314704738e-09,1.0302656505700725e-08
1996,9.60856638698715e-09,8.007138063703678e-09
1997,6.233362714880286e-09,3.835915585170824e-09
1998,1.2873949017944142e-08,4.7681290027412615e-09
1999,8.683382013430219e-09,4.113180906983871e-09
2000,9.719669513685858e-09,2.2090156370779823e-09
2001,7.0099388516098315e-09,4.381211837767296e-09
2002,3.9430991805033955e-09,4.81934359086722e-09
2003,7.083769126836614e-09,7.083769126836614e-09
2004,8.80958239690699e-09,7.488145215006625e-09
2005,1.0358624180639708e-08,4.053374524914943e-09
2006,8.64756888319107e-09,3.294311934354255e-09
2007,1.078509459517818e-08,1.5977917877663117e-09
2008,1.1495087548496485e-08,6.3861596011349775e-09
2009,1.2397300963584712e-08,3.337734755248789e-09
2010,1.2754241218715379e-08,9.447586046817946e-10
2011,1.4913490886669933e-08,5.353560705856353e-09
2012,1.6680838044180746e-08,4.425528388196653e-09
2013,1.7013663367038134e-08,3.3469500504423877e-09
2014,2.3603352161671864e-08,2.165445156521173e-09
2015,1.3077794847049518e-08,3.989835573037226e-09
2016,1.532791671365885e-08,2.6927420293532123e-09
2017,1.861552334503358e-08,3.5218559180094644e-09
2018,2.4265787601507327e-08,2.323319980845895e-09
2019,1.9132407658162265e-08,4.591778068885333e-09
