year,trop_ADV écrire_VERB,trop_ADV décrire_VERB
1800,1.5720821977538435e-08,6.288328968651058e-09
1801,4.524246932646747e-08,4.7623651688866175e-09
1802,2.2378401354217203e-09,2.2378401354217203e-09
1803,1.1702034896643454e-08,0.0
1804,4.69651695311768e-08,9.887403784603066e-09
1805,1.1371510844071508e-08,0.0
1806,8.933174200365102e-08,0.0
1807,0.0,0.0
1808,9.064295980465431e-09,2.2660739951163578e-09
1809,2.259030518203531e-09,1.8072244145628247e-08
1810,2.574139479349924e-08,0.0
1811,2.757784400841956e-08,0.0
1812,1.600324850414836e-08,1.8670457180292033e-08
1813,1.4378708002027452e-08,2.8757416448144113e-09
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,1.1588019432906549e-08
1817,3.113746771532533e-08,1.556873407970727e-09
1818,4.410835785506606e-08,1.1921177378582115e-09
1819,1.6561680027393777e-08,0.0
1820,2.1359666035891678e-08,0.0
1821,2.6626018723163725e-08,0.0
1822,1.7043547018147365e-08,0.0
1823,2.7671523739059012e-08,3.9530747564242574e-09
1824,1.7684335773537896e-08,0.0
1825,8.805443485471187e-09,0.0
1826,1.145037931138404e-08,7.0463874735082754e-09
1827,7.373818444733615e-09,0.0
1828,2.5682442839070063e-08,0.0
1829,4.286587973467704e-09,1.714635211591542e-09
1830,1.6698937344017395e-08,1.0436835840010872e-09
1831,1.5591206548037917e-08,0.0
1832,2.570694235259907e-08,0.0
1833,8.108539617524002e-09,0.0
1834,1.4935249481595747e-08,3.733812370398937e-09
1835,2.647080776796429e-08,0.0
1836,3.091545153210973e-08,0.0
1837,1.0436836284100082e-08,0.0
1838,1.009945904684173e-08,0.0
1839,2.6567605004856887e-08,0.0
1840,5.095750932326837e-09,1.2739377330817092e-09
1841,1.3483152372373297e-08,0.0
1842,5.366612043644636e-09,3.3541325272778977e-09
1843,2.7171790151214736e-08,0.0
1844,1.701453911095996e-08,0.0
1845,7.254296274794569e-09,0.0
1846,1.7563504428608212e-08,0.0
1847,8.629157832729106e-09,0.0
1848,2.413566457803995e-09,4.82713291560799e-09
1849,1.0893239199560867e-08,0.0
1850,1.1541293254424545e-08,0.0
1851,1.096404567135778e-08,0.0
1852,1.5625309046640723e-08,0.0
1853,1.2541057081705276e-08,2.388772735173461e-09
1854,8.832629738719788e-09,2.0782657816909023e-09
1855,7.429711956774554e-09,0.0
1856,1.1389816201301528e-08,0.0
1857,7.810414537345878e-09,0.0
1858,4.893676130990343e-09,3.4255731584664773e-09
1859,2.036869339860914e-08,1.018434669930457e-09
1860,1.6935580049448618e-08,0.0
1861,4.433005784676425e-08,0.0
1862,3.6595690033891515e-08,9.035972525772706e-10
1863,2.2475793670651e-08,4.495158911765884e-09
1864,1.102787461348953e-08,0.0
1865,1.0355057256106193e-08,0.0
1866,1.1190909532388105e-08,0.0
1867,1.0190904120577216e-08,0.0
1868,8.397785578040384e-09,0.0
1869,8.790334682373668e-09,9.767038289254515e-10
1870,1.548193218070537e-08,1.1468097582678638e-09
1871,1.911811864374613e-08,0.0
1872,1.6327815544059376e-08,0.0
1873,1.1972008939764578e-09,0.0
1874,1.3741600746186577e-08,0.0
1875,9.7265964171811e-09,0.0
1876,6.650616057868319e-09,0.0
1877,4.9478527941460015e-09,0.0
1878,6.039088784604019e-09,0.0
1879,8.55305515301552e-09,0.0
1880,1.4761046607247863e-08,0.0
1881,1.324776466304911e-08,5.5780060570498335e-09
1882,2.0631693686823382e-08,3.3276925659464496e-09
1883,1.2006744043446815e-08,0.0
1884,9.242375753615306e-09,6.601696966868076e-09
1885,1.0957580620640783e-08,0.0
1886,8.38950331427668e-09,0.0
1887,1.9586774424595887e-09,0.0
1888,4.4384300679212174e-09,3.1703073499755874e-09
1889,9.397704836544563e-09,0.0
1890,6.554386366985909e-09,0.0
1891,1.0198752065093686e-08,0.0
1892,9.402768341715273e-09,1.2537024751679837e-09
1893,4.310891643655168e-09,0.0
1894,6.9316934414587195e-09,8.192000855444803e-09
1895,8.426059849853118e-09,0.0
1896,1.4152869098893461e-08,5.89702897624278e-10
1897,1.1653427112179315e-09,1.7480140668268973e-09
1898,5.6583546736987955e-09,1.6975064687230201e-09
1899,8.291367592505594e-09,4.9748205555033564e-09
1900,1.0901211489056095e-08,0.0
1901,6.147612641171918e-09,0.0
1902,1.276673788908056e-08,2.9461704187383475e-09
1903,1.5120615870500842e-08,0.0
1904,1.1286712897629059e-08,0.0
1905,8.257214467732865e-09,0.0
1906,1.0288369267641428e-08,0.0
1907,1.0285686968813934e-08,0.0
1908,1.3260750719723546e-08,4.911389073214423e-10
1909,1.0451868703853506e-08,5.500983557560346e-10
1910,9.085056262847502e-09,5.878565634276356e-09
1911,1.755723388896513e-08,1.5961122423746588e-09
1912,6.772247651554153e-09,1.0418842455450772e-09
1913,9.545381374209683e-09,1.590896969716482e-09
1914,7.366418142140674e-09,0.0
1915,1.1780762143587253e-08,0.0
1916,4.394984820521586e-09,1.0987462051303964e-09
1917,9.869782324756216e-09,0.0
1918,9.189101035644853e-09,0.0
1919,1.8415697411455767e-08,0.0
1920,1.9687803387569147e-08,0.0
1921,1.5145495524393482e-08,1.5145494858259667e-09
1922,1.475587119159627e-08,7.377935484775833e-10
1923,1.4862327368803108e-08,0.0
1924,9.02413699321869e-09,0.0
1925,1.4297631523163545e-08,1.0998177923937646e-09
1926,5.57306911730393e-09,3.343841648018042e-09
1927,1.3379070296082318e-08,0.0
1928,6.8556245125250825e-09,2.2852082448565625e-09
1929,1.6710609784809094e-08,0.0
1930,7.352522590764465e-09,0.0
1931,1.1405356659111021e-08,0.0
1932,1.2055489939655217e-08,1.0959536611565568e-09
1933,1.1470662641954732e-08,0.0
1934,2.7557634396657704e-08,0.0
1935,1.0771455727365264e-08,0.0
1936,9.699771652549316e-09,0.0
1937,1.1332006444320086e-08,0.0
1938,1.1668692678767911e-08,0.0
1939,1.2235240376412548e-08,0.0
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,3.246652724442356e-08,0.0
1942,6.068423541449874e-09,1.517105907566929e-08
1943,2.6129116648121453e-08,2.9032352077962287e-09
1944,0.0,0.0
1945,6.535512131478072e-09,0.0
1946,5.568441707737293e-09,0.0
1947,1.907339353124371e-08,1.1920870957027319e-09
1948,3.2615663503321457e-09,0.0
1949,2.945102384188658e-09,0.0
1950,8.508289184305795e-09,0.0
1951,5.330700769690111e-09,1.0661401761424827e-09
1952,1.687168627029223e-08,0.0
1953,6.464296653518886e-09,0.0
1954,2.052232517257835e-08,2.9317608341017376e-09
1955,5.631364707880948e-09,9.385607846468247e-10
1956,9.593255967388359e-09,8.72114158667614e-10
1957,1.501956425897788e-08,8.835037701437898e-10
1958,1.4890038535497752e-08,8.272243445794913e-10
1959,3.8753737996444215e-09,0.0
1960,8.997083078554624e-09,0.0
1961,1.042223907177231e-08,0.0
1962,1.4586500007851555e-08,0.0
1963,8.405868889838075e-09,6.466053248388448e-10
1964,1.4601523545820783e-08,6.083968329129164e-10
1965,1.3132904541635071e-08,1.0944086747954884e-09
1966,1.6617224929404983e-08,0.0
1967,6.409436092980059e-09,9.860671168482327e-10
1968,1.0779397818794223e-08,0.0
1969,1.3171097990039016e-08,4.5417578031781147e-10
1970,8.277704743875347e-09,9.197450023812337e-10
1971,1.2332153964678128e-08,2.569198631618974e-09
1972,1.2312352026810913e-08,5.130146862875051e-10
1973,1.874489363729026e-08,1.6539611902288698e-09
1974,5.625571564138454e-09,5.625571675160757e-10
1975,1.3707552426467373e-08,0.0
1976,1.085570122683066e-08,5.713526873840635e-10
1977,1.645498848290572e-08,5.876781838942691e-10
1978,1.0693064211864112e-08,0.0
1979,9.948355028654987e-09,1.1703946700691858e-09
1980,9.664756106531058e-09,1.1370301367108482e-09
1981,9.488323904349727e-09,4.427884725544118e-09
1982,6.828252629986764e-09,2.483000915987077e-09
1983,8.841442245000053e-09,6.315316047889041e-10
1984,1.275781880138993e-08,5.799008495621649e-10
1985,1.3234227935754461e-08,4.210890747202711e-09
1986,2.6975184752586756e-08,4.196139880008332e-09
1987,9.777306964053878e-09,6.110816852533674e-10
1988,7.795519785247507e-09,2.398621523624911e-09
1989,9.329808037250586e-09,3.841685636274406e-09
1990,5.993515905799995e-09,1.6345953479657283e-09
1991,1.817054240405014e-08,5.861465202094962e-10
1992,1.1019888113139586e-08,5.509944167592096e-10
1993,1.772546376344053e-08,0.0
1994,1.476979427650349e-08,5.274926606624319e-10
1995,9.21816667442954e-09,0.0
1996,1.0676184380997711e-08,1.067618438099771e-09
1997,8.630809844589749e-09,2.3974471297094624e-09
1998,1.382757464085671e-08,1.43043876743576e-09
1999,8.226361813967742e-09,9.140402323914998e-10
2000,1.0161472552283612e-08,1.3254094488601709e-09
2001,1.1829271784336015e-08,1.3143635069212678e-09
2002,1.7086764003693133e-08,8.76244299341522e-10
2003,1.12506919336397e-08,8.333845835650777e-10
2004,7.047666006343434e-09,2.2023955992267474e-09
2005,1.4411998705554652e-08,1.3511248786457486e-09
2006,1.0294725072412803e-08,8.235779835885637e-10
2007,9.98619853476157e-09,1.997239706952314e-09
2008,1.0217855006544596e-08,1.2772318758180745e-09
2009,1.192048149079028e-08,1.430457752249481e-09
2010,1.795041271179798e-08,2.8342759250676863e-09
2011,9.177532511728259e-09,2.2943831279320648e-09
2012,7.148930780687124e-09,1.3617010852229328e-09
2013,1.338780020176955e-08,1.3945624655065103e-09
2014,1.1260315346817151e-08,6.496335691608124e-10
2015,8.201329393386914e-09,1.5516027351836215e-09
2016,1.3256576281150956e-08,1.2428040818690533e-09
2017,9.30776167251679e-09,1.7609279590047322e-09
2018,1.9619147195726327e-08,1.5488800242380307e-09
2019,1.1734544003161318e-08,1.53059265262101e-09
