year,trop_ADV étendu_VERB,trop_ADV détendu_VERB
1800,7.074369818838022e-07,9.432493897065797e-09
1801,5.691026103704644e-07,0.0
1802,6.691142289128038e-07,0.0
1803,7.021221222203167e-07,0.0
1804,7.563863846371532e-07,0.0
1805,8.95506502729404e-07,0.0
1806,8.15512350982317e-07,0.0
1807,5.921666570429807e-07,0.0
1808,8.293830546790559e-07,0.0
1809,7.996968065526744e-07,0.0
1810,5.803514113722485e-07,0.0
1811,7.671654884688905e-07,0.0
1812,7.094773764038109e-07,0.0
1813,7.591958137709298e-07,0.0
1814,5.160550244909246e-07,0.0
1815,5.394447271100944e-07,0.0
1816,5.77083369535103e-07,0.0
1817,7.037068030513183e-07,0.0
1818,7.021573651400104e-07,0.0
1819,6.955905860195344e-07,0.0
1820,6.965624379517976e-07,0.0
1821,7.820160021765332e-07,0.0
1822,5.764729280599568e-07,0.0
1823,5.890081524739799e-07,0.0
1824,5.01056206303474e-07,0.0
1825,5.362514912121696e-07,0.0
1826,5.258366400084924e-07,0.0
1827,5.594884555648605e-07,9.217273055917019e-10
1828,6.026202186149021e-07,0.0
1829,6.352723289637652e-07,8.57317605795771e-10
1830,6.27253825769003e-07,0.0
1831,4.989186095372133e-07,0.0
1832,5.493167805070698e-07,0.0
1833,4.702953049218195e-07,0.0
1834,5.376689955483016e-07,0.0
1835,3.713476246502978e-07,2.2689263801112247e-09
1836,4.4760196260540397e-07,1.3441500135158435e-09
1837,4.6200395331652544e-07,6.957890930081589e-10
1838,4.5700051032326883e-07,0.0
1839,5.243606437943527e-07,1.3982950353153e-09
1840,6.070313247619197e-07,0.0
1841,5.977530577183643e-07,0.0
1842,5.447110993372917e-07,0.0
1843,6.149094247120956e-07,0.0
1844,4.62136853229822e-07,0.0
1845,5.105908371660917e-07,0.0
1846,4.748000606014102e-07,0.0
1847,5.215247256273869e-07,0.0
1848,4.690364221460186e-07,0.0
1849,4.3070193100902543e-07,0.0
1850,4.98312317631644e-07,0.0
1851,3.985753096458211e-07,0.0
1852,3.711010947426985e-07,0.0
1853,3.995222357389139e-07,0.0
1854,4.577380252612784e-07,0.0
1855,3.990816708210332e-07,0.0
1856,3.6499184830063314e-07,0.0
1857,4.822931032322231e-07,0.0
1858,3.4891908740064537e-07,4.893676019968041e-10
1859,4.7051682372512005e-07,0.0
1860,4.009613121525035e-07,0.0
1861,3.7680550235563715e-07,0.0
1862,4.671597935157479e-07,0.0
1863,4.160519040397048e-07,0.0
1864,4.195387077743362e-07,4.794727948009836e-10
1865,4.330296690113755e-07,0.0
1866,3.2988856446536374e-07,0.0
1867,3.3581454772502184e-07,0.0
1868,4.2680511569415103e-07,0.0
1869,3.7798437801939144e-07,0.0
1870,4.420951711381349e-07,0.0
1871,4.94946846174571e-07,0.0
1872,3.997291173618578e-07,6.047339295989218e-10
1873,3.1785683063390024e-07,0.0
1874,3.5489179595060705e-07,0.0
1875,3.7990940882082214e-07,0.0
1876,3.4099522849828645e-07,0.0
1877,3.9706517895865545e-07,0.0
1878,3.9797595263735275e-07,0.0
1879,4.7408363457179803e-07,0.0
1880,3.7351864534684864e-07,5.776061406947974e-09
1881,3.6814839177168324e-07,0.0
1882,3.9333326640189625e-07,0.0
1883,3.494594409403362e-07,5.0554711528150165e-09
1884,3.426280841267726e-07,0.0
1885,2.842525361756998e-07,0.0
1886,2.710454793941608e-07,6.453463874400711e-10
1887,3.5909084772356437e-07,0.0
1888,3.4873380627686856e-07,0.0
1889,3.314257241981977e-07,0.0
1890,3.486933621843491e-07,6.554386478008212e-10
1891,3.467575595550443e-07,0.0
1892,3.585589070098649e-07,0.0
1893,2.3586734698710643e-07,0.0
1894,2.5521234192638076e-07,0.0
1895,2.684301989575033e-07,0.0
1896,3.3907917895703577e-07,0.0
1897,3.274612936365884e-07,0.0
1898,3.20828718258781e-07,0.0
1899,2.8909235538776556e-07,0.0
1900,2.66301015017234e-07,0.0
1901,3.17999251819856e-07,0.0
1902,2.9117984468030045e-07,0.0
1903,3.04032397480114e-07,0.0
1904,3.181777969984978e-07,0.0
1905,3.024204886514781e-07,0.0
1906,2.7367062216399063e-07,0.0
1907,2.792563975617668e-07,0.0
1908,2.313264246822655e-07,0.0
1909,2.2168963198510028e-07,0.0
1910,2.4048677005339414e-07,5.344150677544235e-10
1911,2.372886882540115e-07,0.0
1912,2.401543213181867e-07,0.0
1913,2.179528735268832e-07,0.0
1914,2.0157199287496042e-07,0.0
1915,2.709575142034737e-07,0.0
1916,2.593041017462383e-07,0.0
1917,2.1165199370898335e-07,0.0
1918,2.4236254603238194e-07,1.1486376294556067e-09
1919,2.421664078156027e-07,2.762354567309444e-09
1920,2.3171028828983253e-07,0.0
1921,2.695898047022638e-07,0.0
1922,2.0805778433441446e-07,0.0
1923,1.624240013597955e-07,0.0
1924,1.8048274341708748e-07,0.0
1925,1.8146992886158841e-07,0.0
1926,2.0285972368583316e-07,0.0
1927,2.2186956982750417e-07,0.0
1928,1.9538531148555194e-07,0.0
1929,2.1612387968161784e-07,0.0
1930,2.3843179519644764e-07,0.0
1931,1.9389106853395788e-07,0.0
1932,1.90695942592356e-07,0.0
1933,2.397368348283635e-07,0.0
1934,2.132721306224994e-07,0.0
1935,1.7473695379521814e-07,2.393656828303392e-09
1936,1.8065824747282022e-07,0.0
1937,1.5864809199683805e-07,0.0
1938,1.6206517727823666e-07,0.0
1939,1.8046979732844193e-07,0.0
1940,1.2425336137766863e-07,0.0
1941,2.302171964174704e-07,0.0
1942,2.032921884165262e-07,0.0
1943,1.5967793842719402e-07,0.0
1944,1.2531425852557732e-07,0.0
1945,1.3724574898787978e-07,0.0
1946,1.559163678166442e-07,1.3921104269343232e-09
1947,1.9192601996564917e-07,0.0
1948,1.5655518836865667e-07,0.0
1949,1.3351130689898127e-07,0.0
1950,1.4464092146226903e-07,0.0
1951,1.4925961977496627e-07,0.0
1952,1.3181005442675087e-07,0.0
1953,1.756133798380688e-07,0.0
1954,1.495198063139469e-07,0.0
1955,1.267057001541616e-07,0.0
1956,1.482594029766915e-07,0.0
1957,9.453490434907508e-08,0.0
1958,1.1581141023953023e-07,0.0
1959,1.2788733272373065e-07,0.0
1960,1.377245837375085e-07,0.0
1961,1.0213793899538359e-07,6.948159270159238e-10
1962,1.2620493805570732e-07,0.0
1963,1.0345685552692885e-07,1.2932106496776896e-09
1964,1.2715493369341857e-07,0.0
1965,1.5704765132795728e-07,5.472043373977442e-10
1966,1.3016826017064886e-07,0.0
1967,1.671383813572902e-07,0.0
1968,1.513607088554636e-07,4.4914158503495116e-10
1969,1.5532812369656313e-07,9.083515606356229e-10
1970,1.3244327590200555e-07,4.5987250119061684e-10
1971,1.1972466040788277e-07,1.0276794970565106e-09
1972,1.2979270991309022e-07,0.0
1973,1.0364823310737847e-07,0.0
1974,1.0969864661092288e-07,0.0
1975,9.70951603562753e-08,0.0
1976,8.855966626697409e-08,0.0
1977,7.992423434188822e-08,0.0
1978,9.445540172237088e-08,0.0
1979,8.48536103603692e-08,0.0
1980,9.096240916051102e-08,0.0
1981,9.488324081985411e-08,1.2651099057237047e-09
1982,9.062953409966212e-08,6.207502289967692e-10
1983,8.273064366903782e-08,0.0
1984,6.78483971228161e-08,0.0
1985,6.075713798736615e-08,0.0
1986,7.612996455463872e-08,0.0
1987,6.171924837872211e-08,6.110816852533674e-10
1988,7.25583007010755e-08,0.0
