year,trop_ADV étendu_VERB,trop_ADV détendu_VERB
1989,1.0646957093740639e-07,0.0
1990,6.865300150593612e-08,1.089730194969718e-09
1991,5.6856212182765375e-08,0.0
1992,7.383324884813192e-08,5.509944167592096e-10
1993,8.031850740053414e-08,5.539207426075166e-10
1994,6.804655328096487e-08,5.274926606624319e-10
1995,6.181593903420435e-08,5.422450821690461e-10
1996,6.886138947947984e-08,1.067618438099771e-09
1997,7.815678060296705e-08,4.79489448146353e-10
1998,6.675380603837766e-08,4.768129224785866e-10
1999,7.815044256176407e-08,9.140402323914998e-10
2000,7.378112343303656e-08,8.836062992401139e-10
2001,8.192866118861275e-08,0.0
2002,6.440395594609072e-08,4.38122149670761e-10
2003,6.500399507558541e-08,0.0
2004,6.386947148939726e-08,4.404791253964646e-10
2005,7.025849413366814e-08,4.5037495954858286e-10
2006,6.423908160968494e-08,8.235779835885637e-10
2007,4.593651325990322e-08,0.0
2008,5.492097088222181e-08,4.257439678578834e-10
2009,6.866197566068877e-08,9.53638501499654e-10
2010,6.046455069963486e-08,0.0
2011,4.7799648683621854e-08,7.64794394481072e-10
2012,4.6978687606724634e-08,1.0212758416727752e-09
2013,5.215663989588393e-08,8.367375126105969e-10
2014,5.088796228847059e-08,6.496335691608124e-10
2015,5.4084438261270407e-08,2.21657536769726e-09
2016,7.953946123961941e-08,2.6927420293532123e-09
2017,3.773417134311785e-08,3.5218559180094644e-09
2018,4.207790738064432e-08,2.0651733656507076e-09
2019,4.464228453571195e-08,2.5509878653906526e-09
