year,trop_ADV étendre_VERB,trop_ADV etendre_VERB,trop_ADV détendre_VERB
1877,6.061119961486838e-08,0.0,0.0
1878,6.280652087298222e-08,0.0,0.0
1879,8.003215867802282e-08,0.0,1.221865053580018e-09
1880,5.519347823224052e-08,0.0,1.9253538763308597e-09
1881,4.392679642251096e-08,0.0,2.091752326904839e-09
1882,3.261138559196297e-08,0.0,1.3310770263785798e-09
1883,5.561018312505439e-08,0.0,1.2638677882037541e-09
1884,5.809493330843907e-08,0.0,1.3203393933736152e-09
1885,6.639005079023264e-08,1.2891271383708158e-09,0.0
1886,4.969167122226281e-08,0.0,0.0
1887,6.920659956222153e-08,0.0,0.0
1888,6.467426771905593e-08,0.0,0.0
1889,2.8819629349641218e-08,0.0,0.0
1890,5.440140782297931e-08,0.0,0.0
1891,5.864282570655632e-08,0.0,0.0
1892,5.390920776449093e-08,0.0,0.0
1893,4.0645549148621285e-08,0.0,0.0
1894,5.1672621736997826e-08,0.0,0.0
1895,5.236194766666813e-08,0.0,0.0
1896,6.309821287686646e-08,0.0,0.0
1897,4.078699333831537e-08,0.0,0.0
1898,7.412445057752848e-08,0.0,0.0
1899,5.9145087050183065e-08,0.0,5.527578395003729e-10
1900,3.9971109089265155e-08,0.0,0.0
1901,5.3651895370876446e-08,0.0,0.0
1902,3.6827128013783295e-08,0.0,0.0
1903,5.6702312178913417e-08,5.400220270956879e-10,0.0
1904,5.2671325079245435e-08,0.0,0.0
1905,4.6446832158153484e-08,1.0321518084666081e-09,0.0
1906,3.4980455865252225e-08,0.0,5.144184522798412e-10
1907,3.394276504309346e-08,0.0,0.0
1908,3.437972395659017e-08,0.0,0.0
1909,5.941062397596397e-08,5.500983557560346e-10,0.0
1910,5.557916793463846e-08,0.0,0.0
1911,5.107559175598908e-08,5.320374141248863e-10,1.0640748282497725e-09
1912,4.740573444905749e-08,1.0418842455450772e-09,0.0
1913,3.2878535449754054e-08,5.30298971401777e-10,0.0
1914,2.9465672568562695e-08,0.0,0.0
1915,2.238344798399794e-08,0.0,0.0
1916,2.7468654906215306e-08,0.0,0.0
1917,2.1932848426331475e-08,0.0,0.0
1918,1.1486376294556067e-08,0.0,0.0
1919,3.222746869369075e-08,0.0,0.0
1920,2.6502810612782923e-08,0.0,0.0
1921,3.332008802203745e-08,0.0,0.0
1922,2.951174238319254e-08,0.0,0.0
1923,3.715581797791856e-08,0.0,0.0
1924,1.675911143195208e-08,0.0,0.0
1925,4.179307566687385e-08,0.0,1.0998177923937646e-09
1926,4.458455293843144e-08,0.0,0.0
1927,2.3413372574054847e-08,3.3447675740205796e-09,0.0
1928,3.6563331917705e-08,0.0,0.0
1929,3.0079096546842266e-08,0.0,0.0
1930,3.466189113510154e-08,0.0,0.0
1931,3.649714130915527e-08,0.0,0.0
1932,2.520693342944469e-08,0.0,0.0
1933,2.1794258842078307e-08,0.0,0.0
1934,2.2765002327673756e-08,0.0,0.0
1935,2.154291145473053e-08,0.0,0.0
1936,9.699771652549316e-09,0.0,0.0
1937,2.5182236740306507e-08,0.0,0.0
1938,2.2040865133021725e-08,0.0,0.0
1939,2.4470480752825097e-08,0.0,0.0
1940,5.0715658339584024e-09,0.0,0.0
1941,3.246652724442356e-08,0.0,0.0
1942,1.2136847082899749e-08,0.0,0.0
1943,1.4516175816936538e-08,0.0,0.0
1944,9.639558484764166e-09,0.0,0.0
1945,6.535512131478072e-09,0.0,2.178504043826024e-09
1946,1.3921104269343232e-08,0.0,0.0
1947,2.622591566137089e-08,0.0,2.3841741914054637e-09
1948,9.784699273041042e-09,0.0,0.0
1949,1.0798709482173763e-08,0.0,0.0
1950,1.4889506516624351e-08,0.0,0.0
1951,2.5587365115598004e-08,0.0,0.0
1952,1.370824520563474e-08,0.0,0.0
1953,2.2625037843226892e-08,1.0773827385790469e-09,0.0
1954,2.6385848173049453e-08,0.0,0.0
1955,1.407841132561316e-08,0.0,0.0
1956,1.1337483840634377e-08,8.72114158667614e-10,0.0
1957,2.297109880089465e-08,0.0,0.0
1958,1.9026160202884057e-08,0.0,1.6544486891589827e-09
1959,1.3176271629333769e-08,0.0,0.0
1960,2.5607082676515347e-08,0.0,0.0
1961,7.64297514166401e-09,0.0,0.0
1962,1.5220695814832652e-08,0.0,0.0
1963,1.3578711488548834e-08,6.466053248388448e-10,0.0
1964,1.6426714211092985e-08,6.083968329129164e-10,0.0
1965,1.586892572902343e-08,0.0,0.0
1966,2.215629990587331e-08,0.0,0.0
1967,2.859594694371026e-08,0.0,0.0
1968,3.054162789339898e-08,0.0,0.0
1969,2.7704722072030563e-08,0.0,0.0
1970,1.8854771965948203e-08,9.197450023812337e-10,0.0
1971,1.6956711590410123e-08,0.0,0.0
1972,1.3851396474251487e-08,5.130146862875051e-10,0.0
1973,8.269805285010534e-09,0.0,0.0
1974,1.7439271360331077e-08,0.0,0.0
1975,1.4278700888326057e-08,0.0,0.0
1976,1.428381679602353e-08,0.0,5.713526873840635e-10
1977,1.23412418062685e-08,0.0,0.0
1978,1.2475242172627077e-08,0.0,0.0
1979,1.580032815695631e-08,0.0,0.0
1980,1.2507331170752423e-08,0.0,0.0
1981,5.060439622894819e-09,0.0,0.0
1982,8.690503427999374e-09,0.0,0.0
1983,4.4207211225000265e-09,0.0,6.315316047889041e-10
1984,7.538710988796993e-09,0.0,0.0
1985,9.624892882698077e-09,0.0,0.0
1986,1.1988970705090196e-08,0.0,1.1988970927134801e-09
1987,1.8332450224534114e-08,0.0,0.0
1988,1.679035044332977e-08,0.0,0.0
1989,1.5366742545097622e-08,0.0,0.0
1990,8.717841559757744e-09,0.0,0.0
1991,9.37834432335194e-09,0.0,0.0
1992,1.0468894195980738e-08,0.0,0.0
1993,6.647049133334804e-09,0.0,1.661762283333701e-09
1994,5.274926717646622e-09,0.0,0.0
1995,8.675921314704738e-09,0.0,5.422450821690461e-10
1996,1.014237493990322e-08,0.0,0.0
1997,1.006927874414032e-08,0.0,0.0
1998,1.0966696883940585e-08,0.0,0.0
1999,1.3710603319339043e-08,9.140402323914998e-10,0.0
2000,3.97622823555821e-09,0.0,0.0
2001,1.095302959441824e-08,0.0,0.0
2002,1.0076809608960957e-08,0.0,0.0
2003,1.1667384391955693e-08,0.0,0.0
2004,5.726228824443069e-09,0.0,0.0
2005,9.908249332113428e-09,4.5037495954858286e-10,4.5037495954858286e-10
2006,7.000412693969338e-09,4.1178899179428186e-10,0.0
2007,1.078509459517818e-08,0.0,0.0
2008,9.366367237362283e-09,0.0,0.0
2009,1.192048149079028e-08,0.0,4.76819250749827e-10
2010,5.196172381261022e-09,0.0,0.0
2011,7.647943611743813e-09,3.82397197240536e-10,0.0
2012,2.382976926895708e-09,0.0,0.0
2013,6.9728125495771565e-09,0.0,0.0
2014,6.063246349441442e-09,0.0,0.0
2015,1.1304534197620342e-08,0.0,0.0
2016,1.0978101983027955e-08,0.0,0.0
2017,7.2952728302766445e-09,0.0,2.515611330355938e-10
2018,4.904786798931582e-09,0.0,0.0
2019,4.846876677788714e-09,0.0,0.0
